136,11/1/2021,305,0.10, ,0, ,290, ,18.4, ,92.0, ,61.9, ,77.0, ,80, ,40, ,58, ,61.2, ,3.4, ,81.3, ,69.6, 
136,11/2/2021,306,0.14,H,0, ,350, ,15.2, ,--,S,61.4, ,76.6,H,70,H,28,H,49, ,55.8, ,3.9, ,93.0, ,69.5, 
136,11/3/2021,307,0.14, ,0, ,352, ,13.3, ,--,S,62.0, ,77.6, ,76, ,15, ,41, ,52.1, ,3.5, ,83.2, ,69.3, 
136,11/4/2021,308,0.15,R,0, ,348, ,15.9, ,--,S,58.6, ,79.4,Y,72,H,23,H,46,Y,57.0,Y,3.6, ,87.0, ,69.2, 
136,11/5/2021,309,0.15,R,0, ,345, ,15.3, ,109.3,R,58.5, ,79.3,Y,72, ,22, ,45,Y,56.1,Y,3.9, ,93.7, ,69.1, 
136,11/6/2021,310,0.13,R,0, ,342, ,16.2, ,105.7,R,58.6, ,77.2, ,74, ,31, ,51, ,57.5, ,3.6, ,86.8, ,68.9, 
136,11/7/2021,311,0.11, ,0, ,304, ,18.5,Y,--,S,60.9, ,76.0, ,72, ,40, ,60,Y,61.3,Y,3.7, ,89.7, ,68.6, 
136,11/8/2021,312,0.12, ,0, ,336, ,17.5, ,103.4,Y,54.1, ,73.8, ,75, ,31, ,62, ,59.8, ,4.0, ,95.4, ,68.3, 
136,11/9/2021,313,0.13, ,0, ,334, ,19.7,Y,--,S,58.5, ,78.2,Y,87, ,31, ,60,Y,63.1,Y,4.2, ,101.8, ,67.9, 
136,11/10/2021,314,0.12,R,0, ,330, ,18.8,Y,--,S,55.6, ,78.8,Y,88, ,24, ,56,Y,61.7,Y,4.0, ,95.5, ,68.0, 
136,11/11/2021,315,0.17,R,0, ,330, ,13.9, ,--,S,63.4, ,83.2,R,71,H,21,H,--,R,--,I,5.9, ,140.9, ,68.1, 
136,11/12/2021,316,0.15, ,0, ,329, ,14.4, ,105.1,R,62.8, ,83.2,R,58,H,22,H,--,R,--,I,4.8, ,115.6, ,68.9, 
136,11/13/2021,317,0.13,R,0, ,329, ,13.3, ,--,S,57.7, ,76.4,Y,62, ,17, ,43,Y,52.2,Y,3.7, ,88.2, ,69.2,Y
136,11/14/2021,318,0.13,R,0, ,327, ,17.2,Y,--,S,56.3, ,80.9,R,65,H,25,H,--,R,--,I,4.0, ,96.7, ,68.6, 
136,11/15/2021,319,0.12,R,0, ,325, ,14.5, ,--,S,53.2, ,75.1,Y,76,H,26,H,49,Y,54.4,Y,3.4, ,81.7, ,68.1, 
136,11/16/2021,320,0.09, ,0, ,253, ,16.4,Y,--,S,53.1, ,71.5, ,73, ,39, ,62,Y,57.9,Y,3.7, ,88.0, ,67.5, 
136,11/17/2021,321,0.11,H,0, ,314, ,20.1,R,--,S,57.1, ,78.5,Y,73,H,37,H,--,R,--,I,3.7, ,89.0, ,67.2, 
136,11/18/2021,322,0.10,R,0, ,285, ,15.7,Y,--,S,38.2,Y,73.0,Y,85, ,29, ,57,Y,56.7,Y,3.6, ,85.5, ,66.7, 
136,11/19/2021,323,0.10,R,0, ,274, ,16.4,Y,--,S,52.2, ,73.9,Y,75,H,28,H,57,Y,57.8,Y,3.3, ,79.2, ,66.3, 
136,11/20/2021,324,0.10, ,0, ,280, ,14.6, ,--,S,51.5, ,70.6, ,78, ,33, ,57, ,54.6, ,3.8, ,92.1, ,65.9, 
136,11/21/2021,325,0.18,R,0, ,297, ,9.7, ,97.4,R,57.5, ,75.3,Y,56, ,21, ,32,Y,43.6,Y,6.8,Y,163.5,Y,65.8, 
136,11/22/2021,326,0.12,R,0, ,285, ,9.0, ,--,S,54.6, ,71.8,Y,49,H,14,H,34,Y,41.9,Y,3.9, ,92.5, ,65.9, 
136,11/23/2021,327,0.10, ,0, ,226, ,9.6, ,83.1, ,50.2, ,65.4, ,62, ,21, ,45, ,43.6, ,4.1, ,99.0, ,65.8, 
136,11/24/2021,328,0.17, ,0, ,299, ,6.8, ,--,S,47.2, ,68.5, ,70, ,14, ,29, ,34.7, ,7.0,Y,167.9,Y,65.4, 
136,11/25/2021,329,0.20, ,0, ,308, ,4.5, ,82.3, ,57.6, ,67.9, ,34, ,13, ,19, ,24.6, ,8.5,R,203.9,R,65.0, 
136,11/26/2021,330,0.13,R,0, ,306, ,8.9, ,--,S,48.3, ,69.1,H,81,H,22,H,37, ,41.5, ,4.6, ,109.9, ,64.4, 
136,11/27/2021,331,0.10,R,0, ,301, ,8.3, ,--,S,43.8, ,63.2,H,76,H,20,H,42, ,39.7, ,3.6, ,86.8, ,63.7, 
136,11/28/2021,332,0.10, ,0, ,297, ,6.9, ,80.9, ,42.5, ,60.0, ,65, ,16, ,39, ,34.9, ,3.7, ,88.7, ,62.7, 
136,11/29/2021,333,0.10,R,0, ,296, ,9.6, ,--,S,45.0, ,66.1,H,62,H,22,H,44, ,43.5, ,3.8, ,91.6, ,62.3, 
136,11/30/2021,334,0.10,R,0, ,293, ,11.3, ,--,S,47.2, ,68.1,H,75,H,25,H,48, ,47.8, ,4.0, ,96.5, ,62.3, 
