47,11/1/2021,305,0.02, ,0.05, ,124, ,17.2, ,65.4, ,54.9, ,59.3, ,100, ,99, ,100, ,59.2, ,3.5, ,84.0, ,61.9, 
47,11/2/2021,306,0.03, ,0.01, ,154, ,17.8,Y,70.1, ,53.8, ,60.6, ,100, ,86, ,99,Y,60.2,Y,2.8, ,67.7, ,62.8, 
47,11/3/2021,307,0.09, ,0.00, ,336, ,15.1, ,77.4, ,50.8, ,61.6, ,100, ,49, ,81, ,55.7, ,2.5, ,59.3, ,62.0, 
47,11/4/2021,308,0.08, ,0, ,279, ,15.5, ,70.9, ,51.5, ,61.9, ,99, ,47, ,82, ,56.3, ,4.8, ,114.9, ,62.9, 
47,11/5/2021,309,0.09, ,0, ,300, ,12.2, ,71.6, ,45.7, ,57.0, ,100, ,47, ,77, ,49.9, ,4.4, ,105.6, ,60.5, 
47,11/6/2021,310,0.07, ,0, ,198, ,12.5, ,65.9, ,50.5, ,57.7, ,99, ,54, ,77, ,50.6, ,5.2, ,125.0, ,60.1, 
47,11/7/2021,311,0.10, ,0, ,335, ,8.3, ,64.8, ,42.8, ,53.1, ,99, ,35, ,60, ,39.6, ,5.2, ,125.8, ,58.5, 
47,11/8/2021,312,0.07, ,0.11, ,259, ,10.0, ,62.2, ,41.6, ,53.6, ,99, ,42, ,71, ,44.4, ,3.8, ,91.2, ,56.8, 
47,11/9/2021,313,0.03, ,0.27, ,147, ,15.3, ,63.9, ,51.8, ,56.3, ,100, ,94, ,99, ,56.1, ,7.6, ,183.2, ,57.8, 
47,11/10/2021,314,0.07, ,0.00, ,255, ,14.8, ,68.1, ,48.7, ,57.5, ,100, ,63, ,92, ,55.1, ,3.7, ,89.9, ,58.9, 
47,11/11/2021,315,0.08, ,0, ,309, ,13.9, ,72.0, ,49.1, ,58.5, ,100, ,55, ,83, ,53.4, ,2.9, ,68.5, ,59.0, 
47,11/12/2021,316,0.04, ,0.01, ,194, ,14.0, ,68.8, ,46.4, ,53.2, ,100, ,91, ,100, ,53.5, ,2.1, ,50.7, ,58.1, 
47,11/13/2021,317,0.03, ,0.01, ,185, ,13.9, ,69.9, ,49.3, ,53.9, ,100, ,67, ,98, ,53.4, ,3.3, ,78.2, ,58.8, 
47,11/14/2021,318,0.00, ,0.00, ,54, ,13.6, ,54.6, ,51.6, ,52.9, ,100, ,100, ,100, ,52.8, ,2.9, ,69.8, ,58.7, 
47,11/15/2021,319,0.00, ,0, ,65, ,13.5, ,55.5, ,50.2, ,52.6, ,100, ,100, ,100, ,52.5, ,3.3, ,78.5, ,58.3, 
47,11/16/2021,320,0.03, ,0.00, ,159, ,14.0, ,67.0, ,46.2, ,54.5, ,100, ,71, ,96, ,53.5, ,4.2, ,101.8, ,58.2, 
47,11/17/2021,321,0.05, ,0.01, ,226, ,11.9, ,64.3, ,41.8, ,50.0, ,100, ,71, ,97, ,49.1, ,2.5, ,59.6, ,57.0, 
47,11/18/2021,322,0.02, ,0.01, ,119, ,12.5, ,56.5, ,42.2, ,50.2, ,100, ,100, ,100, ,50.5, ,2.5, ,60.9, ,55.7, 
47,11/19/2021,323,0.03, ,0, ,167, ,15.1, ,67.0, ,49.0, ,56.2, ,100, ,78, ,98, ,55.6, ,4.8, ,114.5, ,57.7, 
47,11/20/2021,324,0.10, ,0, ,292, ,10.5, ,69.1, ,49.0, ,57.9, ,99, ,38, ,64, ,45.7, ,5.9, ,142.2, ,58.0, 
47,11/21/2021,325,0.05, ,0.00, ,239, ,11.5, ,69.4, ,43.1, ,51.9, ,100, ,55, ,87, ,48.2, ,2.6, ,62.9, ,55.8, 
47,11/22/2021,326,0.06, ,0, ,274, ,11.4, ,67.8, ,36.6, ,50.5, ,100, ,64, ,91, ,47.9, ,2.8, ,66.1, ,54.0, 
47,11/23/2021,327,0.07, ,0, ,265, ,10.2, ,62.2, ,37.1, ,50.5, ,100, ,44, ,81, ,45.0, ,5.2, ,123.6, ,53.4, 
47,11/24/2021,328,0.12, ,0, ,286, ,6.1, ,66.5, ,38.4, ,53.8, ,90, ,28, ,43, ,31.8, ,7.2, ,171.6, ,53.1, 
47,11/25/2021,329,0.06, ,0, ,261, ,9.4, ,65.3, ,33.8, ,46.9, ,99, ,57, ,86, ,43.0, ,2.7, ,63.8, ,51.2, 
47,11/26/2021,330,0.07, ,0, ,264, ,9.1, ,70.6, ,41.2, ,52.2, ,100, ,30, ,68, ,42.0, ,3.1, ,74.7, ,51.8, 
47,11/27/2021,331,0.06, ,0, ,254, ,9.6, ,72.7,Y,38.4, ,52.2, ,100, ,37, ,72, ,43.6, ,2.4, ,57.3, ,52.0, 
47,11/28/2021,332,0.06, ,0, ,251, ,10.8, ,72.1, ,40.1, ,52.8, ,100, ,45, ,79, ,46.5, ,2.6, ,62.5, ,52.0, 
47,11/29/2021,333,0.06, ,0, ,255, ,11.9, ,71.2, ,39.7, ,54.0, ,100, ,52, ,83, ,49.0, ,3.1, ,74.3, ,51.9, 
47,11/30/2021,334,0.07, ,0, ,268, ,11.3, ,72.8,Y,39.4, ,53.0, ,100, ,47, ,82, ,47.7, ,3.2, ,77.0, ,52.1, 
