90,11/1/2021,305,0.02, ,0.01, ,67, ,8.0, ,52.0, ,35.3, ,44.6, ,94, ,60, ,80, ,38.9, ,5.1, ,123.6, ,48.1, 
90,11/2/2021,306,0.06, ,0, ,255, ,7.7, ,58.6, ,32.5, ,45.8, ,97, ,48, ,73, ,37.7, ,4.2, ,101.6, ,48.2, 
90,11/3/2021,307,0.10, ,0.00, ,295, ,7.4, ,67.5, ,25.7, ,48.8, ,98, ,34, ,63, ,36.7, ,6.0, ,143.7, ,47.9, 
90,11/4/2021,308,0.09, ,0, ,198, ,6.8, ,56.0, ,28.7, ,48.7, ,89, ,30, ,58, ,34.8, ,11.3,Y,272.4,Y,48.7, 
90,11/5/2021,309,0.06, ,0, ,222, ,5.7, ,59.0, ,36.1, ,47.9, ,94, ,17, ,50, ,30.2, ,7.2, ,172.2, ,47.0, 
90,11/6/2021,310,0.03, ,0, ,87, ,6.3, ,46.9, ,32.2, ,41.0, ,90, ,55, ,72, ,32.8, ,6.0, ,144.6, ,46.8, 
90,11/7/2021,311,0.06, ,0, ,315,R,4.4, ,45.5, ,19.3, ,32.6, ,97, ,31, ,70, ,23.9, ,3.0, ,70.8, ,45.6, 
90,11/8/2021,312,0.10, ,0, ,254, ,3.6, ,54.1, ,17.7, ,38.3, ,92, ,20, ,46, ,19.3, ,8.0, ,191.6, ,43.7, 
90,11/9/2021,313,0.03, ,0.03, ,111, ,6.9, ,48.3, ,26.4, ,41.2, ,95, ,65, ,78, ,35.0, ,7.6, ,182.4, ,44.7, 
90,11/10/2021,314,0.02, ,0.01, ,91, ,7.1, ,48.5, ,28.4, ,40.7, ,96, ,61, ,83, ,35.9, ,3.4, ,80.7, ,44.4, 
90,11/11/2021,315,0.06, ,0, ,276, ,8.0, ,64.8, ,31.2, ,45.7, ,98, ,44, ,77, ,38.9, ,2.8, ,67.1, ,45.8, 
90,11/12/2021,316,0.07, ,0.00, ,289, ,6.5, ,68.1, ,25.0, ,43.1, ,98, ,28, ,68, ,33.5, ,2.8, ,67.2, ,46.0, 
90,11/13/2021,317,0.06, ,0, ,268, ,6.4, ,65.7, ,25.1, ,42.2, ,95, ,35, ,70, ,33.0, ,3.0, ,70.8, ,45.8, 
90,11/14/2021,318,0.06, ,0, ,252, ,6.9, ,69.4, ,26.7, ,43.8, ,98, ,31, ,71, ,35.0, ,2.6, ,62.5, ,45.7, 
90,11/15/2021,319,0.07, ,0, ,167, ,6.5, ,66.1, ,27.3, ,44.4, ,95, ,30, ,65, ,33.4, ,5.6, ,134.1, ,45.5, 
90,11/16/2021,320,0.06, ,0, ,280, ,5.0, ,48.2, ,19.9, ,37.8, ,90, ,28, ,65, ,27.3, ,4.5, ,108.8, ,45.9, 
90,11/17/2021,321,0.07, ,0, ,260, ,3.3, ,51.9, ,15.2, ,32.4, ,94, ,26, ,54, ,17.5, ,4.9, ,117.0, ,43.3, 
90,11/18/2021,322,0.04, ,0, ,62, ,5.2, ,53.8, ,25.9, ,41.0, ,80, ,34, ,60, ,28.2, ,6.6, ,158.1, ,42.2, 
90,11/19/2021,323,0.03, ,0.04, ,117, ,6.8, ,49.9, ,23.5, ,41.1, ,95, ,61, ,77, ,34.5, ,6.5, ,155.2, ,43.5, 
90,11/20/2021,324,0.03, ,0.00, ,230, ,4.6, ,49.1, ,17.3, ,29.1, ,96, ,50, ,85, ,25.1, ,2.3, ,56.2, ,42.2, 
90,11/21/2021,325,0.05, ,0.00, ,262, ,3.7, ,56.4, ,13.5, ,31.7, ,96, ,25, ,61, ,20.0, ,3.5, ,83.4, ,40.5, 
90,11/22/2021,326,0.05, ,0, ,272,R,3.6, ,59.7, ,18.0, ,36.6, ,75, ,22, ,50, ,19.6, ,3.7, ,88.6, ,39.8, 
90,11/23/2021,327,0.06, ,0, ,228, ,4.1, ,44.2, ,18.0, ,36.0, ,88, ,41, ,57, ,22.1, ,6.7, ,161.8, ,40.1, 
90,11/24/2021,328,0.04, ,0, ,251, ,3.2, ,47.5, ,10.6, ,27.3, ,95, ,32, ,64, ,16.8, ,3.3, ,78.5, ,38.8, 
90,11/25/2021,329,0.08, ,0, ,242, ,2.9, ,58.7, ,17.0, ,36.6, ,72, ,16, ,40, ,14.5, ,6.2, ,148.3, ,38.1, 
90,11/26/2021,330,0.05, ,0, ,221, ,3.8, ,60.1, ,19.1, ,38.4, ,85, ,12, ,48, ,20.3, ,3.0, ,72.4, ,38.9, 
90,11/27/2021,331,0.05, ,0, ,242, ,5.9, ,61.4, ,21.5, ,38.7, ,95, ,45, ,74, ,31.1, ,3.3, ,79.6, ,40.0, 
90,11/28/2021,332,0.05, ,0, ,231, ,6.0, ,67.4,Y,23.9, ,40.7, ,96, ,31, ,69, ,31.5, ,3.0, ,71.2, ,40.7, 
90,11/29/2021,333,0.05, ,0, ,241, ,5.1, ,61.8, ,20.4, ,36.7, ,97, ,32, ,69, ,27.7, ,2.9, ,70.2, ,40.6, 
90,11/30/2021,334,0.04, ,0, ,0,R,4.7, ,46.3, ,24.7, ,32.9, ,93, ,26, ,74, ,25.6, ,3.5, ,83.8, ,40.8, 
