248,11/1/2021,305,0.01, ,0.04, ,89, ,15.9, ,64.0, ,52.4, ,58.7, ,99, ,82, ,94, ,57.1, ,3.5, ,83.4, ,60.2, 
248,11/2/2021,306,0.05, ,0.00, ,188, ,16.7,Y,71.2, ,53.2, ,60.5, ,100, ,69, ,93,Y,58.4,Y,3.6, ,86.8, ,61.7, 
248,11/3/2021,307,0.09, ,0, ,333, ,15.2, ,78.0, ,49.3, ,60.2, ,100, ,56, ,85, ,55.7, ,2.4, ,58.7, ,61.1, 
248,11/4/2021,308,0.09, ,0.01, ,313, ,15.2, ,70.0, ,50.2, ,61.0, ,99, ,52, ,83, ,55.7, ,4.6, ,111.4, ,61.7, 
248,11/5/2021,309,0.08, ,0, ,296, ,12.5, ,69.0, ,43.5, ,55.5, ,100, ,56, ,83, ,50.5, ,3.6, ,85.4, ,59.0, 
248,11/6/2021,310,0.06, ,0, ,228, ,13.0, ,66.8, ,48.1, ,56.0, ,100, ,62, ,85, ,51.6, ,4.7, ,111.6, ,58.6, 
248,11/7/2021,311,0.10, ,0, ,333, ,9.2, ,64.3, ,40.9, ,52.1, ,98, ,39, ,69, ,42.3, ,5.7, ,137.7, ,57.1, 
248,11/8/2021,312,0.07, ,0.09, ,266, ,10.3, ,63.9, ,39.2, ,52.3, ,99, ,43, ,77, ,45.2, ,4.1, ,99.5, ,54.9, 
248,11/9/2021,313,0.05, ,0.35, ,152, ,13.5, ,63.8, ,49.2, ,55.9, ,99, ,76, ,88, ,52.5, ,10.3,R,246.9,R,56.4, 
248,11/10/2021,314,0.05, ,0.00, ,197, ,14.5, ,66.8, ,47.1, ,56.0, ,100, ,71, ,95, ,54.4, ,4.1, ,97.6, ,57.3, 
248,11/11/2021,315,0.08, ,0, ,302, ,13.8, ,71.4, ,47.0, ,56.9, ,99, ,62, ,88, ,53.2, ,2.8, ,67.1, ,57.7, 
248,11/12/2021,316,0.02, ,0.01, ,141, ,13.6, ,64.6, ,46.9, ,52.8, ,100, ,98, ,100, ,52.8, ,2.8, ,66.3, ,56.8, 
248,11/13/2021,317,0.01, ,0.01, ,89, ,13.6, ,55.5, ,50.3, ,52.8, ,100, ,99, ,100, ,52.7, ,3.1, ,73.8, ,57.3, 
248,11/14/2021,318,0.00, ,0, ,65, ,14.1, ,56.7, ,51.7, ,53.9, ,100, ,99, ,100, ,53.8, ,3.1, ,73.9, ,57.3, 
248,11/15/2021,319,0.00,R,0, ,73, ,13.5, ,56.2, ,48.3, ,52.7, ,100, ,99, ,100, ,52.6, ,2.0, ,48.1, ,57.1, 
248,11/16/2021,320,0.01,R,0, ,105, ,13.6, ,63.1, ,45.4, ,53.1, ,100, ,86, ,99, ,52.8, ,2.1, ,49.8, ,56.6, 
248,11/17/2021,321,0.02, ,0.02, ,121, ,11.7, ,64.3, ,40.5, ,48.7, ,100, ,86, ,100, ,48.8, ,2.1, ,50.8, ,54.7, 
248,11/18/2021,322,0.02, ,0.00, ,125, ,12.0, ,57.4, ,40.3, ,49.1, ,100, ,99, ,100, ,49.4, ,2.5, ,60.3, ,53.5, 
248,11/19/2021,323,0.04, ,0, ,204, ,14.9, ,67.2, ,47.1, ,55.6, ,100, ,81, ,99, ,55.2, ,4.3, ,102.9, ,56.7, 
248,11/20/2021,324,0.07, ,0, ,285, ,12.3, ,68.4, ,42.8, ,54.9, ,99, ,49, ,84, ,50.1, ,4.0, ,94.8, ,57.4, 
248,11/21/2021,325,0.05, ,0.00, ,242, ,11.5, ,69.3, ,38.1, ,49.3, ,100, ,62, ,96, ,48.3, ,2.3, ,55.4, ,54.1, 
248,11/22/2021,326,0.05, ,0.01, ,246, ,11.6, ,67.0, ,38.0, ,49.1, ,100, ,70, ,97, ,48.4, ,2.2, ,52.8, ,52.9, 
248,11/23/2021,327,0.04, ,0.01, ,219, ,11.1, ,59.7, ,38.7, ,47.7, ,100, ,80, ,98, ,47.2, ,4.4, ,106.5, ,52.4, 
248,11/24/2021,328,0.07, ,0, ,284, ,7.9, ,66.4, ,37.0, ,49.4, ,100, ,37, ,65, ,38.4, ,4.1, ,98.9, ,50.3, 
248,11/25/2021,329,0.05, ,0, ,259, ,10.1, ,67.4, ,32.4, ,46.9, ,100, ,59, ,93, ,44.9, ,2.6, ,62.0, ,49.9, 
248,11/26/2021,330,0.06, ,0, ,262, ,9.9, ,70.6, ,37.5, ,49.4, ,100, ,41, ,83, ,44.3, ,2.4, ,58.4, ,51.0, 
248,11/27/2021,331,0.06, ,0, ,259, ,10.5, ,71.3, ,38.9, ,51.1, ,100, ,40, ,83, ,45.9, ,2.1, ,50.4, ,51.6, 
248,11/28/2021,332,0.06, ,0, ,255, ,11.2, ,69.7, ,38.7, ,51.5, ,100, ,53, ,87, ,47.6, ,2.2, ,52.8, ,52.0, 
248,11/29/2021,333,0.05,R,0.00, ,250, ,11.6, ,70.0, ,35.9, ,50.4, ,100, ,60, ,93, ,48.4, ,1.4, ,33.2, ,51.8, 
248,11/30/2021,334,0.06, ,0, ,251, ,12.0, ,71.9,Y,37.0, ,51.4, ,100, ,63, ,92, ,49.3, ,2.0, ,49.0, ,52.2, 
