146,11/1/2021,305,0.07, ,0, ,265, ,12.4, ,73.8, ,45.2, ,58.9, ,95, ,46, ,73, ,50.3, ,2.5, ,60.0, ,65.0, 
146,11/2/2021,306,0.10, ,0, ,340, ,13.5, ,75.6, ,56.2,Y,65.2, ,93, ,47, ,63, ,52.5, ,2.8, ,67.9, ,65.9, 
146,11/3/2021,307,0.09, ,0, ,303, ,14.3, ,74.1, ,51.6, ,60.9, ,96, ,53, ,78, ,54.1, ,2.4, ,56.9, ,65.5, 
146,11/4/2021,308,0.10, ,0, ,307, ,14.0, ,75.8, ,49.1, ,63.2, ,95, ,49, ,71, ,53.6, ,3.3, ,78.3, ,65.5, 
146,11/5/2021,309,0.09, ,0, ,324, ,12.3, ,72.0, ,48.1, ,60.1, ,90, ,49, ,69, ,50.0, ,2.5, ,60.2, ,66.5, 
146,11/6/2021,310,0.09, ,0, ,293, ,11.1, ,70.4, ,47.2, ,58.6, ,92, ,47, ,66, ,47.2, ,3.1, ,75.3, ,65.3, 
146,11/7/2021,311,0.05, ,0, ,155, ,9.2, ,64.8, ,47.0, ,54.2, ,83, ,46, ,64, ,42.5, ,3.2, ,75.8, ,64.2, 
146,11/8/2021,312,0.09, ,0, ,295, ,8.2, ,67.5, ,45.6, ,55.1, ,73, ,38, ,55, ,39.3, ,2.3, ,54.6, ,63.2, 
146,11/9/2021,313,0.06, ,0.06, ,210, ,12.6, ,71.2, ,50.3, ,57.1, ,94, ,57, ,79, ,50.8, ,2.7, ,64.0, ,63.5, 
146,11/10/2021,314,0.03, ,0, ,149, ,12.6, ,65.8, ,47.0, ,55.1, ,96, ,64, ,85, ,50.7, ,2.4, ,58.8, ,62.8, 
146,11/11/2021,315,0.04, ,0, ,160, ,12.0, ,66.0, ,44.1, ,54.2, ,96, ,61, ,84, ,49.4, ,1.9, ,46.7, ,62.3, 
146,11/12/2021,316,0.08, ,0.00, ,304, ,11.2, ,71.7, ,40.9, ,54.7, ,96, ,50, ,77, ,47.6, ,2.2, ,52.1, ,61.5, 
146,11/13/2021,317,0.07, ,0, ,269, ,12.1, ,69.9, ,44.7, ,54.2, ,98, ,61, ,84, ,49.5, ,2.6, ,63.4, ,61.7, 
146,11/14/2021,318,0.04, ,0.00, ,193, ,11.9, ,67.0, ,44.7, ,51.3, ,99, ,66, ,93, ,49.2, ,2.1, ,51.5, ,61.6, 
146,11/15/2021,319,0.03, ,0.01, ,167, ,13.1, ,67.0, ,47.5, ,53.3, ,99, ,69, ,94, ,51.6, ,2.7, ,64.3, ,61.3, 
146,11/16/2021,320,0.06, ,0, ,227, ,12.7, ,65.3, ,47.4, ,54.9, ,99, ,63, ,86, ,50.8, ,3.2, ,76.8, ,61.9, 
146,11/17/2021,321,0.05, ,0, ,201, ,11.3, ,64.0, ,42.5, ,54.3, ,91, ,58, ,79, ,47.8, ,2.4, ,56.6, ,62.1, 
146,11/18/2021,322,0.07, ,0, ,262, ,10.6, ,70.4, ,40.8, ,53.8, ,95, ,48, ,75, ,46.0, ,2.2, ,53.6, ,60.9, 
146,11/19/2021,323,0.06, ,0, ,237, ,11.7, ,67.0, ,46.1, ,54.7, ,95, ,61, ,80, ,48.7, ,2.7, ,63.8, ,61.1, 
146,11/20/2021,324,0.02, ,0, ,126, ,11.9, ,65.9, ,43.3, ,53.3, ,95, ,63, ,86, ,49.1, ,2.4, ,58.0, ,60.8, 
146,11/21/2021,325,0.02, ,0.01, ,127, ,11.1, ,59.7, ,37.0, ,49.0, ,99, ,76, ,94, ,47.3, ,2.2, ,53.5, ,59.8, 
146,11/22/2021,326,0.06, ,0.00, ,263, ,9.7, ,64.3, ,32.4, ,46.5, ,99, ,65, ,90, ,43.6, ,2.2, ,53.9, ,58.3, 
146,11/23/2021,327,0.07, ,0.00, ,296, ,8.5, ,66.0, ,31.4, ,48.0, ,100, ,43, ,75, ,40.3, ,2.8, ,67.8, ,57.9, 
146,11/24/2021,328,0.08, ,0, ,302, ,6.4, ,62.0, ,35.1, ,47.9, ,94, ,29, ,57, ,33.3, ,3.4, ,82.5, ,57.1, 
146,11/25/2021,329,0.07, ,0, ,303, ,6.5, ,67.9, ,29.7, ,46.4, ,88, ,31, ,60, ,33.5, ,2.3, ,56.2, ,56.3, 
146,11/26/2021,330,0.07, ,0, ,280, ,6.1, ,65.1, ,31.1, ,46.0, ,81, ,34, ,58, ,32.0, ,2.6, ,62.7, ,55.5, 
146,11/27/2021,331,0.07, ,0, ,282, ,6.3, ,67.7, ,30.7, ,47.9, ,83, ,32, ,55, ,32.7, ,2.0, ,49.2, ,55.2, 
146,11/28/2021,332,0.08, ,0, ,285, ,6.0, ,72.1, ,32.2, ,50.1, ,78, ,25, ,49, ,31.6, ,1.9, ,45.3, ,55.2, 
146,11/29/2021,333,0.08, ,0, ,277, ,6.7, ,71.1, ,34.2, ,50.8, ,76, ,31, ,53, ,34.3, ,1.9, ,46.0, ,55.3, 
146,11/30/2021,334,0.08, ,0, ,367,R,7.6, ,72.5, ,41.8, ,58.4, ,79, ,31, ,45, ,37.4, ,2.4, ,56.4, ,55.9, 
