240,11/1/2021,305,0.06, ,0, ,220, ,12.7, ,69.8, ,46.1, ,58.4, ,99, ,55, ,76, ,51.0, ,3.2, ,77.7, ,62.3, 
240,11/2/2021,306,0.11, ,0, ,354, ,11.2, ,76.8, ,44.0, ,59.0, ,99, ,36, ,66, ,47.5, ,2.9, ,70.8, ,61.7, 
240,11/3/2021,307,0.12, ,0, ,356, ,10.3, ,88.7, ,43.8, ,64.7, ,92, ,17, ,49, ,45.2, ,2.6, ,61.8, ,61.4, 
240,11/4/2021,308,0.14, ,0, ,358, ,9.5, ,87.1, ,45.9, ,65.8, ,87, ,21, ,44, ,43.3, ,3.1, ,73.6, ,61.7, 
240,11/5/2021,309,0.13, ,0, ,359, ,9.9, ,91.0, ,44.7, ,66.0, ,78, ,17, ,45, ,44.2, ,3.3, ,78.1, ,61.6, 
240,11/6/2021,310,0.12, ,0, ,348, ,10.6, ,83.1, ,44.7, ,62.3, ,91, ,20, ,55, ,46.2, ,3.3, ,80.0, ,61.8, 
240,11/7/2021,311,0.11, ,0, ,346, ,10.9, ,79.4, ,42.5, ,59.5, ,100, ,25, ,63, ,46.8, ,3.4, ,82.3, ,61.3, 
240,11/8/2021,312,0.12, ,0, ,351, ,9.5, ,75.2, ,39.7, ,57.6, ,100, ,26, ,58, ,43.2, ,4.1, ,98.1, ,61.2, 
240,11/9/2021,313,0.09, ,0, ,296, ,11.4, ,73.0, ,44.4, ,57.4, ,100, ,40, ,71, ,48.0, ,4.3, ,102.5, ,60.7, 
240,11/10/2021,314,0.10, ,0, ,316, ,11.3, ,83.0, ,45.9, ,60.2, ,100, ,26, ,63, ,47.7, ,3.1, ,73.3, ,60.8, 
240,11/11/2021,315,0.15, ,0, ,340, ,8.2, ,87.3, ,43.4, ,66.7, ,79, ,16, ,37, ,39.3, ,4.4, ,105.9, ,60.8, 
240,11/12/2021,316,0.19, ,0, ,343, ,6.8, ,90.4, ,54.3, ,71.8,Y,49, ,12, ,26,Y,34.7,Y,6.0, ,143.8, ,61.0, 
240,11/13/2021,317,0.13, ,0, ,349, ,6.4, ,89.7, ,44.8, ,67.2, ,54, ,10, ,28, ,33.0, ,3.0, ,71.7, ,60.7, 
240,11/14/2021,318,0.13, ,0, ,325, ,5.9, ,90.6, ,42.6, ,66.2, ,60, ,8, ,27, ,31.0, ,3.1, ,75.1, ,60.3, 
240,11/15/2021,319,0.13, ,0, ,340, ,6.4, ,88.1, ,44.7, ,64.8, ,54, ,10, ,31, ,33.3, ,3.4, ,80.5, ,60.2, 
240,11/16/2021,320,0.10, ,0, ,276, ,8.7, ,76.9, ,42.6, ,59.0, ,83, ,25, ,51, ,40.8, ,3.8, ,91.3, ,59.7, 
240,11/17/2021,321,0.10, ,0, ,325, ,9.9, ,77.7, ,42.0, ,58.3, ,97, ,26, ,59, ,44.3, ,3.0, ,71.2, ,59.3, 
240,11/18/2021,322,0.10, ,0, ,278, ,8.5, ,80.9, ,39.6, ,59.4, ,89, ,16, ,49, ,40.4, ,2.6, ,62.7, ,59.1, 
240,11/19/2021,323,0.09, ,0, ,268, ,8.3, ,79.3, ,39.2, ,57.0, ,85, ,21, ,52, ,39.8, ,2.7, ,65.8, ,58.6, 
240,11/20/2021,324,0.09, ,0, ,287, ,8.8, ,75.7, ,38.7, ,56.5, ,89, ,24, ,57, ,41.2, ,2.9, ,70.2, ,57.9, 
240,11/21/2021,325,0.14, ,0, ,324, ,5.3, ,80.7, ,44.0, ,63.0, ,71, ,10, ,27, ,28.6, ,4.6, ,109.9, ,57.8, 
240,11/22/2021,326,0.12, ,0, ,297, ,4.6, ,82.0, ,39.3, ,62.7, ,44, ,10, ,24, ,25.0, ,3.4, ,82.5, ,57.3, 
240,11/23/2021,327,0.12, ,0, ,299, ,6.5, ,78.0, ,44.8, ,60.8, ,70, ,15, ,36, ,33.7, ,4.5, ,107.1, ,57.6, 
240,11/24/2021,328,0.15, ,0, ,314, ,6.0, ,73.6, ,37.9, ,55.8, ,100, ,11, ,40, ,31.7, ,6.6,Y,159.1,Y,57.0, 
240,11/25/2021,329,0.16, ,0, ,320, ,2.2, ,74.2, ,36.4, ,57.1, ,28, ,5, ,14, ,8.2, ,6.6,Y,158.2,Y,55.7, 
240,11/26/2021,330,0.12, ,0, ,322, ,2.5, ,77.1, ,33.2, ,56.7, ,33, ,6, ,16, ,11.0, ,4.4, ,104.7, ,54.6, 
240,11/27/2021,331,0.10, ,0, ,310, ,2.9, ,81.8, ,32.5, ,56.2, ,40, ,5, ,19, ,14.0, ,2.5, ,59.9, ,54.2, 
240,11/28/2021,332,0.12, ,0, ,304, ,3.4, ,86.4, ,34.3, ,58.8, ,43, ,7, ,20, ,18.1, ,3.1, ,75.5, ,54.3, 
240,11/29/2021,333,0.11, ,0, ,303, ,4.2, ,85.6, ,38.4, ,59.6, ,41, ,10, ,24, ,23.1, ,2.8, ,66.2, ,54.9, 
240,11/30/2021,334,0.12, ,0, ,301, ,5.2, ,86.2, ,37.7, ,60.7, ,50, ,10, ,29, ,28.0, ,3.4, ,81.2, ,55.0, 
