244,11/1/2021,305,0.02, ,0, ,82, ,15.5, ,63.8, ,54.0, ,58.5, ,100, ,78, ,93, ,56.4, ,4.3, ,102.3, ,59.0, 
244,11/2/2021,306,0.06, ,0.00, ,240, ,15.4, ,74.4, ,53.5, ,59.6, ,100, ,59, ,89, ,56.2, ,2.6, ,62.1, ,59.3, 
244,11/3/2021,307,0.08, ,0, ,314, ,14.6, ,72.1, ,48.4, ,59.9, ,100, ,58, ,83, ,54.7, ,3.2, ,76.7, ,58.5, 
244,11/4/2021,308,0.07, ,0.04, ,229, ,14.3, ,69.4, ,46.0, ,60.6, ,100, ,52, ,79, ,54.2, ,5.4, ,129.0, ,59.3, 
244,11/5/2021,309,0.04, ,0.00, ,174, ,12.9, ,64.3, ,42.6, ,53.7, ,100, ,69, ,92, ,51.3, ,2.1, ,51.3, ,57.7, 
244,11/6/2021,310,0.01, ,0.04, ,74, ,13.5, ,58.0, ,48.2, ,53.0, ,100, ,75, ,98, ,52.5, ,2.9, ,69.4, ,57.4, 
244,11/7/2021,311,0.08, ,0, ,316, ,8.3, ,63.5, ,38.0, ,49.7, ,98, ,37, ,68, ,39.6, ,3.8, ,91.3, ,55.9, 
244,11/8/2021,312,0.06, ,0.33, ,248, ,9.8, ,61.2, ,35.9, ,50.8, ,100, ,52, ,77, ,43.9, ,2.8, ,66.5, ,54.4, 
244,11/9/2021,313,0.03, ,0.15, ,115, ,14.0, ,60.2, ,51.7, ,55.9, ,100, ,82, ,92, ,53.6, ,8.3, ,198.9, ,55.6, 
244,11/10/2021,314,0.05, ,0, ,222, ,14.8, ,67.7, ,51.5, ,58.2, ,100, ,67, ,89, ,55.1, ,3.2, ,77.5, ,56.8, 
244,11/11/2021,315,0.07, ,0, ,277, ,13.9, ,78.2, ,46.9, ,58.3, ,100, ,52, ,83, ,53.3, ,2.3, ,54.3, ,56.4, 
244,11/12/2021,316,0.01, ,0.01, ,91, ,13.7, ,57.0, ,47.2, ,52.8, ,100, ,100, ,100, ,52.9, ,2.0, ,48.1, ,55.9, 
244,11/13/2021,317,0.02, ,0.01, ,129, ,13.7, ,62.5, ,48.9, ,53.2, ,100, ,88, ,99, ,53.0, ,2.1, ,50.7, ,56.4, 
244,11/14/2021,318,0.00, ,0.01, ,71, ,13.5, ,55.0, ,50.2, ,52.5, ,100, ,100, ,100, ,52.6, ,2.2, ,51.7, ,56.2, 
244,11/15/2021,319,0.00, ,0.01, ,50, ,13.6, ,54.6, ,50.6, ,52.7, ,100, ,100, ,100, ,52.7, ,2.7, ,64.7, ,56.6, 
244,11/16/2021,320,0.05, ,0, ,199, ,12.6, ,67.0, ,46.0, ,55.5, ,100, ,49, ,84, ,50.6, ,3.6, ,86.3, ,56.8, 
244,11/17/2021,321,0.04, ,0, ,186, ,12.1, ,63.3, ,44.1, ,50.9, ,100, ,70, ,95, ,49.5, ,2.6, ,62.7, ,55.7, 
244,11/18/2021,322,0.01, ,0.00, ,77, ,12.2, ,54.6, ,43.2, ,49.6, ,100, ,100, ,100, ,49.8, ,2.3, ,56.0, ,54.7, 
244,11/19/2021,323,0.02, ,0.07, ,117, ,13.7, ,59.5, ,49.4, ,54.2, ,100, ,83, ,96, ,53.0, ,3.8, ,90.4, ,55.3, 
244,11/20/2021,324,0.10, ,0.00, ,273, ,9.1, ,67.0, ,47.4, ,56.2, ,100, ,38, ,59, ,42.2, ,7.6, ,182.9, ,55.0, 
244,11/21/2021,325,0.07, ,0, ,275, ,8.6, ,72.7, ,37.9, ,52.1, ,100, ,38, ,65, ,40.6, ,3.7, ,87.8, ,54.2, 
244,11/22/2021,326,0.06, ,0.00, ,268, ,9.3, ,70.0, ,34.1, ,48.1, ,100, ,41, ,82, ,42.7, ,2.0, ,49.1, ,52.6, 
244,11/23/2021,327,0.08, ,0, ,223, ,8.9, ,65.1, ,37.9, ,52.2, ,100, ,40, ,67, ,41.6, ,5.3, ,127.2, ,52.2, 
244,11/24/2021,328,0.12, ,0, ,265, ,6.3, ,64.7, ,39.0, ,53.3, ,80, ,32, ,46, ,32.9, ,8.8, ,211.7, ,52.3, 
244,11/25/2021,329,0.05, ,0, ,240, ,9.4, ,63.8, ,31.9, ,46.7, ,100, ,54, ,86, ,42.8, ,2.2, ,52.3, ,51.3, 
244,11/26/2021,330,0.06, ,0, ,236, ,9.7, ,68.6, ,38.9, ,51.2, ,100, ,37, ,75, ,43.7, ,2.4, ,57.0, ,51.4, 
244,11/27/2021,331,0.05, ,0, ,225, ,10.3, ,69.5, ,39.3, ,51.9, ,100, ,48, ,78, ,45.2, ,2.4, ,56.9, ,51.5, 
244,11/28/2021,332,0.06, ,0, ,237, ,11.3, ,76.3,Y,39.7, ,52.8, ,100, ,45, ,83, ,47.8, ,2.2, ,52.5, ,51.5, 
244,11/29/2021,333,0.05, ,0.00, ,240, ,11.6, ,79.6,R,39.7, ,52.1, ,100, ,47, ,87, ,48.4, ,2.1, ,50.5, ,51.5, 
244,11/30/2021,334,0.04, ,0.01, ,214, ,11.4, ,77.7,Y,38.3, ,50.3, ,100, ,51, ,92, ,48.0, ,1.9, ,45.1, ,51.3, 
