193,11/1/2021,305,0.02,R,0.11, ,113, ,15.2, ,62.2, ,55.4, ,58.5, ,99, ,84, ,91, ,55.7, ,1.7, ,40.9, ,62.6, 
193,11/2/2021,306,0.04, ,0.01, ,186, ,17.0, ,61.9, ,56.0, ,59.1, ,100, ,98, ,99, ,58.9, ,1.8, ,43.1, ,63.0, 
193,11/3/2021,307,0.08,R,0.00, ,319, ,15.7, ,65.7, ,53.5, ,57.8, ,100, ,87, ,96, ,56.7, ,1.0,I,24.0,I,63.4, 
193,11/4/2021,308,0.08,R,0.11, ,333, ,15.7, ,63.8, ,47.8, ,58.4, ,99, ,86, ,94, ,56.7, ,1.0,I,24.0,I,63.4, 
193,11/5/2021,309,0.08,R,0.00, ,342, ,13.8, ,61.7, ,46.6, ,56.0, ,99, ,78, ,90, ,53.1, ,1.0,I,24.0,I,62.9, 
193,11/6/2021,310,0.07,R,0, ,312, ,13.4, ,61.6, ,49.0, ,56.5, ,94, ,78, ,86, ,52.4, ,1.0,I,24.0,I,62.4, 
193,11/7/2021,311,0.07,R,0, ,310, ,11.5, ,59.4, ,47.6, ,55.2, ,90, ,65, ,78, ,48.3, ,1.0,I,24.0,I,62.0, 
193,11/8/2021,312,0.06,R,0.03, ,274, ,10.9, ,62.2, ,46.5, ,54.7, ,88, ,51, ,75, ,46.8, ,1.0,I,24.0,I,61.2, 
193,11/9/2021,313,0.07,R,0.29, ,273, ,15.9, ,66.7, ,53.1, ,59.7, ,99, ,80, ,91, ,57.0, ,1.6, ,38.1, ,61.2, 
193,11/10/2021,314,0.06, ,0, ,267, ,14.8, ,59.7, ,48.8, ,55.8, ,100, ,92, ,97, ,55.1, ,2.9, ,70.5, ,62.0, 
193,11/11/2021,315,0.08, ,0, ,326, ,14.5, ,66.2, ,54.0, ,58.5, ,93, ,77, ,86, ,54.5, ,3.2, ,77.0, ,62.0, 
193,11/12/2021,316,0.08, ,0, ,330, ,14.5, ,69.5, ,50.1, ,57.8, ,97, ,70, ,89, ,54.5, ,3.2, ,77.4, ,62.0, 
193,11/13/2021,317,0.08, ,0.00, ,328, ,14.6, ,67.0, ,51.3, ,58.6, ,97, ,73, ,87, ,54.6, ,3.5, ,83.1, ,62.0, 
193,11/14/2021,318,0.09, ,0, ,327, ,12.7, ,72.1,Y,47.4, ,58.1, ,96, ,57, ,77, ,50.8, ,3.6, ,85.6, ,61.9, 
193,11/15/2021,319,0.04, ,0, ,188, ,13.4, ,58.2, ,44.4, ,53.8, ,100, ,75, ,95, ,52.3, ,4.1, ,97.9, ,61.4, 
193,11/16/2021,320,0.04, ,0, ,185, ,14.6, ,58.5, ,52.4, ,55.4, ,100, ,95, ,98, ,54.7, ,3.8, ,90.2, ,61.3, 
193,11/17/2021,321,0.07, ,0.00, ,305, ,12.9, ,59.6, ,45.0, ,52.9, ,99, ,86, ,94, ,51.3, ,4.1, ,98.0, ,61.2, 
193,11/18/2021,322,0.02, ,0.00, ,131, ,13.1, ,57.2, ,47.7, ,53.6, ,99, ,87, ,93, ,51.7, ,2.6, ,61.4, ,60.8, 
193,11/19/2021,323,0.06, ,0, ,256, ,13.9, ,64.7, ,48.8, ,55.8, ,98, ,74, ,91, ,53.3, ,3.1, ,74.6, ,60.7, 
193,11/20/2021,324,0.07, ,0, ,300, ,14.2, ,65.9, ,52.5, ,57.1, ,99, ,74, ,89, ,54.0, ,4.4, ,105.6, ,61.1, 
193,11/21/2021,325,0.08,R,0, ,309, ,11.2, ,75.5,Y,48.2, ,59.0, ,90, ,40, ,66, ,47.5, ,4.4, ,105.2, ,60.9, 
193,11/22/2021,326,0.09,R,0, ,313,R,9.2, ,75.4,Y,44.6, ,59.3, ,74, ,34, ,53, ,42.3, ,3.7, ,89.5, ,60.7, 
193,11/23/2021,327,0.06, ,0, ,172, ,12.5, ,59.6, ,45.5, ,53.3, ,95, ,73, ,90, ,50.4, ,4.7, ,112.3, ,60.0, 
193,11/24/2021,328,0.08, ,0, ,309,R,8.9, ,65.0, ,39.6, ,53.7, ,87, ,45, ,63, ,41.6, ,3.0, ,72.6, ,59.4, 
193,11/25/2021,329,0.08, ,0, ,300, ,9.0, ,67.3, ,41.1, ,53.7, ,78, ,42, ,64, ,41.8, ,4.0, ,95.2, ,58.8, 
193,11/26/2021,330,0.08, ,0, ,297, ,9.5, ,66.7, ,44.0, ,53.2, ,94, ,44, ,69, ,43.2, ,4.0, ,95.1, ,58.6, 
193,11/27/2021,331,0.07,R,0, ,284, ,10.8, ,68.2, ,47.4, ,55.4, ,95, ,41, ,72, ,46.6, ,3.1, ,75.0, ,58.6, 
193,11/28/2021,332,0.07, ,0, ,285, ,11.1, ,71.0, ,47.1, ,56.2, ,83, ,47, ,72, ,47.2, ,3.6, ,86.1, ,58.9, 
193,11/29/2021,333,0.06, ,0, ,271, ,12.3, ,63.2, ,49.3, ,54.2, ,99, ,61, ,86, ,50.1, ,4.2, ,100.7, ,59.1, 
193,11/30/2021,334,0.06,R,0.00, ,286, ,12.4, ,62.2, ,47.5, ,54.6, ,99, ,69, ,86, ,50.3, ,2.1, ,49.9, ,59.3, 
