143,11/1/2021,305,0.02, ,0, ,117, ,14.1, ,64.3, ,49.7, ,57.6, ,96, ,76, ,87, ,53.8, ,1.9, ,45.0, ,61.7, 
143,11/2/2021,306,0.07, ,0, ,246, ,16.6,Y,71.9, ,53.2, ,61.5, ,99, ,68, ,89,Y,58.3,Y,2.8, ,68.1, ,62.4, 
143,11/3/2021,307,0.09, ,0.01, ,305, ,14.5, ,77.6, ,50.1, ,59.4, ,99, ,43, ,84, ,54.5, ,2.6, ,62.8, ,62.7, 
143,11/4/2021,308,0.06, ,0.03, ,222, ,13.5, ,70.9, ,48.9, ,58.4, ,97, ,50, ,81, ,52.6, ,2.9, ,68.8, ,62.6, 
143,11/5/2021,309,0.08, ,0, ,277, ,12.0, ,70.6, ,43.6, ,55.0, ,99, ,53, ,81, ,49.4, ,2.9, ,69.5, ,61.8, 
143,11/6/2021,310,0.08, ,0, ,288, ,11.3, ,69.2, ,43.6, ,55.7, ,97, ,50, ,75, ,47.8, ,3.3, ,78.1, ,61.1, 
143,11/7/2021,311,0.08, ,0, ,285, ,8.6, ,64.0, ,40.9, ,52.3, ,89, ,38, ,64, ,40.7, ,3.2, ,77.7, ,60.4, 
143,11/8/2021,312,0.08, ,0.02, ,265, ,9.2, ,68.0, ,35.2, ,51.4, ,96, ,38, ,71, ,42.2, ,3.5, ,84.7, ,58.9, 
143,11/9/2021,313,0.03, ,0.63, ,153, ,13.9, ,66.1, ,49.6, ,55.0, ,99, ,79, ,94, ,53.4, ,2.9, ,68.8, ,58.7, 
143,11/10/2021,314,0.08, ,0, ,279, ,13.9, ,70.8, ,50.2, ,59.5, ,98, ,52, ,80, ,53.3, ,2.8, ,66.6, ,59.8, 
143,11/11/2021,315,0.09, ,0, ,301, ,12.5, ,75.1, ,46.7, ,57.6, ,98, ,43, ,77, ,50.6, ,3.1, ,73.8, ,60.2, 
143,11/12/2021,316,0.08, ,0, ,301, ,13.5, ,77.3, ,44.3, ,57.9, ,99, ,55, ,82, ,52.5, ,2.6, ,63.5, ,60.1, 
143,11/13/2021,317,0.08, ,0.00, ,301, ,12.8, ,77.6, ,44.9, ,58.2, ,98, ,45, ,77, ,51.0, ,2.7, ,64.3, ,60.2, 
143,11/14/2021,318,0.08, ,0, ,300, ,11.2, ,80.0, ,41.1, ,57.1, ,96, ,39, ,70, ,47.6, ,2.6, ,63.0, ,59.8, 
143,11/15/2021,319,0.05, ,0, ,212, ,11.9, ,72.2, ,43.1, ,55.4, ,95, ,54, ,80, ,49.2, ,2.5, ,59.0, ,59.4, 
143,11/16/2021,320,0.07,E,0, ,337,R,13.3, ,69.5, ,46.1, ,57.6, ,98, ,59, ,82, ,52.2, ,3.2,H,77.9,H,59.6, 
143,11/17/2021,321,0.07, ,0.00, ,281, ,10.9, ,68.8, ,42.7, ,52.6, ,99, ,42, ,81, ,46.8, ,2.5, ,59.9, ,59.0, 
143,11/18/2021,322,0.04, ,0.01, ,195, ,11.7, ,62.6, ,40.7, ,50.8, ,99, ,72, ,92, ,48.7, ,2.6, ,61.3, ,58.2, 
143,11/19/2021,323,0.05, ,0, ,219, ,13.6, ,69.1, ,48.2, ,55.9, ,98, ,60, ,89, ,52.8, ,3.0, ,71.7, ,58.3, 
143,11/20/2021,324,0.07, ,0, ,273, ,12.5, ,70.0, ,42.7, ,56.9, ,98, ,51, ,79, ,50.5, ,2.8, ,68.3, ,59.2, 
143,11/21/2021,325,0.08, ,0, ,285, ,9.3, ,72.6, ,38.2, ,51.9, ,96, ,40, ,71, ,42.7, ,2.9, ,68.6, ,58.3, 
143,11/22/2021,326,0.07, ,0, ,281, ,9.3, ,74.5, ,35.5, ,51.8, ,97, ,40, ,71, ,42.7, ,2.5, ,59.3, ,57.4, 
143,11/23/2021,327,0.07, ,0, ,266, ,9.0, ,68.2, ,36.0, ,49.8, ,97, ,38, ,73, ,41.7, ,3.1, ,73.8, ,56.7, 
143,11/24/2021,328,0.07, ,0, ,280, ,6.9, ,66.4, ,34.1, ,48.2, ,96, ,27, ,60, ,35.1, ,3.0, ,71.3, ,55.8, 
143,11/25/2021,329,0.07, ,0, ,271, ,6.9, ,72.8, ,31.5, ,47.6, ,90, ,31, ,62, ,35.2, ,2.7, ,65.4, ,54.7, 
143,11/26/2021,330,0.07, ,0, ,263, ,8.3, ,70.4, ,37.5, ,51.0, ,88, ,36, ,65, ,39.8, ,2.8, ,67.5, ,54.5, 
143,11/27/2021,331,0.07, ,0, ,258, ,8.4, ,74.7, ,37.9, ,52.6, ,91, ,28, ,62, ,39.9, ,2.6, ,62.5, ,54.7, 
143,11/28/2021,332,0.07, ,0, ,256, ,9.4, ,75.5, ,39.0, ,53.3, ,93, ,37, ,68, ,43.0, ,2.7, ,64.5, ,54.9, 
143,11/29/2021,333,0.07, ,0, ,255, ,10.0, ,74.0, ,39.1, ,54.0, ,95, ,38, ,70, ,44.4, ,2.7, ,64.7, ,55.1, 
143,11/30/2021,334,0.07, ,0, ,256, ,9.9, ,76.9,Y,38.7, ,54.2, ,94, ,40, ,69, ,44.3, ,2.8, ,66.5, ,55.2, 
