254,11/1/2021,305,0.03, ,0.14, ,95, ,15.2, ,64.3, ,58.7,Y,60.8, ,96, ,66, ,84, ,55.8, ,5.8,R,138.1,R,58.5, 
254,11/2/2021,306,0.06, ,0.02, ,240, ,16.0, ,71.7, ,52.0, ,60.5, ,99, ,69, ,89, ,57.2, ,2.7, ,65.3, ,58.9, 
254,11/3/2021,307,0.09, ,0, ,330, ,14.4, ,72.5, ,48.9, ,60.2, ,99, ,55, ,81, ,54.3, ,3.1, ,73.6, ,58.3, 
254,11/4/2021,308,0.08, ,0.13, ,291, ,14.7, ,68.3, ,48.8, ,59.6, ,96, ,67, ,84, ,54.8, ,4.4,Y,105.9,Y,58.7, 
254,11/5/2021,309,0.08, ,0.00, ,295, ,12.2, ,65.7, ,44.2, ,54.5, ,99, ,63, ,84, ,49.9, ,3.4, ,81.6, ,57.3, 
254,11/6/2021,310,0.06, ,0, ,200, ,13.0, ,64.5, ,49.7, ,56.8, ,97, ,63, ,82, ,51.5, ,4.3,Y,102.1,Y,57.3, 
254,11/7/2021,311,0.09, ,0, ,335, ,8.8, ,62.5, ,40.9, ,52.4, ,89, ,44, ,66, ,41.3, ,4.8,R,116.3,R,56.5, 
254,11/8/2021,312,0.08, ,0.43, ,246, ,9.5, ,62.8, ,41.8, ,53.7, ,87, ,42, ,67, ,43.2, ,4.4,Y,104.6,Y,55.6, 
254,11/9/2021,313,0.05, ,0.07, ,187, ,14.8, ,68.4, ,51.0, ,58.3, ,95, ,73, ,89, ,55.0, ,7.2,R,173.1,R,55.5, 
254,11/10/2021,314,0.08, ,0, ,290, ,14.5, ,66.9, ,49.9, ,59.5, ,96, ,63, ,84, ,54.5, ,3.6, ,86.4, ,57.2, 
254,11/11/2021,315,0.09, ,0, ,308, ,13.1, ,70.9, ,46.8, ,57.6, ,98, ,61, ,81, ,51.8, ,3.0, ,71.2, ,56.4, 
254,11/12/2021,316,0.09, ,0, ,306, ,13.8, ,77.9,Y,45.6, ,57.8, ,97, ,53, ,84, ,53.1, ,2.9, ,69.9, ,55.9, 
254,11/13/2021,317,0.08, ,0, ,301, ,13.5, ,71.9, ,46.0, ,57.3, ,99, ,58, ,84, ,52.5, ,3.0, ,71.1, ,55.8, 
254,11/14/2021,318,0.08, ,0, ,288, ,13.0, ,74.7, ,45.3, ,56.4, ,98, ,62, ,84, ,51.5, ,2.7, ,64.1, ,55.7, 
254,11/15/2021,319,0.04, ,0, ,174, ,13.0, ,63.1, ,46.0, ,54.5, ,97, ,75, ,90, ,51.5, ,2.6, ,63.6, ,55.3, 
254,11/16/2021,320,0.06, ,0, ,217, ,13.9, ,70.5, ,46.0, ,57.0, ,98, ,59, ,87, ,53.3, ,3.6, ,85.6, ,55.9, 
254,11/17/2021,321,0.10, ,0, ,299, ,9.3, ,74.0, ,44.9, ,57.3, ,98, ,34, ,58, ,42.7, ,4.5,Y,108.1,Y,55.1, 
254,11/18/2021,322,0.04, ,0, ,184, ,11.9, ,62.4, ,43.6, ,53.3, ,94, ,70, ,86, ,49.1, ,3.2, ,76.5, ,54.5, 
254,11/19/2021,323,0.03, ,0.00, ,129, ,14.2, ,64.0, ,51.1, ,56.9, ,97, ,74, ,90, ,53.9, ,4.2,Y,100.7,Y,55.5, 
254,11/20/2021,324,0.08, ,0, ,293, ,11.5, ,68.7, ,42.5, ,55.5, ,96, ,49, ,77, ,48.3, ,3.4, ,81.1, ,55.7, 
254,11/21/2021,325,0.11, ,0, ,290, ,9.0, ,73.9, ,43.0, ,58.1, ,92, ,38, ,54, ,41.7, ,6.1,R,146.2,R,54.5, 
254,11/22/2021,326,0.07, ,0, ,290, ,10.3, ,69.2, ,36.8, ,52.5, ,96, ,48, ,77, ,45.4, ,2.9, ,68.7, ,54.0, 
254,11/23/2021,327,0.07, ,0, ,260, ,10.4, ,66.1, ,39.1, ,51.3, ,99, ,52, ,81, ,45.7, ,3.1, ,74.7, ,53.3, 
254,11/24/2021,328,0.09, ,0, ,286, ,7.0, ,72.1, ,34.4, ,52.3, ,94, ,24, ,53, ,35.5, ,3.6, ,86.3, ,52.4, 
254,11/25/2021,329,0.07, ,0, ,270, ,9.2, ,67.1, ,39.5, ,54.1, ,82, ,44, ,65, ,42.4, ,3.9, ,93.5, ,52.2, 
254,11/26/2021,330,0.07, ,0, ,260, ,10.1, ,66.9, ,43.2, ,53.0, ,90, ,47, ,73, ,44.7, ,3.3, ,79.8, ,52.9, 
254,11/27/2021,331,0.07, ,0.03, ,265, ,10.3, ,71.7, ,40.1, ,53.5, ,91, ,48, ,74, ,45.3, ,2.5, ,59.7, ,52.8, 
254,11/28/2021,332,0.07, ,0.04, ,257, ,10.9, ,70.7, ,42.5, ,55.1, ,96, ,50, ,74, ,46.8, ,2.7, ,64.7, ,53.0, 
254,11/29/2021,333,0.06, ,0.02, ,259, ,11.6, ,70.7, ,41.5, ,53.5, ,95, ,65, ,83, ,48.5, ,2.3, ,56.3, ,53.1, 
254,11/30/2021,334,0.07, ,0.00, ,266, ,11.6, ,73.1, ,40.4, ,53.3, ,98, ,54, ,84, ,48.5, ,2.6, ,62.1, ,52.9, 
