139,11/1/2021,305,--,N,0.06, ,114, ,15.5, ,62.0, ,51.9, ,57.0, ,100, ,87, ,98, ,56.4, ,2.4, ,57.6, ,60.9, 
139,11/2/2021,306,--,N,0.00, ,260, ,14.6, ,69.0, ,49.2, ,57.3, ,100, ,66, ,91, ,54.6, ,2.1, ,51.2, ,61.0, 
139,11/3/2021,307,--,N,0.00, ,288, ,14.5, ,72.4, ,51.9, ,60.0, ,100, ,53, ,82, ,54.5, ,2.6, ,61.7, ,61.0, 
139,11/4/2021,308,--,N,0, ,256, ,14.2, ,70.0, ,50.6, ,61.4, ,100, ,49, ,76, ,53.9, ,3.8, ,92.2, ,61.5, 
139,11/5/2021,309,--,N,0, ,222, ,11.8, ,66.5, ,47.4, ,57.6, ,100, ,47, ,73, ,48.8, ,2.6, ,62.4, ,61.2, 
139,11/6/2021,310,--,N,0, ,138, ,11.9, ,64.1, ,51.1, ,57.0, ,100, ,52, ,75, ,49.1, ,3.0, ,71.7, ,60.9, 
139,11/7/2021,311,--,N,0, ,291, ,7.9, ,63.7, ,43.0, ,51.7, ,85, ,34, ,60, ,38.5, ,3.2, ,77.2, ,60.1, 
139,11/8/2021,312,--,N,0.64, ,222, ,9.5, ,61.0, ,39.2, ,51.6, ,100, ,42, ,72, ,43.1, ,2.6, ,61.7, ,59.0, 
139,11/9/2021,313,--,N,0.28, ,106, ,14.4, ,59.3, ,50.5, ,54.2, ,100, ,99, ,100, ,54.3, ,3.2, ,76.2, ,58.3, 
139,11/10/2021,314,--,N,0.01, ,241, ,14.3, ,65.9, ,48.7, ,56.1, ,100, ,72, ,93, ,54.1, ,2.2, ,52.5, ,59.0, 
139,11/11/2021,315,--,N,0.00, ,263, ,13.7, ,72.1, ,47.0, ,57.1, ,100, ,53, ,86, ,53.0, ,2.1, ,51.6, ,59.2, 
139,11/12/2021,316,--,N,0.01, ,250, ,13.3, ,64.1, ,43.9, ,52.3, ,100, ,86, ,100, ,52.2, ,1.9, ,44.7, ,59.1, 
139,11/13/2021,317,--,N,0.01, ,227, ,13.5, ,65.4, ,46.3, ,53.3, ,100, ,74, ,97, ,52.6, ,2.1, ,51.1, ,59.3, 
139,11/14/2021,318,--,N,0.01, ,84, ,14.0, ,57.4, ,51.1, ,53.5, ,100, ,100, ,100, ,53.6, ,2.0, ,48.5, ,59.5, 
139,11/15/2021,319,--,N,0.01, ,47, ,13.8, ,55.0, ,50.9, ,53.2, ,100, ,100, ,100, ,53.2, ,2.1, ,49.3, ,59.6, 
139,11/16/2021,320,--,N,0, ,245, ,12.2, ,68.3, ,43.2, ,55.7, ,100, ,38, ,80, ,49.7, ,3.5, ,83.4, ,59.6, 
139,11/17/2021,321,--,N,0, ,244, ,8.8, ,62.7, ,38.5, ,50.0, ,100, ,33, ,72, ,41.2, ,2.9, ,68.5, ,58.9, 
139,11/18/2021,322,--,N,0, ,120, ,11.6, ,57.7, ,38.6, ,48.9, ,100, ,86, ,98, ,48.4, ,1.7, ,40.3, ,57.8, 
139,11/19/2021,323,--,N,0, ,90, ,14.0, ,59.2, ,47.3, ,54.3, ,100, ,86, ,97, ,53.6, ,2.7, ,66.0, ,57.9, 
139,11/20/2021,324,--,N,0, ,241, ,7.8, ,68.5, ,45.7, ,58.1, ,100, ,23, ,47, ,38.0, ,3.9, ,93.4, ,57.8, 
139,11/21/2021,325,--,N,0, ,242, ,7.3, ,67.6, ,38.2, ,52.6, ,100, ,24, ,54, ,36.3, ,3.4, ,81.7, ,57.3, 
139,11/22/2021,326,--,N,0, ,235, ,9.0, ,64.9, ,34.4, ,48.0, ,100, ,43, ,79, ,41.8, ,2.3, ,54.2, ,56.3, 
139,11/23/2021,327,--,N,0, ,221, ,7.9, ,64.2, ,35.0, ,51.0, ,100, ,20, ,62, ,38.6, ,3.9, ,94.3, ,55.7, 
139,11/24/2021,328,--,N,0, ,244, ,4.9, ,67.7, ,36.5, ,54.2, ,93, ,18, ,34, ,26.8, ,4.9, ,118.7, ,55.5, 
139,11/25/2021,329,--,N,0, ,234, ,7.5, ,62.7, ,32.3, ,45.7, ,100, ,35, ,72, ,37.2, ,2.3, ,55.5, ,54.7, 
139,11/26/2021,330,--,N,0, ,220, ,9.1, ,68.6, ,37.0, ,50.7, ,100, ,31, ,72, ,42.0, ,1.8, ,42.8, ,54.4, 
139,11/27/2021,331,--,N,0, ,211, ,9.8, ,69.4, ,37.5, ,50.0, ,100, ,42, ,80, ,44.0, ,1.8, ,43.1, ,54.4, 
139,11/28/2021,332,--,N,0, ,213, ,11.0, ,67.7, ,38.7, ,51.1, ,100, ,54, ,86, ,47.1, ,2.2, ,52.9, ,54.5, 
139,11/29/2021,333,--,N,0, ,221, ,12.3, ,70.1, ,39.4, ,53.2, ,100, ,57, ,89, ,50.0, ,2.2, ,53.2, ,54.6, 
139,11/30/2021,334,--,N,0.01, ,188, ,10.6, ,68.1, ,37.1, ,50.1, ,100, ,54, ,86, ,46.2, ,2.2, ,52.1, ,54.6, 
