170,11/1/2021,305,0.02, ,0.11, ,100, ,15.5, ,65.6, ,55.5, ,59.7, ,97, ,73, ,89, ,56.3, ,2.1, ,49.8, ,59.3, 
170,11/2/2021,306,0.04, ,0.07, ,189, ,16.0,Y,68.9, ,53.0, ,60.5, ,99, ,66, ,89,Y,57.2,Y,1.5, ,36.3, ,60.0, 
170,11/3/2021,307,0.09, ,0.00, ,322, ,13.8, ,74.0, ,49.0, ,60.0, ,99, ,52, ,78, ,53.2, ,1.8, ,42.5, ,59.5, 
170,11/4/2021,308,0.08, ,0.00, ,299, ,14.0, ,68.1, ,49.4, ,60.6, ,96, ,56, ,77, ,53.5, ,3.2, ,76.5, ,60.2, 
170,11/5/2021,309,0.07, ,0.01, ,266, ,11.6, ,64.8, ,46.4, ,54.8, ,98, ,54, ,79, ,48.5, ,2.6, ,62.5, ,58.9, 
170,11/6/2021,310,0.04, ,0, ,149, ,12.2, ,63.1, ,49.8, ,56.7, ,95, ,59, ,78, ,49.9, ,2.7, ,64.7, ,58.2, 
170,11/7/2021,311,0.08, ,0, ,323, ,8.4, ,62.7, ,40.0, ,50.2, ,96, ,37, ,68, ,40.1, ,1.9, ,45.0, ,57.3, 
170,11/8/2021,312,0.06, ,0.28, ,242, ,9.3, ,61.8, ,38.3, ,51.6, ,95, ,45, ,71, ,42.6, ,2.3, ,54.5, ,55.9, 
170,11/9/2021,313,0.02, ,0.08,H,108, ,15.0, ,65.5, ,50.1, ,57.9, ,99, ,78, ,92, ,55.5, ,2.1, ,49.3, ,56.4, 
170,11/10/2021,314,0.06, ,0, ,269, ,14.4, ,66.8, ,51.4, ,58.6, ,99, ,63, ,86, ,54.4, ,1.7, ,40.7, ,57.8, 
170,11/11/2021,315,0.07, ,0.00, ,297, ,13.2, ,69.9, ,47.2, ,56.7, ,99, ,59, ,84, ,51.9, ,1.6, ,37.2, ,57.7, 
170,11/12/2021,316,0.06, ,0.01, ,272, ,13.4, ,66.1, ,46.1, ,53.8, ,100, ,76, ,95, ,52.3, ,1.8, ,43.3, ,57.4, 
170,11/13/2021,317,0.05, ,0.01, ,239, ,13.3, ,64.8, ,47.9, ,53.6, ,100, ,74, ,95, ,52.2, ,1.9, ,46.0, ,57.4, 
170,11/14/2021,318,0.03, ,0.00, ,169, ,13.5, ,59.3, ,50.4, ,53.5, ,100, ,87, ,97, ,52.6, ,2.6, ,61.7, ,57.3, 
170,11/15/2021,319,0.02, ,0, ,137, ,13.2, ,59.1, ,50.2, ,53.3, ,100, ,84, ,95, ,51.9, ,2.0, ,48.7, ,57.3, 
170,11/16/2021,320,0.04, ,0, ,174, ,13.4, ,65.3, ,45.3, ,54.7, ,100, ,68, ,92, ,52.3, ,1.9, ,45.0, ,57.1, 
170,11/17/2021,321,0.07, ,0, ,274, ,10.2, ,64.4, ,41.3, ,52.3, ,96, ,51, ,76, ,44.9, ,2.0, ,47.5, ,56.1, 
170,11/18/2021,322,0.03, ,0.00, ,148, ,11.9, ,59.0, ,41.9, ,51.0, ,98, ,83, ,93, ,49.1, ,1.7, ,40.5, ,55.2, 
170,11/19/2021,323,0.02, ,0.02, ,121, ,13.5, ,62.0, ,47.3, ,55.5, ,100, ,75, ,90, ,52.6, ,1.9, ,45.3, ,55.5, 
170,11/20/2021,324,0.06, ,0, ,277, ,10.9, ,68.5, ,42.4, ,54.2, ,100, ,38, ,76, ,46.8, ,1.7, ,39.7, ,56.3, 
170,11/21/2021,325,0.07, ,0, ,278, ,8.9, ,66.3, ,43.4, ,54.9, ,85, ,51, ,60, ,41.4, ,2.5, ,60.3, ,55.2, 
170,11/22/2021,326,0.06, ,0, ,273, ,10.7, ,65.5, ,36.8, ,50.4, ,99, ,65, ,86, ,46.3, ,2.0, ,48.0, ,54.2, 
170,11/23/2021,327,0.06, ,0.00, ,259, ,9.9, ,63.5, ,38.9, ,48.6, ,100, ,60, ,85, ,44.3, ,1.9, ,46.8, ,53.6, 
170,11/24/2021,328,0.07, ,0, ,276, ,6.7, ,67.2, ,35.2, ,49.7, ,93, ,28, ,55, ,34.2, ,1.9, ,46.1, ,52.4, 
170,11/25/2021,329,0.06, ,0, ,255, ,9.1, ,61.2, ,34.7, ,47.9, ,96, ,61, ,81, ,42.2, ,2.0, ,47.1, ,51.5, 
170,11/26/2021,330,0.06, ,0, ,260, ,9.0, ,66.9, ,38.8, ,50.4, ,99, ,37, ,72, ,41.8, ,1.7, ,41.9, ,51.5, 
170,11/27/2021,331,0.06, ,0, ,246, ,9.7, ,67.1, ,40.0, ,50.8, ,93, ,48, ,77, ,43.7, ,1.6, ,38.7, ,51.6, 
170,11/28/2021,332,0.06, ,0, ,243, ,10.3, ,67.4, ,40.6, ,51.4, ,99, ,52, ,80, ,45.4, ,1.6, ,39.2, ,51.8, 
170,11/29/2021,333,0.06, ,0, ,248, ,11.2, ,69.4, ,40.7, ,52.1, ,97, ,57, ,84, ,47.5, ,1.6, ,39.2, ,51.9, 
170,11/30/2021,334,0.06, ,0.00, ,250, ,10.8, ,67.2, ,39.6, ,51.1, ,100, ,55, ,85, ,46.6, ,1.8, ,42.4, ,51.8, 
