169,11/1/2021,305,0.06, ,0.01, ,235, ,14.1,Y,71.0, ,49.6, ,59.2, ,100, ,54, ,82,Y,53.8,Y,2.0, ,47.8, ,62.7, 
169,11/2/2021,306,0.10, ,0, ,279, ,14.6,Y,75.7, ,51.9, ,63.4, ,97, ,48, ,73,Y,54.6,Y,1.9, ,45.2, ,65.4, 
169,11/3/2021,307,0.08, ,0, ,310, ,14.3,Y,74.8, ,47.8, ,58.7, ,100, ,57, ,85,Y,54.1,Y,2.2, ,53.0, ,63.2, 
169,11/4/2021,308,0.08, ,0.00, ,272, ,15.2,Y,74.8, ,49.4, ,60.7, ,100, ,59, ,84,Y,55.7,Y,2.5, ,59.7, ,63.4, 
169,11/5/2021,309,0.08, ,0, ,274, ,14.0, ,72.9, ,49.4, ,58.6, ,100, ,55, ,84, ,53.6, ,2.2, ,52.3, ,63.8, 
169,11/6/2021,310,0.06, ,0, ,247, ,13.9, ,71.0, ,49.5, ,58.5, ,100, ,59, ,83, ,53.4, ,2.5, ,59.3, ,63.5, 
169,11/7/2021,311,0.02, ,0, ,104, ,12.3, ,60.2, ,48.2, ,53.7, ,98, ,72, ,87, ,50.0, ,2.5, ,60.8, ,61.8, 
169,11/8/2021,312,0.07, ,0, ,271, ,11.2, ,67.0, ,47.2, ,55.0, ,92, ,50, ,76, ,47.6, ,2.4, ,56.9, ,61.3, 
169,11/9/2021,313,0.03, ,0.09, ,144, ,13.6, ,68.3, ,47.1, ,56.4, ,100, ,65, ,87, ,52.7, ,2.6, ,63.1, ,61.4, 
169,11/10/2021,314,0.07, ,0.01, ,286, ,12.8, ,66.5, ,45.4, ,53.2, ,100, ,70, ,92, ,51.1, ,2.3, ,55.2, ,59.9, 
169,11/11/2021,315,0.05, ,0.01, ,211, ,13.0, ,67.2, ,44.5, ,53.8, ,100, ,66, ,92, ,51.5, ,2.0, ,47.8, ,59.6, 
169,11/12/2021,316,0.08,R,0.00, ,308, ,12.9, ,71.3, ,42.4, ,55.2, ,100, ,59, ,86, ,51.2, ,1.8, ,43.2, ,59.0, 
169,11/13/2021,317,0.08, ,0.01, ,303, ,12.8, ,69.0, ,42.1, ,54.0, ,100, ,67, ,90, ,51.1, ,2.2, ,53.7, ,58.9, 
169,11/14/2021,318,0.06, ,0.01, ,259, ,13.1, ,67.2, ,43.2, ,53.1, ,100, ,73, ,95, ,51.8, ,2.6, ,61.7, ,59.1, 
169,11/15/2021,319,0.04, ,0.02, ,179, ,14.0,Y,65.1, ,48.5, ,54.2, ,100, ,80, ,97,Y,53.5,Y,2.6, ,62.5, ,60.6, 
169,11/16/2021,320,0.01, ,0.00, ,96, ,14.0,Y,60.4, ,52.2,Y,55.1, ,100, ,82, ,94,Y,53.6,Y,2.6, ,63.2, ,60.7, 
169,11/17/2021,321,0.05, ,0, ,196, ,12.5, ,64.7, ,42.6, ,54.0, ,100, ,65, ,88, ,50.5, ,2.2, ,52.9, ,60.3, 
169,11/18/2021,322,0.07, ,0.00, ,267, ,11.8, ,71.2, ,38.3, ,52.6, ,100, ,56, ,87, ,48.8, ,1.9, ,46.5, ,57.8, 
169,11/19/2021,323,0.04, ,0.00, ,181, ,11.9, ,65.9, ,41.1, ,50.9, ,100, ,69, ,94, ,49.2, ,1.9, ,46.0, ,57.7, 
169,11/20/2021,324,0.05, ,0.00, ,205, ,12.5, ,64.5, ,41.3, ,53.0, ,100, ,69, ,91, ,50.5, ,2.2, ,52.5, ,57.5, 
169,11/21/2021,325,0.04, ,0.01, ,182, ,11.3, ,65.5, ,40.4, ,49.1, ,100, ,67, ,95, ,47.8, ,2.2, ,53.0, ,57.1, 
169,11/22/2021,326,0.04, ,0.01, ,202, ,12.1, ,63.2, ,43.7, ,50.7, ,100, ,73, ,96, ,49.5, ,2.6, ,62.0, ,56.8, 
169,11/23/2021,327,0.07, ,0.01, ,290, ,10.2, ,66.5, ,36.0, ,49.1, ,100, ,51, ,86, ,45.0, ,2.4, ,56.5, ,56.5, 
169,11/24/2021,328,0.07, ,0.00, ,277, ,8.6, ,64.6, ,35.2, ,47.7, ,100, ,43, ,77, ,40.7, ,2.9, ,68.5, ,54.3, 
169,11/25/2021,329,0.07, ,0.00, ,292, ,7.6, ,68.8, ,30.1, ,46.0, ,100, ,32, ,72, ,37.6, ,2.2, ,53.9, ,52.4, 
169,11/26/2021,330,0.07, ,0, ,275, ,7.8, ,66.6, ,31.8, ,45.8, ,99, ,41, ,75, ,38.2, ,2.0, ,48.6, ,51.6, 
169,11/27/2021,331,0.07, ,0, ,278, ,8.2, ,67.9, ,30.8, ,47.7, ,100, ,40, ,73, ,39.4, ,2.1, ,50.2, ,51.4, 
169,11/28/2021,332,0.08, ,0, ,284, ,8.4, ,72.1, ,32.1, ,49.0, ,99, ,35, ,71, ,40.0, ,2.1, ,49.8, ,51.7, 
169,11/29/2021,333,0.07, ,0, ,275, ,8.8, ,72.1, ,33.5, ,50.0, ,100, ,39, ,71, ,41.1, ,2.0, ,46.9, ,52.2, 
169,11/30/2021,334,0.07, ,0, ,269, ,9.0, ,72.3, ,34.5, ,50.2, ,99, ,37, ,72, ,41.7, ,1.9, ,45.3, ,52.7, 
