189,11/1/2021,305,--,N,0, ,214, ,4.7, ,73.9, ,41.0, ,55.1, ,61, ,12, ,32, ,25.6, ,4.9, ,117.9, ,57.3, 
189,11/2/2021,306,--,N,0, ,352, ,5.3, ,74.1, ,31.9, ,52.7, ,65, ,20, ,39, ,28.6, ,3.2, ,77.2, ,56.9, 
189,11/3/2021,307,--,N,0, ,358, ,5.5, ,76.7, ,32.8, ,53.2, ,70, ,20, ,40, ,29.6, ,3.1, ,74.3, ,56.4, 
189,11/4/2021,308,--,N,0, ,359, ,5.9, ,77.2, ,32.0, ,51.7, ,69, ,18, ,45, ,31.1, ,3.7, ,89.0, ,56.0, 
189,11/5/2021,309,--,N,0, ,357, ,5.2, ,77.8, ,28.9, ,55.7, ,75, ,17, ,34, ,28.1, ,6.3, ,150.1, ,55.7, 
189,11/6/2021,310,--,N,0, ,354, ,3.9, ,80.9, ,35.9, ,62.1, ,58, ,4, ,21, ,21.3, ,11.3, ,271.4, ,56.0, 
189,11/7/2021,311,--,N,0, ,341, ,4.8, ,76.7, ,41.1, ,65.1,Y,47, ,11, ,23,Y,26.3,Y,12.4, ,297.9, ,56.9, 
189,11/8/2021,312,--,N,0, ,342, ,4.1, ,67.2, ,28.6, ,53.7, ,64, ,12, ,29, ,22.5, ,6.6, ,157.6, ,56.8, 
189,11/9/2021,313,--,N,0, ,358,R,7.1, ,75.4, ,39.3, ,62.1,Y,62, ,19, ,37,Y,35.8,Y,9.7, ,233.9, ,56.9, 
189,11/10/2021,314,--,N,0, ,335, ,5.4, ,71.1, ,30.0, ,49.4, ,77, ,19, ,45, ,29.1, ,3.5, ,83.0, ,56.9, 
189,11/11/2021,315,--,N,0, ,329, ,6.7, ,76.9, ,35.8, ,53.5, ,72, ,21, ,48, ,34.3, ,3.1, ,75.3, ,56.2, 
189,11/12/2021,316,--,N,0, ,324, ,5.9, ,74.8, ,31.6, ,50.8, ,72, ,21, ,47, ,31.3, ,2.9, ,68.9, ,55.8, 
189,11/13/2021,317,--,N,0, ,328, ,5.5, ,72.3, ,30.2, ,48.9, ,76, ,21, ,47, ,29.4, ,3.1, ,73.7, ,55.1, 
189,11/14/2021,318,--,N,0, ,327, ,5.0, ,72.5, ,28.2, ,48.8, ,69, ,17, ,42, ,26.9, ,2.9, ,68.6, ,54.5, 
189,11/15/2021,319,--,N,0, ,306, ,5.1, ,70.2, ,27.2, ,47.9, ,72, ,18, ,44, ,27.3, ,3.0, ,72.5, ,53.9, 
189,11/16/2021,320,--,N,0, ,310, ,4.8, ,74.7, ,32.0, ,52.0, ,65, ,14, ,37, ,26.3, ,3.7, ,87.6, ,53.9, 
189,11/17/2021,321,--,N,0, ,310, ,5.4, ,68.2, ,34.1, ,50.7, ,63, ,24, ,43, ,29.1, ,4.3, ,104.2, ,53.9, 
189,11/18/2021,322,--,N,0, ,281, ,5.0, ,67.4, ,27.9, ,48.5, ,72, ,21, ,43, ,27.2, ,4.5, ,108.1, ,53.4, 
189,11/19/2021,323,--,N,0, ,247, ,4.6, ,64.7, ,28.0, ,44.1, ,69, ,23, ,47, ,25.1, ,2.8, ,68.3, ,53.3, 
189,11/20/2021,324,--,N,0, ,300, ,5.0, ,66.4, ,21.9, ,46.3, ,74, ,26, ,47, ,27.2, ,4.8, ,116.0, ,52.5, 
189,11/21/2021,325,--,N,0, ,312, ,4.2, ,67.1, ,19.7, ,45.5, ,65, ,14, ,41, ,23.1, ,3.9, ,94.2, ,52.3, 
189,11/22/2021,326,--,N,0, ,312, ,3.0, ,58.8, ,13.6, ,37.7, ,72, ,15, ,40, ,15.4, ,3.0, ,71.9, ,51.2, 
189,11/23/2021,327,--,N,0, ,268, ,2.9, ,59.0, ,19.3, ,36.9, ,67, ,15, ,38, ,14.0, ,3.9, ,93.1, ,50.1, 
189,11/24/2021,328,--,N,0, ,303, ,2.9, ,60.4, ,33.2, ,47.5, ,41, ,14, ,26, ,14.2, ,11.6, ,278.9, ,49.4, 
189,11/25/2021,329,--,N,0, ,305, ,2.0, ,58.2, ,17.5, ,38.9, ,47, ,11, ,25, ,6.2, ,3.5, ,83.6, ,49.3, 
189,11/26/2021,330,--,N,0, ,273, ,2.2, ,59.5, ,15.4, ,34.9, ,61, ,13, ,32, ,8.0, ,2.4, ,56.6, ,48.5, 
189,11/27/2021,331,--,N,0, ,290, ,2.8, ,62.7, ,17.6, ,37.2, ,65, ,13, ,37, ,13.1, ,2.2, ,52.1, ,47.7, 
189,11/28/2021,332,--,N,0, ,289, ,3.3, ,63.3, ,19.4, ,39.3, ,66, ,16, ,40, ,17.2, ,2.2, ,53.7, ,47.3, 
189,11/29/2021,333,--,N,0, ,287, ,3.7, ,63.3, ,19.9, ,39.7, ,68, ,18, ,44, ,19.8, ,3.0, ,70.9, ,47.0, 
189,11/30/2021,334,--,N,0, ,282, ,4.3, ,73.7, ,24.4, ,44.7, ,70, ,16, ,43, ,23.5, ,3.5, ,82.9, ,47.1, 
