258,11/1/2021,305,0.06, ,0, ,208, ,14.4, ,72.1, ,51.2, ,60.7, ,100, ,45, ,80, ,54.4, ,2.0, ,49.2, ,63.3, 
258,11/2/2021,306,0.08, ,0, ,284, ,13.4, ,74.0, ,50.0, ,61.2, ,90, ,50, ,73, ,52.4, ,2.5, ,59.1, ,63.8, 
258,11/3/2021,307,0.08, ,0, ,279, ,14.4, ,74.1, ,50.1, ,61.1, ,96, ,55, ,78, ,54.3, ,2.5, ,59.3, ,64.1, 
258,11/4/2021,308,0.06, ,0, ,207, ,15.2, ,73.0, ,52.2, ,62.0, ,98, ,63, ,80, ,55.9, ,2.6, ,63.2, ,64.2, 
258,11/5/2021,309,0.06, ,0, ,233, ,14.6, ,72.4, ,51.1, ,59.9, ,99, ,56, ,83, ,54.7, ,2.3, ,55.3, ,64.5, 
258,11/6/2021,310,0.05, ,0, ,183, ,14.4, ,69.1, ,53.5, ,60.7, ,97, ,61, ,79, ,54.3, ,2.3, ,54.8, ,64.0, 
258,11/7/2021,311,0.01, ,0, ,60, ,12.7, ,58.9, ,49.6, ,54.6, ,95, ,76, ,87, ,50.9, ,2.0, ,47.1, ,62.5, 
258,11/8/2021,312,0.05, ,0, ,202, ,11.5, ,65.9, ,49.8, ,55.8, ,93, ,53, ,76, ,48.2, ,2.3, ,56.4, ,62.0, 
258,11/9/2021,313,0.03, ,0.11, ,122, ,13.2, ,67.2, ,51.9, ,57.8, ,97, ,57, ,81, ,52.0, ,2.6, ,63.0, ,61.8, 
258,11/10/2021,314,0.06, ,0, ,236, ,13.5, ,65.9, ,46.5, ,55.6, ,100, ,73, ,90, ,52.6, ,2.4, ,58.0, ,61.3, 
258,11/11/2021,315,0.02, ,0, ,103, ,13.7, ,62.1, ,48.7, ,55.1, ,100, ,76, ,92, ,52.9, ,1.9, ,46.1, ,61.4, 
258,11/12/2021,316,0.06, ,0, ,251, ,13.6, ,71.5, ,47.5, ,56.9, ,99, ,60, ,86, ,52.8, ,2.8, ,66.1, ,60.7, 
258,11/13/2021,317,0.06, ,0, ,243, ,13.8, ,69.7, ,48.9, ,57.0, ,99, ,65, ,87, ,53.2, ,2.8, ,66.4, ,61.4, 
258,11/14/2021,318,0.05, ,0, ,230, ,13.6, ,67.8, ,42.9, ,54.7, ,100, ,70, ,93, ,52.7, ,2.6, ,63.5, ,60.9, 
258,11/15/2021,319,0.04, ,0.01, ,192, ,13.6, ,66.2, ,45.7, ,54.0, ,100, ,75, ,96, ,52.8, ,2.2, ,52.5, ,61.1, 
258,11/16/2021,320,0.01, ,0.02, ,86, ,14.2, ,60.4, ,51.4, ,55.7, ,100, ,85, ,94, ,54.0, ,2.1, ,50.9, ,61.2, 
258,11/17/2021,321,0.04, ,0, ,176, ,12.3, ,63.4, ,47.8, ,53.9, ,100, ,69, ,87, ,50.1, ,2.5, ,60.4, ,60.6, 
258,11/18/2021,322,0.05, ,0, ,206, ,12.4, ,69.7, ,44.9, ,54.5, ,98, ,56, ,86, ,50.3, ,2.4, ,57.8, ,59.5, 
258,11/19/2021,323,0.05, ,0, ,198, ,12.3, ,66.1, ,45.1, ,54.6, ,96, ,64, ,85, ,50.1, ,2.9, ,68.7, ,59.7, 
258,11/20/2021,324,0.03, ,0, ,147, ,13.0, ,63.8, ,47.1, ,55.1, ,98, ,71, ,88, ,51.6, ,2.2, ,53.9, ,59.5, 
258,11/21/2021,325,0.05, ,0, ,223, ,11.8, ,66.4, ,43.6, ,53.4, ,100, ,63, ,85, ,48.9, ,2.4, ,57.7, ,59.3, 
258,11/22/2021,326,0.05, ,0, ,216, ,10.9, ,68.4, ,37.3, ,49.6, ,100, ,52, ,90, ,46.9, ,2.4, ,58.4, ,58.2, 
258,11/23/2021,327,0.06, ,0, ,232, ,9.8, ,66.2, ,34.2, ,49.1, ,100, ,54, ,82, ,44.0, ,2.5, ,60.7, ,57.1, 
258,11/24/2021,328,0.05, ,0, ,208, ,9.5, ,64.5, ,37.6, ,49.4, ,100, ,48, ,79, ,43.2, ,2.8, ,67.8, ,56.4, 
258,11/25/2021,329,0.06, ,0, ,234, ,8.4, ,65.7, ,37.4, ,49.9, ,88, ,41, ,68, ,39.9, ,3.2,Y,77.5,Y,55.4, 
258,11/26/2021,330,0.05, ,0, ,198, ,8.0, ,65.0, ,39.5, ,49.6, ,86, ,42, ,67, ,38.9, ,3.1, ,74.0, ,54.7, 
258,11/27/2021,331,0.06, ,0, ,221, ,8.5, ,67.8, ,37.8, ,50.9, ,87, ,40, ,67, ,40.4, ,3.3,Y,78.1,Y,54.5, 
258,11/28/2021,332,0.06, ,0, ,226, ,8.8, ,71.0, ,42.3, ,53.5, ,86, ,39, ,63, ,41.2, ,4.1,R,97.9,R,54.9, 
258,11/29/2021,333,0.06, ,0, ,221, ,9.2, ,70.8, ,42.5, ,54.3, ,84, ,40, ,64, ,42.3, ,3.6,Y,87.1,Y,55.5, 
258,11/30/2021,334,0.06, ,0, ,216, ,9.9, ,71.9, ,42.2, ,55.1, ,84, ,39, ,67, ,44.2, ,3.5,Y,84.9,Y,56.0, 
