209,11/1/2021,305,0.02, ,0.20, ,109, ,15.0, ,61.7, ,54.1, ,57.8, ,99, ,80, ,92, ,55.4, ,3.2, ,76.3, ,65.6, 
209,11/2/2021,306,0.07, ,0.00, ,287, ,16.7,Y,67.4, ,55.0, ,60.0, ,99, ,80, ,94,Y,58.4,Y,3.7, ,89.8, ,66.2, 
209,11/3/2021,307,0.09, ,0.01, ,332, ,15.6, ,68.8, ,52.6, ,58.2, ,99, ,78, ,94, ,56.4, ,4.3, ,102.1, ,67.1, 
209,11/4/2021,308,0.08, ,0.08, ,301, ,14.7, ,67.0, ,53.9, ,59.1, ,99, ,64, ,86, ,54.9, ,2.8, ,67.1, ,67.0, 
209,11/5/2021,309,0.08, ,0, ,337, ,12.7, ,63.7, ,48.1, ,55.8, ,99, ,66, ,84, ,50.9, ,4.0, ,95.4, ,66.0, 
209,11/6/2021,310,0.08, ,0, ,322, ,12.2, ,66.6, ,47.8, ,56.5, ,95, ,66, ,78, ,49.9, ,3.4, ,82.7, ,65.3, 
209,11/7/2021,311,0.08, ,0, ,301, ,9.7, ,62.9, ,46.4, ,53.9, ,93, ,47, ,68, ,43.7, ,3.6, ,86.0, ,64.7, 
209,11/8/2021,312,0.08, ,0.09, ,270, ,9.5, ,64.1, ,42.7, ,52.9, ,92, ,34, ,70, ,43.3, ,4.7, ,113.7, ,63.3, 
209,11/9/2021,313,0.01, ,0.94, ,98, ,14.5, ,61.1, ,49.7, ,55.0, ,100, ,93, ,99, ,54.6, ,4.5, ,109.1, ,62.3, 
209,11/10/2021,314,0.08, ,0.00, ,319, ,14.9, ,64.8, ,53.3, ,57.5, ,100, ,79, ,92, ,55.3, ,3.2, ,75.9, ,63.5, 
209,11/11/2021,315,0.09, ,0, ,325, ,13.6, ,69.7, ,52.0, ,60.5, ,91, ,61, ,75, ,52.7, ,4.4, ,104.9, ,64.1, 
209,11/12/2021,316,0.09, ,0, ,329, ,14.1, ,74.0, ,52.3, ,61.8, ,91, ,61, ,75, ,53.7, ,4.2, ,99.8, ,64.5, 
209,11/13/2021,317,0.09, ,0, ,327, ,13.7, ,75.4, ,52.2, ,63.0, ,92, ,53, ,70, ,53.0, ,4.1, ,99.2, ,64.7, 
209,11/14/2021,318,0.10, ,0, ,330,R,12.5, ,80.0,Y,51.6, ,63.0, ,85, ,40, ,64, ,50.5, ,5.0, ,118.9, ,64.9, 
209,11/15/2021,319,0.05, ,0, ,214, ,13.1, ,68.0, ,52.5, ,56.4, ,100, ,60, ,84, ,51.7, ,4.2, ,100.8, ,64.5, 
209,11/16/2021,320,0.07, ,0.00, ,302, ,14.1, ,63.9, ,51.2, ,55.1, ,100, ,78, ,95, ,53.8, ,4.1, ,97.3, ,64.2, 
209,11/17/2021,321,0.07, ,0.00, ,306, ,12.7, ,64.4, ,47.4, ,54.6, ,98, ,57, ,87, ,50.8, ,4.2, ,99.8, ,63.8, 
209,11/18/2021,322,0.02, ,0, ,115, ,12.8, ,54.8, ,47.6, ,52.1, ,99, ,91, ,96, ,51.1, ,3.1, ,73.7, ,63.3, 
209,11/19/2021,323,0.06, ,0, ,241, ,14.1, ,65.1, ,52.3, ,55.8, ,99, ,71, ,93, ,53.7, ,4.4, ,106.1, ,63.2, 
209,11/20/2021,324,0.08, ,0, ,301, ,12.8, ,65.9, ,51.7, ,58.1, ,99, ,55, ,77, ,51.1, ,3.4, ,82.4, ,63.7, 
209,11/21/2021,325,0.11, ,0, ,309, ,9.7, ,72.4, ,47.2, ,58.7, ,78, ,40, ,57, ,43.7, ,6.7, ,161.0, ,62.9, 
209,11/22/2021,326,0.10, ,0, ,311,R,9.0, ,76.7, ,48.5, ,60.3, ,76, ,24, ,51, ,41.9, ,5.0, ,119.2, ,62.5, 
209,11/23/2021,327,0.07, ,0, ,338,R,11.2, ,65.9, ,49.6, ,56.3, ,95, ,52, ,73, ,47.6, ,4.0, ,95.4, ,62.1, 
209,11/24/2021,328,0.08, ,0, ,303, ,7.7, ,63.0, ,43.9, ,53.2, ,86, ,36, ,56, ,37.7, ,4.2, ,100.1, ,61.4, 
209,11/25/2021,329,0.10, ,0, ,296, ,6.8, ,74.1, ,42.6, ,55.8, ,65, ,20, ,44, ,34.5, ,5.0, ,120.6, ,60.6, 
209,11/26/2021,330,0.08, ,0, ,288, ,9.0, ,68.3, ,47.2, ,55.2, ,72, ,45, ,61, ,41.9, ,4.8, ,114.1, ,60.5, 
209,11/27/2021,331,0.09, ,0, ,277, ,9.0, ,72.6, ,47.0, ,58.5, ,78, ,33, ,54, ,41.9, ,4.1, ,97.9, ,60.5, 
209,11/28/2021,332,0.08, ,0, ,278, ,10.6, ,72.9, ,50.4, ,58.5, ,81, ,44, ,63, ,46.1, ,4.9, ,117.2, ,60.9, 
209,11/29/2021,333,0.07, ,0, ,281, ,11.8, ,69.2, ,49.4, ,56.8, ,97, ,55, ,75, ,49.0, ,4.1, ,99.4, ,61.0, 
209,11/30/2021,334,0.08, ,0, ,280, ,11.1, ,74.6,Y,48.7, ,59.9, ,84, ,44, ,63, ,47.3, ,3.8, ,90.8, ,61.0, 
