263,11/1/2021,305,0.01, ,1.14, ,102, ,15.3, ,62.0, ,53.4, ,56.9, ,100, ,83, ,96, ,55.9, ,3.8, ,90.5, ,58.7, 
263,11/2/2021,306,0.05, ,0, ,206, ,13.1, ,65.8, ,47.2, ,54.7, ,100, ,62, ,90, ,51.7, ,2.7, ,65.3, ,58.3, 
263,11/3/2021,307,0.03, ,1.20, ,120, ,14.9, ,73.7, ,47.1, ,58.9, ,99, ,59, ,87, ,55.2, ,6.7, ,160.8, ,57.8, 
263,11/4/2021,308,0.03, ,0.41, ,114, ,14.3, ,60.1, ,51.7, ,56.4, ,98, ,79, ,92, ,54.2, ,9.6,Y,229.7,Y,58.5, 
263,11/5/2021,309,0.01, ,0.80, ,55, ,12.6, ,55.8, ,50.8, ,53.0, ,98, ,75, ,92, ,50.8, ,6.0, ,143.7, ,57.5, 
263,11/6/2021,310,0.04, ,0.65, ,185, ,11.0, ,58.3, ,40.6, ,50.0, ,98, ,67, ,90, ,47.2, ,4.9, ,116.7, ,55.8, 
263,11/7/2021,311,0.07, ,0.12, ,266, ,9.2, ,58.1, ,37.0, ,46.7, ,99, ,59, ,84, ,42.3, ,4.0, ,95.2, ,54.2,Y
263,11/8/2021,312,0.02, ,0.43, ,82, ,9.4, ,57.4, ,34.8, ,47.3, ,99, ,59, ,85, ,42.9, ,5.9, ,141.4, ,52.7,Y
263,11/9/2021,313,0.01, ,0.33, ,90, ,12.1, ,57.1, ,45.6, ,52.0, ,98, ,71, ,92, ,49.7, ,4.8, ,115.0, ,53.2,Y
263,11/10/2021,314,0.01, ,0.17, ,67, ,12.7, ,58.9, ,47.0, ,53.2, ,100, ,74, ,92, ,50.9, ,2.5, ,59.8, ,53.6,Y
263,11/11/2021,315,0.04,R,0.04, ,203, ,15.9, ,66.6, ,51.2, ,58.2, ,100, ,80, ,96, ,57.0, ,1.9, ,46.1, ,55.0, 
263,11/12/2021,316,0.04, ,0, ,183, ,15.5, ,66.5, ,48.8, ,57.6, ,100, ,78, ,96, ,56.4, ,1.5, ,36.0, ,56.4, 
263,11/13/2021,317,0.05, ,0, ,239, ,14.3, ,65.5, ,47.1, ,55.0, ,100, ,83, ,97, ,54.1, ,1.7, ,41.3, ,56.7, 
263,11/14/2021,318,0.03,R,0, ,144, ,13.1, ,61.7, ,43.7, ,51.9, ,100, ,87, ,99, ,51.8, ,1.8, ,43.5, ,56.1, 
263,11/15/2021,319,0.01, ,0.77, ,72, ,12.4, ,63.0, ,42.2, ,51.1, ,100, ,82, ,97, ,50.2, ,4.8, ,114.6, ,55.4, 
263,11/16/2021,320,0.06, ,0, ,238, ,8.7, ,58.3, ,38.9, ,47.6, ,100, ,57, ,77, ,40.8, ,5.7, ,135.7, ,53.9, 
263,11/17/2021,321,0.04, ,0, ,202, ,8.9, ,61.5, ,30.5,Y,45.5, ,99, ,54, ,86, ,41.5, ,2.1, ,49.9, ,52.0,Y
263,11/18/2021,322,0.02, ,0.07, ,69, ,11.5, ,59.9, ,44.4, ,51.9, ,99, ,58, ,87, ,48.2, ,5.4, ,128.5, ,52.2, 
263,11/19/2021,323,0.05, ,0.15, ,227, ,11.5, ,58.4, ,36.3, ,51.4, ,99, ,75, ,89, ,48.2, ,5.9, ,140.9, ,53.2, 
263,11/20/2021,324,0.05, ,0.00, ,249, ,8.4, ,61.9, ,31.3, ,45.8, ,100, ,56, ,80, ,39.9, ,2.6, ,62.7, ,51.7, 
263,11/21/2021,325,0.05, ,0, ,237, ,8.2, ,64.5, ,31.6, ,43.6, ,99, ,48, ,85, ,39.3, ,2.3, ,54.1, ,50.4,Y
263,11/22/2021,326,0.05, ,0, ,239, ,8.7, ,62.5, ,33.5, ,46.2, ,99, ,55, ,82, ,41.0, ,2.9, ,70.0, ,49.6,Y
263,11/23/2021,327,0.05, ,0.15, ,224, ,10.1, ,56.5, ,35.3, ,47.1, ,100, ,70, ,92, ,44.7, ,4.7, ,113.0, ,50.1,Y
263,11/24/2021,328,0.04, ,0.00, ,204, ,7.6, ,55.0, ,27.7,Y,39.9,Y,100, ,60, ,91,Y,37.5,Y,2.3, ,56.1, ,49.1,Y
263,11/25/2021,329,0.04, ,0, ,188, ,8.4, ,62.3, ,31.0, ,43.5, ,100, ,52, ,87, ,39.9, ,2.1, ,50.6, ,48.1,Y
263,11/26/2021,330,0.02, ,0.04, ,77, ,10.0, ,58.8, ,34.4, ,49.6, ,100, ,60, ,83, ,44.5, ,2.4, ,56.6, ,48.6,Y
263,11/27/2021,331,0.02,R,0.13,H,122, ,14.4, ,64.2, ,48.4, ,55.0, ,100, ,80, ,97, ,54.2, ,1.7, ,41.3, ,50.6, 
263,11/28/2021,332,0.01, ,0.01, ,89, ,13.3, ,57.8, ,44.9, ,52.3, ,100, ,95, ,100, ,52.2, ,2.2, ,53.1, ,51.9, 
263,11/29/2021,333,0.03, ,0.01, ,170, ,10.6, ,60.7, ,36.1, ,46.6, ,100, ,80, ,98, ,46.1, ,1.9, ,45.9, ,51.9, 
263,11/30/2021,334,0.04,R,0.01, ,208, ,10.7, ,60.9, ,35.9, ,47.1, ,100, ,80, ,97, ,46.2, ,1.9, ,44.7, ,50.9, 
