211,11/1/2021,305,0.02, ,0.05, ,113, ,14.2, ,64.3, ,51.1, ,58.2, ,98, ,75, ,86, ,54.0, ,2.6, ,61.8, ,71.7,R
211,11/2/2021,306,0.08, ,0.00, ,304, ,16.7,Y,74.2, ,53.7, ,63.3, ,99, ,59, ,84,Y,58.3,Y,2.7, ,63.6, ,--,S
211,11/3/2021,307,0.08, ,0.00, ,296, ,14.1, ,76.5, ,50.8, ,59.7, ,100, ,38, ,81, ,53.8, ,2.7, ,64.5, ,--,S
211,11/4/2021,308,0.10, ,0.02, ,319, ,13.7, ,69.6, ,48.9, ,59.5, ,98, ,54, ,79, ,53.0, ,5.2, ,124.6, ,71.1,R
211,11/5/2021,309,0.11, ,0, ,332, ,11.5, ,71.0, ,44.9, ,56.1, ,99, ,40, ,75, ,48.2, ,5.3, ,127.1, ,--,S
211,11/6/2021,310,0.11, ,0, ,317, ,11.7, ,68.1, ,44.0, ,56.1, ,97, ,50, ,76, ,48.7, ,6.7,Y,160.5,Y,70.2,R
211,11/7/2021,311,0.10, ,0, ,306, ,8.7, ,63.6, ,41.4, ,53.2, ,84, ,39, ,63, ,40.8, ,7.2,Y,172.7,Y,61.6, 
211,11/8/2021,312,0.09, ,0.02, ,293, ,8.4, ,68.6, ,34.4, ,52.0, ,94, ,31, ,64, ,40.0, ,3.2, ,77.4, ,62.0,H
211,11/9/2021,313,0.04, ,0.48, ,177, ,13.9, ,64.7, ,50.2, ,55.4, ,98, ,81, ,93, ,53.4, ,3.3, ,79.0, ,--,S
211,11/10/2021,314,0.09, ,0, ,287, ,13.3, ,70.0, ,50.9, ,59.3, ,98, ,43, ,77, ,52.2, ,4.4, ,104.9, ,--,S
211,11/11/2021,315,0.09, ,0, ,323, ,12.8, ,73.1, ,45.4, ,58.0, ,98, ,50, ,78, ,51.1, ,3.5, ,85.0, ,--,S
211,11/12/2021,316,0.10, ,0, ,323, ,13.4, ,74.0, ,42.5, ,57.8, ,99, ,56, ,82, ,52.3, ,4.4, ,106.5, ,--,S
211,11/13/2021,317,0.10, ,0, ,319, ,12.6, ,76.1, ,42.8, ,57.9, ,100, ,46, ,77, ,50.7, ,4.3, ,103.5, ,--,S
211,11/14/2021,318,0.10, ,0, ,321, ,11.7, ,77.3, ,41.0, ,57.8, ,99, ,41, ,72, ,48.7, ,4.3, ,104.1, ,67.9,Y
211,11/15/2021,319,0.06, ,0, ,228, ,12.3, ,71.8, ,42.8, ,56.0, ,98, ,51, ,81, ,50.1, ,3.8, ,91.6, ,67.7,Y
211,11/16/2021,320,0.08, ,0, ,278, ,13.1, ,67.7, ,45.2, ,56.4, ,96, ,72, ,85, ,51.8, ,6.1, ,146.8, ,64.7,Y
211,11/17/2021,321,0.09, ,0.00, ,300, ,10.8, ,69.6, ,44.3, ,54.5, ,100, ,36, ,74, ,46.5, ,3.7, ,89.8, ,--,S
211,11/18/2021,322,0.05, ,0, ,206, ,11.6, ,63.4, ,40.8, ,51.8, ,97, ,68, ,88, ,48.4, ,2.9, ,68.8, ,64.4,Y
211,11/19/2021,323,0.05, ,0, ,226, ,13.7, ,70.3, ,52.7, ,58.4, ,95, ,52, ,82, ,53.0, ,3.7, ,88.6, ,64.9,Y
211,11/20/2021,324,0.10, ,0, ,301, ,11.7, ,69.9, ,42.2, ,58.4, ,93, ,41, ,70, ,48.7, ,6.2, ,148.2, ,62.5, 
211,11/21/2021,325,0.09, ,0, ,307, ,8.7, ,73.7, ,35.7, ,52.6, ,92, ,35, ,64, ,40.8, ,3.9, ,93.2, ,60.4, 
211,11/22/2021,326,0.08, ,0, ,302, ,8.7, ,78.5, ,34.0, ,52.8, ,94, ,29, ,64, ,41.0, ,2.5, ,59.8, ,58.9, 
211,11/23/2021,327,0.09, ,0, ,290, ,8.7, ,68.8, ,34.9, ,51.2, ,94, ,37, ,68, ,41.0, ,5.3, ,126.9, ,58.4, 
211,11/24/2021,328,0.08, ,0, ,298, ,6.6, ,68.6, ,32.3, ,48.0, ,95, ,22, ,58, ,34.0, ,2.9, ,69.5, ,56.6, 
211,11/25/2021,329,0.08, ,0, ,291, ,6.5, ,72.9, ,29.7, ,48.7, ,87, ,25, ,55, ,33.4, ,3.3, ,79.5, ,54.8, 
211,11/26/2021,330,0.08, ,0, ,279, ,8.2, ,70.3, ,37.4, ,51.4, ,84, ,32, ,64, ,39.4, ,3.9, ,94.5, ,55.2, 
211,11/27/2021,331,0.09, ,0, ,277, ,8.4, ,72.5, ,37.0, ,52.7, ,91, ,32, ,62, ,40.1, ,3.3, ,80.0, ,56.2, 
211,11/28/2021,332,0.09, ,0, ,276, ,9.3, ,74.5, ,37.0, ,54.0, ,90, ,39, ,65, ,42.7, ,3.8, ,90.3, ,56.3, 
211,11/29/2021,333,0.09, ,0, ,277, ,9.5, ,73.0, ,36.7, ,53.7, ,91, ,39, ,67, ,43.1, ,4.2, ,101.8, ,56.6, 
211,11/30/2021,334,0.09, ,0, ,276, ,9.6, ,74.8, ,35.9, ,53.7, ,93, ,39, ,68, ,43.3, ,3.8, ,90.5, ,56.7, 
