160,11/1/2021,305,0.05, ,0, ,200, ,13.8, ,66.8, ,51.1, ,57.8, ,95, ,68, ,84, ,53.1, ,3.6, ,85.8, ,61.9, 
160,11/2/2021,306,0.10, ,0.00, ,365, ,15.6, ,70.2, ,51.3, ,59.3, ,99, ,71, ,90, ,56.5, ,4.2, ,100.6, ,61.5, 
160,11/3/2021,307,0.11, ,0, ,373, ,15.3, ,81.2, ,53.7, ,61.8, ,99, ,44, ,81, ,55.9, ,3.8, ,90.2, ,62.1, 
160,11/4/2021,308,0.11, ,0, ,369, ,14.7, ,75.5, ,49.7, ,60.5, ,100, ,57, ,81, ,54.8, ,4.2, ,100.6, ,62.4, 
160,11/5/2021,309,0.11, ,0, ,382,R,12.7, ,79.0, ,49.0, ,60.3, ,99, ,38, ,71, ,50.8, ,4.4, ,104.7, ,62.2, 
160,11/6/2021,310,0.10, ,0, ,365, ,12.6, ,71.4, ,44.9, ,57.5, ,100, ,50, ,78, ,50.7, ,4.1, ,97.8, ,61.6, 
160,11/7/2021,311,0.13, ,0, ,327, ,9.0, ,69.1, ,51.3, ,60.4, ,74, ,34, ,50, ,41.8, ,5.6, ,134.8, ,61.1, 
160,11/8/2021,312,0.11, ,0, ,348, ,9.8, ,70.6, ,44.2, ,56.9, ,88, ,36, ,62, ,44.0, ,4.5, ,107.2, ,60.2, 
160,11/9/2021,313,0.01, ,0.23, ,78, ,15.1, ,62.8, ,51.0, ,57.1, ,99, ,79, ,95, ,55.6, ,3.8, ,91.2, ,60.0, 
160,11/10/2021,314,0.12, ,0, ,344, ,12.9, ,71.5, ,50.3, ,62.2, ,99, ,39, ,67, ,51.3, ,6.2, ,149.6, ,60.0, 
160,11/11/2021,315,0.14, ,0, ,357,R,11.3, ,77.5, ,58.5,Y,67.2, ,69, ,35, ,50, ,47.8, ,7.3, ,175.2, ,60.1, 
160,11/12/2021,316,0.13, ,0, ,356,R,11.1, ,88.6,Y,54.0, ,70.6,Y,69, ,26, ,43,Y,47.3,Y,3.8, ,90.3, ,60.5, 
160,11/13/2021,317,0.13, ,0, ,358,R,10.3, ,88.6,Y,55.8, ,70.3,Y,59, ,23, ,41,Y,45.2,Y,3.7, ,89.9, ,61.1, 
160,11/14/2021,318,0.11, ,0, ,355,R,9.9, ,84.3, ,49.5, ,64.0, ,73, ,27, ,49, ,44.3, ,3.0, ,71.1, ,61.4, 
160,11/15/2021,319,0.09, ,0, ,313, ,10.9, ,80.4, ,47.2, ,56.9, ,100, ,31, ,69, ,46.7, ,2.9, ,70.3, ,61.0, 
160,11/16/2021,320,0.09, ,0, ,302, ,13.0, ,76.2, ,44.3, ,56.2, ,100, ,36, ,84, ,51.5, ,3.9, ,94.7, ,60.7, 
160,11/17/2021,321,0.08, ,0, ,326, ,12.0, ,66.0, ,44.6, ,53.8, ,100, ,60, ,85, ,49.4, ,3.6, ,86.6, ,60.7, 
160,11/18/2021,322,0.05, ,0, ,227, ,12.2, ,60.8, ,42.7, ,51.6, ,100, ,80, ,93, ,49.7, ,3.0, ,71.4, ,59.7, 
160,11/19/2021,323,0.08, ,0, ,297, ,13.3, ,65.6, ,49.1, ,55.4, ,99, ,67, ,89, ,52.1, ,3.5, ,83.1, ,59.7, 
160,11/20/2021,324,0.12, ,0.02, ,303, ,12.0, ,71.8, ,48.1, ,61.0, ,100, ,43, ,66, ,49.4, ,8.4,Y,200.4,Y,60.0, 
160,11/21/2021,325,0.17, ,0, ,332,R,7.5, ,81.6, ,52.4, ,68.4,Y,65, ,18, ,31,Y,37.0,Y,7.2, ,173.5, ,60.1, 
160,11/22/2021,326,0.11, ,0, ,323, ,6.0, ,82.3, ,46.7, ,62.3, ,67, ,14, ,31, ,31.7, ,3.3, ,78.5, ,59.9, 
160,11/23/2021,327,0.09, ,0, ,323, ,8.8, ,74.6, ,45.9, ,57.3, ,98, ,22, ,55, ,41.1, ,3.8, ,90.4, ,59.4, 
160,11/24/2021,328,0.14, ,0, ,330,R,6.0, ,70.7, ,47.7, ,60.7, ,69, ,17, ,33, ,31.4, ,7.5, ,180.2, ,58.8, 
160,11/25/2021,329,0.12, ,0, ,335,R,4.9, ,75.7, ,43.2, ,59.9, ,76, ,12, ,28, ,26.5, ,4.5, ,107.8, ,58.3, 
160,11/26/2021,330,0.12, ,0, ,305, ,5.4, ,79.3, ,43.9, ,59.0, ,75, ,14, ,32, ,29.0, ,3.9, ,94.2, ,58.2, 
160,11/27/2021,331,0.11, ,0, ,310, ,4.7, ,80.6, ,46.4, ,59.9, ,47, ,11, ,27, ,25.8, ,3.4, ,82.2, ,57.9, 
160,11/28/2021,332,0.09, ,0, ,310, ,6.3, ,78.6, ,44.0, ,56.2, ,70, ,14, ,41, ,32.6, ,2.8, ,67.9, ,57.8, 
160,11/29/2021,333,0.09, ,0, ,311, ,7.8, ,82.0,Y,41.5, ,57.3, ,81, ,16, ,49, ,38.2, ,2.9, ,68.5, ,57.5, 
160,11/30/2021,334,0.12,R,0, ,309, ,6.5, ,87.9,R,49.0, ,66.6,Y,52,H,13,H,29,Y,33.4,Y,3.6, ,85.4, ,57.7, 
