202,1/1/2021,1,0.06,R,0, ,266, ,9.3, ,64.3, ,42.4, ,50.7, ,98, ,42, ,73, ,42.5, ,1.0, ,24.6, ,54.1, 
202,1/2/2021,2,0.05,R,0, ,240, ,10.7, ,60.5, ,41.3, ,51.4, ,98, ,55, ,83, ,46.4, ,1.0,I,24.0,I,54.5, 
202,1/3/2021,3,0.05,R,0, ,226, ,12.7, ,64.7, ,48.6, ,53.7, ,99, ,66, ,90, ,50.8, ,1.1, ,26.2, ,55.9, 
202,1/4/2021,4,0.03,R,0, ,163, ,12.6, ,61.2, ,44.7, ,53.0, ,99, ,75, ,92, ,50.6, ,1.0,I,24.0,I,55.9, 
202,1/5/2021,5,0.07,R,0.01, ,257, ,10.5, ,68.7, ,45.2, ,56.1, ,99, ,42, ,68, ,45.7, ,1.0,I,24.0,I,55.9, 
202,1/6/2021,6,0.05,R,0, ,208, ,9.4, ,63.2, ,41.6, ,52.3, ,89, ,54, ,71, ,43.0, ,1.0,I,24.0,I,55.5, 
202,1/7/2021,7,0.06,R,0, ,219, ,8.2, ,72.7, ,45.2, ,56.5, ,93, ,33, ,53, ,39.5, ,1.0,I,24.0,I,55.4, 
202,1/8/2021,8,0.07,R,0, ,289, ,9.1, ,68.9, ,40.2, ,55.5, ,76, ,33, ,60, ,42.0, ,1.0,Y,24.7,Y,55.2, 
202,1/9/2021,9,0.08, ,0.01, ,283, ,8.2, ,70.1, ,46.7, ,57.4, ,72, ,31, ,51, ,39.3, ,1.8, ,44.3, ,55.5, 
202,1/10/2021,10,0.08,R,0.01, ,292, ,7.0, ,66.8, ,45.3, ,55.4, ,66, ,29, ,47, ,35.5, ,1.0,Y,24.3,Y,55.1, 
202,1/11/2021,11,0.07,R,0, ,290, ,9.6, ,62.6, ,41.7, ,51.5, ,99, ,42, ,74, ,43.5, ,1.0,Y,24.4,Y,55.0, 
202,1/12/2021,12,0.04,R,0.02, ,188, ,10.0, ,62.9, ,39.9, ,48.8, ,100, ,51, ,86, ,44.7, ,1.0,I,24.0,I,55.0, 
202,1/13/2021,13,0.08,R,0.01, ,260, ,7.9, ,79.1, ,45.5, ,61.5, ,93, ,21, ,43, ,38.5, ,1.2,Y,28.4,Y,55.0, 
202,1/14/2021,14,0.09,R,0, ,292, ,10.1, ,79.0, ,56.3, ,66.4,Y,59, ,31, ,46,Y,44.7,Y,1.1,Y,25.4,Y,56.4, 
202,1/15/2021,15,0.09,R,0.01, ,304, ,8.6, ,84.5,Y,52.9, ,64.3, ,61, ,25, ,42, ,40.8, ,1.0,I,24.0,I,56.9, 
202,1/16/2021,16,0.12,R,0, ,293, ,7.7, ,83.6,Y,55.6, ,69.1,Y,61, ,18, ,32,Y,37.9,Y,2.0, ,48.2, ,57.3, 
202,1/17/2021,17,0.09,R,0.02, ,299, ,8.5, ,83.3,Y,52.4, ,63.9, ,71, ,20, ,42, ,40.4, ,1.1, ,27.5, ,57.7, 
202,1/18/2021,18,0.10,R,0, ,301, ,8.6, ,78.5, ,46.2, ,61.9, ,82, ,29, ,45, ,40.5, ,1.9, ,45.2, ,57.5, 
202,1/19/2021,19,0.16, ,0.01, ,263, ,4.4, ,69.5, ,50.1, ,61.4, ,47, ,14, ,24, ,24.0, ,7.3,Y,174.2,Y,56.8, 
202,1/20/2021,20,0.17, ,0.01, ,307, ,4.9, ,74.9, ,57.9,Y,64.8,Y,30, ,19, ,24,Y,26.7,Y,7.0,Y,166.9,Y,56.4, 
202,1/21/2021,21,0.09,R,0, ,317, ,8.1, ,68.2, ,45.7, ,56.1, ,97, ,27, ,53, ,39.1, ,1.0, ,24.1, ,56.5, 
202,1/22/2021,22,0.04,R,0.06, ,199, ,10.5, ,57.6, ,45.8, ,50.1, ,95, ,68, ,85, ,45.9, ,1.1, ,26.5, ,56.4, 
202,1/23/2021,23,0.04,R,0.16, ,198, ,9.9, ,57.3, ,43.4, ,48.2, ,98, ,68, ,86, ,44.2, ,1.0,Y,24.1,Y,55.8, 
202,1/24/2021,24,0.05,R,0.16, ,219, ,9.0, ,56.6, ,37.6, ,47.1, ,97, ,70, ,82, ,41.9, ,1.0,Y,24.5,Y,54.6, 
202,1/25/2021,25,0.07,R,0.14, ,278, ,7.6, ,53.2, ,41.6, ,47.3, ,85, ,59, ,69, ,37.5, ,3.0, ,71.0, ,53.4, 
202,1/26/2021,26,0.07,R,0.02, ,316, ,7.1, ,54.6, ,34.2, ,45.1, ,81, ,44, ,69, ,35.6, ,1.2, ,29.3, ,52.8, 
202,1/27/2021,27,0.00, ,0.54, ,26, ,11.0, ,53.2, ,46.9, ,50.0, ,94, ,80, ,90, ,47.0, ,9.5,R,227.3,R,52.8, 
202,1/28/2021,28,0.00, ,0.30,H,20, ,11.8, ,53.0, ,46.8, ,50.0, ,98, ,91, ,96, ,49.0, ,4.9, ,116.9, ,52.4, 
202,1/29/2021,29,0.04, ,0.04, ,199, ,10.2, ,56.8, ,42.2, ,48.7, ,98, ,65, ,87, ,44.9, ,2.0, ,46.8, ,52.0, 
202,1/30/2021,30,0.07, ,0.04,H,310, ,9.7, ,57.7, ,38.7, ,47.5, ,97, ,68, ,86, ,43.6, ,1.8, ,42.6, ,52.1, 
202,1/31/2021,31,0.06,R,0.03, ,241, ,9.6, ,63.5, ,41.2, ,51.6, ,96, ,48, ,74, ,43.6, ,1.3,Y,30.1,Y,52.5, 
202,2/1/2021,32,0.08,R,0.03,H,321, ,11.0, ,60.8, ,45.3, ,52.6, ,96, ,69, ,81, ,47.0, ,1.3,Y,31.6,Y,53.8, 
202,2/2/2021,33,0.08, ,0.03,H,334, ,11.6, ,62.5, ,42.3, ,52.0, ,98, ,63, ,88, ,48.5, ,1.6, ,37.9, ,53.8, 
202,2/3/2021,34,0.08, ,0.03,H,308, ,10.4, ,66.9, ,47.5, ,54.5, ,99, ,50, ,71, ,45.5, ,1.8, ,43.4, ,54.7, 
202,2/4/2021,35,0.09,R,0.04,H,347, ,8.4, ,68.2, ,43.6, ,54.3, ,75, ,37, ,58, ,39.9, ,2.2, ,52.9, ,54.0, 
