173,1/1/2021,1,0.07, ,0, ,316, ,9.5, ,64.0, ,46.7, ,54.6, ,80, ,51, ,65, ,43.1, ,3.6, ,85.3, ,55.5, 
173,1/2/2021,2,0.07, ,0, ,303, ,9.5, ,60.2, ,47.2, ,53.9, ,88, ,44, ,67, ,43.1, ,3.5, ,84.1, ,55.5, 
173,1/3/2021,3,0.06, ,0, ,282, ,10.8, ,57.5, ,46.2, ,52.4, ,88, ,71, ,81, ,46.7, ,4.4, ,105.7, ,55.8, 
173,1/4/2021,4,0.05, ,0.02, ,245, ,11.7, ,57.7, ,47.7, ,53.0, ,89, ,79, ,85, ,48.7, ,4.4, ,104.6, ,56.0, 
173,1/5/2021,5,0.03,R,0, ,163, ,11.4, ,54.3, ,47.5, ,51.1, ,92, ,85, ,89, ,48.1, ,2.2, ,53.0, ,56.4, 
173,1/6/2021,6,0.04,R,0.01, ,210, ,11.7, ,55.8, ,45.8, ,51.0, ,93, ,90, ,92, ,48.8, ,1.7, ,40.3, ,56.3, 
173,1/7/2021,7,0.06,R,0.01, ,287, ,11.5, ,57.4, ,44.2, ,51.4, ,93, ,75, ,89, ,48.2, ,1.0, ,24.4, ,56.4, 
173,1/8/2021,8,0.05,R,0.01, ,278, ,11.5, ,56.4, ,46.1, ,50.6, ,93, ,86, ,91, ,48.2, ,1.1, ,25.3, ,56.7, 
173,1/9/2021,9,0.07, ,0.00, ,317, ,10.9, ,59.2, ,42.9, ,52.3, ,91, ,61, ,81, ,46.8, ,2.8, ,68.1, ,56.0, 
173,1/10/2021,10,0.10, ,0, ,316, ,6.6, ,64.2, ,50.4, ,57.0, ,73, ,26, ,41, ,33.8, ,4.0, ,97.0, ,55.5, 
173,1/11/2021,11,0.09, ,0.03, ,335, ,7.3, ,62.0, ,44.4, ,55.8, ,79, ,31, ,48, ,36.4, ,4.4, ,105.4, ,55.1, 
173,1/12/2021,12,0.09, ,0.01, ,166, ,10.4, ,61.2, ,53.4, ,56.7, ,85, ,25, ,66, ,45.5, ,4.0, ,96.3, ,56.2, 
173,1/13/2021,13,0.09, ,0.00, ,314, ,8.4, ,62.3, ,47.6, ,56.7, ,85, ,34, ,54, ,40.1, ,3.8, ,90.1, ,55.3, 
173,1/14/2021,14,0.12, ,0, ,340, ,7.1, ,75.2, ,54.9, ,64.9, ,44, ,20, ,34, ,35.6, ,4.3, ,103.6, ,56.0, 
173,1/15/2021,15,0.13,R,0, ,358,R,6.1, ,80.1,Y,58.9, ,69.4,Y,40, ,19, ,25,Y,31.8,Y,4.5, ,107.1, ,56.7, 
173,1/16/2021,16,0.11, ,0.04, ,347, ,7.1, ,74.8, ,58.2, ,65.4, ,54, ,16, ,33, ,35.6, ,3.4, ,81.9, ,56.8, 
173,1/17/2021,17,0.12, ,0.00, ,349, ,6.4, ,76.3,Y,60.7,Y,67.4,Y,38, ,22, ,28,Y,33.0,Y,3.6, ,85.7, ,57.2, 
173,1/18/2021,18,0.08, ,0, ,309, ,10.4, ,62.3, ,51.5, ,56.6, ,90, ,30, ,67, ,45.7, ,3.3, ,80.1, ,56.9, 
173,1/19/2021,19,0.07, ,0, ,154, ,9.8, ,65.0, ,51.8, ,58.5, ,86, ,24, ,58, ,43.9, ,5.6, ,133.3, ,57.2, 
173,1/20/2021,20,0.09, ,0, ,176, ,9.7, ,68.6, ,55.9, ,62.5, ,70, ,41, ,50, ,43.6, ,7.3,Y,175.4,Y,56.6, 
173,1/21/2021,21,0.08, ,0, ,342, ,13.1, ,63.2, ,54.2, ,58.6, ,87, ,66, ,78, ,51.7, ,3.2, ,76.1, ,57.8, 
173,1/22/2021,22,0.03, ,0.02, ,132, ,12.2, ,60.8, ,52.6, ,55.4, ,90, ,70, ,81, ,49.8, ,5.2, ,124.7, ,57.6, 
173,1/23/2021,23,0.04, ,0.42, ,172, ,9.9, ,56.1, ,44.3, ,50.3, ,87, ,68, ,79, ,44.2, ,5.9, ,141.8, ,56.8, 
173,1/24/2021,24,0.07, ,0.07, ,305, ,9.5, ,56.1, ,43.2, ,50.3, ,85, ,67, ,76, ,43.1, ,5.4, ,129.1, ,55.3, 
173,1/25/2021,25,0.12, ,2.01, ,222, ,8.3, ,53.6, ,48.5, ,51.1, ,85, ,57, ,65, ,39.6, ,17.9,R,430.6,R,54.5, 
173,1/26/2021,26,0.09, ,0.06, ,373, ,6.9, ,54.5, ,44.0, ,49.7, ,68, ,47, ,57, ,35.2, ,7.6, ,181.7, ,53.9, 
