131,1/1/2021,1,0.04, ,0, ,179, ,8.4, ,57.6, ,36.6, ,46.9, ,96, ,57, ,77, ,40.2, ,3.0, ,72.4, ,47.3, 
131,1/2/2021,2,0.01, ,0.02, ,90, ,10.6, ,53.1, ,46.6, ,49.7, ,94, ,79, ,87, ,46.1, ,2.2, ,52.1, ,48.4, 
131,1/3/2021,3,0.04, ,0, ,184, ,11.1, ,61.7, ,43.1, ,51.3, ,99, ,64, ,86, ,47.2, ,1.9, ,45.5, ,49.4, 
131,1/4/2021,4,0.01, ,0.26, ,66, ,11.5, ,56.9, ,41.9, ,51.2, ,98, ,77, ,89, ,48.2, ,4.6, ,109.7, ,49.9, 
131,1/5/2021,5,0.05, ,0, ,241, ,9.2, ,58.9, ,37.0, ,46.5, ,99, ,63, ,86, ,42.4, ,2.6, ,62.8, ,48.5, 
131,1/6/2021,6,0.03, ,0.01, ,150, ,9.1, ,60.5, ,36.2, ,45.8, ,99, ,51, ,86, ,42.0, ,2.5, ,60.3, ,47.5, 
131,1/7/2021,7,0.02, ,0.00, ,117, ,8.7, ,50.1, ,37.5, ,42.3, ,99, ,80, ,95, ,41.0, ,3.0, ,71.2, ,47.4, 
131,1/8/2021,8,0.03, ,0, ,152, ,9.7, ,59.3, ,38.1, ,47.4, ,99, ,64, ,87, ,43.8, ,3.1, ,74.1, ,47.5, 
131,1/9/2021,9,0.03, ,0.00, ,174, ,8.3, ,49.4, ,34.5, ,41.7, ,100, ,74, ,93, ,39.8, ,2.8, ,66.1, ,47.6, 
131,1/10/2021,10,0.05, ,0, ,205, ,8.6, ,56.8, ,34.8, ,46.1, ,98, ,63, ,81, ,40.5, ,2.6, ,61.4, ,46.7, 
131,1/11/2021,11,0.05, ,0, ,217, ,9.2, ,62.3, ,36.9, ,47.1, ,99, ,56, ,84, ,42.5, ,2.1, ,49.8, ,47.0, 
131,1/12/2021,12,0.02, ,0, ,92, ,9.9, ,57.1, ,41.5, ,49.8, ,98, ,63, ,81, ,44.2, ,1.8, ,42.4, ,47.7, 
131,1/13/2021,13,0.06, ,0, ,230, ,11.2, ,69.7,Y,43.7, ,55.3, ,92, ,55, ,75, ,47.6, ,3.7, ,87.8, ,49.4, 
131,1/14/2021,14,0.03, ,0, ,180, ,10.6, ,58.3, ,39.2, ,47.7, ,99, ,80, ,94, ,46.2, ,2.3, ,55.7, ,49.7, 
131,1/15/2021,15,0.06, ,0.00, ,227, ,11.2, ,67.3, ,41.9, ,53.3, ,99, ,54, ,81, ,47.5, ,2.5, ,60.4, ,49.1, 
131,1/16/2021,16,0.06, ,0, ,251, ,10.6, ,69.6,Y,40.4, ,52.6, ,99, ,42, ,78, ,46.0, ,2.0, ,46.8, ,49.9, 
131,1/17/2021,17,0.06, ,0, ,260, ,11.0, ,70.2,Y,42.2, ,54.8, ,96, ,48, ,75, ,47.0, ,1.9, ,45.7, ,49.9, 
131,1/18/2021,18,0.15, ,0, ,279, ,5.9, ,73.5,Y,44.9, ,59.7,Y,94, ,13, ,34,Y,31.1,Y,7.2,Y,172.0,Y,50.0, 
131,1/19/2021,19,0.13, ,0, ,277, ,3.4,Y,67.7, ,44.9, ,55.6, ,37, ,11, ,22,Y,17.7,Y,6.4,Y,153.4,Y,49.3, 
131,1/20/2021,20,0.07, ,0, ,277, ,5.1, ,68.0, ,33.5, ,48.9, ,76, ,20, ,43, ,27.7, ,2.5, ,59.4, ,48.1, 
