241,1/1/2021,1,0.08, ,0, ,306, ,8.1, ,69.1, ,42.6, ,53.5, ,90, ,22, ,58, ,39.1, ,4.2, ,101.6, ,52.4, 
241,1/2/2021,2,0.07, ,0, ,291, ,10.0, ,63.3, ,39.7, ,50.5, ,100, ,40, ,80, ,44.5, ,3.8, ,92.2, ,52.3, 
241,1/3/2021,3,0.06, ,0, ,389,R,10.4, ,61.8, ,44.3, ,52.8, ,100, ,59, ,76, ,45.5, ,3.7, ,88.2, ,53.0, 
241,1/4/2021,4,0.06, ,0, ,279, ,10.5, ,60.4, ,41.5, ,51.5, ,80, ,74, ,81, ,45.7, ,4.1, ,98.7, ,53.1, 
241,1/5/2021,5,0.06, ,0.00, ,289, ,10.0, ,59.1, ,43.1, ,50.2, ,80, ,80, ,81, ,44.4, ,3.3, ,78.7, ,53.7, 
241,1/6/2021,6,0.06, ,0.01, ,289, ,10.1, ,62.9, ,42.6, ,50.8, ,80, ,68, ,80, ,44.8, ,3.6, ,85.5, ,53.5, 
241,1/7/2021,7,0.06, ,0, ,261, ,8.7, ,70.0, ,39.9, ,50.6, ,80, ,36, ,69, ,40.9, ,3.5, ,84.2, ,53.2, 
241,1/8/2021,8,0.07, ,0, ,298, ,8.9, ,65.1, ,39.9, ,50.1, ,80, ,48, ,72, ,41.5, ,3.9, ,93.6, ,53.1, 
241,1/9/2021,9,0.09, ,0, ,304, ,6.3, ,72.5, ,39.0, ,52.0, ,80, ,19, ,48, ,32.8, ,4.1, ,98.3, ,52.7, 
241,1/10/2021,10,0.10, ,0.01, ,284, ,4.2, ,67.9, ,41.3, ,52.9, ,52, ,15, ,31, ,22.9, ,4.4, ,106.3, ,52.0, 
241,1/11/2021,11,0.10, ,0, ,321, ,4.9, ,68.1, ,40.5, ,53.2, ,49, ,21, ,35, ,26.5, ,4.3, ,103.9, ,51.5, 
241,1/12/2021,12,0.10, ,0.00,R,8, ,6.9, ,61.7, ,44.7, ,51.2, ,64, ,22, ,53, ,34.9, ,3.7, ,88.0, ,53.0, 
241,1/13/2021,13,0.08, ,0.00, ,282, ,7.4, ,71.0, ,42.1, ,54.8, ,74, ,28, ,51, ,36.9, ,3.9, ,94.5, ,51.9, 
241,1/14/2021,14,0.11, ,0, ,327, ,6.5, ,79.9, ,46.3, ,61.1, ,63, ,18, ,35, ,33.4, ,4.1, ,99.2, ,52.8, 
241,1/15/2021,15,0.13, ,0, ,343,R,5.4, ,87.4,Y,50.7, ,65.8, ,39, ,12, ,25, ,29.0, ,4.6, ,111.1, ,54.0, 
241,1/16/2021,16,0.11, ,0, ,329, ,6.1, ,77.9, ,47.8, ,61.3, ,48, ,15, ,33, ,31.8, ,4.2, ,102.0, ,54.3, 
241,1/17/2021,17,0.12, ,0, ,336, ,6.2, ,83.8,Y,47.9, ,63.0, ,51, ,18, ,31, ,32.2, ,4.4, ,106.7, ,54.6, 
241,1/18/2021,18,0.09, ,0.00, ,336, ,9.3, ,70.2, ,44.8, ,55.0, ,95, ,28, ,63, ,42.5, ,3.7, ,90.0, ,54.2, 
241,1/19/2021,19,0.12, ,0.00, ,170, ,8.5, ,68.9, ,46.8, ,58.2, ,95, ,19, ,51, ,40.3, ,8.0,Y,191.3,Y,54.3, 
241,1/20/2021,20,0.18, ,0, ,330, ,7.7, ,74.3, ,51.7, ,65.5, ,67, ,28, ,36, ,37.9, ,9.4,R,225.4,R,55.2, 
241,1/21/2021,21,0.09, ,0.00, ,332, ,11.7, ,66.6, ,47.1, ,56.5, ,95, ,50, ,75, ,48.6, ,4.2, ,101.7, ,55.6, 
241,1/22/2021,22,0.04, ,0, ,199, ,13.2, ,62.5, ,45.6, ,53.9, ,95, ,84, ,93, ,52.0, ,4.4, ,104.8, ,55.3, 
241,1/23/2021,23,0.02, ,0.60, ,119, ,10.5, ,55.0, ,38.6, ,47.3, ,95, ,89, ,95, ,45.9, ,3.2, ,76.8, ,54.5, 
