2,1/1/2021,1,0.05, ,0.00, ,231, ,7.2, ,57.0, ,30.0, ,42.0, ,98, ,53, ,80, ,36.2, ,3.7, ,88.0, ,49.8, 
2,1/2/2021,2,0.05, ,0, ,164, ,7.6, ,60.2, ,32.8, ,47.8, ,91, ,49, ,68, ,37.6, ,3.5, ,83.6, ,49.8, 
2,1/3/2021,3,0.05, ,0, ,214, ,9.7, ,62.1, ,44.1, ,52.7, ,84, ,59, ,71, ,43.6, ,3.8, ,90.1, ,51.2, 
2,1/4/2021,4,0.05, ,0, ,173, ,9.5, ,65.5, ,39.5, ,53.1, ,93, ,50, ,69, ,43.3, ,5.3, ,126.5, ,51.9, 
2,1/5/2021,5,0.07, ,0, ,235, ,8.4, ,60.9, ,38.3, ,49.3, ,85, ,52, ,70, ,39.9, ,6.4, ,153.3, ,52.2, 
2,1/6/2021,6,0.05, ,0, ,207, ,7.7, ,59.0, ,33.0, ,44.1, ,94, ,56, ,79, ,37.8, ,2.9, ,69.3, ,51.4, 
2,1/7/2021,7,0.03, ,0, ,147, ,8.0, ,55.0, ,30.9, ,42.1, ,99, ,70, ,88, ,38.7, ,3.7, ,89.6, ,50.6, 
2,1/8/2021,8,0.05, ,0.00, ,227, ,9.3, ,54.0, ,38.8, ,45.6, ,100, ,73, ,89, ,42.6, ,4.6, ,111.2, ,50.9, 
2,1/9/2021,9,0.07, ,0, ,251, ,8.6, ,58.1, ,35.2, ,47.4, ,92, ,51, ,77, ,40.7, ,5.6, ,134.3, ,51.4, 
2,1/10/2021,10,0.06, ,0, ,259, ,7.2, ,60.3, ,28.0, ,43.5, ,100, ,51, ,75, ,36.1, ,3.5, ,84.6, ,50.6, 
2,1/11/2021,11,0.06, ,0, ,258, ,7.7, ,59.7, ,32.2, ,44.8, ,94, ,57, ,76, ,37.7, ,3.4, ,81.7, ,50.3, 
2,1/12/2021,12,0.03, ,0, ,141, ,7.3, ,59.5, ,32.0, ,43.9, ,90, ,53, ,75, ,36.6, ,3.4, ,81.6, ,50.1, 
2,1/13/2021,13,0.07, ,0, ,254, ,7.8, ,67.1, ,33.9, ,49.1, ,91, ,41, ,66, ,38.1, ,3.9, ,93.2, ,50.1, 
2,1/14/2021,14,0.07, ,0, ,249, ,10.9, ,65.2, ,39.7, ,54.0, ,99, ,61, ,76, ,46.8, ,4.0, ,95.4, ,51.5, 
2,1/15/2021,15,0.08, ,0, ,262, ,9.4, ,67.9, ,33.9, ,50.2, ,97, ,50, ,76, ,42.9, ,4.7, ,112.5, ,51.7, 
2,1/16/2021,16,0.08, ,0, ,265, ,8.8, ,70.1, ,36.8, ,51.3, ,90, ,41, ,68, ,41.1, ,3.6, ,86.7, ,51.7, 
2,1/17/2021,17,0.08, ,0, ,262, ,9.0, ,70.1, ,38.5, ,51.8, ,86, ,45, ,68, ,41.7, ,4.0, ,94.9, ,51.8, 
2,1/18/2021,18,0.13, ,0, ,276, ,6.1, ,71.9, ,37.2, ,53.2, ,83, ,21, ,44, ,31.9, ,6.6, ,158.0, ,51.6, 
2,1/19/2021,19,0.15, ,0, ,282, ,3.8, ,68.1, ,41.1, ,54.7, ,47, ,17, ,26, ,20.3, ,8.4, ,201.1, ,51.7, 
2,1/20/2021,20,0.13, ,0, ,298, ,3.8, ,66.5, ,36.4, ,50.6, ,44, ,19, ,30, ,20.6, ,6.9, ,166.3, ,51.3, 
2,1/21/2021,21,0.09, ,0, ,299, ,4.4, ,68.5, ,32.1, ,48.8, ,52, ,23, ,38, ,24.2, ,3.8, ,90.5, ,50.4, 
2,1/22/2021,22,0.04, ,0.11, ,142, ,7.5, ,54.7, ,38.4, ,46.7, ,100, ,43, ,69, ,37.0, ,4.1, ,98.8, ,50.6, 
2,1/23/2021,23,0.03, ,0.04, ,132, ,8.6, ,52.4, ,35.0, ,42.8, ,100, ,71, ,92, ,40.7, ,5.5, ,132.9, ,50.4, 
2,1/24/2021,24,0.06, ,0.15, ,230, ,8.2, ,56.9, ,33.9, ,45.1, ,99, ,54, ,80, ,39.4, ,4.6, ,111.2, ,49.9, 
2,1/25/2021,25,0.06, ,0.00, ,202, ,6.4, ,51.8, ,29.6, ,42.2, ,94, ,46, ,70, ,33.0, ,6.9, ,166.7, ,50.2, 
2,1/26/2021,26,0.09, ,0.00, ,298, ,5.6, ,54.4, ,24.6, ,41.1, ,96, ,40, ,63, ,29.6, ,6.5, ,155.5, ,48.7, 
2,1/27/2021,27,0.03, ,1.02, ,61, ,9.0, ,54.9, ,43.0, ,48.5, ,96, ,58, ,77, ,41.7, ,9.6,Y,231.3,Y,48.8, 
2,1/28/2021,28,0.00, ,2.03, ,36, ,11.0, ,51.7, ,46.5, ,48.7, ,99, ,69, ,94, ,47.2, ,6.6, ,157.5, ,49.6, 
2,1/29/2021,29,0.06, ,0.08, ,238, ,9.3, ,57.9, ,38.4, ,47.3, ,98, ,58, ,84, ,42.6, ,4.2, ,100.0, ,50.3, 
2,1/30/2021,30,0.06, ,0.01, ,251, ,8.7, ,58.7, ,34.0, ,46.0, ,100, ,56, ,82, ,40.9, ,3.6, ,85.5, ,50.2, 
2,1/31/2021,31,0.06, ,0, ,197, ,9.7, ,62.6, ,36.6, ,49.9, ,98, ,54, ,79, ,43.6, ,4.4, ,106.8, ,50.4, 
2,2/1/2021,32,0.11, ,0, ,239, ,8.7, ,74.2, ,49.9, ,58.5, ,81, ,26, ,52, ,40.8, ,6.5, ,156.1, ,51.8, 
2,2/2/2021,33,0.09, ,0, ,260, ,10.5, ,67.8, ,45.0, ,55.6, ,96, ,44, ,70, ,45.9, ,6.9, ,166.3, ,52.4, 
2,2/3/2021,34,0.09, ,0, ,262, ,8.7, ,59.1, ,44.1, ,51.0, ,93, ,38, ,68, ,40.8, ,9.7, ,231.7, ,52.9, 
2,2/4/2021,35,0.09, ,0, ,296, ,7.3, ,57.9, ,37.3, ,47.2, ,92, ,41, ,66, ,36.3, ,7.7, ,184.3, ,52.0, 
2,2/5/2021,36,0.08, ,0, ,302, ,7.2, ,62.7, ,31.9, ,46.8, ,94, ,41, ,66, ,36.1, ,2.9, ,70.5, ,51.2, 
2,2/6/2021,37,0.08, ,0, ,301, ,7.8, ,65.5, ,33.2, ,48.6, ,95, ,40, ,67, ,38.1, ,3.0, ,72.1, ,51.2, 
2,2/7/2021,38,0.08, ,0, ,292, ,8.3, ,65.9, ,35.1, ,49.3, ,93, ,44, ,69, ,39.8, ,3.0, ,71.2, ,51.3, 
2,2/8/2021,39,0.08, ,0, ,261, ,8.9, ,68.0, ,35.6, ,51.5, ,94, ,43, ,69, ,41.5, ,3.6, ,85.6, ,51.4, 
2,2/9/2021,40,0.07, ,0, ,229, ,10.1, ,68.0, ,47.2, ,55.3, ,88, ,39, ,68, ,44.9, ,4.9, ,118.0, ,52.4, 
2,2/10/2021,41,0.09, ,0, ,310, ,9.7, ,67.6, ,41.4, ,54.9, ,93, ,44, ,66, ,43.8, ,4.0, ,95.9, ,53.0, 
2,2/11/2021,42,0.06, ,0, ,197, ,10.7, ,64.9, ,40.9, ,54.3, ,93, ,54, ,74, ,46.2, ,3.8, ,91.8, ,53.1, 
2,2/12/2021,43,0.11, ,0.01, ,341, ,9.4, ,62.1, ,44.8, ,53.7, ,88, ,46, ,67, ,42.9, ,7.7, ,184.6, ,53.7, 
2,2/13/2021,44,0.08, ,0, ,229, ,8.8, ,65.6, ,42.8, ,52.5, ,89, ,41, ,65, ,41.2, ,5.7, ,136.8, ,53.5, 
2,2/14/2021,45,0.11, ,0, ,315, ,7.3, ,62.4, ,36.1, ,51.0, ,88, ,34, ,57, ,36.4, ,6.0, ,142.9, ,52.8, 
2,2/15/2021,46,0.08, ,0, ,254, ,10.0, ,64.0, ,48.0, ,54.7, ,82, ,54, ,68, ,44.4, ,4.1, ,98.3, ,53.6, 
2,2/16/2021,47,0.13, ,0, ,363, ,8.1, ,63.1, ,39.1, ,51.1, ,92, ,38, ,63, ,39.1, ,8.4, ,201.4, ,53.5, 
2,2/17/2021,48,0.15, ,0, ,438,R,4.9, ,62.2, ,42.5, ,53.8, ,88, ,29, ,35, ,26.8, ,10.0, ,239.8, ,52.3, 
2,2/18/2021,49,0.11, ,0, ,415,R,4.9, ,66.0, ,32.7, ,49.6, ,68, ,23, ,41, ,26.7, ,4.0, ,95.3, ,51.8, 
2,2/19/2021,50,0.11, ,0, ,404, ,7.0, ,69.1, ,36.3, ,52.7, ,79, ,28, ,52, ,35.5, ,3.7, ,87.7, ,52.1, 
2,2/20/2021,51,0.14, ,0, ,392, ,7.7, ,61.2, ,43.3, ,51.0, ,88, ,41, ,60, ,37.6, ,9.9, ,237.3, ,52.7, 
2,2/21/2021,52,0.13, ,0, ,417, ,6.4, ,62.3, ,37.5, ,49.7, ,77, ,34, ,53, ,33.2, ,6.2, ,149.3, ,52.1, 
2,2/22/2021,53,0.12, ,0, ,419, ,6.8, ,69.2, ,34.7, ,51.9, ,79, ,30, ,52, ,34.6, ,3.4, ,82.6, ,52.1, 
2,2/23/2021,54,0.12, ,0, ,347, ,7.9, ,70.2, ,38.6, ,53.0, ,83, ,32, ,58, ,38.5, ,5.1, ,121.6, ,52.4, 
2,2/24/2021,55,0.20, ,0, ,441,R,5.2, ,68.7, ,37.4, ,53.6, ,80, ,18, ,37, ,27.8, ,9.9, ,236.9, ,52.1, 
2,2/25/2021,56,0.16, ,0, ,438, ,4.4,Y,63.8, ,39.4, ,51.7, ,56, ,25, ,34,Y,24.0,Y,8.3, ,199.1, ,52.0, 
2,2/26/2021,57,0.14, ,0, ,445, ,5.2, ,68.5, ,32.5, ,50.3, ,73, ,23, ,42, ,28.2, ,5.0, ,120.3, ,51.7, 
2,2/27/2021,58,0.20, ,0, ,451, ,5.0, ,65.2, ,39.3, ,52.3, ,72, ,20, ,38, ,27.3, ,12.4,Y,298.6,Y,51.7, 
2,2/28/2021,59,0.14, ,0, ,443, ,4.8, ,66.3, ,33.2, ,49.7, ,58, ,20, ,39, ,26.0, ,4.4, ,106.7, ,51.3, 
2,3/1/2021,60,0.17, ,0, ,463,R,4.1,Y,75.7, ,33.6, ,55.0, ,67, ,11, ,28,Y,22.4,Y,5.5, ,132.1, ,51.5, 
2,3/2/2021,61,0.15, ,0.01, ,432, ,5.0, ,73.3, ,38.8, ,54.8, ,53, ,13, ,34, ,26.9, ,4.4, ,105.2, ,52.1, 
2,3/3/2021,62,0.12, ,0, ,291, ,6.2, ,66.9, ,43.0, ,53.7, ,68, ,26, ,44, ,32.5, ,5.3, ,127.3, ,52.8, 
2,3/4/2021,63,0.13, ,0, ,458, ,6.7, ,69.6, ,35.1, ,51.9, ,83, ,27, ,51, ,34.3, ,3.2, ,76.3, ,52.9, 
2,3/5/2021,64,0.14, ,0, ,452, ,7.0, ,75.2, ,36.3, ,55.7, ,79, ,24, ,46, ,35.4, ,3.8, ,92.3, ,53.3, 
2,3/6/2021,65,0.16, ,0, ,447, ,7.7, ,64.6, ,41.9, ,53.0, ,83, ,32, ,56, ,37.7, ,8.6, ,206.6, ,53.7, 
2,3/7/2021,66,0.12, ,0, ,333, ,6.6, ,65.0, ,35.3, ,50.2, ,84, ,30, ,53, ,33.8, ,5.6, ,134.0, ,53.1, 
2,3/8/2021,67,0.14, ,0, ,444, ,6.5, ,63.4, ,33.8, ,49.6, ,77, ,34, ,54, ,33.5, ,5.6, ,133.9, ,52.7, 
2,3/9/2021,68,0.11, ,0.01, ,360, ,6.6, ,62.2, ,37.5, ,50.4, ,79, ,33, ,53, ,34.0, ,5.8, ,139.4, ,53.0, 
2,3/10/2021,69,0.08, ,0.36, ,291, ,8.5, ,58.1, ,41.7, ,47.4, ,94, ,51, ,76, ,40.2, ,7.7, ,184.9, ,52.9, 
2,3/11/2021,70,0.08, ,0.01, ,313, ,8.1, ,54.6, ,33.3, ,44.7, ,100, ,57, ,80, ,39.1, ,5.0, ,119.1, ,52.3, 
2,3/12/2021,71,0.12, ,0, ,440, ,7.8, ,62.4, ,41.9, ,50.7, ,85, ,41, ,62, ,38.3, ,4.2, ,101.7, ,53.1, 
2,3/13/2021,72,0.15, ,0, ,500, ,7.7, ,66.8, ,33.3, ,50.8, ,94, ,36, ,61, ,37.7, ,4.6, ,111.2, ,53.5, 
2,3/14/2021,73,0.11, ,0, ,386, ,8.3, ,63.8, ,36.3, ,50.4, ,91, ,47, ,67, ,39.8, ,5.0, ,119.1, ,53.5, 
2,3/15/2021,74,0.08, ,0.20, ,323, ,8.1, ,55.6, ,36.2, ,45.6, ,94, ,42, ,77, ,39.0, ,7.5, ,180.3, ,54.0, 
2,3/16/2021,75,0.13, ,0, ,529,R,7.2, ,60.0, ,33.3, ,46.4, ,91, ,43, ,67, ,36.1, ,4.4, ,106.7, ,53.3, 
2,3/17/2021,76,0.14, ,0, ,480, ,8.3, ,67.4, ,33.7, ,51.9, ,95, ,38, ,63, ,39.7, ,4.0, ,96.5, ,53.8, 
2,3/18/2021,77,0.14, ,0, ,406, ,10.7, ,76.2, ,48.2, ,60.9, ,89, ,28, ,59, ,46.3, ,5.4, ,129.4, ,55.3, 
2,3/19/2021,78,0.05, ,0.47, ,209, ,14.0, ,64.9, ,51.6, ,56.4, ,96, ,74, ,90, ,53.5, ,5.7, ,135.8, ,56.5, 
2,3/20/2021,79,0.16, ,0, ,530, ,8.4, ,61.6, ,39.5, ,51.1, ,95, ,33, ,66, ,40.1, ,7.6, ,183.3, ,56.6, 
2,3/21/2021,80,0.18, ,0, ,532, ,7.3, ,65.3, ,35.5, ,50.8, ,95, ,30, ,57, ,36.4, ,7.5, ,178.8, ,55.5, 
2,3/22/2021,81,0.16, ,0, ,509, ,7.8, ,69.0, ,36.0, ,53.2, ,90, ,32, ,57, ,38.2, ,5.4, ,129.9, ,55.2, 
2,3/23/2021,82,0.25, ,0, ,535, ,6.4, ,67.8, ,41.7, ,55.1, ,84, ,23, ,43, ,33.3, ,12.6,Y,302.7,Y,55.5, 
2,3/24/2021,83,0.16, ,0, ,522, ,5.2, ,69.2, ,36.6, ,54.1, ,59, ,20, ,37, ,28.2, ,4.6, ,110.8, ,55.2, 
2,3/25/2021,84,0.14, ,0, ,433, ,7.5, ,66.8, ,37.4, ,52.4, ,75, ,38, ,56, ,37.1, ,5.2, ,124.6, ,55.5, 
2,3/26/2021,85,0.19, ,0, ,554, ,6.8, ,70.4, ,36.7, ,53.9, ,87, ,23, ,48, ,34.6, ,5.8, ,139.5, ,55.3, 
2,3/27/2021,86,0.18, ,0, ,549, ,7.2, ,76.0, ,38.4, ,57.8, ,74, ,25, ,44, ,36.2, ,3.7, ,89.4, ,55.7, 
2,3/28/2021,87,0.20, ,0, ,562, ,7.6, ,81.4, ,40.9, ,62.1, ,77, ,21, ,40, ,37.5, ,4.0, ,95.8, ,56.8, 
2,3/29/2021,88,0.24, ,0, ,562, ,7.1, ,80.9, ,47.8, ,64.8, ,57, ,18, ,34, ,35.9, ,8.3, ,200.0, ,57.6, 
2,3/30/2021,89,0.26, ,0, ,611,R,5.6, ,74.9, ,47.2, ,63.9, ,47, ,21, ,28, ,30.0, ,8.0, ,191.7, ,57.9, 
2,3/31/2021,90,0.20, ,0, ,574, ,5.7, ,84.7, ,41.3, ,62.8, ,60, ,12, ,29, ,30.4, ,4.1, ,98.9, ,57.5, 
2,4/1/2021,91,0.20, ,0.07,H,585, ,6.4, ,85.8, ,44.1, ,64.6, ,62, ,10, ,31, ,33.2, ,3.7, ,87.9, ,58.5, 
2,4/2/2021,92,0.22, ,0.00,H,590, ,7.1, ,88.7, ,45.2, ,66.5, ,57, ,14, ,32, ,35.6, ,4.6, ,110.1, ,59.7, 
2,4/3/2021,93,0.21, ,0, ,577, ,8.9, ,80.4, ,45.8, ,62.9, ,69, ,24, ,45, ,41.4, ,7.7, ,185.3, ,60.5, 
2,4/4/2021,94,0.18, ,0, ,569, ,9.5, ,74.1, ,43.0, ,58.9, ,84, ,36, ,56, ,43.2, ,6.2, ,148.6, ,60.8, 
2,4/5/2021,95,0.20, ,0, ,585, ,9.3, ,72.2, ,45.2, ,58.6, ,83, ,34, ,55, ,42.5, ,7.7, ,184.8, ,60.8, 
2,4/6/2021,96,0.19, ,0, ,590, ,9.0, ,77.4, ,41.6, ,60.0, ,84, ,31, ,51, ,41.7, ,4.4, ,104.6, ,60.7, 
