195,1/1/2021,1,0.04, ,0.00, ,159, ,7.8, ,55.3, ,35.2, ,45.0, ,89, ,61, ,76, ,38.0, ,2.8, ,66.2, ,49.9, 
195,1/2/2021,2,0.02, ,0.04, ,88, ,9.9, ,52.5, ,44.7, ,48.1, ,97, ,76, ,87, ,44.4, ,2.3, ,54.7, ,49.8, 
195,1/3/2021,3,0.04, ,0, ,184, ,10.8, ,61.0, ,42.6, ,50.8, ,99, ,58, ,85, ,46.5, ,2.3, ,54.8, ,50.4, 
195,1/4/2021,4,0.00, ,0.37, ,43, ,11.3, ,54.8, ,43.5, ,50.6, ,98, ,72, ,90, ,47.8, ,3.3, ,80.4, ,51.2, 
195,1/5/2021,5,0.04, ,0.04, ,208, ,8.9, ,57.2, ,38.2, ,46.1, ,99, ,64, ,84, ,41.5, ,3.0, ,71.0, ,51.1, 
195,1/6/2021,6,0.03, ,0, ,130, ,8.2, ,57.5, ,38.8, ,47.2, ,95, ,55, ,74, ,39.5, ,3.5, ,84.3, ,50.8, 
195,1/7/2021,7,0.04, ,0, ,161, ,7.6, ,54.9, ,37.0, ,44.0, ,95, ,52, ,77, ,37.4, ,2.4, ,58.6, ,50.3, 
195,1/8/2021,8,0.02, ,0, ,109, ,8.7, ,55.8, ,37.0, ,45.9, ,99, ,68, ,83, ,41.0, ,2.7, ,65.2, ,49.9, 
195,1/9/2021,9,0.05, ,0, ,215, ,7.4, ,55.6, ,35.8, ,44.2, ,98, ,48, ,76, ,36.9, ,2.8, ,66.6, ,49.8, 
195,1/10/2021,10,0.04, ,0, ,185, ,8.2, ,53.5, ,37.9, ,44.3, ,96, ,66, ,82, ,39.3, ,2.8, ,66.8, ,49.6, 
195,1/11/2021,11,0.04, ,0, ,180, ,9.2, ,60.0, ,38.6, ,47.3, ,93, ,61, ,82, ,42.2, ,2.7, ,65.7, ,49.6, 
195,1/12/2021,12,0.03, ,0.01, ,23, ,9.0, ,58.4, ,51.1, ,54.8, ,86, ,51, ,62, ,41.9, ,2.3, ,56.3, ,49.7, 
195,1/13/2021,13,0.05, ,0, ,156, ,10.3, ,67.3, ,45.0, ,54.3, ,98, ,50, ,72, ,45.3, ,2.9, ,69.3, ,50.2, 
195,1/14/2021,14,0.06, ,0, ,236, ,9.5, ,64.4, ,44.2, ,52.9, ,99, ,42, ,69, ,43.1, ,2.9, ,70.5, ,50.9, 
195,1/15/2021,15,0.06, ,0, ,218, ,9.9, ,69.0, ,45.4, ,54.0, ,88, ,41, ,70, ,44.3, ,2.9, ,69.7, ,51.3, 
195,1/16/2021,16,0.07, ,0, ,235, ,9.8, ,66.0, ,49.3, ,56.4, ,84, ,48, ,63, ,43.9, ,3.0, ,72.3, ,51.8, 
195,1/17/2021,17,0.07, ,0, ,247, ,10.2, ,71.7, ,43.5, ,56.1, ,85, ,41, ,66, ,45.0, ,3.0, ,71.5, ,52.3, 
195,1/18/2021,18,0.10, ,0, ,262, ,5.8, ,73.9, ,42.2, ,58.2, ,84, ,11, ,35, ,30.6, ,4.3, ,102.0, ,52.7, 
195,1/19/2021,19,0.10, ,0, ,265, ,3.2, ,66.0, ,36.8, ,54.2, ,49, ,14, ,22, ,16.5, ,4.0, ,95.1, ,52.4, 
195,1/20/2021,20,0.08, ,0, ,267, ,5.0, ,64.3, ,37.4, ,50.3, ,56, ,22, ,40, ,27.2, ,3.0, ,73.2, ,51.8, 
195,1/21/2021,21,0.08, ,0, ,255, ,5.7, ,64.0, ,42.6, ,50.8, ,59, ,27, ,45, ,30.5, ,3.7, ,87.8, ,51.5, 
