200,12/1/2021,335,0.10, ,0, ,313, ,7.1, ,89.8,Y,48.3, ,66.4, ,64, ,9, ,32, ,35.6, ,3.2, ,76.7, ,59.3, 
200,12/2/2021,336,0.10, ,0, ,313, ,6.8, ,86.8, ,46.2, ,64.8, ,64, ,14, ,33, ,34.8, ,3.3, ,79.9, ,59.3, 
200,12/3/2021,337,0.10, ,0, ,303, ,8.1, ,79.4, ,50.1, ,63.5, ,69, ,19, ,41, ,39.2, ,3.8, ,90.1, ,59.4, 
200,12/4/2021,338,0.10, ,0, ,306, ,8.6, ,82.4, ,50.2, ,65.4, ,66, ,23, ,40, ,40.6, ,3.5, ,84.4, ,59.5, 
200,12/5/2021,339,0.11, ,0, ,317, ,6.1, ,88.4,Y,51.9, ,67.1, ,53, ,10, ,27, ,31.9, ,4.0, ,96.5, ,59.3, 
200,12/6/2021,340,0.10, ,0, ,289, ,7.3, ,77.2, ,47.4, ,60.6, ,66, ,18, ,40, ,36.4, ,3.7, ,88.9, ,58.9, 
200,12/7/2021,341,0.04, ,0.00, ,61, ,9.7, ,67.5, ,48.2, ,59.1, ,82, ,45, ,57, ,43.7, ,3.1, ,75.4, ,58.4, 
200,12/8/2021,342,0.09, ,0, ,288, ,9.4, ,76.2, ,47.6, ,59.6, ,84, ,27, ,54, ,42.9, ,3.7, ,89.6, ,58.3, 
200,12/9/2021,343,0.04, ,0.00, ,79, ,10.3, ,66.3, ,51.0, ,58.6, ,76, ,51, ,61, ,45.3, ,4.2, ,100.7, ,57.9, 
200,12/10/2021,344,0.08, ,0, ,209, ,7.1, ,66.9, ,46.7, ,57.1, ,64, ,29, ,44, ,35.7, ,4.2, ,100.6, ,57.2, 
200,12/11/2021,345,0.07, ,0, ,309, ,5.1, ,68.8, ,36.3, ,49.8, ,81, ,16, ,42, ,27.6, ,3.0, ,71.2, ,54.8, 
200,12/12/2021,346,0.07, ,0, ,309, ,4.9, ,68.2, ,34.9, ,49.9, ,74, ,16, ,40, ,26.7, ,3.1, ,73.6, ,53.1, 
200,12/13/2021,347,0.07, ,0, ,235, ,6.6, ,69.1, ,35.9, ,51.5, ,76, ,27, ,51, ,34.1, ,3.2, ,77.9, ,52.7, 
200,12/14/2021,348,0.06, ,0.00, ,103, ,8.7, ,68.2, ,45.2, ,55.3, ,66, ,46, ,58, ,40.9, ,5.8,Y,139.5,Y,53.4, 
200,12/15/2021,349,0.08, ,0, ,292, ,6.1, ,63.6, ,38.0, ,49.5, ,74, ,27, ,51, ,32.1, ,4.2, ,101.7, ,52.8, 
200,12/16/2021,350,0.07, ,0, ,289, ,6.1, ,66.1, ,36.1, ,49.9, ,76, ,24, ,50, ,32.1, ,3.4, ,80.7, ,51.9, 
200,12/17/2021,351,0.10, ,0, ,303, ,5.7, ,68.2, ,46.4, ,56.1, ,68, ,19, ,37, ,30.4, ,5.2, ,124.9, ,52.6, 
200,12/18/2021,352,0.09, ,0, ,305, ,4.5, ,68.3, ,38.9, ,51.9, ,76, ,15, ,34, ,24.7, ,4.0, ,95.7, ,52.4, 
200,12/19/2021,353,0.07, ,0, ,301, ,4.7, ,68.9, ,32.1, ,48.0, ,76, ,13, ,41, ,25.6, ,3.1, ,74.9, ,51.7, 
200,12/20/2021,354,0.09, ,0, ,284, ,5.1, ,71.5, ,34.1, ,52.6, ,65, ,15, ,38, ,27.8, ,3.2, ,76.9, ,51.5, 
200,12/21/2021,355,0.05, ,0, ,230, ,6.8, ,71.3, ,47.5, ,58.1, ,74, ,18, ,41, ,34.5, ,2.4, ,56.9, ,54.1, 
200,12/22/2021,356,0.08, ,0, ,229, ,6.4, ,70.8, ,42.6, ,56.8, ,65, ,18, ,40, ,33.0, ,2.7, ,63.8, ,53.9, 
200,12/23/2021,357,0.06, ,0.11, ,150, ,8.2, ,68.6, ,48.8, ,59.3, ,86, ,26, ,48, ,39.5, ,3.5, ,84.8, ,55.2, 
200,12/24/2021,358,0.07, ,0.19, ,209, ,11.1, ,67.7, ,53.2,Y,59.2, ,88, ,43, ,65, ,47.4, ,5.0, ,120.9, ,56.9, 
200,12/25/2021,359,0.07, ,0, ,212, ,8.4, ,62.2, ,45.0, ,54.6, ,77, ,39, ,58, ,40.1, ,4.1, ,98.4, ,55.4, 
200,12/26/2021,360,0.11, ,0, ,304, ,6.3, ,64.7, ,47.4, ,57.7, ,62, ,25, ,39, ,32.9, ,6.1,Y,145.3,Y,54.8, 
200,12/27/2021,361,0.07, ,0, ,148, ,6.2, ,60.8, ,45.9, ,53.1, ,70, ,31, ,45, ,32.3, ,5.5, ,132.2, ,54.0, 
200,12/28/2021,362,0.08, ,0, ,268, ,6.4, ,62.6, ,42.6, ,52.2, ,77, ,30, ,48, ,33.1, ,4.2, ,99.9, ,53.3, 
200,12/29/2021,363,0.07, ,0, ,277, ,7.0, ,60.4, ,38.6, ,51.2, ,70, ,41, ,54, ,35.2, ,3.3, ,79.0, ,53.0, 
200,12/30/2021,364,0.06, ,0, ,261, ,8.5, ,61.6, ,40.1, ,50.5, ,83, ,50, ,68, ,40.5, ,2.8, ,67.8, ,53.7, 
200,12/31/2021,365,0.08, ,0, ,271, ,8.7, ,69.9, ,47.2, ,56.8, ,78, ,37, ,55, ,40.9, ,4.2, ,100.5, ,54.5, 
