264,12/1/2021,335,0.06, ,0, ,241, ,4.8, ,61.1, ,18.6, ,34.9, ,98, ,30, ,70, ,26.1, ,3.4, ,82.0, ,38.5, 
264,12/2/2021,336,0.05, ,0, ,236, ,4.8, ,64.1,Y,16.5, ,34.0, ,99, ,30, ,72, ,26.0, ,1.8, ,43.0, ,38.2, 
264,12/3/2021,337,0.05, ,0, ,233, ,5.0, ,61.0, ,18.1, ,34.4, ,99, ,36, ,74, ,26.9, ,1.9, ,46.1, ,38.1, 
264,12/4/2021,338,0.05, ,0, ,230, ,4.8, ,60.4, ,16.8, ,33.0, ,99, ,37, ,75, ,26.0, ,2.3, ,54.5, ,37.8, 
264,12/5/2021,339,0.05, ,0, ,225, ,4.2, ,59.5, ,14.3, ,32.4, ,94, ,27, ,67, ,22.7, ,2.3, ,55.2, ,37.2, 
264,12/6/2021,340,0.01, ,0.04, ,46, ,5.6, ,46.9, ,21.1, ,33.5, ,96, ,69, ,87, ,30.0, ,2.9, ,68.7, ,36.5, 
264,12/7/2021,341,0.05, ,0.01, ,208, ,7.1, ,52.1, ,22.9, ,39.5, ,100, ,59, ,87, ,35.9, ,5.5, ,132.0, ,38.8, 
264,12/8/2021,342,0.03, ,0, ,111, ,6.5, ,51.1, ,23.5, ,36.1, ,100, ,70, ,90, ,33.6, ,5.9, ,142.6, ,38.2, 
264,12/9/2021,343,0.03, ,0.09,H,185, ,5.0, ,41.8, ,18.1, ,31.9, ,99, ,48, ,82, ,27.1, ,5.5, ,132.3, ,38.9, 
264,12/10/2021,344,0.04, ,0, ,224, ,3.2, ,36.3, ,12.4, ,23.0, ,95, ,46, ,77, ,16.8, ,3.3, ,79.5, ,35.8, 
264,12/11/2021,345,0.05, ,0, ,160, ,3.5, ,44.2, ,15.4, ,31.0, ,95, ,35, ,60, ,18.9, ,5.8, ,139.1, ,34.4, 
264,12/12/2021,346,0.04, ,0.23, ,122, ,6.1, ,46.0, ,33.1, ,39.0, ,90, ,58, ,75, ,31.8, ,11.5,Y,276.9,Y,35.5, 
264,12/13/2021,347,0.02, ,0.60, ,75, ,6.8, ,43.4, ,32.0, ,37.6, ,99, ,75, ,90, ,34.8, ,10.6,Y,253.4,Y,37.3, 
264,12/14/2021,348,0.00,R,0.07, ,28, ,4.1, ,42.5, ,-3.6,Y,21.8, ,99, ,75, ,100, ,22.1, ,1.0,I,24.0,I,36.4, 
264,12/15/2021,349,0.01,R,0.27, ,46, ,3.7, ,32.8, ,-7.2,Y,20.2, ,99, ,66, ,98, ,19.8, ,6.2, ,148.7, ,35.9, 
264,12/16/2021,350,0.01, ,0.24, ,84, ,4.4, ,36.4, ,-3.2,Y,24.4, ,99, ,76, ,98, ,24.0, ,4.3, ,102.1, ,35.6, 
264,12/17/2021,351,0.01,R,0, ,162, ,1.4, ,18.2,Y,-7.2,Y,1.1,R,89, ,83, ,--,R,--,I,1.7, ,39.7, ,35.4, 
264,12/18/2021,352,0.01, ,0.00, ,154, ,1.8, ,25.3, ,-3.2,Y,6.3,Y,92, ,70, ,89,Y,3.8,Y,1.2, ,29.8, ,34.9, 
264,12/19/2021,353,0.02, ,0, ,182, ,1.9, ,41.9, ,-3.9,Y,11.9,Y,87, ,33, ,72,Y,4.6,Y,3.0, ,72.2, ,34.6, 
264,12/20/2021,354,0.03, ,0, ,218, ,2.6, ,34.8, ,0.8, ,17.8, ,89, ,63, ,77, ,11.9, ,4.1, ,99.5, ,34.3, 
264,12/21/2021,355,0.02, ,0, ,203, ,3.0, ,40.9, ,0.2,Y,18.7, ,96, ,54, ,86, ,15.1, ,3.0, ,71.5, ,34.3, 
264,12/22/2021,356,0.03, ,0.44, ,145, ,6.3, ,44.2, ,30.6, ,36.2, ,99, ,73, ,87, ,32.7, ,5.7, ,136.6, ,34.2, 
264,12/23/2021,357,0, ,1.56, ,23, ,6.5, ,37.5, ,32.4, ,33.7, ,99, ,95, ,99, ,33.5, ,3.1, ,75.2, ,33.9, 
264,12/24/2021,358,0.04, ,0.29, ,200, ,5.7, ,38.6, ,29.9, ,33.2, ,99, ,72, ,89, ,30.4, ,10.6,Y,254.8,Y,34.0, 
264,12/25/2021,359,0.01, ,0.11, ,100, ,5.4, ,31.9, ,24.5, ,29.7, ,99, ,90, ,97, ,29.0, ,11.3,Y,271.3,Y,34.1, 
264,12/26/2021,360,0.03, ,0, ,158, ,4.0, ,27.3, ,19.6, ,24.6, ,99, ,77, ,88, ,21.7, ,13.8,R,332.0,R,34.2, 
264,12/27/2021,361,0.02, ,0.06, ,167, ,4.4, ,29.9, ,21.8, ,26.1, ,99, ,80, ,92, ,24.0, ,11.4,R,274.5,R,34.3, 
264,12/28/2021,362,0.02, ,0.00, ,170, ,3.8, ,32.0, ,17.1, ,23.7, ,99, ,74, ,88, ,20.6, ,4.3, ,102.4, ,34.4, 
264,12/29/2021,363,0.02, ,0.03, ,159, ,4.1, ,33.9, ,17.8, ,24.0, ,99, ,78, ,94, ,22.6, ,2.4, ,57.5, ,34.4, 
264,12/30/2021,364,0.02, ,0, ,160, ,3.5, ,32.7, ,7.4, ,20.2, ,100, ,84, ,95, ,18.9, ,3.4, ,82.4, ,34.5, 
264,12/31/2021,365,0.03, ,0, ,219, ,2.9, ,30.8, ,1.3, ,18.8, ,93, ,56, ,81, ,14.0, ,4.4, ,105.8, ,34.5, 
