175,12/1/2021,335,0.11, ,0, ,269, ,5.5, ,82.1,Y,40.4, ,59.3, ,58, ,15, ,32, ,29.5, ,3.5, ,84.7, ,59.2, 
175,12/2/2021,336,0.10, ,0, ,291, ,5.6, ,81.4,Y,40.5, ,58.7, ,64, ,13, ,33, ,30.0, ,2.9, ,70.7, ,59.5, 
175,12/3/2021,337,0.09, ,0, ,253, ,5.9, ,79.9, ,41.1, ,58.2, ,59, ,16, ,36, ,31.3, ,2.8, ,66.5, ,59.6, 
175,12/4/2021,338,0.09, ,0, ,269, ,5.5, ,78.3, ,39.3, ,56.8, ,65, ,16, ,35, ,29.4, ,3.0, ,71.5, ,59.1, 
175,12/5/2021,339,0.09, ,0, ,284, ,5.7, ,79.5, ,37.3, ,55.6, ,68, ,15, ,37, ,30.1, ,3.0, ,71.1, ,58.3, 
175,12/6/2021,340,0.10, ,0, ,271, ,5.5, ,77.3, ,38.2, ,57.3, ,65, ,16, ,34, ,29.6, ,3.4, ,81.1, ,58.2, 
175,12/7/2021,341,0.06, ,0, ,71, ,7.7, ,66.7, ,49.8, ,59.5, ,61, ,28, ,44, ,37.8, ,4.5, ,107.5, ,59.8,Y
175,12/8/2021,342,0.08, ,0, ,253, ,8.6, ,74.7, ,46.7, ,59.4, ,71, ,29, ,50, ,40.6, ,3.0, ,72.7, ,60.4,Y
175,12/9/2021,343,0.11, ,0, ,157, ,10.0, ,72.4, ,49.6,Y,62.0,Y,70, ,41, ,53,Y,44.6,Y,9.8,R,234.4,R,60.9,Y
175,12/10/2021,344,0.10, ,0, ,177, ,5.7, ,64.8, ,37.6, ,55.0, ,53, ,25, ,39, ,30.5, ,7.0, ,167.6, ,60.3,Y
175,12/11/2021,345,0.10, ,0, ,257, ,3.2, ,63.7, ,30.9, ,46.3, ,46, ,15, ,30, ,16.4, ,4.8, ,116.1, ,56.2, 
175,12/12/2021,346,0.08, ,0, ,290, ,3.6, ,63.5, ,27.9, ,44.6, ,58, ,18, ,36, ,19.4, ,3.3, ,79.8, ,53.8, 
175,12/13/2021,347,0.05, ,0, ,155, ,5.2, ,62.7, ,28.8, ,46.6, ,59, ,31, ,48, ,27.8, ,2.5, ,60.9, ,53.0, 
175,12/14/2021,348,0.15, ,0.00, ,230, ,8.4, ,72.0, ,48.3, ,58.9, ,70, ,35, ,49, ,40.1, ,12.1,R,290.0,R,56.8, 
175,12/15/2021,349,0.08, ,0, ,249, ,4.9, ,60.3, ,31.9, ,47.0, ,76, ,25, ,45, ,26.6, ,4.9, ,116.9, ,55.7, 
175,12/16/2021,350,0.07, ,0, ,260, ,4.3, ,62.2, ,24.0, ,43.2, ,78, ,23, ,45, ,23.5, ,3.0, ,70.8, ,52.3, 
175,12/17/2021,351,0.11, ,0, ,251, ,4.4, ,66.9, ,31.2, ,48.4, ,64, ,16, ,38, ,23.9, ,6.3, ,151.2, ,52.5, 
175,12/18/2021,352,0.10, ,0, ,268, ,3.9, ,65.6, ,32.3, ,47.9, ,52, ,16, ,34, ,20.9, ,5.5, ,132.3, ,52.3, 
175,12/19/2021,353,0.08, ,0, ,264, ,3.9, ,64.9, ,26.5, ,45.3, ,64, ,19, ,37, ,20.9, ,3.6, ,85.9, ,51.2, 
175,12/20/2021,354,0.08, ,0, ,253, ,4.3, ,66.0, ,27.7, ,47.4, ,61, ,22, ,38, ,23.3, ,3.0, ,71.5, ,51.0, 
175,12/21/2021,355,0.05, ,0, ,105, ,5.4, ,62.4, ,42.0, ,51.8, ,56, ,28, ,41, ,28.7, ,3.2, ,76.3, ,53.3, 
175,12/22/2021,356,0.08, ,0, ,230, ,5.6, ,66.9, ,38.7, ,53.4, ,56, ,24, ,40, ,29.8, ,3.3, ,80.2, ,54.0, 
175,12/23/2021,357,0.13, ,0.01, ,188, ,7.8, ,78.3,Y,52.8,Y,64.9,R,73,H,16,H,--,R,--,I,6.9, ,166.3, ,57.9,Y
175,12/24/2021,358,0.11, ,0.01, ,177, ,11.3, ,71.2, ,49.7,Y,61.5,Y,85, ,37, ,61,Y,47.8,Y,12.5,R,299.7,R,60.6,R
175,12/25/2021,359,0.07, ,0, ,169, ,8.4, ,65.1, ,37.4, ,53.8, ,88, ,41, ,59, ,40.0, ,5.3, ,128.2, ,58.0,Y
175,12/26/2021,360,0.12, ,0, ,234, ,7.2, ,67.8, ,42.9, ,57.5, ,62, ,28, ,44, ,36.0, ,8.4, ,200.6, ,59.0,R
175,12/27/2021,361,0.07, ,0, ,121, ,6.4, ,59.6, ,39.4, ,49.9, ,75, ,32, ,52, ,33.2, ,6.7, ,160.7, ,56.5,Y
175,12/28/2021,362,0.12, ,0, ,239, ,6.8, ,64.5, ,44.6, ,53.7, ,63, ,31, ,48, ,34.5, ,10.6,Y,254.7,Y,56.4,Y
175,12/29/2021,363,0.09, ,0, ,241, ,6.8, ,65.8, ,34.2, ,50.8, ,83, ,32, ,54, ,34.7, ,5.3, ,126.8, ,55.6, 
175,12/30/2021,364,0.05, ,0, ,163, ,9.2, ,65.4, ,38.9, ,52.8, ,80, ,49, ,68, ,42.4, ,4.1, ,98.8, ,56.2,Y
175,12/31/2021,365,0.06, ,0.02, ,143, ,11.3, ,67.3, ,51.9,Y,57.7, ,97, ,44, ,70, ,47.8, ,7.1, ,171.3, ,58.6,Y
