226,12/1/2021,335,0.05, ,0.01, ,214, ,11.3, ,76.2,Y,40.8, ,52.2, ,100, ,46, ,84, ,47.7, ,1.5, ,35.5, ,52.8, 
226,12/2/2021,336,0.05, ,0.01, ,219, ,11.4, ,73.9, ,41.3, ,52.8, ,100, ,46, ,84, ,47.9, ,2.2, ,53.0, ,52.8, 
226,12/3/2021,337,0.04, ,0.01, ,203, ,10.8, ,68.5, ,39.6, ,49.2, ,100, ,60, ,91, ,46.6, ,1.6, ,39.2, ,52.5, 
226,12/4/2021,338,0.00, ,0.00, ,57, ,11.7, ,51.7, ,42.8, ,48.8, ,99, ,99, ,100, ,48.8, ,2.7, ,64.3, ,52.4, 
226,12/5/2021,339,0.02, ,0.01, ,117, ,10.9, ,56.6, ,39.6, ,47.8, ,100, ,79, ,96, ,46.8, ,2.4, ,57.2, ,53.1, 
226,12/6/2021,340,0, ,0.10, ,27, ,10.7, ,49.3, ,40.0, ,46.9, ,99, ,91, ,98, ,46.3, ,2.1, ,50.6, ,51.6, 
226,12/7/2021,341,0.04, ,0.00, ,197, ,11.3, ,61.8, ,44.7, ,50.2, ,99, ,71, ,91, ,47.8, ,3.6, ,86.0, ,52.4, 
226,12/8/2021,342,0, ,0.02, ,33, ,12.0, ,51.1, ,47.1, ,49.5, ,99, ,99, ,99, ,49.3, ,3.2, ,76.0, ,52.3, 
226,12/9/2021,343,0.05, ,0.02, ,185, ,9.6, ,60.3, ,40.7, ,50.6, ,99, ,40, ,77, ,43.5, ,3.6, ,86.1, ,52.7, 
226,12/10/2021,344,0.06, ,0, ,222, ,6.1, ,58.2, ,33.6, ,45.6, ,90, ,34, ,58, ,31.9, ,4.2, ,100.0, ,49.6, 
226,12/11/2021,345,0.04, ,0, ,185, ,7.2, ,54.2, ,30.3, ,43.7, ,98, ,52, ,74, ,36.0, ,3.0, ,71.7, ,47.7, 
226,12/12/2021,346,0.01, ,0.49, ,50, ,10.6, ,50.8, ,43.9, ,47.3, ,99, ,81, ,95, ,46.0, ,8.4, ,200.6, ,49.0, 
226,12/13/2021,347,0.01, ,2.47, ,47, ,11.3, ,51.6, ,43.3, ,48.7, ,99, ,89, ,97, ,47.8, ,12.5,Y,299.3,Y,49.6, 
226,12/14/2021,348,0.04, ,0.02, ,201, ,8.4, ,55.3, ,35.2, ,44.3, ,99, ,58, ,85, ,40.1, ,3.3, ,79.6, ,49.1, 
226,12/15/2021,349,0.02, ,0.41, ,95, ,8.7, ,50.3, ,34.6, ,44.5, ,98, ,71, ,88, ,41.0, ,10.1, ,242.9, ,47.2, 
226,12/16/2021,350,0.02, ,0.05, ,97, ,9.5, ,52.1, ,41.2, ,45.8, ,98, ,77, ,90, ,43.2, ,6.4, ,154.2, ,48.0, 
226,12/17/2021,351,0.05, ,0, ,223, ,7.8, ,54.2, ,32.6, ,42.7, ,99, ,58, ,84, ,38.1, ,3.1, ,74.0, ,46.7, 
226,12/18/2021,352,0.01, ,0.00, ,74, ,8.0, ,42.9, ,32.5, ,38.8, ,100, ,96, ,100, ,38.7, ,2.2, ,52.5, ,45.8, 
226,12/19/2021,353,0.00, ,0, ,52, ,8.5, ,46.5, ,39.0, ,42.5, ,99, ,82, ,92, ,40.4, ,2.7, ,65.6, ,46.5, 
226,12/20/2021,354,0.02, ,0, ,111, ,8.5, ,45.5, ,37.1, ,41.9, ,99, ,86, ,95, ,40.4, ,2.5, ,59.2, ,46.9, 
226,12/21/2021,355,0.01,R,0.36, ,92, ,8.2, ,47.0, ,31.6, ,40.1, ,100, ,84, ,97, ,39.3, ,2.1, ,50.6, ,45.8, 
226,12/22/2021,356,0.00,R,0.28, ,64, ,9.9, ,48.4, ,41.5, ,44.6, ,99, ,95, ,99, ,44.3, ,1.8, ,43.0, ,46.8, 
226,12/23/2021,357,0.02, ,0.52, ,89, ,12.9, ,59.2, ,48.2, ,52.3, ,99, ,88, ,97, ,51.3, ,5.8, ,138.5, ,49.1, 
226,12/24/2021,358,0.05, ,0.00, ,185, ,10.2, ,57.4, ,47.4, ,51.1, ,99, ,54, ,80, ,45.1, ,6.5, ,155.3, ,50.0, 
226,12/25/2021,359,0.01, ,0.40, ,52, ,9.7, ,50.5, ,42.2, ,47.1, ,96, ,75, ,88, ,43.8, ,8.6, ,206.2, ,48.8, 
226,12/26/2021,360,0.02, ,0, ,70, ,8.1, ,46.8, ,38.1, ,43.7, ,94, ,70, ,84, ,39.2, ,8.3, ,198.5, ,46.3, 
226,12/27/2021,361,0.04, ,0.03, ,158, ,7.8, ,52.6, ,37.3, ,45.7, ,99, ,48, ,75, ,38.3, ,5.5, ,131.7, ,46.9, 
226,12/28/2021,362,0.02, ,0.01, ,118, ,7.1, ,46.5, ,37.6, ,42.0, ,93, ,69, ,78, ,35.7, ,2.4, ,57.6, ,46.2, 
226,12/29/2021,363,0.00, ,0.53, ,27, ,8.3, ,42.9, ,38.7, ,41.2, ,99, ,84, ,95, ,39.8, ,4.6, ,109.8, ,46.0, 
226,12/30/2021,364,0.04, ,0, ,182, ,8.1, ,55.5, ,39.8, ,44.9, ,97, ,60, ,80, ,39.1, ,3.8, ,90.3, ,46.5, 
226,12/31/2021,365,0.05, ,0, ,215, ,7.5, ,54.6, ,34.2, ,44.3, ,99, ,52, ,75, ,37.0, ,3.8, ,90.6, ,46.1, 
