12,12/1/2021,335,0.05, ,0.00, ,222, ,10.6, ,69.0, ,36.5, ,49.5, ,100, ,52, ,88, ,46.0, ,1.6, ,38.8, ,51.1, 
12,12/2/2021,336,0.05, ,0.01, ,219, ,10.3, ,69.9, ,38.9, ,50.0, ,99, ,49, ,84, ,45.3, ,2.0, ,49.2, ,51.1, 
12,12/3/2021,337,0.05, ,0.00, ,215, ,10, ,64.9, ,36.4, ,47.7, ,100, ,59, ,89, ,44.6, ,1.7, ,39.8, ,50.8, 
12,12/4/2021,338,0.02, ,0.01, ,125, ,11.5, ,55.2, ,38.4, ,48.6, ,99, ,88, ,98, ,48.2, ,1.9, ,46.2, ,51.1, 
12,12/5/2021,339,0.03, ,0.00, ,149, ,10.7, ,53.9, ,40.0, ,47.6, ,99, ,81, ,95, ,46.4, ,2.1, ,50.3, ,52.4, 
12,12/6/2021,340,0, ,0.05, ,25, ,10.6, ,48.9, ,39.0, ,46.5, ,99, ,93, ,98, ,46.1, ,1.6, ,38.7, ,51.9, 
12,12/7/2021,341,0.03, ,0, ,196, ,11.9, ,62.0, ,49.7, ,52.6, ,99, ,71, ,88, ,49.2, ,4.6, ,111.2, ,53.0, 
12,12/8/2021,342,0, ,0.04, ,29, ,12.0, ,51.4, ,49.1, ,50.1, ,99, ,92, ,98, ,49.4, ,2.2, ,53.9, ,53.2, 
12,12/9/2021,343,0.06, ,0.01, ,209, ,8.4, ,57.5, ,37.9, ,49.2, ,99, ,34, ,71, ,40.0, ,4.7, ,111.9, ,53.2, 
12,12/10/2021,344,0.05, ,0, ,213, ,5.6, ,56.2, ,33.2, ,41.6, ,94, ,34, ,63, ,29.9, ,3.8, ,90.5, ,50.7, 
12,12/11/2021,345,0.02, ,0.00, ,108, ,7.7, ,50.6, ,30.2, ,43.4, ,99, ,65, ,80, ,37.6, ,2.5, ,60.6, ,49.0, 
12,12/12/2021,346,0.00, ,1.13, ,29, ,10.6, ,48.8, ,46.0, ,46.8, ,99, ,89, ,97, ,46.0, ,6.6, ,157.7, ,49.7, 
12,12/13/2021,347,0.00, ,1.68, ,20, ,10.9, ,50.5, ,44.4, ,48.0, ,98, ,89, ,96, ,46.8, ,9.7, ,232.6, ,49.7, 
12,12/14/2021,348,0.02, ,0.06, ,124, ,8.0, ,50.6, ,34.0, ,41.7, ,99, ,70, ,90, ,38.9, ,2.6, ,62.3, ,49.4, 
12,12/15/2021,349,0.01, ,0.57, ,40, ,8.4, ,47.0, ,35.9, ,43.6, ,99, ,74, ,87, ,40.2, ,7.0, ,168.6, ,47.9, 
12,12/16/2021,350,0.01, ,0, ,60, ,9.1, ,49.8, ,36.7, ,44.6, ,99, ,82, ,91, ,42.0, ,3.9, ,92.9, ,48.1, 
12,12/17/2021,351,0.04, ,0.01, ,215, ,7.2, ,51.7, ,30.9, ,39.3, ,100, ,57, ,88, ,35.9, ,2.4, ,57.8, ,47.3, 
12,12/18/2021,352,0.00, ,0.00, ,56, ,7.8, ,40.3, ,36.4, ,38.3, ,99, ,99, ,99, ,38.2, ,2.0, ,48.5, ,46.5, 
12,12/19/2021,353,0.00, ,0, ,52, ,8.0, ,44.1, ,37.4, ,40.3, ,99, ,84, ,95, ,38.9, ,2.2, ,53.9, ,47.0, 
12,12/20/2021,354,0.03, ,0.00, ,160, ,7.3, ,48.8, ,29.6, ,38.2, ,100, ,74, ,94, ,36.5, ,2.1, ,50.3, ,46.5, 
12,12/21/2021,355,0.00, ,0.29, ,50, ,7.4, ,40.8, ,29.1, ,36.6, ,99, ,99, ,100, ,36.7, ,2.3, ,54.1, ,45.4, 
12,12/22/2021,356,0.00, ,0.46, ,42, ,9.8, ,49.0, ,40.5, ,44.2, ,99, ,97, ,99, ,44.1, ,2.1, ,50.3, ,45.9, 
12,12/23/2021,357,0.02, ,0.15, ,94, ,12.6, ,57.1, ,48.5, ,51.9, ,99, ,86, ,96, ,50.8, ,5.3, ,126.0, ,47.9, 
12,12/24/2021,358,0.05, ,0, ,210, ,10.7, ,57.2, ,48.0, ,51.5, ,99, ,49, ,82, ,46.3, ,6.3, ,152.0, ,49.4, 
12,12/25/2021,359,0.02, ,0.29, ,101, ,9.6, ,50.7, ,40.4, ,47.0, ,96, ,74, ,87, ,43.5, ,7.3, ,175.3, ,49.3, 
12,12/26/2021,360,0.01, ,0, ,70, ,7.7, ,45.0, ,35.1, ,41.9, ,91, ,78, ,85, ,37.6, ,6.9, ,165.4, ,47.5, 
12,12/27/2021,361,0.04, ,0, ,164, ,7.3, ,53.3, ,34.8, ,44.4, ,97, ,48, ,73, ,36.5, ,4.7, ,113.3, ,47.3, 
12,12/28/2021,362,0.01, ,0.16, ,93, ,7.6, ,44.7, ,36.1, ,40.1, ,99, ,76, ,90, ,37.4, ,2.7, ,64.2, ,46.9, 
12,12/29/2021,363,0.00, ,0.56, ,57, ,7.9, ,42.4, ,36.3, ,39.3, ,99, ,89, ,96, ,38.4, ,3.1, ,74.8, ,46.4, 
12,12/30/2021,364,0.02, ,0, ,125, ,7.8, ,49.4, ,34.4, ,40.3, ,99, ,77, ,92, ,38.2, ,2.7, ,63.7, ,46.0, 
12,12/31/2021,365,0.05, ,0.00, ,214, ,6.2, ,53.6, ,31.1, ,40.0, ,99, ,41, ,75, ,32.5, ,3.7, ,88.9, ,45.6, 
