261,12/1/2021,335,0.04, ,0, ,214, ,6.4, ,55.7, ,24.6, ,34.8, ,100, ,63, ,94, ,33.2, ,2.2, ,52.0, ,43.0, 
261,12/2/2021,336,0.04, ,0, ,227, ,6.8, ,56.2, ,24.2, ,36.8, ,100, ,63, ,91, ,34.6, ,2.5, ,60.4, ,42.6, 
261,12/3/2021,337,0.03, ,0, ,204, ,6.7, ,54.6, ,25.4, ,35.5, ,100, ,65, ,95, ,34.2, ,2.3, ,54.0, ,42.4, 
261,12/4/2021,338,0.03, ,0, ,177, ,6.3, ,52.7, ,23.6, ,33.3, ,100, ,71, ,97, ,32.6, ,2.2, ,53.8, ,42.1, 
261,12/5/2021,339,0.03, ,0, ,186, ,5.8, ,52.8, ,21.5, ,32.2, ,100, ,64, ,95, ,30.9, ,2.2, ,53.0, ,41.5, 
261,12/6/2021,340,0.00, ,0.07, ,45, ,7.7, ,42.1, ,38.8, ,40.6, ,99, ,82, ,90, ,37.8, ,2.7, ,65.7, ,42.0, 
261,12/7/2021,341,0.01, ,0.01, ,88, ,8.1, ,45.5, ,34.8, ,39.7, ,100, ,91, ,98, ,39.2, ,3.1, ,74.5, ,42.9, 
261,12/8/2021,342,0.01, ,0, ,83, ,8.1, ,47.9, ,37.9, ,42.3, ,100, ,75, ,88, ,39.0, ,2.8, ,67.2, ,43.7, 
261,12/9/2021,343,0.04, ,0, ,212, ,5.1, ,40.9, ,28.8, ,35.2, ,84, ,55, ,73, ,27.3, ,3.9, ,94.3, ,43.7, 
261,12/10/2021,344,0.04, ,0, ,212, ,4.7, ,44.5, ,23.8, ,31.8, ,92, ,48, ,78, ,25.8, ,2.6, ,63.6, ,41.9, 
261,12/11/2021,345,0.06, ,0, ,93, ,5.1, ,42.5, ,28.9, ,37.3, ,90, ,54, ,68, ,27.7, ,16.4,R,394.2,R,41.3, 
261,12/12/2021,346,0.05, ,0.00, ,101, ,5.7, ,47.7, ,32.4, ,41.3, ,87, ,50, ,65, ,30.3, ,8.2, ,196.6, ,41.6, 
261,12/13/2021,347,0.01, ,0.19, ,32, ,6.3, ,41.2, ,31.5, ,37.6, ,93, ,64, ,83, ,32.8, ,8.4, ,202.3, ,41.5, 
261,12/14/2021,348,0.03, ,0, ,199, ,4.8, ,37.6, ,23.4, ,30.0, ,95, ,63, ,85, ,26.1, ,2.8, ,66.3, ,40.9, 
261,12/15/2021,349,0.02, ,0.02, ,52, ,5.2, ,39.2, ,25.5, ,32.7, ,94, ,60, ,82, ,27.9, ,10.8,Y,259.6,Y,39.6, 
261,12/16/2021,350,0.03, ,0, ,178, ,5.6, ,44.7, ,24.7, ,32.6, ,98, ,69, ,89, ,29.8, ,2.9, ,70.1, ,39.8, 
261,12/17/2021,351,0.00, ,0, ,48, ,5.2, ,32.7, ,23.3, ,30.3, ,99, ,83, ,92, ,28.1, ,2.5, ,59.8, ,39.3, 
261,12/18/2021,352,0.00, ,0, ,48, ,5.0, ,31.1, ,28.1, ,29.8, ,97, ,86, ,90, ,27.2, ,2.3, ,55.1, ,39.7, 
261,12/19/2021,353,0.09, ,0.02, ,148, ,4.8, ,47.9, ,27.2, ,38.5, ,99, ,38, ,61, ,26.1, ,14.8,R,355.8,R,39.7, 
261,12/20/2021,354,0.10, ,0, ,149, ,4.5, ,49.8, ,29.9, ,41.8, ,65, ,41, ,50, ,24.3, ,12.6,R,302.8,R,39.8, 
261,12/21/2021,355,0.04, ,0, ,120, ,4.8, ,48.2, ,26.8, ,35.6, ,95, ,34, ,68, ,26.2, ,5.7, ,136.2, ,39.4, 
261,12/22/2021,356,0.05, ,0.13, ,150, ,6.4, ,51.2, ,30.4, ,39.2, ,98, ,55, ,79, ,33.3, ,9.6,Y,229.7,Y,39.6, 
261,12/23/2021,357,0.02, ,0.24, ,124, ,7.1, ,46.9, ,31.0, ,38.0, ,100, ,73, ,92, ,35.9, ,5.0, ,118.9, ,40.2, 
261,12/24/2021,358,0.02, ,0.11, ,111, ,5.7, ,41.8, ,26.2, ,34.2, ,100, ,66, ,85, ,30.2, ,6.5, ,156.2, ,40.1, 
261,12/25/2021,359,0.02, ,0, ,154, ,5.3, ,39.8, ,28.3, ,33.3, ,97, ,60, ,82, ,28.4, ,5.9, ,142.7, ,39.8, 
261,12/26/2021,360,0.03, ,0, ,115, ,4.6, ,35.8, ,27.0, ,32.0, ,96, ,59, ,75, ,24.9, ,10.8,R,258.1,R,39.0, 
261,12/27/2021,361,0.03, ,0.02,H,171, ,4.2, ,34.7, ,25.7, ,29.4, ,99, ,58, ,76, ,22.8, ,5.3, ,127.1, ,38.7, 
261,12/28/2021,362,0.02, ,0.04, ,133, ,4.7, ,32.9, ,23.4, ,28.4, ,97, ,82, ,90, ,25.8, ,3.0, ,70.8, ,38.4, 
261,12/29/2021,363,0.02, ,0.02, ,133, ,5.2, ,37.7, ,24.3, ,30.6, ,99, ,80, ,90, ,28.0, ,3.0, ,71.8, ,38.6, 
261,12/30/2021,364,0.03, ,0, ,212, ,5.0, ,39.0, ,22.1, ,30.4, ,96, ,71, ,87, ,27.0, ,3.0, ,71.9, ,38.0, 
261,12/31/2021,365,0.02, ,0, ,120, ,5.0, ,40.5, ,26.6, ,33.0, ,89, ,63, ,78, ,26.9, ,4.3, ,103.6, ,38.2, 
