136,12/1/2021,335,0.12,R,0, ,295, ,10.7, ,--,S,50.1, ,72.6,Y,69,H,18,H,39,Y,46.4,Y,4.0, ,95.3, ,62.4, 
136,12/2/2021,336,0.11,R,0, ,284, ,10.4, ,--,S,49.1, ,68.9,Y,66, ,21, ,43,Y,45.5,Y,4.0, ,95.8, ,62.7, 
136,12/3/2021,337,0.09,R,0, ,267, ,14.5, ,--,S,48.0, ,68.8,Y,83,H,30,H,60,Y,54.5,Y,3.5, ,85.0, ,62.6, 
136,12/4/2021,338,0.09, ,0, ,278, ,11.7, ,--,S,49.4, ,64.9, ,79, ,26, ,56, ,48.8, ,3.5, ,84.0, ,62.3, 
136,12/5/2021,339,0.12,R,0, ,287, ,9.1, ,--,S,52.0, ,69.4,Y,60,H,15,H,37,Y,42.0,Y,4.5, ,108.2, ,62.3, 
136,12/6/2021,340,0.10, ,0, ,267, ,9.3, ,82.4, ,48.3, ,63.8, ,61, ,22, ,46, ,42.8, ,3.9, ,94.1, ,62.6, 
136,12/7/2021,341,0.02, ,0, ,52, ,12.8, ,70.1, ,49.6, ,59.7, ,90, ,59, ,73, ,51.1, ,3.1, ,74.2, ,62.4, 
136,12/8/2021,342,0.08, ,0, ,255, ,12.0, ,81.1, ,49.0, ,62.0, ,90, ,30, ,63, ,49.4, ,4.1, ,98.1, ,62.2, 
136,12/9/2021,343,0.04, ,0, ,85, ,12.9, ,78.5, ,49.3, ,62.6, ,91, ,47, ,67, ,51.3, ,4.9, ,117.4, ,62.0, 
136,12/10/2021,344,0.05, ,0, ,173, ,9.1, ,67.9, ,43.1, ,55.0, ,86, ,37, ,62, ,42.1, ,3.6, ,85.4, ,61.7, 
136,12/11/2021,345,0.08, ,0, ,283, ,5.7, ,67.7, ,38.4, ,50.8, ,81, ,14, ,45, ,30.1, ,3.6, ,87.5, ,60.9, 
136,12/12/2021,346,0.07, ,0, ,283, ,5.3, ,67.6, ,34.7, ,49.4, ,71, ,16, ,44, ,28.6, ,3.4, ,80.4, ,59.5, 
136,12/13/2021,347,0.06, ,0, ,216, ,7.0, ,62.4, ,34.3, ,49.4, ,80, ,35, ,59, ,35.5, ,3.5, ,83.5, ,58.4, 
136,12/14/2021,348,0.09, ,0.03, ,125, ,8.9, ,68.5, ,44.2, ,55.4, ,80, ,42, ,60, ,41.6, ,9.6,R,229.8,R,58.3, 
136,12/15/2021,349,0.07, ,0, ,271, ,6.9, ,59.8, ,37.1, ,48.4, ,84, ,33, ,59, ,34.9, ,4.2, ,100.1, ,58.3, 
136,12/16/2021,350,0.07, ,0, ,277, ,7.0, ,63.3, ,35.5, ,48.5, ,83, ,30, ,61, ,35.5, ,3.7, ,88.0, ,57.4, 
136,12/17/2021,351,0.10, ,0, ,282, ,6.6, ,68.2, ,40.4, ,53.2, ,86, ,23, ,48, ,34.0, ,5.1, ,121.7, ,56.9, 
136,12/18/2021,352,0.08, ,0, ,286, ,5.2, ,67.2, ,37.2, ,51.2, ,72, ,20, ,41, ,28.2, ,3.7, ,89.4, ,56.8, 
136,12/19/2021,353,0.08, ,0, ,280, ,5.0, ,68.6, ,33.7, ,49.7, ,74, ,15, ,41, ,27.2, ,3.8, ,91.8, ,56.1, 
136,12/20/2021,354,0.08, ,0, ,259, ,5.8, ,71.7, ,35.1, ,52.7, ,70, ,15, ,43, ,30.6, ,3.2, ,76.3, ,55.5, 
136,12/21/2021,355,0.06, ,0, ,134, ,7.6, ,69.7, ,48.5, ,57.0, ,67, ,24, ,48, ,37.3, ,3.4, ,80.4, ,55.8, 
136,12/22/2021,356,0.07, ,0, ,195, ,7.9, ,68.3, ,44.6, ,56.4, ,74, ,26, ,51, ,38.5, ,3.2, ,77.3, ,56.7, 
136,12/23/2021,357,0.04, ,0, ,104, ,9.5, ,67.1, ,48.1, ,58.6, ,98, ,31, ,57, ,43.3, ,3.3, ,78.0, ,57.3, 
136,12/24/2021,358,0.06, ,0.09, ,226, ,13.0, ,69.4, ,46.3, ,57.9, ,100, ,41, ,80, ,51.6, ,6.0, ,144.4, ,58.2, 
136,12/25/2021,359,0.06, ,0, ,198, ,10.2, ,62.3, ,42.2, ,53.4, ,98, ,45, ,73, ,45.1, ,4.5, ,107.6, ,58.2, 
136,12/26/2021,360,0.08, ,0, ,278, ,8.2, ,67.3, ,41.6, ,56.5, ,84, ,29, ,53, ,39.3, ,4.2, ,100.6, ,57.8, 
136,12/27/2021,361,0.05, ,0, ,166, ,8.1, ,62.2, ,40.8, ,51.0, ,91, ,36, ,64, ,39.1, ,4.2, ,99.8, ,57.2, 
136,12/28/2021,362,0.07, ,0, ,256, ,7.7, ,63.6, ,42.3, ,52.5, ,84, ,34, ,57, ,37.9, ,4.1, ,97.2, ,56.7, 
136,12/29/2021,363,0.05, ,0, ,211, ,9.3, ,60.9, ,37.6, ,49.6, ,91, ,52, ,77, ,42.6, ,3.4, ,81.0, ,56.3, 
136,12/30/2021,364,0.03, ,0, ,143, ,10.7, ,63.5, ,42.9, ,51.8, ,99, ,58, ,82, ,46.4, ,3.4, ,82.8, ,56.0, 
136,12/31/2021,365,0.06, ,0, ,235, ,11.4, ,67.8, ,46.2, ,55.3, ,95, ,51, ,76, ,48.0, ,3.4, ,82.0, ,56.4, 
