179,12/1/2021,335,0.11, ,0, ,329, ,6.5, ,85.8, ,40.0, ,59.6, ,65, ,13, ,37, ,33.4, ,3.6, ,86.3, ,50.6, 
179,12/2/2021,336,0.10, ,0, ,318, ,8.0, ,76.0, ,39.6, ,54.9, ,89, ,24, ,54, ,38.7, ,3.9, ,92.8, ,50.3, 
179,12/3/2021,337,0.08, ,0, ,309, ,9.7, ,74.8, ,37.0, ,51.9, ,95, ,35, ,74, ,43.7, ,3.3, ,78.1, ,49.6, 
179,12/4/2021,338,0.07, ,0.01, ,305, ,10.2, ,71.4, ,38.7, ,51.2, ,100, ,38, ,79, ,45.0, ,3.0, ,71.6, ,49.8, 
179,12/5/2021,339,0.08, ,0, ,322, ,8.0, ,75.7, ,32.4, ,51.5, ,96, ,25, ,62, ,38.7, ,3.1, ,73.6, ,48.8, 
179,12/6/2021,340,0.10, ,0, ,302, ,8.2, ,73.6, ,36.4, ,53.4, ,98, ,27, ,59, ,39.5, ,4.8, ,115.8, ,48.5, 
179,12/7/2021,341,0.02, ,0.01, ,104, ,11.0, ,57.9, ,42.8, ,51.6, ,98, ,71, ,84, ,46.9, ,3.3, ,78.7, ,48.7, 
179,12/8/2021,342,0.07, ,0, ,290, ,10.2, ,67.2, ,37.8, ,51.7, ,98, ,48, ,78, ,45.1, ,3.4, ,82.6, ,47.8, 
179,12/9/2021,343,0.01, ,0.02, ,76, ,11.7, ,55.5, ,45.6, ,51.5, ,94, ,80, ,90, ,48.6, ,6.4,Y,153.7,Y,48.4, 
179,12/10/2021,344,0.04, ,0.00, ,221, ,8.6, ,57.4, ,36.7, ,46.4, ,99, ,53, ,80, ,40.7, ,3.0, ,71.8, ,46.4, 
179,12/11/2021,345,0.08, ,0, ,326,R,5.3, ,64.7, ,29.0, ,45.4, ,93, ,22, ,51, ,28.6, ,3.3, ,79.1, ,44.9, 
179,12/12/2021,346,0.08, ,0, ,326,R,5.7, ,65.1, ,28.2, ,45.6, ,87, ,24, ,55, ,30.5, ,3.7, ,89.0, ,44.6, 
179,12/13/2021,347,0.02, ,0.00, ,99, ,8.9, ,54.1, ,34.5, ,46.6, ,93, ,62, ,82, ,41.5, ,4.1, ,98.3, ,44.3, 
179,12/14/2021,348,0.01, ,1.41, ,59, ,10.4, ,54.1, ,40.2, ,47.9, ,96, ,82, ,92, ,45.7, ,11.7,R,281.0,R,44.8, 
179,12/15/2021,349,0.06, ,0, ,319,R,6.6, ,54.7, ,32.3, ,42.5, ,96, ,44, ,72, ,34.1, ,2.9, ,68.6, ,42.5, 
179,12/16/2021,350,0.06, ,0, ,290, ,7.7, ,57.2, ,31.0, ,44.3, ,94, ,44, ,78, ,37.8, ,3.0, ,70.9, ,42.1, 
179,12/17/2021,351,0.07, ,0, ,322,R,7.6, ,63.9, ,35.3, ,47.8, ,96, ,29, ,67, ,37.4, ,3.2, ,76.8, ,43.8, 
179,12/18/2021,352,0.07, ,0, ,330,R,5.6, ,68.8, ,30.3, ,45.2, ,86, ,19, ,54, ,29.7, ,2.8, ,66.6, ,42.0, 
179,12/19/2021,353,0.07,R,0, ,324,R,5.8, ,66.0, ,29.1, ,45.3, ,85, ,24, ,56, ,30.7, ,2.3, ,55.9, ,41.3, 
179,12/20/2021,354,0.07,R,0, ,293, ,5.9, ,68.0, ,27.9, ,46.4, ,87, ,20, ,55, ,31.1, ,2.3, ,55.2, ,40.9, 
179,12/21/2021,355,0.05, ,0, ,175, ,7.1, ,70.2, ,42.8, ,52.2, ,78, ,25, ,54, ,35.9, ,2.6, ,61.2, ,42.8, 
179,12/22/2021,356,0.07, ,0, ,248, ,8.0, ,67.7, ,38.5, ,52.8, ,84, ,27, ,59, ,38.8, ,2.4, ,58.6, ,43.6, 
179,12/23/2021,357,0.01, ,0.77, ,57, ,11.0, ,54.6, ,48.6,Y,51.1, ,96, ,71, ,86, ,47.1, ,4.2, ,100.7, ,45.0, 
179,12/24/2021,358,0.05, ,0.69, ,191, ,11.8, ,56.4, ,46.9, ,51.9, ,98, ,73, ,89, ,48.8, ,7.8,Y,187.8,Y,45.1, 
179,12/25/2021,359,0.04, ,0.12, ,178, ,10.5, ,53.7, ,45.5, ,48.2, ,97, ,80, ,92, ,45.9, ,6.1, ,145.5, ,44.4, 
179,12/26/2021,360,0.06, ,0.28, ,289, ,9.0, ,55.6, ,41.5, ,47.8, ,97, ,55, ,80, ,41.9, ,6.3, ,152.0, ,44.0, 
179,12/27/2021,361,0.03, ,0.21, ,165, ,8.4, ,49.4, ,33.8, ,42.6, ,98, ,66, ,90, ,40.0, ,5.8, ,140.0, ,41.5, 
179,12/28/2021,362,0.02, ,0.03, ,148, ,8.6, ,47.2, ,38.9, ,43.5, ,96, ,77, ,89, ,40.5, ,5.7, ,136.1, ,40.7, 
179,12/29/2021,363,0.03, ,0.06, ,169, ,9.5, ,50.7, ,38.4, ,45.9, ,98, ,73, ,90, ,43.2, ,4.8, ,114.6, ,40.9, 
179,12/30/2021,364,0.03, ,0.13, ,134, ,10.5, ,58.7, ,44.9, ,50.6, ,97, ,60, ,84, ,45.9, ,3.3, ,78.3, ,42.6, 
179,12/31/2021,365,0.04, ,0.00, ,194, ,10.3, ,59.6, ,42.0, ,49.2, ,97, ,66, ,86, ,45.2, ,5.0, ,119.7, ,43.1, 
