193,12/1/2021,335,0.07,R,0, ,289, ,10.3, ,75.8,Y,42.9, ,57.2, ,84, ,39, ,64, ,45.2, ,3.3, ,78.9, ,59.2, 
193,12/2/2021,336,0.04, ,0, ,185, ,11.6, ,56.6, ,38.4, ,50.6, ,96, ,73, ,92, ,48.5, ,4.4, ,105.3, ,58.9, 
193,12/3/2021,337,0.02, ,0, ,81, ,12.3, ,55.9, ,50.5, ,53.3, ,97, ,83, ,89, ,50.0, ,2.8, ,66.2, ,58.8, 
193,12/4/2021,338,0.02, ,0, ,83, ,11.6, ,54.4, ,43.9, ,52.7, ,94, ,82, ,85, ,48.4, ,2.8, ,66.6, ,58.9, 
193,12/5/2021,339,0.03, ,0, ,152, ,11.8, ,54.5, ,42.7, ,49.9, ,99, ,92, ,96, ,48.8, ,4.5, ,107.0, ,58.6, 
193,12/6/2021,340,0.02,R,0.00, ,117, ,12.2, ,55.5, ,46.6, ,51.3, ,100, ,86, ,95, ,49.8, ,2.2, ,53.1, ,58.3, 
193,12/7/2021,341,0.05,R,0.12, ,225, ,13.7, ,60.5, ,50.4, ,54.8, ,97, ,85, ,93, ,53.0, ,1.0,I,24.0,I,58.6, 
193,12/8/2021,342,0.01,R,0.00, ,73, ,13.2, ,55.5, ,48.3, ,53.5, ,97, ,92, ,95, ,52.0, ,1.3, ,31.2, ,58.8, 
193,12/9/2021,343,0.04,R,0.14, ,207, ,10.9, ,54.4, ,50.4, ,52.7, ,94, ,71, ,80, ,46.7, ,1.0,I,24.0,I,58.5, 
193,12/10/2021,344,0.05,R,0, ,273, ,9.2,H,55.0, ,36.8, ,48.4, ,95,H,61,H,79, ,42.3, ,1.1, ,27.4, ,57.6, 
193,12/11/2021,345,0.05,R,0, ,274, ,8.7, ,55.6, ,40.2, ,46.8, ,94, ,60, ,80, ,41.0, ,1.0, ,24.1, ,56.8, 
193,12/12/2021,346,0.02,R,0.05, ,89, ,10.0, ,57.4, ,37.0, ,51.4, ,91, ,61, ,77, ,44.5, ,1.0, ,24.1, ,56.3, 
193,12/13/2021,347,0.01,R,2.22, ,70, ,13.3, ,58.6, ,48.8, ,55.0, ,96, ,79, ,90, ,52.1, ,1.0,I,24.0,I,56.4, 
193,12/14/2021,348,0.03,R,0.20, ,158, ,9.2, ,52.1, ,44.8, ,49.6, ,93, ,63, ,76, ,42.3, ,1.0,I,24.0,I,55.9, 
193,12/15/2021,349,0.05,R,0.10, ,234, ,9.4, ,55.8, ,43.2, ,50.3, ,93, ,61, ,75, ,42.9, ,1.0,I,24.0,I,55.5, 
193,12/16/2021,350,0.05,R,0.37, ,242, ,12.0, ,57.5, ,44.4, ,53.4, ,98, ,70, ,86, ,49.4, ,1.0,I,24.0,I,55.8, 
193,12/17/2021,351,0.05,R,0, ,277, ,9.4, ,58.3, ,43.1, ,48.8, ,91, ,65, ,80, ,43.0, ,1.0,I,24.0,I,55.7, 
193,12/18/2021,352,0.05,R,0, ,269, ,8.7, ,57.0, ,36.2, ,45.8, ,95, ,63, ,83, ,40.9, ,1.0,I,24.0,I,55.1, 
193,12/19/2021,353,0.03,R,0, ,166, ,9.6, ,55.0, ,34.0, ,48.0, ,97, ,73, ,85, ,43.6, ,1.0,I,24.0,I,54.7, 
193,12/20/2021,354,0.04,R,0, ,177, ,9.6, ,59.9, ,42.9, ,49.7, ,92, ,57, ,79, ,43.4, ,1.0,I,24.0,I,54.7, 
193,12/21/2021,355,0.05,R,0, ,15, ,11.8, ,57.5, ,53.1, ,54.8, ,94, ,65, ,81, ,49.0, ,1.0,I,23.9,I,55.0, 
193,12/22/2021,356,0.03,R,0.22, ,138, ,14.6, ,63.2, ,48.8, ,57.6, ,96, ,84, ,90, ,54.6, ,1.0,I,24.0,I,55.9, 
193,12/23/2021,357,0.01,R,0.51, ,66, ,14.7,Y,61.1, ,52.0, ,57.1, ,96, ,87, ,92,Y,54.9,Y,1.0,I,24.0,I,57.2, 
193,12/24/2021,358,0.04,R,0.40, ,163, ,11.1, ,55.1, ,49.4, ,52.4, ,97, ,67, ,83, ,47.3, ,1.0,I,24.0,I,57.0, 
193,12/25/2021,359,0.03,R,0.61, ,138, ,11.0, ,56.6, ,47.2, ,51.4, ,96, ,71, ,85, ,47.1, ,1.0,I,24.0,I,56.2, 
193,12/26/2021,360,0.04,R,0.07, ,170, ,8.9, ,53.6, ,48.8, ,50.4, ,83, ,65, ,71, ,41.4, ,1.0,I,24.0,I,55.2, 
193,12/27/2021,361,0.03,R,0.56, ,164, ,10.0, ,53.7, ,45.6, ,50.0, ,92, ,71, ,81, ,44.5, ,1.0,I,24.0,I,54.7, 
193,12/28/2021,362,0.03,R,0.05,R,169, ,9.8, ,52.3, ,47.8, ,49.6, ,92, ,73, ,81, ,44.0, ,2.4, ,57.9, ,54.5, 
193,12/29/2021,363,0.04, ,0.12, ,172, ,11.4, ,56.6, ,47.3, ,51.3, ,96, ,75, ,88, ,48.0, ,5.4, ,129.2, ,55.0, 
193,12/30/2021,364,0.06, ,0, ,267, ,10.6, ,58.0, ,44.8, ,50.6, ,93, ,74, ,85, ,46.2, ,7.1, ,170.7, ,55.1, 
193,12/31/2021,365,0.07, ,0, ,262, ,9.3, ,53.6, ,46.1, ,50.1, ,81, ,68, ,75, ,42.5, ,9.0,Y,216.3,Y,55.1, 
