216,12/1/2021,335,0.12, ,0, ,310, ,5.4, ,87.4,Y,53.0, ,67.0, ,35, ,11, ,24, ,28.7, ,3.5, ,82.9, ,65.7, 
216,12/2/2021,336,0.08, ,0, ,293, ,9.0, ,74.3, ,48.5, ,56.6, ,96, ,29, ,58, ,41.9, ,2.9, ,68.6, ,65.4, 
216,12/3/2021,337,0.05, ,0, ,230, ,11.5, ,67.6, ,45.0, ,52.8, ,99, ,55, ,84, ,48.2, ,2.7, ,65.9, ,64.5, 
216,12/4/2021,338,0.06, ,0, ,257, ,10.8, ,67.2, ,44.4, ,52.5, ,99, ,51, ,80, ,46.5, ,2.8, ,67.9, ,63.8, 
216,12/5/2021,339,0.06, ,0, ,250, ,9.9, ,67.3, ,40.5, ,51.6, ,97, ,45, ,76, ,44.4, ,2.9, ,69.3, ,62.7, 
216,12/6/2021,340,0.08, ,0, ,252, ,9.0, ,72.8, ,43.8, ,56.8, ,92, ,27, ,57, ,41.9, ,3.4, ,81.9, ,61.8, 
216,12/7/2021,341,0.03, ,0.02, ,141, ,12.1, ,64.1, ,48.3, ,55.8, ,94, ,62, ,80, ,49.6, ,2.8, ,67.8, ,62.2, 
216,12/8/2021,342,0.07, ,0.00, ,279, ,10.9, ,68.2, ,44.2, ,55.2, ,88, ,47, ,74, ,46.9, ,3.1, ,74.0, ,61.8, 
216,12/9/2021,343,0.01, ,0.05, ,52, ,11.2, ,55.4, ,42.1, ,52.4, ,98, ,55, ,83, ,47.6, ,4.2, ,101.8, ,62.0, 
216,12/10/2021,344,0.06, ,0.01, ,229, ,8.0, ,60.2, ,39.3, ,48.7, ,81, ,49, ,68, ,38.7, ,3.2, ,76.9, ,59.5, 
216,12/11/2021,345,0.08, ,0, ,299, ,5.2, ,66.8, ,36.4, ,50.6, ,66, ,19, ,42, ,28.2, ,2.8, ,67.3, ,58.1, 
216,12/12/2021,346,0.08, ,0, ,297, ,5.8, ,65.5, ,41.0, ,51.1, ,65, ,26, ,45, ,30.8, ,3.9, ,93.3, ,58.0, 
216,12/13/2021,347,0.02, ,0.03, ,56, ,8.8, ,55.0, ,39.7, ,49.3, ,89, ,64, ,74, ,41.3, ,6.0,Y,144.4,Y,57.8, 
216,12/14/2021,348,0.00, ,0.35, ,50, ,10.7, ,55.5, ,36.6, ,48.1, ,98, ,78, ,94, ,46.4, ,7.4,R,176.5,R,56.5, 
216,12/15/2021,349,0.06, ,0.05,H,274, ,6.1, ,57.2, ,34.9, ,44.3, ,90, ,31, ,61, ,32.0, ,2.9, ,70.4, ,55.1, 
216,12/16/2021,350,0.03, ,0.01, ,163, ,8.2, ,54.7, ,36.3, ,45.7, ,97, ,54, ,79, ,39.4, ,2.6, ,62.2, ,54.0, 
216,12/17/2021,351,0.07, ,0.02,H,297, ,7.9, ,65.6, ,37.7, ,50.2, ,98, ,31, ,64, ,38.4, ,3.0, ,71.8, ,54.4, 
216,12/18/2021,352,0.08, ,0.02,H,303, ,5.1, ,69.9, ,38.3, ,51.4, ,59, ,18, ,39, ,27.4, ,2.7, ,64.8, ,54.2, 
216,12/19/2021,353,0.08, ,0.02,H,300, ,5.3, ,67.1, ,39.4, ,50.9, ,63, ,18, ,42, ,28.6, ,3.8, ,90.8, ,53.8, 
216,12/20/2021,354,0.07, ,0.02,H,269, ,4.7, ,69.3, ,40.6, ,52.7, ,55, ,20, ,35, ,25.7, ,3.0, ,71.9, ,53.6, 
216,12/21/2021,355,0.07, ,0.01, ,215, ,5.3, ,70.2, ,48.3, ,56.3, ,47, ,16, ,34, ,28.5, ,2.6, ,61.8, ,54.6, 
216,12/22/2021,356,0.05, ,0.01, ,140, ,6.6, ,64.8, ,46.6, ,56.1, ,59, ,27, ,43, ,34.0, ,2.3, ,54.3, ,55.2, 
216,12/23/2021,357,0.00, ,0.02, ,22, ,11.9, ,57.0, ,50.1, ,52.3, ,98, ,59, ,89, ,49.1, ,4.0, ,96.6, ,55.9, 
216,12/24/2021,358,0.03, ,0.04, ,171, ,12.2,Y,57.6, ,47.1, ,52.6, ,98, ,75, ,90,Y,49.8,Y,3.7, ,88.4, ,55.5, 
216,12/25/2021,359,0.01, ,0.03, ,80, ,10.4, ,51.8, ,46.1, ,48.5, ,96, ,70, ,90, ,45.6, ,5.1, ,123.4, ,55.3, 
216,12/26/2021,360,0.06, ,0.02,H,281, ,8.6, ,57.7, ,40.5, ,47.6, ,97, ,45, ,77, ,40.6, ,2.7, ,65.1, ,54.2, 
216,12/27/2021,361,0.02, ,0.02, ,132, ,8.8, ,51.3, ,38.0, ,44.8, ,95, ,66, ,87, ,41.1, ,3.2, ,75.9, ,53.1, 
216,12/28/2021,362,0.06, ,0.01, ,268, ,7.9, ,53.4, ,39.4, ,45.7, ,91, ,55, ,75, ,38.3, ,3.4, ,81.1, ,52.3, 
216,12/29/2021,363,0.01, ,0.03, ,81, ,9.3, ,51.3, ,39.3, ,47.1, ,94, ,73, ,85, ,42.8, ,4.9, ,117.4, ,51.9, 
216,12/30/2021,364,0.00, ,0.02, ,44, ,11.7,Y,53.7, ,48.0, ,51.2, ,97, ,87, ,91,Y,48.8,Y,3.7, ,89.0, ,51.7, 
216,12/31/2021,365,0.07, ,0.02,H,293, ,9.5, ,59.7, ,42.4, ,50.2, ,96, ,53, ,77, ,43.2, ,3.6, ,85.5, ,52.3, 
