240,12/1/2021,335,0.11, ,0, ,298, ,5.0, ,86.3, ,38.4, ,61.2, ,56, ,8, ,27, ,27.2, ,2.9, ,69.3, ,55.1, 
240,12/2/2021,336,0.10, ,0, ,289, ,6.3, ,81.7, ,40.1, ,57.6, ,78, ,11, ,39, ,32.9, ,2.9, ,68.7, ,55.4, 
240,12/3/2021,337,0.08, ,0, ,280, ,8.8, ,76.4, ,37.5, ,53.9, ,86, ,26, ,62, ,41.3, ,2.7, ,65.6, ,55.1, 
240,12/4/2021,338,0.08, ,0, ,270, ,9.8, ,71.5, ,40.1, ,52.0, ,100, ,34, ,74, ,43.9, ,3.3, ,79.8, ,55.1, 
240,12/5/2021,339,0.09, ,0, ,290, ,7.1, ,77.2, ,30.7, ,53.0, ,100, ,19, ,52, ,35.7, ,2.5, ,60.1, ,54.5, 
240,12/6/2021,340,0.09, ,0, ,273, ,7.3, ,79.5, ,35.4, ,55.7, ,97, ,19, ,48, ,36.4, ,3.7, ,89.0, ,54.5, 
240,12/7/2021,341,0.01, ,0.01, ,79, ,11.1, ,59.8, ,42.9, ,52.3, ,94, ,68, ,83, ,47.3, ,3.3, ,80.0, ,55.9, 
240,12/8/2021,342,0.07, ,0, ,265, ,10.4, ,67.3, ,36.3, ,52.5, ,100, ,45, ,77, ,45.5, ,3.5, ,84.6, ,55.7, 
240,12/9/2021,343,0.01, ,0.01, ,70, ,11.4, ,57.6, ,43.3, ,52.5, ,93, ,76, ,84, ,47.9, ,4.4, ,105.3, ,56.4, 
240,12/10/2021,344,0.03, ,0, ,169, ,8.8, ,59.1, ,38.8, ,48.0, ,100, ,46, ,78, ,41.3, ,2.6, ,63.2, ,55.9, 
240,12/11/2021,345,0.08, ,0, ,289, ,4.7, ,65.2, ,32.8, ,47.2, ,83, ,19, ,43, ,25.8, ,2.9, ,70.1, ,54.5, 
240,12/12/2021,346,0.08, ,0, ,285, ,5.3, ,66.9, ,28.2, ,47.3, ,76, ,21, ,48, ,28.6, ,3.2, ,76.0, ,53.4, 
240,12/13/2021,347,0.02, ,0, ,94, ,9.0, ,55.2, ,36.3, ,47.2, ,100, ,61, ,81, ,41.8, ,3.9, ,92.6, ,52.7, 
240,12/14/2021,348,0.01, ,0.96, ,64, ,11.0, ,55.7, ,38.2, ,49.0, ,100, ,74, ,93, ,47.1, ,9.0,Y,215.6,Y,53.1, 
240,12/15/2021,349,0.06, ,0, ,285, ,6.6, ,55.9, ,33.9, ,43.4, ,99, ,37, ,69, ,34.0, ,2.6, ,62.3, ,51.5, 
240,12/16/2021,350,0.06, ,0, ,252, ,7.4, ,56.5, ,31.6, ,44.8, ,99, ,42, ,73, ,36.7, ,2.9, ,69.6, ,50.5, 
240,12/17/2021,351,0.08, ,0, ,290, ,7.1, ,63.8, ,35.1, ,48.8, ,100, ,25, ,60, ,35.7, ,4.3, ,103.5, ,51.0, 
240,12/18/2021,352,0.09, ,0, ,299, ,4.9, ,68.0, ,31.6, ,48.2, ,81, ,17, ,42, ,26.4, ,3.9, ,92.8, ,50.3, 
240,12/19/2021,353,0.08, ,0, ,294, ,5.6, ,69.4, ,31.8, ,48.2, ,91, ,16, ,49, ,29.9, ,2.1, ,51.1, ,49.5, 
240,12/20/2021,354,0.08, ,0, ,249, ,5.7, ,70.6, ,29.0, ,48.0, ,99, ,17, ,50, ,30.2, ,2.7, ,64.9, ,49.2, 
240,12/21/2021,355,0.04, ,0, ,155, ,6.5, ,70.0, ,43.7, ,53.6, ,70, ,17, ,47, ,33.7, ,2.1, ,51.5, ,50.0, 
240,12/22/2021,356,0.07, ,0, ,215, ,7.0, ,71.0, ,39.1, ,54.2, ,84, ,19, ,49, ,35.5, ,2.3, ,55.5, ,50.6, 
240,12/23/2021,357,0.01, ,0.46, ,41, ,11.0, ,56.2, ,49.4,Y,52.5, ,100, ,55, ,82, ,47.1, ,5.7, ,135.7, ,51.8, 
240,12/24/2021,358,0.05, ,0.89, ,196, ,12.1, ,57.5, ,45.1, ,52.8, ,100, ,68, ,89, ,49.5, ,6.4, ,154.4, ,52.2, 
240,12/25/2021,359,0.04, ,0.02, ,169, ,10.8, ,56.7, ,45.5, ,49.1, ,100, ,72, ,91, ,46.5, ,5.2, ,125.8, ,52.5, 
240,12/26/2021,360,0.05, ,0.18, ,238, ,9.0, ,56.8, ,42.9, ,49.2, ,99, ,49, ,75, ,41.7, ,4.8, ,116.0, ,52.1, 
240,12/27/2021,361,0.03, ,0.10, ,147, ,8.6, ,51.2, ,33.3, ,43.5, ,100, ,61, ,89, ,40.5, ,4.7, ,112.5, ,51.2, 
240,12/28/2021,362,0.04, ,0.02, ,186, ,8.5, ,50.2, ,40.5, ,44.9, ,98, ,66, ,84, ,40.4, ,5.1, ,123.5, ,50.5, 
240,12/29/2021,363,0.03, ,0.06, ,159, ,9.7, ,52.0, ,37.4, ,46.1, ,100, ,69, ,91, ,43.6, ,5.7, ,137.2, ,49.9, 
240,12/30/2021,364,0.03, ,0.10, ,142, ,10.5, ,59.1, ,44.5, ,51.4, ,97, ,57, ,81, ,45.8, ,4.4, ,105.6, ,50.7, 
240,12/31/2021,365,0.04, ,0.06,H,202, ,10.0, ,61.2, ,42.3, ,49.7, ,99, ,61, ,82, ,44.6, ,4.6, ,109.8, ,51.2, 
