146,7/1/2022,182,0.29, ,0, ,707, ,9.8, ,98.0, ,59.9, ,79.4, ,53, ,16, ,29, ,44.1, ,3.9, ,93.7, ,80.6, 
146,7/2/2022,183,0.31, ,0, ,733, ,9.7, ,94.0, ,59.5, ,77.9, ,56, ,17, ,30, ,43.6, ,5.2, ,125.4, ,80.4, 
146,7/3/2022,184,0.26, ,0, ,717, ,10.9, ,88.4, ,54.3, ,72.2, ,67, ,24, ,40, ,46.8, ,3.7, ,89.4, ,80.0, 
146,7/4/2022,185,0.26, ,0, ,711, ,10.6, ,88.6, ,54.7, ,72.8, ,64, ,23, ,38, ,46.0, ,3.4, ,82.7, ,80.1, 
146,7/5/2022,186,0.28, ,0, ,702, ,15.8, ,91.2, ,64.2, ,77.3, ,69, ,35, ,49, ,56.8, ,5.1, ,122.8, ,81.4, 
146,7/6/2022,187,0.26, ,0, ,687, ,16.2, ,91.0, ,62.7, ,76.4, ,77, ,35, ,52, ,57.6, ,4.5, ,107.9, ,80.5, 
146,7/7/2022,188,0.26, ,0, ,714, ,15.8, ,92.3, ,62.8, ,76.4, ,72, ,33, ,51, ,56.9, ,3.4, ,82.3, ,81.2, 
146,7/8/2022,189,0.29, ,0, ,712, ,13.8, ,97.4, ,63.0, ,81.2, ,60, ,25, ,38, ,53.2, ,4.0, ,96.7, ,81.6, 
146,7/9/2022,190,0.28, ,0, ,718, ,14.8, ,96.7, ,63.8, ,80.6, ,63, ,26, ,42, ,55.1, ,3.5, ,83.6, ,81.7, 
146,7/10/2022,191,0.28, ,0, ,722, ,14.0, ,98.0, ,63.2, ,80.9, ,65, ,22, ,39, ,53.5, ,3.4, ,80.7, ,81.4, 
146,7/11/2022,192,0.29, ,0, ,707, ,14.3, ,101.4, ,64.5, ,83.8, ,55, ,22, ,36, ,54.1, ,3.7, ,88.9, ,81.6, 
146,7/12/2022,193,0.32, ,0, ,705, ,13.5, ,101.7, ,63.5, ,84.2, ,72, ,16, ,34, ,52.5, ,4.8, ,114.4, ,81.5, 
146,7/13/2022,194,0.29, ,0, ,712, ,13.7, ,99.0, ,62.3, ,81.4, ,62, ,24, ,37, ,53.0, ,3.6, ,86.7, ,81.2, 
146,7/14/2022,195,0.28, ,0, ,688, ,16.4, ,103.2, ,65.3, ,84.0, ,64, ,23, ,41, ,57.8, ,3.1, ,75.3, ,81.6, 
146,7/15/2022,196,0.28, ,0, ,694, ,15.4, ,103.4, ,66.1, ,84.4, ,65, ,21, ,38, ,56.2, ,2.9, ,70.1, ,82.2, 
146,7/16/2022,197,0.29, ,0, ,696, ,15.1, ,104.6, ,65.9, ,85.1, ,62, ,19, ,37, ,55.7, ,3.3, ,79.5, ,82.8, 
146,7/17/2022,198,0.32, ,0, ,672, ,14.0, ,108.4,Y,65.9, ,88.2, ,66, ,20, ,31, ,53.5, ,4.3, ,103.7, ,82.4, 
146,7/18/2022,199,0.24, ,0, ,504, ,13.9, ,97.7, ,69.3, ,82.3, ,57, ,28, ,37, ,53.3, ,4.3, ,103.4, ,81.8, 
146,7/19/2022,200,0.30, ,0, ,692, ,12.9, ,104.0, ,67.0, ,86.0, ,54, ,19, ,30, ,51.3, ,3.6, ,85.4, ,81.4, 
146,7/20/2022,201,0.30, ,0, ,698, ,12.8, ,103.9, ,65.1, ,85.5, ,54, ,17, ,31, ,51.0, ,3.8, ,91.9, ,81.4, 
146,7/21/2022,202,0.30, ,0, ,699, ,12.9, ,103.7, ,66.3, ,84.7, ,50, ,18, ,32, ,51.2, ,3.4, ,81.0, ,81.3, 
146,7/22/2022,203,0.29, ,0, ,705, ,11.3, ,102.0, ,65.4, ,82.9, ,54, ,14, ,29, ,47.8, ,3.3, ,79.2, ,80.5, 
146,7/23/2022,204,0.30, ,0, ,706, ,10.1, ,101.2, ,63.2, ,83.1, ,48, ,15, ,26, ,44.9, ,4.0, ,97.1, ,80.1, 
146,7/24/2022,205,0.30, ,0, ,702, ,10.4, ,103.2, ,62.5, ,81.2, ,49, ,15, ,29, ,45.5, ,4.1, ,97.9, ,79.7, 
146,7/25/2022,206,0.30, ,0, ,696, ,11.4, ,100.8, ,58.2, ,80.3, ,60, ,20, ,32, ,48.0, ,4.3, ,104.1, ,78.0, 
146,7/26/2022,207,0.30, ,0, ,689, ,11.2, ,102.1, ,62.8, ,82.6, ,56, ,20, ,30, ,47.6, ,4.4, ,106.5, ,78.5, 
146,7/27/2022,208,0.28, ,0, ,669, ,13.0, ,100.6, ,64.6, ,82.4, ,50, ,21, ,34, ,51.5, ,3.3, ,78.2, ,79.0, 
146,7/28/2022,209,0.28, ,0, ,640, ,14.1, ,102.5, ,67.4, ,85.5, ,56, ,18, ,34, ,53.6, ,3.3, ,79.2, ,79.9, 
146,7/29/2022,210,0.29, ,0, ,655, ,14.4, ,103.8, ,67.7, ,86.2, ,64, ,21, ,34, ,54.2, ,3.6, ,86.5, ,80.6, 
146,7/30/2022,211,0.30, ,0, ,626, ,14.0, ,101.0, ,71.4, ,84.6, ,56, ,21, ,35, ,53.6, ,4.8, ,114.2, ,80.8, 
146,7/31/2022,212,0.18, ,0, ,353, ,15.2, ,95.4, ,72.2,Y,83.7, ,49, ,29, ,38, ,55.7, ,4.4, ,105.1, ,79.8, 
