173,7/1/2022,182,0.20, ,0.06, ,687, ,19.0, ,69.9, ,64.4, ,66.5, ,90, ,80, ,86, ,62.1, ,4.3, ,102.1, ,72.9, 
173,7/2/2022,183,0.21, ,0.01,H,710, ,17.9, ,69.0, ,62.5, ,65.5, ,90, ,78, ,83, ,60.4, ,4.3, ,104.2, ,72.5, 
173,7/3/2022,184,0.20, ,0.09, ,679, ,16.0, ,68.3, ,62.0, ,64.7, ,83, ,73, ,77, ,57.2, ,4.7, ,114.0, ,72.1, 
173,7/4/2022,185,0.22, ,0.01, ,724, ,16.1, ,67.3, ,61.6, ,64.2, ,86, ,74, ,79, ,57.4, ,4.7, ,113.1, ,71.8, 
173,7/5/2022,186,0.20, ,0.03, ,640, ,17.6, ,68.8, ,62.2, ,65.9, ,87, ,75, ,81, ,59.9, ,4.7, ,112.0, ,71.6, 
173,7/6/2022,187,0.08, ,0.02, ,297, ,18.7, ,68.3, ,63.5, ,65.5, ,90, ,82, ,87, ,61.6, ,4.9, ,116.9, ,71.1, 
173,7/7/2022,188,0.12, ,0.01, ,430, ,18.3, ,68.3, ,63.1, ,65.2, ,90, ,81, ,86, ,61.0, ,4.1, ,98.7, ,71.1, 
173,7/8/2022,189,0.19, ,0.06, ,646, ,18.0, ,69.4, ,63.1, ,65.2, ,89, ,79, ,85, ,60.5, ,4.0, ,95.6, ,71.7, 
173,7/9/2022,190,0.20, ,0.05, ,669, ,18.4, ,68.6, ,61.9, ,64.8, ,93, ,82, ,88, ,61.1, ,4.5, ,108.6, ,71.9, 
173,7/10/2022,191,0.17, ,0.04, ,583, ,18.3, ,67.3, ,61.0, ,64.1, ,93, ,85, ,90, ,61.0, ,4.1, ,97.2, ,71.9, 
173,7/11/2022,192,0.08, ,0.00, ,322, ,17.8, ,66.8, ,62.4, ,63.6, ,93, ,84, ,89, ,60.2, ,3.9, ,93.5, ,71.4, 
173,7/12/2022,193,0.18, ,0.04, ,636, ,16.7, ,67.6, ,61.4, ,63.6, ,89, ,77, ,83, ,58.5, ,4.4, ,105.6, ,71.2, 
173,7/13/2022,194,0.15, ,0, ,490, ,17.2, ,67.4, ,61.2, ,64.1, ,88, ,81, ,84, ,59.2, ,4.9, ,117.5, ,70.8, 
173,7/14/2022,195,0.13, ,0.04, ,442, ,17.6, ,68.3, ,62.8, ,64.6, ,89, ,79, ,85, ,59.9, ,3.9, ,94.0, ,71.3, 
173,7/15/2022,196,0.12, ,0.03, ,429, ,18.4, ,67.4, ,62.2, ,64.3, ,92, ,86, ,89, ,61.2, ,3.6, ,86.6, ,71.4, 
173,7/16/2022,197,0.08, ,0.01, ,314, ,18.9, ,67.4, ,62.6, ,64.1, ,94, ,89, ,93, ,61.9, ,3.5, ,85.0, ,71.4, 
173,7/17/2022,198,0.10, ,0.00, ,389, ,19.2, ,68.6, ,62.8, ,64.8, ,95, ,86, ,92, ,62.4, ,4.1, ,99.5, ,71.3, 
173,7/18/2022,199,0.19, ,0, ,635, ,19.3, ,69.6, ,62.8, ,65.7, ,93, ,84, ,89, ,62.5, ,3.6, ,87.2, ,71.8, 
173,7/19/2022,200,0.18, ,0, ,592, ,20.0, ,70.9, ,62.9, ,66.6, ,94, ,84, ,90, ,63.5, ,3.8, ,90.7, ,72.2, 
173,7/20/2022,201,0.18, ,0.02, ,583, ,20.1, ,71.5, ,64.7, ,67.3, ,94, ,81, ,88, ,63.7, ,3.5, ,84.5, ,72.5, 
173,7/21/2022,202,0.17, ,0.04, ,595, ,19.6, ,70.7, ,62.6, ,66.3, ,94, ,83, ,89, ,62.9, ,3.7, ,89.0, ,72.6, 
173,7/22/2022,203,0.20, ,0.03,H,676, ,18.2, ,69.4, ,62.1, ,65.4, ,93, ,78, ,85, ,60.7, ,4.3, ,103.8, ,72.0, 
173,7/23/2022,204,0.18, ,0.02, ,590, ,18.2, ,70.0, ,62.8, ,65.7, ,89, ,78, ,84, ,60.8, ,4.7, ,112.6, ,72.2, 
173,7/24/2022,205,0.15, ,0.04, ,507, ,18.5, ,69.6, ,63.5, ,66.3, ,90, ,79, ,84, ,61.3, ,4.0, ,96.9, ,72.3, 
173,7/25/2022,206,0.08, ,0.06, ,308, ,19.0, ,68.0, ,64.2, ,65.7, ,90, ,86, ,88, ,62.0, ,3.6, ,85.5, ,72.1, 
173,7/26/2022,207,0.19, ,0, ,624, ,18.8, ,69.9, ,63.7, ,66.4, ,90, ,79, ,85, ,61.7, ,4.3, ,103.1, ,72.2, 
173,7/27/2022,208,0.19, ,0.05, ,635, ,18.8, ,70.6, ,64.2, ,67.0, ,90, ,79, ,83, ,61.8, ,4.4, ,106.2, ,72.8, 
173,7/28/2022,209,0.16, ,0, ,589, ,19.2, ,71.5, ,65.4, ,68.6, ,91, ,77, ,81, ,62.4, ,4.8, ,116.0, ,73.7, 
173,7/29/2022,210,0.20, ,0.07, ,630, ,18.9, ,73.1, ,65.5, ,68.7, ,85, ,72, ,79, ,61.9, ,4.3, ,103.9, ,73.0, 
173,7/30/2022,211,0.18, ,0.05, ,578, ,20.1, ,73.5, ,65.9, ,69.5, ,86, ,77, ,82, ,63.7, ,3.7, ,89.9, ,73.3, 
173,7/31/2022,212,0.16, ,0, ,502, ,21.4, ,74.2, ,67.9, ,70.6, ,87, ,80, ,84, ,65.4, ,3.5, ,85.0, ,73.7, 
