193,7/1/2022,182,0.09, ,0, ,364, ,13.5, ,59.0, ,53.2, ,55.3, ,96, ,84, ,91, ,52.6, ,6.8, ,163.0, ,64.3, 
193,7/2/2022,183,0.14, ,0, ,511, ,14.1, ,60.2, ,54.0, ,56.0, ,98, ,85, ,92, ,53.6, ,6.7, ,159.7, ,64.2, 
193,7/3/2022,184,0.15, ,0, ,576, ,13.7, ,61.1, ,53.2, ,56.5, ,96, ,78, ,88, ,53.0, ,6.2, ,149.6, ,64.3, 
193,7/4/2022,185,0.15, ,0, ,509, ,15.8, ,66.3, ,49.4, ,59.8, ,98, ,74, ,90, ,56.9, ,4.5, ,109.0, ,64.6, 
193,7/5/2022,186,0.16, ,0, ,558, ,17.6,R,66.2, ,57.9, ,61.3,Y,100, ,84, ,--,R,--,I,5.5, ,132.3, ,65.3, 
193,7/6/2022,187,0.18, ,0, ,621, ,16.9,Y,65.5, ,56.8, ,60.9, ,99, ,82, ,93,Y,58.7,Y,5.3, ,126.4, ,65.9, 
193,7/7/2022,188,0.19, ,0, ,680, ,15.3, ,62.2, ,54.8, ,58.6, ,97, ,83, ,91, ,56.0, ,6.9, ,166.0, ,66.1, 
193,7/8/2022,189,0.17, ,0, ,615, ,15.2, ,61.3, ,55.0, ,57.7, ,98, ,87, ,93, ,55.7, ,6.8, ,163.1, ,66.0, 
193,7/9/2022,190,0.12, ,0, ,460, ,15.2, ,62.2, ,54.1, ,57.5, ,100, ,85, ,94, ,55.9, ,5.3, ,126.5, ,65.7, 
193,7/10/2022,191,0.09, ,0, ,358, ,15.0, ,60.1, ,53.3, ,56.0, ,100, ,91, ,98, ,55.5, ,6.2, ,149.5, ,65.5, 
193,7/11/2022,192,0.12, ,0.01, ,449, ,15.5, ,61.8, ,52.7, ,56.9, ,100, ,90, ,98, ,56.3, ,5.9, ,140.7, ,65.0, 
193,7/12/2022,193,0.13, ,0.02, ,468, ,16.2, ,63.9, ,56.7, ,59.0, ,100, ,86, ,95, ,57.5, ,6.6, ,157.4, ,65.0, 
193,7/13/2022,194,0.17, ,0, ,590, ,15.9, ,65.2, ,56.2, ,60.0, ,98, ,83, ,90, ,57.1, ,5.0, ,119.4, ,65.2, 
193,7/14/2022,195,0.13, ,0, ,498, ,15.0, ,61.6, ,55.7, ,57.9, ,99, ,83, ,92, ,55.4, ,7.2, ,173.1, ,65.7, 
193,7/15/2022,196,0.14, ,0, ,530, ,14.5, ,60.6, ,53.5, ,56.6, ,100, ,86, ,93, ,54.5, ,8.1, ,195.1, ,65.6, 
193,7/16/2022,197,0.11, ,0, ,446, ,14.4, ,58.4, ,52.3, ,54.8, ,100, ,91, ,98, ,54.3, ,6.7, ,160.3, ,65.3, 
193,7/17/2022,198,0.09, ,0, ,365, ,14.3, ,58.0, ,53.3, ,55.4, ,100, ,90, ,95, ,54.1, ,6.2, ,148.6, ,64.8, 
193,7/18/2022,199,0.17, ,0, ,649, ,14.5, ,60.7, ,52.2, ,56.5, ,98, ,88, ,93, ,54.5, ,5.5, ,131.3, ,64.4, 
193,7/19/2022,200,0.09, ,0, ,364, ,14.5, ,58.7, ,53.4, ,55.5, ,100, ,90, ,96, ,54.5, ,6.1, ,145.3, ,64.7, 
193,7/20/2022,201,0.12,R,0, ,375, ,195.9,S,--,S,--,S,--,S,100,H,100,H,--,Q,--,Q,6.7, ,159.9, ,64.5, 
193,7/21/2022,202,0.10,H,0,R,480, ,13.7,H,58.0, ,52.6, ,55.0,H,99,H,88,H,93, ,53.0, ,7.4, ,178.0, ,64.3, 
193,7/22/2022,203,0.15, ,0, ,586, ,13.6, ,59.8, ,51.8, ,55.4, ,99, ,82, ,91, ,52.8, ,6.7, ,159.8, ,64.2, 
193,7/23/2022,204,0.09, ,0, ,366, ,13.4, ,58.9, ,51.6, ,54.5, ,98, ,85, ,92, ,52.3, ,6.4, ,154.4, ,64.4, 
193,7/24/2022,205,0.08, ,0.01, ,335, ,13.6, ,58.4, ,51.5, ,54.6, ,99, ,87, ,94, ,52.8, ,5.4, ,129.2, ,64.1, 
193,7/25/2022,206,0.12, ,0.01, ,443, ,14.3, ,61.1, ,52.7, ,56.7, ,99, ,82, ,91, ,54.0, ,4.9, ,116.7, ,64.0, 
193,7/26/2022,207,0.14, ,0, ,483, ,14.6, ,62.2, ,55.4, ,57.7, ,98, ,82, ,90, ,54.6, ,6.1, ,146.5, ,64.4, 
193,7/27/2022,208,0.14, ,0.02, ,511, ,14.7, ,61.9, ,53.4, ,56.8, ,99, ,83, ,93, ,54.9, ,4.2, ,99.8, ,64.9, 
193,7/28/2022,209,0.11, ,0, ,419, ,14.8, ,59.8, ,52.9, ,55.9, ,100, ,90, ,97, ,55.0, ,5.9, ,141.5, ,65.3, 
193,7/29/2022,210,0.13, ,0, ,493, ,15.4, ,62.1, ,54.8, ,57.6, ,99, ,88, ,95, ,56.1, ,5.9, ,142.5, ,65.2, 
193,7/30/2022,211,0.12,R,0, ,454, ,16.1, ,62.9, ,55.5, ,58.6, ,100, ,89, ,96, ,57.3, ,1.4, ,34.6, ,65.5, 
193,7/31/2022,212,0.08,R,0, ,338, ,16.2, ,62.8, ,56.3, ,58.7, ,100, ,90, ,96, ,57.5, ,1.0,I,24.0,I,65.7, 
