126,7/1/2022,182,0.22, ,0, ,689, ,12.1, ,76.0, ,49.7, ,60.9, ,88, ,41, ,67, ,49.6, ,3.8, ,91.9, ,71.4, 
126,7/2/2022,183,0.21, ,0, ,665, ,12.6, ,73.5, ,51.6, ,60.8, ,89, ,49, ,69, ,50.7, ,4.2, ,101.3, ,71.4, 
126,7/3/2022,184,0.21, ,0, ,650, ,12.0, ,72.6, ,52.6, ,61.4, ,81, ,47, ,64, ,49.3, ,4.8, ,114.1, ,71.6, 
126,7/4/2022,185,0.23, ,0, ,644, ,14.1, ,81.4, ,51.7, ,65.8, ,88, ,41, ,65, ,53.7, ,4.4, ,106.6, ,72.0, 
126,7/5/2022,186,0.24, ,0, ,694, ,16.7,Y,81.6, ,59.6, ,68.5, ,91, ,51, ,70,Y,58.4,Y,4.5, ,108.6, ,73.7, 
126,7/6/2022,187,0.22, ,0, ,626, ,14.9, ,78.2, ,57.1, ,65.7, ,93, ,48, ,69, ,55.3, ,4.8, ,115.1, ,74.2, 
126,7/7/2022,188,0.25, ,0, ,706, ,13.7, ,84.4, ,57.0, ,69.4, ,80, ,37, ,56, ,53.0, ,3.6, ,85.5, ,74.5, 
126,7/8/2022,189,0.26, ,0, ,725, ,12.9, ,86.5, ,55.6, ,69.5, ,82, ,31, ,52, ,51.2, ,3.7, ,87.9, ,75.6, 
126,7/9/2022,190,0.26, ,0, ,739, ,14.0, ,82.5, ,53.5, ,69.1, ,86, ,41, ,58, ,53.6, ,3.7, ,87.8, ,75.9, 
126,7/10/2022,191,0.26, ,0, ,742,R,13.3, ,87.0, ,54.1, ,69.5, ,80, ,32, ,54, ,52.2, ,3.4, ,82.4, ,76.5, 
126,7/11/2022,192,0.26, ,0, ,737, ,13.5, ,87.0, ,53.5, ,68.2, ,93, ,31, ,58, ,52.6, ,3.6, ,87.1, ,76.8, 
126,7/12/2022,193,0.22, ,0, ,676, ,14.9, ,78.7, ,56.0, ,63.9, ,94, ,46, ,73, ,55.2, ,3.9, ,94.3, ,76.6, 
126,7/13/2022,194,0.23, ,0, ,675, ,14.6, ,82.4, ,56.2, ,65.7, ,90, ,41, ,68, ,54.7, ,4.0, ,96.1, ,76.3, 
126,7/14/2022,195,0.24, ,0, ,697, ,14.1, ,84.3, ,53.0, ,66.8, ,98, ,35, ,63, ,53.7, ,3.3, ,80.4, ,76.2, 
126,7/15/2022,196,0.25, ,0, ,705, ,12.9, ,84.6, ,52.1, ,67.4, ,82, ,34, ,56, ,51.2, ,3.2, ,77.7, ,76.6, 
126,7/16/2022,197,0.26, ,0, ,714, ,13.0, ,90.3, ,54.0, ,70.2, ,87, ,28, ,52, ,51.6, ,3.2, ,75.9, ,77.3, 
126,7/17/2022,198,0.26, ,0, ,698, ,13.2, ,87.8, ,56.4, ,69.0, ,82, ,31, ,55, ,51.9, ,3.4, ,81.8, ,77.9, 
126,7/18/2022,199,0.26, ,0, ,676, ,12.5, ,90.4, ,56.4, ,72.3, ,80, ,25, ,46, ,50.5, ,3.5, ,82.9, ,78.0, 
126,7/19/2022,200,0.26, ,0, ,711, ,12.1, ,88.1, ,57.3, ,71.3, ,72, ,24, ,46, ,49.6, ,3.4, ,80.4, ,78.8, 
126,7/20/2022,201,0.25, ,0, ,718, ,12.5, ,87.9, ,54.1, ,66.9, ,83, ,28, ,56, ,50.5, ,3.2, ,77.1, ,78.4, 
126,7/21/2022,202,0.25, ,0, ,724, ,12.2, ,90.4, ,51.7, ,69.1, ,85, ,23, ,50, ,49.8, ,2.8, ,66.2, ,78.0, 
126,7/22/2022,203,0.26, ,0, ,718, ,11.3,Y,92.5, ,52.3, ,70.3, ,77, ,19, ,45,Y,47.8,Y,2.8, ,67.7, ,78.5, 
126,7/23/2022,204,0.24, ,0, ,735,R,12.2, ,80.6, ,51.5, ,62.9, ,91, ,34, ,62, ,49.8, ,3.8, ,90.5, ,78.2, 
126,7/24/2022,205,0.22, ,0, ,687, ,12.8, ,77.1, ,52.3, ,60.5, ,92, ,41, ,71, ,51.1, ,3.8, ,90.3, ,76.8, 
126,7/25/2022,206,0.22, ,0, ,672, ,13.3, ,77.3, ,54.0, ,62.2, ,91, ,43, ,70, ,52.2, ,3.7, ,89.2, ,76.3, 
126,7/26/2022,207,0.22, ,0, ,668, ,14.0, ,77.5, ,55.7, ,63.1, ,90, ,44, ,71, ,53.5, ,3.8, ,90.1, ,76.3, 
126,7/27/2022,208,0.23, ,0, ,674, ,14.0, ,82.4, ,56.2, ,65.1, ,91, ,37, ,66, ,53.5, ,3.5, ,83.1, ,76.6, 
126,7/28/2022,209,0.23, ,0, ,649, ,13.7, ,88.4, ,54.1, ,66.8, ,87, ,31, ,61, ,52.9, ,3.1, ,75.1, ,76.8, 
126,7/29/2022,210,0.23, ,0, ,673, ,15.0, ,80.6, ,55.9, ,65.3, ,88, ,47, ,70, ,55.5, ,3.8, ,90.8, ,76.1, 
126,7/30/2022,211,0.15, ,0, ,429, ,15.4, ,76.5, ,57.4, ,64.8, ,90, ,55, ,73, ,56.1, ,3.0, ,72.6, ,74.9, 
126,7/31/2022,212,0.18, ,0, ,480, ,15.4, ,82.7, ,57.6, ,68.4, ,88, ,42, ,65, ,56.1, ,3.2, ,76.7, ,74.5, 
