169,7/1/2022,182,0.29, ,0, ,709, ,13.2, ,96.8, ,58.3, ,77.8, ,74, ,17, ,41, ,52.0, ,4.4, ,106.1, ,88.9, 
169,7/2/2022,183,0.30, ,0, ,710, ,12.0, ,94.3, ,59.0, ,77.3, ,77, ,18, ,38, ,49.4, ,5.0,Y,119.4,Y,88.6, 
169,7/3/2022,184,0.27, ,0, ,704, ,12.0, ,87.7, ,55.8, ,72.0, ,79, ,23, ,45, ,49.4, ,4.4, ,106.6, ,87.5, 
169,7/4/2022,185,0.26, ,0, ,696, ,12.7, ,88.3, ,55.0, ,72.1, ,79, ,23, ,47, ,50.8, ,3.7, ,87.7, ,86.5, 
169,7/5/2022,186,0.27, ,0, ,681, ,17.0, ,92.6, ,60.0, ,76.9, ,88, ,31, ,54, ,58.9, ,4.0, ,95.8, ,87.4, 
169,7/6/2022,187,0.26, ,0, ,680, ,18.4, ,90.3, ,62.6, ,76.6, ,86, ,40, ,59, ,61.1, ,4.1, ,97.6, ,88.4, 
169,7/7/2022,188,0.26, ,0, ,685, ,18.6, ,93.2, ,62.3, ,77.6, ,83, ,36, ,58, ,61.5, ,3.9, ,94.2, ,88.9, 
169,7/8/2022,189,0.28, ,0, ,683, ,18.3, ,97.7, ,63.5, ,80.5, ,84, ,30, ,51, ,61.0, ,3.9, ,93.2, ,89.6, 
169,7/9/2022,190,0.29, ,0, ,688, ,16.8, ,96.6, ,64.2, ,80.0, ,75, ,29, ,48, ,58.5, ,4.5, ,107.5, ,90.0, 
169,7/10/2022,191,0.28, ,0, ,695, ,16.5, ,98.4, ,61.5, ,80.0, ,84, ,23, ,47, ,58.0, ,4.0, ,96.7, ,89.8, 
169,7/11/2022,192,0.30, ,0, ,693, ,16.6, ,102.7, ,65.0, ,84.2, ,77, ,20, ,41, ,58.2, ,3.8, ,91.6, ,90.6, 
169,7/12/2022,193,0.31, ,0, ,678, ,14.8, ,102.3, ,67.8, ,85.3, ,59, ,21, ,36, ,55.0, ,4.8,Y,115.6,Y,91.5, 
169,7/13/2022,194,0.30, ,0, ,689, ,16.2, ,99.9, ,65.0, ,82.3, ,74, ,24, ,43, ,57.6, ,4.5, ,108.0, ,91.5, 
169,7/14/2022,195,0.29, ,0, ,657, ,18.8, ,101.8, ,64.3, ,83.5, ,83, ,25, ,48, ,61.7, ,4.3, ,103.0, ,91.3, 
169,7/15/2022,196,0.29, ,0, ,656, ,18.4, ,103.1, ,68.2, ,85.5, ,80, ,23, ,44, ,61.1, ,4.3, ,102.8, ,92.2, 
169,7/16/2022,197,0.30, ,0, ,659, ,18.9, ,105.6, ,69.1, ,86.9, ,75, ,18, ,43, ,61.8, ,4.1, ,98.0, ,93.0, 
169,7/17/2022,198,0.30, ,0, ,649, ,19.1, ,108.2,Y,71.9, ,89.5, ,75, ,18, ,40, ,62.1, ,3.7, ,89.3, ,94.0, 
169,7/18/2022,199,0.25, ,0, ,523, ,16.3, ,104.8, ,70.0, ,86.5, ,65, ,18, ,38, ,57.7, ,4.2, ,100.9, ,93.2, 
169,7/19/2022,200,0.31, ,0, ,660, ,15.1, ,103.7, ,68.8, ,86.1, ,67, ,19, ,35, ,55.6, ,4.5,Y,108.6,Y,92.8, 
169,7/20/2022,201,0.30, ,0, ,671, ,14.8, ,104.2, ,67.0, ,85.6, ,68, ,16, ,35, ,55.1, ,4.1, ,98.0, ,93.0, 
169,7/21/2022,202,0.30, ,0, ,672, ,13.6, ,103.2, ,65.6, ,83.9, ,66, ,15, ,34, ,52.8, ,4.2, ,101.2, ,92.9, 
169,7/22/2022,203,0.29, ,0, ,677, ,13.8, ,101.9, ,62.9, ,81.5, ,69, ,15, ,38, ,53.1, ,4.1, ,98.5, ,91.9, 
169,7/23/2022,204,0.28, ,0, ,659, ,12.3, ,100.1, ,60.2, ,81.1, ,73, ,13, ,34, ,50.1, ,3.6, ,87.2, ,91.3, 
169,7/24/2022,205,0.30, ,0, ,662, ,13.6, ,102.6, ,62.6, ,82.2, ,64, ,14, ,36, ,52.7, ,4.1, ,97.7, ,91.1, 
169,7/25/2022,206,0.29, ,0, ,635, ,14.2, ,101.4, ,64.5, ,82.8, ,61, ,21, ,37, ,54.0, ,4.2, ,101.3, ,91.3, 
169,7/26/2022,207,0.30, ,0, ,649, ,14.9, ,101.0, ,66.7, ,84.0, ,61, ,18, ,38, ,55.3, ,4.3, ,102.3, ,92.0, 
169,7/27/2022,208,0.29, ,0, ,642, ,15.6, ,99.4, ,65.2, ,83.5, ,70, ,22, ,40, ,56.5, ,4.3, ,102.3, ,92.0, 
169,7/28/2022,209,0.22, ,0, ,504, ,17.7, ,99.4, ,69.8, ,85.0, ,70, ,22, ,43, ,60.0, ,3.3, ,78.5, ,92.6, 
169,7/29/2022,210,0.27, ,0, ,625, ,19.1, ,103.6, ,66.7, ,86.0, ,82, ,20, ,45, ,62.2, ,3.5, ,84.1, ,92.8, 
169,7/30/2022,211,0.28, ,0, ,596, ,19.4, ,103.0, ,71.7, ,87.7, ,69, ,24, ,43, ,62.6, ,4.1, ,99.4, ,94.0, 
169,7/31/2022,212,0.20, ,0, ,411, ,19.9, ,100.4, ,75.9,Y,85.9, ,73, ,25, ,47, ,63.3, ,4.2, ,101.4, ,93.9, 
