12,7/1/2022,182,0.25, ,0, ,713, ,15.6, ,87.4, ,55.9, ,71.6, ,93, ,32, ,59, ,56.6, ,3.0, ,72.8, ,75.9, 
12,7/2/2022,183,0.24, ,0, ,691, ,14.8, ,79.8, ,54.4, ,67.6, ,91, ,47, ,64, ,55.1, ,5.1, ,123.1, ,75.6, 
12,7/3/2022,184,0.19, ,0, ,569, ,14.3, ,76.9, ,55.5, ,65.4, ,88, ,47, ,67, ,54.0, ,4.2, ,102.0, ,74.8, 
12,7/4/2022,185,0.20, ,0, ,572, ,15.4, ,82.2, ,54.8, ,68.9, ,89, ,44, ,64, ,56.2, ,3.0, ,72.4, ,74.3, 
12,7/5/2022,186,0.22, ,0, ,576, ,18.3, ,86.4, ,68.0, ,75.4, ,77, ,43, ,61, ,61.0, ,4.3, ,102.0, ,75.2, 
12,7/6/2022,187,0.24, ,0, ,683, ,16.3, ,83.5, ,60.7, ,71.6, ,85, ,43, ,62, ,57.7, ,4.2, ,101.5, ,75.4, 
12,7/7/2022,188,0.24, ,0, ,689, ,16.2, ,86.3, ,56.8, ,70.9, ,94, ,35, ,63, ,57.6, ,2.7, ,64.1, ,75.1, 
12,7/8/2022,189,0.26, ,0, ,687, ,15.6, ,91.0, ,56.3, ,75.7, ,96, ,28, ,51, ,56.5, ,2.6, ,63.1, ,74.9, 
12,7/9/2022,190,0.25, ,0, ,689, ,16.9, ,90.4, ,58.0, ,74.2, ,90, ,35, ,58, ,58.7, ,2.8, ,67.7, ,75.2, 
12,7/10/2022,191,0.26,R,0, ,692, ,16.3, ,97.7, ,56.8, ,77.2, ,96, ,25, ,51, ,57.8, ,2.2, ,53.3, ,75.0, 
12,7/11/2022,192,0.28, ,0, ,678, ,17.1, ,99.3, ,64.8, ,82.8, ,75, ,24, ,45, ,59.1, ,2.8, ,67.5, ,75.5, 
12,7/12/2022,193,0.27, ,0, ,687, ,17.4, ,96.8, ,62.8, ,80.6, ,89, ,29, ,49, ,59.6, ,3.1, ,74.9, ,76.5, 
12,7/13/2022,194,0.25, ,0, ,965,R,17.7, ,89.9, ,62.2, ,77.3, ,82, ,37, ,55, ,60.0, ,3.3, ,78.1, ,78.1, 
12,7/14/2022,195,0.27, ,0, ,694, ,16.7, ,95.6, ,56.4, ,77.3, ,97, ,25, ,52, ,58.4, ,2.7, ,64.8, ,77.7, 
12,7/15/2022,196,0.26, ,0, ,706, ,15.7, ,96.8, ,58.2, ,77.2, ,88, ,23, ,49, ,56.8, ,2.4, ,58.5, ,78.2, 
12,7/16/2022,197,0.26, ,0, ,702, ,16.5, ,97.8, ,56.1, ,78.0, ,93, ,25, ,51, ,58.1, ,2.1, ,50.5, ,79.1, 
12,7/17/2022,198,0.29, ,0, ,690, ,14.8, ,99.2, ,62.9, ,83.0, ,78, ,19, ,38, ,55.0, ,3.2, ,76.3, ,80.4, 
12,7/18/2022,199,0.29, ,0, ,688, ,14.1, ,97.2, ,62.3, ,81.3, ,80, ,22, ,39, ,53.7, ,3.5, ,83.3, ,79.8, 
12,7/19/2022,200,0.27, ,0, ,703, ,13.1, ,97.7, ,58.7, ,80.0, ,86, ,20, ,37, ,51.7, ,2.8, ,67.3, ,79.2, 
12,7/20/2022,201,0.27,R,0, ,704, ,14.4, ,97.3, ,55.7, ,78.9, ,92, ,24, ,43, ,54.4, ,2.4, ,57.4, ,78.7, 
12,7/21/2022,202,0.26, ,0, ,696, ,15.6, ,96.3, ,57.7, ,79.4, ,92, ,27, ,46, ,56.5, ,3.0, ,71.7, ,78.5, 
12,7/22/2022,203,0.26, ,0, ,705, ,14.5, ,94.2, ,58.7, ,77.1, ,80, ,29, ,46, ,54.5, ,2.9, ,69.3, ,78.7, 
12,7/23/2022,204,0.25, ,0, ,710, ,14.9, ,94.3, ,54.8, ,75.2, ,86, ,26, ,50, ,55.3, ,2.1, ,49.9, ,78.6, 
12,7/24/2022,205,0.24, ,0, ,698, ,16.8, ,95.6, ,56.4, ,76.0, ,95, ,27, ,55, ,58.6, ,1.9, ,44.9, ,78.0, 
12,7/25/2022,206,0.24, ,0, ,648, ,17.7, ,94.2, ,58.8, ,76.9, ,93, ,34, ,56, ,60.1, ,2.6, ,62.9, ,77.9, 
12,7/26/2022,207,0.17, ,0, ,478, ,18.6, ,89.9, ,62.5, ,74.7, ,87, ,47, ,63, ,61.4, ,2.3, ,55.8, ,77.7, 
12,7/27/2022,208,0.23, ,0, ,635, ,18.2, ,94.6, ,61.2, ,78.0, ,81, ,34, ,56, ,60.9, ,2.4, ,57.9, ,77.4, 
12,7/28/2022,209,0.23, ,0, ,632, ,19.1, ,93.7, ,60.7, ,78.0, ,90, ,40, ,59, ,62.3, ,2.3, ,55.9, ,77.8, 
12,7/29/2022,210,0.22, ,0, ,596, ,20.8, ,95.7, ,62.2, ,77.8, ,96, ,42, ,64, ,64.7, ,2.5, ,60.1, ,77.8, 
12,7/30/2022,211,0.21, ,0, ,571, ,21.1, ,93.4, ,66.2, ,77.5, ,84, ,43, ,66, ,65.0, ,2.9, ,69.0, ,78.1, 
12,7/31/2022,212,0.15, ,0, ,419, ,20.9, ,85.1, ,67.1, ,76.1, ,82, ,56, ,68, ,64.8, ,3.0, ,70.8, ,77.8, 
