43,7/1/2022,182,0.29, ,0, ,770,R,8.2, ,82.9, ,40.4, ,64.4, ,87, ,20, ,40, ,39.4, ,5.0, ,119.6, ,60.3,Y
43,7/2/2022,183,0.29, ,0, ,747, ,9.1, ,81.2, ,39.3, ,63.1, ,91, ,22, ,46, ,42.1, ,6.0, ,144.1, ,60.1,Y
43,7/3/2022,184,0.21, ,0, ,544, ,9.9, ,71.3, ,38.3, ,59.3, ,95, ,38, ,58, ,44.4, ,6.0, ,145.0, ,59.9,Y
43,7/4/2022,185,0.22, ,0, ,637, ,11.7, ,75.4, ,50.4, ,62.3, ,88, ,41, ,61, ,48.7, ,4.4, ,105.7, ,60.3,Y
43,7/5/2022,186,0.19, ,0, ,517, ,12.8, ,75.5, ,45.0, ,61.8, ,96, ,49, ,68, ,51.1, ,4.7, ,112.2, ,60.5,Y
43,7/6/2022,187,0.27, ,0, ,978,R,12.8, ,76.8, ,49.1, ,68.4, ,100, ,46, ,54, ,51.0, ,7.6,Y,182.4,Y,60.8,Y
43,7/7/2022,188,0.28, ,0, ,756, ,10.0, ,80.5, ,42.0, ,63.2, ,96, ,25, ,51, ,44.6, ,5.3, ,126.7, ,60.8,Y
43,7/8/2022,189,0.28, ,0, ,756, ,9.3, ,84.3, ,42.0, ,64.5, ,91, ,21, ,45, ,42.7, ,4.7, ,111.9, ,60.8,Y
43,7/9/2022,190,0.29, ,0, ,758, ,9.3, ,84.2, ,40.6, ,65.5, ,97, ,21, ,43, ,42.6, ,5.2, ,124.9, ,61.0,Y
43,7/10/2022,191,0.29, ,0, ,743, ,10.8, ,93.9, ,45.4, ,71.2, ,91, ,19, ,41, ,46.6, ,4.1, ,97.9, ,61.5,Y
43,7/11/2022,192,0.30, ,0, ,733, ,10.6, ,99.3, ,48.3, ,76.6, ,87, ,13, ,34, ,46.1, ,4.2, ,100.9, ,62.7, 
43,7/12/2022,193,0.30, ,0, ,700, ,11.7, ,92.8, ,53.1, ,74.3, ,89, ,21, ,41, ,48.8, ,4.8, ,114.1, ,63.5, 
43,7/13/2022,194,0.31, ,0, ,737, ,10.4, ,89.0, ,51.8, ,70.7, ,78, ,19, ,41, ,45.6, ,6.0, ,144.3, ,63.5, 
43,7/14/2022,195,0.29, ,0, ,745, ,9.9, ,90.3, ,46.0, ,69.7, ,90, ,18, ,40, ,44.2, ,4.5, ,107.6, ,63.0, 
43,7/15/2022,196,0.30, ,0, ,743, ,9.4, ,92.5, ,45.6, ,70.6, ,78, ,16, ,37, ,43.0, ,4.5, ,108.2, ,63.1, 
43,7/16/2022,197,0.30, ,0, ,758,R,8.2, ,93.1, ,41.6, ,70.0, ,83, ,14, ,33, ,39.3, ,4.5, ,108.8, ,65.8, 
43,7/17/2022,198,0.32, ,0, ,733, ,9.0, ,91.6, ,47.4, ,72.2, ,75, ,14, ,33, ,41.7, ,5.8, ,138.9, ,69.4, 
43,7/18/2022,199,0.30, ,0, ,726, ,9.5, ,92.5, ,47.9, ,72.7, ,81, ,17, ,34, ,43.1, ,5.1, ,123.5, ,70.1, 
43,7/19/2022,200,0.30, ,0, ,739, ,9.5, ,92.4, ,48.5, ,71.2, ,82, ,17, ,36, ,43.1, ,5.0, ,119.2, ,70.4, 
43,7/20/2022,201,0.30, ,0, ,752,R,8.4, ,93.7, ,46.2, ,71.2, ,76, ,14, ,32, ,40.1, ,4.8, ,115.4, ,69.5, 
43,7/21/2022,202,0.30, ,0, ,746,R,8.5, ,94.6, ,46.0, ,71.6, ,78, ,13, ,32, ,40.5, ,4.9, ,118.2, ,68.0, 
43,7/22/2022,203,0.30, ,0, ,750,R,8.8, ,90.3, ,46.0, ,70.5, ,88, ,12, ,35, ,41.3, ,4.6, ,110.7, ,67.5, 
43,7/23/2022,204,0.27, ,0, ,744,R,9.2, ,94.2, ,43.8, ,70.3, ,86, ,10, ,36, ,42.4, ,3.3, ,80.3, ,67.1, 
43,7/24/2022,205,0.28, ,0, ,695, ,10.5, ,96.8, ,46.7, ,72.1, ,82, ,14, ,39, ,45.7, ,3.9, ,94.1, ,67.2, 
43,7/25/2022,206,0.29, ,0, ,690, ,10.4, ,100.0, ,49.4, ,74.4, ,87, ,13, ,36, ,45.6, ,4.3, ,102.8, ,67.4, 
43,7/26/2022,207,0.26, ,0, ,615, ,11.1, ,94.6, ,49.9, ,73.5, ,88, ,20, ,39, ,47.2, ,4.5, ,108.0, ,67.5, 
43,7/27/2022,208,0.28, ,0, ,679, ,12.8, ,100.3, ,58.5, ,79.1,Y,78, ,18, ,38,Y,51.2,Y,4.4, ,106.4, ,68.1, 
43,7/28/2022,209,0.28, ,0, ,691, ,13.1, ,104.4,Y,55.2, ,79.5,Y,96, ,13, ,38,Y,51.7,Y,3.5, ,82.9, ,68.6, 
43,7/29/2022,210,0.28, ,0, ,701, ,13.8, ,103.6,Y,56.0, ,80.0,Y,92, ,15, ,39,Y,53.2,Y,3.6, ,86.9, ,69.2, 
43,7/30/2022,211,0.24, ,0, ,565, ,15.4, ,98.6, ,56.8, ,77.4, ,87, ,22, ,48, ,56.2, ,4.4, ,105.0, ,69.4, 
43,7/31/2022,212,0.28,R,0, ,617, ,16.2,Y,92.9, ,65.8,R,79.6,Y,79, ,29, ,47,Y,57.6,Y,5.5, ,131.6, ,69.8, 
