195,7/1/2022,182,0.28, ,0, ,752,R,10.8, ,92.0, ,54.0, ,73.8, ,76, ,16, ,38, ,46.5, ,2.5, ,59.7, ,80.1, 
195,7/2/2022,183,0.26, ,0, ,744, ,12.1, ,83.1, ,53.4, ,67.8, ,75, ,30, ,52, ,49.7, ,3.1, ,73.8, ,79.9, 
195,7/3/2022,184,0.21, ,0, ,640, ,12.3, ,78.7,Y,54.4, ,64.2, ,85, ,36, ,60, ,50.1, ,3.0, ,72.6, ,79.3, 
195,7/4/2022,185,0.25, ,0, ,699, ,13.2, ,86.4, ,52.5, ,70.5, ,82, ,30, ,52, ,51.9, ,2.7, ,64.4, ,78.7, 
195,7/5/2022,186,0.25, ,0, ,682, ,16.1, ,88.6, ,64.7, ,74.7, ,78, ,37, ,55, ,57.5, ,2.8, ,68.1, ,79.1, 
195,7/6/2022,187,0.25, ,0, ,714, ,14.5, ,83.5, ,59.1, ,70.2, ,85, ,37, ,58, ,54.6, ,3.0, ,71.5, ,79.7, 
195,7/7/2022,188,0.26, ,0, ,725, ,13.1, ,90.5, ,56.0, ,73.0, ,91, ,22, ,47, ,51.6, ,2.5, ,60.1, ,79.6, 
195,7/8/2022,189,0.29, ,0.02,H,726, ,12.9, ,95.7, ,62.0, ,79.4, ,67, ,17, ,38, ,51.4, ,3.1, ,74.9, ,79.9, 
195,7/9/2022,190,0.28, ,0, ,734, ,12.3, ,94.3, ,61.0, ,77.5, ,66, ,18, ,38, ,50.1, ,2.7, ,64.7, ,80.4, 
195,7/10/2022,191,0.31, ,0, ,731, ,10.9, ,99.0, ,67.1, ,81.3, ,50, ,13, ,30, ,46.7, ,3.4, ,82.5, ,80.7, 
195,7/11/2022,192,0.31, ,0, ,704, ,12.6, ,103.1, ,72.8, ,86.5, ,44, ,16, ,29, ,50.7, ,3.6, ,87.5, ,81.2, 
195,7/12/2022,193,0.30, ,0, ,712, ,11.7, ,100.5, ,69.6, ,84.7, ,48, ,15, ,29, ,48.8, ,3.3, ,78.5, ,82.1, 
195,7/13/2022,194,0.27, ,0, ,721, ,11.6, ,94.4, ,63.2, ,78.0, ,56, ,20, ,36, ,48.6, ,2.7, ,63.8, ,82.4, 
195,7/14/2022,195,0.29, ,0, ,726, ,12.6, ,100.3, ,63.1, ,82.5, ,62, ,14, ,33, ,50.7, ,2.9, ,70.2, ,82.3, 
195,7/15/2022,196,0.30, ,0, ,724, ,11.4, ,101.1, ,65.1, ,83.5, ,52, ,12, ,29, ,48.0, ,3.0, ,71.3, ,82.6, 
195,7/16/2022,197,0.30, ,0, ,712, ,11.9, ,104.8, ,72.2, ,86.2, ,47, ,13, ,28, ,49.2, ,3.3, ,80.2, ,83.0, 
195,7/17/2022,198,0.31, ,0, ,697, ,9.8, ,105.1, ,75.9, ,89.3, ,39, ,9, ,21, ,44.0, ,3.3, ,78.4, ,83.5, 
195,7/18/2022,199,0.30, ,0, ,690, ,8.5, ,102.7, ,73.3, ,87.2, ,40, ,8, ,19, ,40.4, ,2.9, ,68.4, ,84.0, 
195,7/19/2022,200,0.30, ,0, ,717, ,8.1, ,103.2, ,72.8, ,86.8, ,33, ,10, ,19, ,39.1, ,2.9, ,70.3, ,84.3,Y
195,7/20/2022,201,0.30, ,0, ,718, ,9.7, ,103.7, ,71.0, ,85.8, ,40, ,8, ,23, ,43.7, ,3.2, ,76.7, ,84.5,Y
195,7/21/2022,202,0.30, ,0, ,729,R,10.3, ,102.3, ,72.1, ,85.2, ,38, ,13, ,25, ,45.3, ,3.4, ,81.9, ,84.6,Y
195,7/22/2022,203,0.30, ,0, ,728,R,7.9, ,101.6, ,62.7, ,82.8, ,44, ,10, ,21, ,38.5, ,2.9, ,70.7, ,84.7,Y
195,7/23/2022,204,0.30, ,0, ,740,R,8.6, ,100.9, ,60.0, ,81.3, ,43, ,9, ,23, ,40.5, ,3.1, ,73.7, ,84.4,Y
195,7/24/2022,205,0.30, ,0, ,692, ,9.5, ,102.3, ,63.1, ,82.9, ,41, ,12, ,25, ,43.3, ,3.3, ,78.2, ,84.3,Y
195,7/25/2022,206,0.29, ,0, ,668, ,12.1, ,99.8, ,69.5, ,82.7, ,47, ,17, ,32, ,49.6, ,3.4, ,82.1, ,84.4,Y
195,7/26/2022,207,0.25, ,0, ,586, ,11.8, ,96.9, ,69.7, ,82.0, ,46, ,16, ,32, ,48.8, ,3.0, ,70.9, ,84.5,Y
195,7/27/2022,208,0.25, ,0, ,582, ,13.1, ,97.2, ,67.4, ,81.7, ,52, ,22, ,35, ,51.7, ,3.0, ,71.5, ,84.4,Y
195,7/28/2022,209,0.28, ,0, ,672, ,14.4, ,100.8, ,65.6, ,83.6, ,62, ,19, ,37, ,54.3, ,3.0, ,71.9, ,84.4,Y
195,7/29/2022,210,0.27, ,0, ,662, ,16.1, ,100.0, ,63.5, ,81.9, ,71, ,25, ,43, ,57.4, ,2.7, ,64.7, ,84.7,Y
195,7/30/2022,211,0.26, ,0, ,665, ,16.9, ,97.5, ,66.5, ,81.4, ,72, ,27, ,46, ,58.8, ,2.7, ,64.5, ,85.0,Y
195,7/31/2022,212,0.16, ,0, ,396, ,17.2,Y,89.3, ,70.4, ,77.6, ,68, ,36, ,53,Y,59.2,Y,2.3, ,55.6, ,85.2,Y
