105,7/1/2022,182,0.30, ,0, ,619, ,9.4, ,97.6, ,57.8, ,77.7, ,61, ,15, ,29, ,43.0, ,6.2, ,148.6, ,90.8, 
105,7/2/2022,183,0.31, ,0, ,621, ,9.2, ,93.2, ,56.0, ,74.5, ,59, ,14, ,32, ,42.5, ,7.9, ,190.3, ,90.4, 
105,7/3/2022,184,0.27, ,0, ,610, ,10.1, ,86.3, ,52.4, ,70.5, ,68, ,25, ,39, ,44.7, ,6.9, ,166.7, ,89.4, 
105,7/4/2022,185,0.27, ,0, ,591, ,11.3, ,91.0, ,55.3, ,74.2, ,59, ,26, ,39, ,47.7, ,6.1, ,147.2, ,89.0, 
105,7/5/2022,186,0.24, ,0, ,517, ,15.5, ,92.8, ,64.8, ,78.4, ,70, ,33, ,47, ,56.4, ,7.3, ,174.4, ,89.8, 
105,7/6/2022,187,0.27, ,0, ,590, ,15.1, ,90.7, ,62.6, ,75.4, ,73, ,34, ,50, ,55.6, ,8.1, ,195.1, ,89.7, 
105,7/7/2022,188,0.28, ,0, ,765,R,13.8, ,94.1, ,71.1, ,85.3, ,70, ,28, ,33, ,53.2, ,6.7, ,161.3, ,92.2, 
105,7/8/2022,189,0.30, ,0, ,606, ,12.4, ,99.3, ,61.1, ,81.7, ,54, ,22, ,34, ,50.3, ,6.0, ,143.2, ,90.8, 
105,7/9/2022,190,0.33, ,0, ,640, ,12.2, ,98.3, ,66.3, ,81.6, ,55, ,20, ,33, ,49.9, ,7.5, ,179.5, ,91.7, 
105,7/10/2022,191,0.31, ,0, ,651, ,11.0, ,99.8, ,62.7, ,82.4, ,58, ,16, ,29, ,47.0, ,5.8, ,139.4, ,92.1, 
105,7/11/2022,192,0.32, ,0, ,642, ,10.1, ,105.6, ,65.0, ,87.7, ,45, ,13, ,23, ,44.9, ,4.9, ,117.8, ,93.3,Y
105,7/12/2022,193,0.34, ,0, ,627, ,11.6, ,103.8, ,71.8, ,86.5, ,43, ,16, ,27, ,48.4, ,7.2, ,173.3, ,93.7,Y
105,7/13/2022,194,0.30, ,0, ,631, ,13.6, ,98.7, ,63.7, ,81.2, ,63, ,22, ,37, ,52.7, ,6.6, ,158.1, ,93.5, 
105,7/14/2022,195,0.32, ,0, ,630, ,13.0, ,103.7, ,62.8, ,84.3, ,63, ,16, ,32, ,51.5, ,6.3, ,150.7, ,93.4, 
105,7/15/2022,196,0.34, ,0, ,623, ,9.6, ,104.1, ,66.7, ,85.0, ,39, ,12, ,23, ,43.6, ,7.0, ,167.9, ,93.0, 
105,7/16/2022,197,0.33, ,0, ,625, ,10.4, ,106.5, ,65.9, ,88.1, ,49, ,12, ,23, ,45.5, ,5.6, ,133.2, ,93.8, 
105,7/17/2022,198,0.35, ,0, ,615, ,10.3, ,109.7, ,71.7, ,91.1, ,41, ,13, ,21, ,45.3, ,6.4, ,154.0, ,95.7,Y
105,7/18/2022,199,0.27, ,0, ,495, ,10.1, ,103.4, ,71.6, ,88.0, ,37, ,13, ,22, ,44.8, ,4.6, ,109.4, ,95.7,Y
105,7/19/2022,200,0.34, ,0, ,614, ,9.8, ,105.1, ,71.4, ,88.1, ,40, ,11, ,22, ,44.1, ,6.4, ,153.1, ,94.6,Y
105,7/20/2022,201,0.34, ,0, ,630, ,8.7, ,106.5, ,66.7, ,87.2, ,41, ,8, ,20, ,41.0, ,6.3, ,150.9, ,94.4, 
105,7/21/2022,202,0.35, ,0, ,636, ,7.9,Y,105.9, ,67.2, ,86.3, ,37, ,8, ,18,Y,38.5,Y,6.5, ,156.1, ,94.4, 
105,7/22/2022,203,0.38, ,0, ,635, ,7.3,Y,105.0, ,66.0, ,86.0, ,32, ,7, ,17,Y,36.5,Y,8.3,Y,198.4,Y,94.1, 
105,7/23/2022,204,0.31, ,0, ,637, ,7.1,Y,101.9, ,61.8, ,83.1, ,38, ,9, ,18,Y,35.6,Y,5.0, ,118.8, ,94.2, 
105,7/24/2022,205,0.31, ,0, ,628, ,8.5, ,102.8, ,61.5, ,83.2, ,45, ,11, ,22, ,40.2, ,5.1, ,121.8, ,94.6, 
105,7/25/2022,206,0.31, ,0, ,617, ,10.9, ,102.6, ,63.4, ,83.4, ,50, ,14, ,28, ,46.7, ,5.7, ,137.2, ,95.0,Y
105,7/26/2022,207,0.31, ,0, ,609, ,11.7, ,101.2, ,67.0, ,83.9, ,49, ,18, ,30, ,48.8, ,6.4, ,154.7, ,95.6,Y
105,7/27/2022,208,0.32,R,0, ,915,R,11.0, ,100.3, ,78.2,Y,90.7, ,57, ,14, ,22, ,47.0, ,6.7, ,159.7, ,96.1,Y
105,7/28/2022,209,0.30, ,0, ,615, ,10.9, ,103.0, ,67.6, ,85.0, ,45, ,12, ,27, ,46.9, ,5.5, ,132.1, ,94.8,Y
105,7/29/2022,210,0.31, ,0, ,668, ,13.3, ,103.1, ,66.7, ,84.9, ,55, ,17, ,32, ,52.1, ,5.4, ,129.3, ,95.4,Y
105,7/30/2022,211,0.24, ,0, ,481, ,15.7, ,99.1, ,70.7, ,82.5, ,60, ,27, ,41, ,56.6, ,6.2, ,147.9, ,94.8,Y
105,7/31/2022,212,0.29, ,0, ,554, ,15.1, ,99.4, ,72.3, ,83.7, ,58, ,24, ,38, ,55.5, ,6.5, ,156.2, ,94.6,Y
