228,7/1/2022,182,0.29, ,0, ,762,R,8.5, ,85.5, ,58.3, ,72.6, ,62, ,18, ,31, ,40.3, ,4.0, ,95.8, ,82.5,Y
228,7/2/2022,183,0.27, ,0, ,755, ,9.4, ,81.2, ,51.2, ,67.0, ,85, ,25, ,42, ,43.0, ,4.6, ,110.1, ,82.1,Y
228,7/3/2022,184,0.21, ,0, ,657, ,10.8, ,73.6, ,48.4,Y,59.0,Y,92, ,31, ,63,Y,46.6,Y,3.7, ,89.4, ,80.5, 
228,7/4/2022,185,0.25, ,0, ,727, ,11.7, ,80.7, ,49.2,Y,66.1, ,86, ,34, ,54, ,48.8, ,3.9, ,92.5, ,79.9, 
228,7/5/2022,186,0.21, ,0, ,563, ,14.8, ,81.3, ,57.6, ,69.0, ,83, ,43, ,61, ,55.0, ,3.7, ,87.6, ,81.0, 
228,7/6/2022,187,0.24, ,0, ,694, ,13.8, ,79.5, ,53.2, ,64.7, ,99, ,43, ,66, ,53.2, ,3.9, ,94.3, ,81.1, 
228,7/7/2022,188,0.26, ,0, ,732, ,12.4, ,83.7, ,55.1, ,69.7, ,89, ,29, ,50, ,50.2, ,3.6, ,87.1, ,81.5,Y
228,7/8/2022,189,0.28, ,0, ,733, ,11.6, ,89.0, ,63.1, ,75.8, ,61, ,22, ,38, ,48.4, ,3.9, ,92.8, ,82.6,Y
228,7/9/2022,190,0.28, ,0, ,736, ,10.6, ,87.3, ,61.3, ,74.6, ,55, ,21, ,36, ,46.1, ,4.0, ,95.6, ,83.4,Y
228,7/10/2022,191,0.29, ,0, ,717, ,9.5, ,93.7, ,64.4, ,79.3, ,49, ,14, ,28, ,43.2, ,3.4, ,80.6, ,83.4,Y
228,7/11/2022,192,0.30, ,0, ,716, ,11.2, ,96.9, ,69.4, ,82.9, ,47, ,18, ,29, ,47.4, ,3.5, ,83.4, ,84.9,R
228,7/12/2022,193,0.30, ,0, ,720, ,10.9, ,93.4, ,67.9, ,80.1, ,48, ,18, ,31, ,46.8, ,3.8, ,91.8, ,--,S
228,7/13/2022,194,0.28, ,0, ,726, ,10.3, ,88.8, ,61.6, ,75.3, ,51, ,22, ,34, ,45.4, ,3.5, ,84.2, ,--,S
228,7/14/2022,195,0.30, ,0, ,735, ,10.5, ,93.7, ,67.4, ,80.3, ,47, ,14, ,30, ,45.9, ,3.8, ,91.3, ,--,S
228,7/15/2022,196,0.30, ,0, ,728, ,8.8, ,95.6, ,67.9, ,82.0, ,40, ,14, ,24, ,41.3, ,3.6, ,87.4, ,--,S
228,7/16/2022,197,0.31, ,0, ,723, ,9.7, ,99.4, ,73.9, ,86.4, ,36, ,14, ,22, ,43.6, ,3.6, ,86.9, ,--,S
228,7/17/2022,198,0.31, ,0, ,706, ,8.6, ,100.4, ,73.8, ,85.9, ,36, ,11, ,20, ,40.5, ,3.8, ,90.9, ,--,S
228,7/18/2022,199,0.31, ,0, ,704, ,7.9, ,96.9, ,74.5, ,84.7, ,36, ,11, ,19, ,38.5, ,3.8, ,90.7, ,--,S
228,7/19/2022,200,0.31, ,0, ,705, ,7.2, ,95.0, ,71.9, ,83.4, ,31, ,10, ,18, ,36.1, ,3.6, ,86.2, ,--,S
228,7/20/2022,201,0.31, ,0, ,727, ,8.1, ,97.2, ,71.1, ,83.8, ,36, ,10, ,20, ,39.0, ,4.0, ,95.4, ,--,S
228,7/21/2022,202,0.31, ,0, ,741,R,8.1, ,95.2, ,70.5, ,82.7, ,33, ,12, ,21, ,39.1, ,3.8, ,91.6, ,--,S
228,7/22/2022,203,0.31, ,0, ,742,R,5.6,Y,94.9, ,68.6, ,81.2, ,27, ,9, ,15,Y,30.0,Y,4.0, ,96.7, ,--,S
228,7/23/2022,204,0.30, ,0, ,759,R,5.8,Y,94.2, ,66.7, ,80.2, ,26, ,8, ,17,Y,30.9,Y,3.5, ,84.0, ,--,S
228,7/24/2022,205,0.30, ,0, ,665, ,7.1, ,96.4, ,68.7, ,81.7, ,33, ,10, ,19, ,35.9, ,3.4, ,81.6, ,--,S
228,7/25/2022,206,0.29, ,0, ,682, ,10.1, ,95.2, ,70.5, ,80.7, ,41, ,19, ,28, ,44.8, ,3.6, ,87.0, ,--,S
228,7/26/2022,207,0.27, ,0, ,605, ,10.3, ,92.8, ,67.3, ,78.7, ,47, ,18, ,31, ,45.3, ,4.1, ,98.8, ,--,S
228,7/27/2022,208,0.28, ,0, ,655, ,11.7, ,92.9, ,64.7, ,80.2, ,46, ,23, ,33, ,48.6, ,3.8, ,91.3, ,--,S
228,7/28/2022,209,0.29, ,0, ,681, ,12.1, ,94.4, ,66.8, ,81.5, ,53, ,20, ,33, ,49.6, ,3.8, ,91.3, ,--,S
228,7/29/2022,210,0.28, ,0, ,643, ,14.3, ,94.2, ,70.8, ,82.1, ,60, ,25, ,38, ,54.1, ,3.7, ,88.8, ,--,S
228,7/30/2022,211,0.26, ,0, ,608, ,15.5,Y,92.9, ,70.2, ,81.0, ,63, ,30, ,43,Y,56.4,Y,3.5, ,84.2, ,--,S
228,7/31/2022,212,0.19, ,0, ,455, ,15.9,Y,89.9, ,68.5, ,77.4, ,65, ,29, ,50,Y,57.1,Y,3.2, ,76.4, ,--,S
