259,7/1/2022,182,0.05, ,0.04, ,216, ,13.3, ,60.5, ,54.5, ,56.0, ,88, ,84, ,87, ,52.1, ,4.4, ,106.1, ,64.1, 
259,7/2/2022,183,0.06, ,0.03, ,236, ,13.0, ,60.0, ,53.8, ,56.0, ,87, ,82, ,85, ,51.5, ,5.0, ,119.0, ,63.8, 
259,7/3/2022,184,0.07, ,0.10, ,288, ,13.0, ,61.7, ,54.5, ,57.0, ,87, ,74, ,82, ,51.6, ,2.9,Y,69.5,Y,63.9, 
259,7/4/2022,185,0.11, ,0.26, ,392, ,15.6, ,68.6, ,54.6, ,60.4, ,92, ,83, ,87, ,56.6, ,3.6,Y,85.8,Y,64.7, 
259,7/5/2022,186,0.08, ,0.16, ,280, ,16.3, ,70.8, ,56.9, ,61.8, ,91, ,79, ,86, ,57.7, ,4.1, ,99.3, ,66.1, 
259,7/6/2022,187,0.12, ,0, ,421, ,15.4, ,64.9, ,57.5, ,59.9, ,90, ,83, ,87, ,56.1, ,5.3, ,126.1, ,66.1, 
259,7/7/2022,188,0.17, ,0.20,H,597, ,15.2, ,65.9, ,56.5, ,59.7, ,90, ,79, ,87, ,55.8, ,4.6, ,109.5, ,66.9, 
259,7/8/2022,189,0.18, ,0, ,621, ,14.8, ,64.9, ,54.8, ,58.8, ,89, ,84, ,87, ,55.0, ,4.8, ,115.5, ,67.6, 
259,7/9/2022,190,0.18, ,0, ,586, ,15.6, ,66.6, ,56.2, ,61.0, ,89, ,80, ,85, ,56.6, ,6.0, ,144.3, ,68.0, 
259,7/10/2022,191,0.18, ,0, ,600, ,15.0, ,66.5, ,52.6, ,60.1, ,91, ,75, ,85, ,55.5, ,4.9, ,117.8, ,68.0, 
259,7/11/2022,192,0.21, ,0, ,695, ,14.9, ,69.6, ,50.6, ,60.2, ,89, ,77, ,84, ,55.2, ,4.4, ,104.6, ,67.7, 
259,7/12/2022,193,0.15, ,0, ,532, ,14.2, ,64.7, ,51.7, ,57.7, ,89, ,84, ,87, ,53.8, ,5.4, ,130.0, ,67.0, 
259,7/13/2022,194,0.16, ,0.00, ,543, ,13.5, ,62.2, ,52.6, ,57.0, ,89, ,79, ,85, ,52.5, ,6.1, ,147.4, ,66.2, 
259,7/14/2022,195,0.08, ,0, ,297, ,13.0, ,61.2, ,50.8, ,56.3, ,88, ,75, ,84, ,51.5, ,5.7, ,136.3, ,65.1, 
259,7/15/2022,196,0.17, ,0, ,595, ,13.4, ,64.5, ,44.8,Y,56.6, ,89, ,78, ,86, ,52.4, ,5.3, ,127.2, ,64.1, 
259,7/16/2022,197,0.16, ,0, ,532, ,14.5, ,65.3, ,52.6, ,59.7, ,87, ,79, ,83, ,54.6, ,6.3, ,151.8, ,65.0, 
259,7/17/2022,198,0.15, ,0, ,518, ,13.1, ,63.7, ,47.5, ,56.9, ,87, ,73, ,83, ,51.8, ,5.4, ,129.4, ,64.9, 
259,7/18/2022,199,0.20, ,0.00, ,704, ,12.4, ,64.2, ,45.7,Y,55.2, ,87, ,75, ,83, ,50.2, ,4.5, ,107.7, ,63.8, 
259,7/19/2022,200,0.09, ,0, ,356, ,12.0, ,58.7, ,51.0, ,53.9, ,86, ,81, ,85, ,49.3, ,4.8, ,114.2, ,63.2,Y
259,7/20/2022,201,0.11, ,0.00, ,413, ,12.8, ,61.6, ,52.3, ,55.2, ,87, ,82, ,86, ,51.0, ,4.1, ,97.7, ,63.1,Y
259,7/21/2022,202,0.11, ,0.02, ,409, ,13.3, ,63.2, ,53.5, ,57.1, ,87, ,75, ,83, ,52.1, ,4.9, ,118.5, ,63.1,Y
259,7/22/2022,203,0.16, ,0, ,741,R,14.0, ,63.8, ,56.1, ,59.4, ,87, ,77, ,81, ,53.5, ,7.3, ,174.8, ,65.2, 
259,7/23/2022,204,0.13, ,0, ,465, ,13.0, ,62.7, ,49.9, ,56.4, ,88, ,77, ,84, ,51.6, ,4.9, ,117.1, ,64.9, 
259,7/24/2022,205,0.11, ,0, ,428, ,12.5, ,60.6, ,52.1, ,54.6, ,87, ,84, ,86, ,50.4, ,4.3, ,104.0, ,64.9, 
259,7/25/2022,206,0.17, ,0, ,587, ,12.7, ,65.2, ,51.3, ,56.0, ,88, ,72, ,83, ,50.8, ,4.2, ,101.7, ,65.9, 
259,7/26/2022,207,0.16, ,0, ,576, ,12.9, ,62.6, ,52.1, ,56.1, ,88, ,78, ,84, ,51.3, ,4.6, ,109.9, ,67.1, 
259,7/27/2022,208,0.17, ,0.00, ,616, ,13.3, ,63.6, ,51.2, ,56.9, ,88, ,79, ,84, ,52.2, ,4.2, ,100.5, ,68.0, 
259,7/28/2022,209,0.15, ,0, ,510, ,14.3, ,65.9, ,54.0, ,58.8, ,89, ,78, ,84, ,54.1, ,4.6, ,111.1, ,68.7, 
259,7/29/2022,210,0.11, ,0, ,408, ,14.5, ,64.7, ,56.0, ,58.9, ,88, ,80, ,85, ,54.4, ,4.0, ,94.9, ,68.5, 
259,7/30/2022,211,0.12, ,0.01, ,419, ,14.8, ,68.1, ,56.9, ,60.4, ,90, ,75, ,83, ,55.1, ,3.7,Y,88.8,Y,68.4, 
259,7/31/2022,212,0.14, ,0, ,465, ,15.7, ,67.8, ,57.8, ,61.3, ,90, ,79, ,85, ,56.6, ,4.2, ,101.1, ,68.9, 
