246,7/1/2022,182,0.32, ,0, ,750, ,4.6,Y,81.1, ,40.4, ,65.6, ,39, ,14, ,22,Y,25.3,Y,7.4, ,178.3, ,56.4,Y
246,7/2/2022,183,0.35, ,0, ,720, ,5.4, ,77.7, ,42.7, ,65.3, ,53, ,19, ,26, ,29.1, ,11.2,R,267.6,R,55.8,Y
246,7/3/2022,184,0.32, ,0, ,627, ,5.4, ,73.1, ,54.2, ,63.4, ,36, ,22, ,27, ,29.2, ,12.3,R,294.4,R,55.3,Y
246,7/4/2022,185,0.31, ,0, ,723, ,7.2, ,73.9, ,48.5, ,63.8, ,55, ,27, ,36, ,36.2, ,10.2,R,245.6,R,55.5,Y
246,7/5/2022,186,0.29, ,0, ,696, ,9.9, ,76.5, ,43.4, ,63.5, ,86, ,33, ,50, ,44.3, ,8.9,R,214.3,R,56.3,Y
246,7/6/2022,187,0.33, ,0, ,721, ,9.1, ,79.9, ,55.7, ,68.8, ,61, ,27, ,38, ,42.2, ,10.1,R,241.3,R,57.3,Y
246,7/7/2022,188,0.34, ,0, ,727, ,8.2, ,80.7, ,53.2, ,68.8, ,57, ,20, ,34, ,39.3, ,10.7,R,257.7,R,57.4,Y
246,7/8/2022,189,0.35, ,0, ,720, ,7.2, ,83.3, ,43.3, ,69.4, ,60, ,16, ,29, ,36.2, ,10.3,R,247.2,R,57.7,Y
246,7/9/2022,190,0.33, ,0, ,696, ,7.6, ,82.0, ,51.8, ,70.1, ,65, ,18, ,30, ,37.4, ,9.5,R,228.6,R,57.7,Y
246,7/10/2022,191,0.28, ,0, ,710, ,8.3, ,87.8, ,45.1, ,67.4, ,78, ,18, ,36, ,39.8, ,5.5, ,131.1, ,57.7,Y
246,7/11/2022,192,0.30, ,0, ,705, ,7.9, ,90.9, ,44.3, ,71.9, ,63, ,14, ,29, ,38.4, ,6.2, ,148.8, ,58.5,Y
246,7/12/2022,193,0.31, ,0, ,665, ,9.2, ,92.6, ,55.3, ,75.8, ,63, ,16, ,30, ,42.5, ,7.0, ,167.9, ,59.4,Y
246,7/13/2022,194,0.37, ,0, ,710, ,7.7, ,86.3, ,52.0, ,73.9, ,52, ,18, ,27, ,37.8, ,10.6,R,254.1,R,60.1,Y
246,7/14/2022,195,0.34, ,0, ,711, ,7.2, ,87.9, ,43.7, ,70.8, ,62, ,12, ,28, ,36.1, ,9.0,R,217.1,R,59.2,Y
246,7/15/2022,196,0.34, ,0, ,697, ,9.9, ,88.5, ,54.5, ,74.9, ,60, ,23, ,34, ,44.4, ,9.0,R,215.6,R,60.0,Y
246,7/16/2022,197,0.35, ,0, ,705, ,9.1, ,90.2, ,51.4, ,75.0, ,63, ,18, ,31, ,42.1, ,8.9,R,212.9,R,60.3,Y
246,7/17/2022,198,0.36, ,0, ,689, ,9.9, ,88.8, ,58.5, ,76.8, ,53, ,22, ,32, ,44.3, ,9.6,R,229.8,R,60.8,Y
246,7/18/2022,199,0.33, ,0, ,654, ,10.3, ,87.9, ,58.2, ,75.2, ,58, ,25, ,34, ,45.3, ,8.7,R,208.2,R,61.4,Y
246,7/19/2022,200,0.31, ,0, ,642, ,10.4, ,88.1, ,56.2, ,74.1, ,57, ,23, ,36, ,45.7, ,7.7,Y,184.9,Y,61.9,Y
246,7/20/2022,201,0.32, ,0, ,709, ,8.1, ,90.9, ,53.7, ,73.7, ,67, ,12, ,28, ,39.0, ,6.9, ,165.6, ,62.2,Y
246,7/21/2022,202,0.33, ,0, ,708, ,5.1, ,90.6, ,46.8, ,73.1, ,42, ,11, ,18, ,27.7, ,7.7,Y,184.6,Y,61.4,Y
246,7/22/2022,203,0.34, ,0, ,717, ,3.9,Y,86.8, ,47.3, ,73.2, ,31, ,7, ,14,Y,21.1,Y,8.5,R,203.4,R,61.4,Y
246,7/23/2022,204,0.32, ,0, ,714, ,5.6, ,87.9, ,43.8, ,71.0, ,52, ,13, ,22, ,29.7, ,7.6,Y,182.0,Y,60.5,Y
246,7/24/2022,205,0.29, ,0, ,584, ,6.3, ,90.3, ,49.8, ,71.9, ,46, ,11, ,23, ,32.6, ,6.7, ,160.7, ,60.6,Y
246,7/25/2022,206,0.32, ,0, ,636, ,7.2, ,92.7, ,52.7, ,76.5, ,45, ,11, ,23, ,36.2, ,7.8,Y,186.1,Y,61.7,Y
246,7/26/2022,207,0.16, ,0, ,282, ,10.0, ,87.7, ,62.1, ,74.6, ,59, ,19, ,34, ,44.5, ,5.5, ,132.9, ,62.6,Y
246,7/27/2022,208,0.28, ,0, ,603, ,9.5, ,95.9, ,59.3, ,77.2, ,59, ,10, ,30, ,43.2, ,6.1, ,146.0, ,63.4, 
246,7/28/2022,209,0.29, ,0, ,655, ,8.2, ,96.3, ,56.8, ,77.2, ,57, ,9, ,26, ,39.4, ,5.6, ,134.3, ,63.8, 
246,7/29/2022,210,0.32, ,0, ,705, ,7.6, ,96.5, ,57.2, ,76.7, ,46, ,10, ,24, ,37.4, ,6.1, ,146.7, ,64.2, 
246,7/30/2022,211,0.24, ,0, ,491, ,9.6, ,94.9, ,56.2, ,76.4, ,54, ,12, ,31, ,43.5, ,6.1, ,146.7, ,64.1, 
246,7/31/2022,212,0.17, ,0, ,278, ,12.2, ,88.4, ,65.8,Y,75.3, ,51, ,27, ,41, ,49.9, ,7.4,Y,177.4,Y,64.9, 
