199,7/1/2022,182,0.24, ,0, ,700, ,7.2, ,74.8, ,47.3, ,62.2, ,73, ,25, ,38, ,36.0, ,3.1, ,73.2, ,67.9,Y
199,7/2/2022,183,0.23, ,0, ,712, ,8.7, ,73.1, ,44.0, ,59.8, ,83, ,30, ,50, ,41.0, ,2.9, ,68.7, ,67.7,Y
199,7/3/2022,184,0.24, ,0, ,737, ,5.2, ,69.7, ,37.4, ,55.3, ,61, ,17, ,35, ,28.1, ,3.1, ,73.8, ,66.5, 
199,7/4/2022,185,0.22, ,0, ,702, ,6.6, ,72.5, ,37.0, ,56.3, ,70, ,24, ,42, ,33.8, ,2.6, ,61.8, ,65.5, 
199,7/5/2022,186,0.22, ,0, ,692, ,8.2, ,72.5, ,41.7, ,57.6, ,75, ,33, ,51, ,39.4, ,3.0, ,70.9, ,65.2, 
199,7/6/2022,187,0.23, ,0, ,698, ,7.8, ,76.0, ,39.3, ,58.4, ,69, ,28, ,46, ,38.0, ,2.6, ,61.9, ,65.4, 
199,7/7/2022,188,0.23, ,0, ,698, ,8.0, ,76.0, ,39.5, ,60.0, ,68, ,30, ,45, ,38.8, ,2.7, ,63.9, ,65.8, 
199,7/8/2022,189,0.24, ,0, ,698, ,7.6, ,79.8, ,37.6, ,61.1, ,76, ,20, ,41, ,37.5, ,2.3, ,55.0, ,66.6, 
199,7/9/2022,190,0.24, ,0, ,709, ,4.6, ,82.5, ,36.2, ,62.1, ,53, ,9, ,24, ,25.2, ,2.4, ,57.1, ,65.7, 
199,7/10/2022,191,0.24, ,0, ,689, ,6.4, ,81.5, ,48.9, ,65.9, ,62, ,12, ,29, ,33.0, ,2.5, ,58.9, ,66.9, 
199,7/11/2022,192,0.24, ,0, ,684, ,7.6, ,84.1, ,44.3, ,65.9, ,58, ,18, ,35, ,37.4, ,2.2, ,53.3, ,67.2, 
199,7/12/2022,193,0.24, ,0, ,665, ,9.1, ,84.7, ,47.2, ,67.0, ,66, ,25, ,40, ,42.0, ,2.5, ,60.3, ,68.2, 
199,7/13/2022,194,0.24, ,0, ,667, ,10.1, ,83.6, ,51.4, ,69.1, ,65, ,27, ,42, ,44.8, ,2.6, ,62.6, ,69.0, 
199,7/14/2022,195,0.19, ,0, ,560, ,12.9, ,83.9, ,53.5, ,68.6, ,78, ,37, ,54, ,51.3, ,2.3, ,55.9, ,70.1,Y
199,7/15/2022,196,0.14, ,0, ,453, ,13.3, ,81.9, ,53.7, ,66.7, ,84, ,36, ,60, ,52.2, ,2.2, ,53.1, ,69.5,Y
199,7/16/2022,197,0.18, ,0, ,515, ,12.2, ,82.7, ,51.1, ,67.9, ,90, ,32, ,52, ,49.8, ,2.5, ,59.0, ,68.4, 
199,7/17/2022,198,0.17, ,0, ,502, ,11.6, ,84.2, ,51.8, ,68.0, ,81, ,33, ,50, ,48.6, ,1.9, ,44.5, ,68.0, 
199,7/18/2022,199,0.19, ,0, ,538, ,11.7, ,80.5, ,53.4, ,66.8, ,75, ,37, ,52, ,48.8, ,2.5, ,59.9, ,68.7, 
199,7/19/2022,200,0.23, ,0, ,652, ,11.4, ,82.4, ,50.9, ,67.0, ,77, ,32, ,50, ,47.9, ,2.4, ,58.4, ,69.4,Y
199,7/20/2022,201,0.18, ,0, ,521, ,10.4, ,81.6, ,52.5, ,66.4, ,74, ,29, ,47, ,45.7, ,2.0, ,48.2, ,69.2, 
199,7/21/2022,202,0.23, ,0, ,648, ,9.3, ,85.0, ,51.5, ,67.9, ,68, ,24, ,40, ,42.6, ,2.3, ,56.0, ,69.2, 
199,7/22/2022,203,0.21, ,0, ,596, ,9.7, ,86.1, ,53.7, ,68.8, ,59, ,27, ,40, ,43.8, ,2.0, ,46.9, ,69.7,Y
199,7/23/2022,204,0.15, ,0, ,417, ,10.3, ,83.4, ,52.4, ,66.7, ,64, ,29, ,46, ,45.3, ,2.0, ,47.7, ,68.9, 
199,7/24/2022,205,0.10, ,0, ,347, ,12.7, ,79.5, ,49.7, ,63.3, ,86, ,39, ,64, ,50.9, ,1.9, ,45.2, ,68.2, 
199,7/25/2022,206,0.12, ,0, ,409, ,12.0, ,77.6, ,48.4, ,61.7, ,84, ,34, ,64, ,49.4, ,1.9, ,46.0, ,66.7, 
199,7/26/2022,207,0.13, ,0, ,405, ,10.1, ,79.4, ,48.0, ,62.8, ,86, ,31, ,52, ,44.7, ,2.2, ,53.6, ,65.8, 
199,7/27/2022,208,0.16,R,0, ,451, ,10.2, ,79.9, ,50.2, ,64.9, ,84, ,26, ,49, ,45.1, ,2.0, ,47.5, ,66.2, 
199,7/28/2022,209,0.15,R,0, ,434, ,9.6, ,80.8, ,48.8, ,64.7, ,70, ,29, ,46, ,43.4, ,2.0, ,47.1, ,67.1, 
199,7/29/2022,210,0.22, ,0, ,621, ,11.4, ,80.2, ,48.7, ,65.8, ,75, ,34, ,53, ,48.0, ,2.6, ,63.1, ,67.5, 
199,7/30/2022,211,0.11, ,0, ,372, ,15.7, ,79.1, ,53.7, ,62.5, ,97, ,49, ,82, ,56.7, ,2.1, ,49.5, ,68.0, 
199,7/31/2022,212,0.05,R,0, ,229, ,16.3, ,71.3, ,54.1, ,61.1, ,98, ,69, ,89, ,57.7, ,1.4, ,34.2, ,66.2, 
