192,7/1/2022,182,0.30, ,0.02, ,765, ,7.3, ,75.6, ,59.1,Y,67.9, ,41, ,23, ,31, ,36.4, ,6.9, ,166.2, ,60.2, 
192,7/2/2022,183,0.29, ,0.04, ,783,R,5.7, ,73.0, ,44.9, ,64.2, ,64, ,11, ,28, ,30.3, ,6.3, ,150.1, ,60.0, 
192,7/3/2022,184,0.26, ,0.03, ,797,R,8.3, ,69.7, ,39.7, ,57.6, ,74, ,21, ,51, ,39.8, ,5.4, ,130.7, ,58.9, 
192,7/4/2022,185,0.25, ,0.08, ,773,R,8.8, ,68.0, ,44.8, ,58.5, ,89, ,30, ,53, ,41.2, ,5.3, ,126.7, ,58.7, 
192,7/5/2022,186,0.25, ,0.05, ,770, ,10.5, ,69.7, ,44.0, ,58.8, ,91, ,41, ,62, ,45.8, ,5.5, ,131.3, ,58.6, 
192,7/6/2022,187,0.26, ,0.00, ,781,R,11.0, ,70.9, ,48.2, ,62.2, ,83, ,45, ,58, ,47.1, ,6.3, ,150.5, ,58.9, 
192,7/7/2022,188,0.29, ,0.04, ,783,R,9.4, ,77.5, ,50.6, ,66.9, ,65, ,31, ,42, ,42.8, ,6.1, ,145.4, ,59.5, 
192,7/8/2022,189,0.27, ,0.01, ,783,R,10.1, ,77.0, ,46.9, ,65.3, ,73, ,31, ,48, ,44.9, ,5.1, ,122.6, ,59.8, 
192,7/9/2022,190,0.28, ,0.03, ,751, ,8.1, ,79.1, ,44.7, ,65.0, ,74, ,20, ,39, ,39.2, ,5.2, ,123.9, ,59.9, 
192,7/10/2022,191,0.29, ,0.03, ,779,R,8.5, ,81.8, ,47.2, ,67.0, ,72, ,19, ,38, ,40.5, ,4.9, ,116.8, ,59.6, 
192,7/11/2022,192,0.28, ,0.04, ,757, ,8.3, ,84.6, ,48.5, ,69.4, ,66, ,13, ,34, ,39.8, ,4.6, ,110.0, ,59.6, 
192,7/12/2022,193,0.29, ,0.01, ,749, ,8.5, ,81.9, ,51.0, ,70.0, ,59, ,20, ,34, ,40.3, ,6.1, ,145.9, ,60.1, 
192,7/13/2022,194,0.29, ,0.04, ,734, ,9.2, ,83.4, ,57.3, ,71.9, ,71, ,22, ,34, ,42.3, ,5.2, ,124.8, ,60.4, 
192,7/14/2022,195,0.26, ,0.04, ,698, ,14.7, ,85.7, ,56.4, ,71.7, ,79, ,40, ,55, ,54.9, ,4.7, ,111.7, ,61.2, 
192,7/15/2022,196,0.28, ,0.05, ,729, ,12.8, ,85.5, ,55.9, ,72.4, ,83, ,31, ,47, ,51.1, ,4.4, ,106.4, ,62.0, 
192,7/16/2022,197,0.27, ,0.09, ,729, ,13.0, ,88.0, ,55.9, ,72.8, ,75, ,30, ,47, ,51.6, ,3.9, ,94.4, ,62.5, 
192,7/17/2022,198,0.27, ,0.04, ,700, ,12.7, ,85.6, ,56.3, ,71.4, ,75, ,30, ,48, ,50.8, ,4.9, ,117.0, ,62.7, 
192,7/18/2022,199,0.27, ,0.12, ,716, ,12.6, ,81.8, ,58.4, ,71.0, ,82, ,33, ,49, ,50.7, ,5.2, ,123.7, ,62.9, 
192,7/19/2022,200,0.27, ,0.09, ,738, ,12.1, ,81.0, ,54.2, ,69.5, ,81, ,31, ,49, ,49.5, ,4.5, ,107.6, ,62.8, 
192,7/20/2022,201,0.25, ,0.13, ,678, ,11.9, ,81.8, ,53.4, ,68.6, ,82, ,29, ,50, ,49.1, ,3.8, ,92.1, ,62.8, 
192,7/21/2022,202,0.26, ,0.15, ,714, ,11.1, ,82.9, ,52.4, ,68.0, ,82, ,26, ,47, ,47.3, ,3.8, ,90.3, ,62.5, 
192,7/22/2022,203,0.24, ,0.11, ,665, ,10.4, ,88.0, ,51.4, ,67.7, ,75, ,17, ,45, ,45.5, ,2.9, ,70.8, ,62.2, 
192,7/23/2022,204,0.22, ,0.08, ,589, ,11.7, ,82.7, ,50.9, ,68.5, ,71, ,30, ,49, ,48.7, ,4.5, ,108.3, ,61.9, 
192,7/24/2022,205,0.26, ,0.03, ,735, ,14.5, ,80.4, ,56.5, ,71.2, ,86, ,35, ,56, ,54.4, ,5.3, ,127.0, ,62.5, 
192,7/25/2022,206,0.22, ,0.03, ,604, ,12.3, ,79.4, ,55.4, ,69.2, ,77, ,34, ,50, ,49.9, ,4.7, ,111.9, ,63.2, 
192,7/26/2022,207,0.26, ,0.05, ,719, ,10.0, ,78.1, ,51.3, ,66.8, ,77, ,28, ,45, ,44.7, ,4.6, ,110.8, ,62.8, 
192,7/27/2022,208,0.22, ,0.09, ,580, ,10.4, ,81.4, ,52.6, ,66.2, ,80, ,22, ,47, ,45.6, ,3.6, ,86.7, ,62.2, 
192,7/28/2022,209,0.21, ,0.15, ,572, ,10.9, ,83.2, ,52.0, ,66.1, ,77, ,28, ,50, ,46.9, ,3.1, ,74.4, ,61.8, 
192,7/29/2022,210,0.24, ,0.04, ,673, ,12.7, ,79.5, ,53.1, ,68.0, ,80, ,39, ,54, ,50.9, ,4.1, ,97.6, ,61.8, 
192,7/30/2022,211,0.17, ,0.06, ,510, ,16.5, ,78.8, ,59.6, ,68.0, ,92, ,56, ,71, ,58.0, ,3.5, ,84.2, ,62.8, 
192,7/31/2022,212,0.18, ,0.25, ,538, ,16.7, ,77.1, ,58.0, ,68.3, ,93, ,55, ,71, ,58.5, ,3.9, ,94.3, ,63.4, 
