15,7/1/2022,182,0.32, ,0, ,727, ,10.9, ,96.4, ,56.8, ,78.9, ,60, ,17, ,32, ,46.8, ,5.7, ,137.9, ,74.0, 
15,7/2/2022,183,0.32, ,0, ,730, ,10.6, ,92.0, ,61.4, ,77.1, ,57, ,21, ,33, ,46.1, ,6.8, ,162.9, ,73.7, 
15,7/3/2022,184,0.30, ,0, ,722, ,11.1, ,85.6, ,54.0, ,71.9, ,64, ,28, ,42, ,47.4, ,7.2, ,172.6, ,73.2, 
15,7/4/2022,185,0.29, ,0, ,713, ,11.2, ,88.9, ,57.1, ,74.5, ,58, ,20, ,38, ,47.4, ,5.8, ,140.2, ,72.6, 
15,7/5/2022,186,0.30, ,0, ,696, ,16.4, ,92.5, ,66.9, ,79.9, ,70, ,31, ,47, ,58.0, ,7.0, ,166.9, ,72.6, 
15,7/6/2022,187,0.29, ,0, ,699, ,16.5, ,90.7, ,63.2, ,77.3, ,73, ,38, ,52, ,58.1, ,7.0, ,168.8, ,72.9, 
15,7/7/2022,188,0.30, ,0, ,706, ,15.2, ,93.0, ,63.2, ,78.4, ,69, ,32, ,46, ,55.9, ,7.0, ,167.9, ,72.9, 
15,7/8/2022,189,0.32, ,0, ,703, ,14.1, ,97.8, ,64.3, ,82.6, ,56, ,25, ,37, ,53.6, ,6.0, ,143.7, ,72.9, 
15,7/9/2022,190,0.33, ,0, ,713, ,14.0, ,96.4, ,63.7, ,81.7, ,61, ,26, ,38, ,53.6, ,6.9, ,165.0, ,73.0, 
15,7/10/2022,191,0.31, ,0, ,720, ,12.7, ,98.6, ,62.8, ,82.2, ,62, ,18, ,34, ,51.0, ,4.7, ,112.6, ,73.1, 
15,7/11/2022,192,0.32, ,0, ,711, ,13.2, ,103.2, ,61.7, ,85.4, ,56, ,18, ,32, ,52.0, ,4.5, ,106.8, ,73.6, 
15,7/12/2022,193,0.33, ,0, ,697, ,14.0, ,102.1, ,66.5, ,85.7, ,54, ,21, ,33, ,53.6, ,5.3, ,126.9, ,75.7, 
15,7/13/2022,194,0.31, ,0, ,705, ,15.4, ,98.4, ,66.2, ,82.4, ,58, ,26, ,41, ,56.1, ,5.8, ,139.5, ,75.7, 
15,7/14/2022,195,0.34, ,0, ,690, ,15.2, ,100.9, ,65.1, ,85.2, ,66, ,22, ,37, ,55.8, ,6.6, ,158.2, ,75.7, 
15,7/15/2022,196,0.36, ,0, ,691, ,12.3, ,101.5, ,67.0, ,86.3, ,43, ,20, ,29, ,50.1, ,7.0, ,167.3, ,75.7, 
15,7/16/2022,197,0.33, ,0, ,690, ,13.5, ,103.7, ,66.8, ,87.2, ,49, ,19, ,31, ,52.6, ,4.9, ,118.3, ,75.7, 
15,7/17/2022,198,0.34, ,0, ,661, ,14.0, ,109.1,Y,71.0, ,90.8, ,53, ,16, ,28, ,53.5, ,5.5, ,131.5, ,75.9, 
15,7/18/2022,199,0.24, ,0, ,462, ,12.0, ,103.3, ,71.9, ,88.1, ,45, ,17, ,27, ,49.4, ,4.2, ,100.6, ,76.0, 
15,7/19/2022,200,0.34, ,0, ,679, ,11.9, ,102.5, ,68.4, ,87.1, ,49, ,18, ,27, ,49.2, ,5.8, ,139.6, ,76.0, 
15,7/20/2022,201,0.35, ,0, ,688, ,11.4, ,104.4, ,66.6, ,88.2, ,49, ,17, ,25, ,47.9, ,6.1, ,147.4, ,75.7, 
15,7/21/2022,202,0.35, ,0, ,697, ,10.3, ,102.5, ,65.3, ,86.5, ,47, ,15, ,24, ,45.4, ,6.3, ,151.3, ,75.4, 
15,7/22/2022,203,0.34, ,0, ,695, ,9.7, ,101.6, ,60.9, ,84.5, ,49, ,15, ,24, ,43.8, ,6.0, ,143.1, ,75.1, 
15,7/23/2022,204,0.31, ,0, ,694, ,9.5, ,102.1, ,61.4, ,83.1, ,53, ,13, ,25, ,43.3, ,4.7, ,112.6, ,74.9, 
15,7/24/2022,205,0.32, ,0, ,689, ,11.8, ,102.4, ,62.2, ,83.8, ,56, ,16, ,30, ,48.9, ,5.0, ,120.1, ,74.7, 
15,7/25/2022,206,0.31, ,0, ,681, ,13.0, ,103.3, ,62.5, ,84.2, ,52, ,16, ,33, ,51.6, ,4.7, ,112.0, ,74.8, 
15,7/26/2022,207,0.32, ,0, ,674, ,14.0, ,100.4, ,66.9, ,84.0, ,53, ,21, ,35, ,53.5, ,5.5, ,131.9, ,75.9, 
15,7/27/2022,208,0.30, ,0, ,654, ,14.0, ,97.4, ,66.4, ,83.0, ,59, ,23, ,36, ,53.5, ,5.3, ,126.7, ,75.9, 
15,7/28/2022,209,0.30, ,0, ,635, ,13.1, ,101.4, ,71.3, ,85.7, ,46, ,17, ,31, ,51.8, ,4.6, ,111.0, ,75.9, 
15,7/29/2022,210,0.29, ,0, ,647, ,15.4, ,103.1, ,68.9, ,86.3, ,52, ,19, ,36, ,56.1, ,4.3, ,103.7, ,76.2, 
15,7/30/2022,211,0.29, ,0, ,614, ,17.9, ,102.1, ,73.9,Y,86.7, ,59, ,24, ,41, ,60.4, ,5.1, ,122.1, ,76.6, 
15,7/31/2022,212,0.23, ,0, ,427, ,17.0, ,99.1, ,75.0,Y,86.7, ,56, ,24, ,39, ,58.9, ,5.0, ,121.0, ,77.1, 
