210,7/1/2022,182,0.10, ,0, ,345, ,13.9, ,62.1, ,55.7, ,58.1, ,92, ,73, ,84, ,53.3, ,4.7, ,113.0, ,72.9, 
210,7/2/2022,183,0.09, ,0.00, ,328, ,13.7, ,65.1, ,55.3, ,58.2, ,94, ,70, ,83, ,53.0, ,4.1, ,97.4, ,71.9, 
210,7/3/2022,184,0.14, ,0, ,477, ,13.2, ,66.7, ,55.3, ,59.4, ,90, ,63, ,76, ,51.8, ,4.6, ,109.8, ,71.4, 
210,7/4/2022,185,0.17,R,0, ,512, ,17.1,Y,79.4,Y,53.4, ,65.6,Y,96, ,52, ,79,Y,59.1,Y,4.0, ,95.0, ,71.5, 
210,7/5/2022,186,0.16, ,0, ,527, ,18.6,R,71.2, ,60.4,Y,65.4,Y,96, ,71, ,--,R,--,I,4.6, ,111.5, ,72.2, 
210,7/6/2022,187,0.16, ,0.00, ,509, ,16.7,Y,71.3, ,56.8, ,63.9, ,95, ,62, ,82,Y,58.4,Y,3.7, ,88.7, ,72.8, 
210,7/7/2022,188,0.20, ,0, ,650, ,15.5, ,70.5, ,56.1, ,63.2, ,90, ,66, ,79, ,56.4, ,3.8, ,92.2, ,73.4, 
210,7/8/2022,189,0.20, ,0, ,623, ,16.4, ,79.0,Y,53.3, ,62.3, ,97, ,74, ,86, ,58.0, ,4.2, ,100.4, ,73.8, 
210,7/9/2022,190,0.22, ,0, ,705, ,17.4,Y,76.6,Y,52.9, ,64.8, ,97, ,71, ,83,Y,59.6,Y,3.8, ,91.8, ,74.0, 
210,7/10/2022,191,0.18, ,0, ,586, ,16.4, ,72.3, ,52.8, ,61.4, ,98, ,77, ,89, ,58.0, ,3.8, ,91.4, ,74.2, 
210,7/11/2022,192,0.19, ,0, ,630, ,16.6, ,72.0, ,52.8, ,61.1, ,98, ,77, ,90, ,58.2, ,4.6, ,110.3, ,74.1, 
210,7/12/2022,193,0.19, ,0.01, ,596, ,16.4, ,69.2, ,56.4, ,62.4, ,98, ,71, ,85, ,57.9, ,5.6,R,133.3,R,74.4, 
210,7/13/2022,194,0.19, ,0, ,593, ,15.7, ,69.4, ,59.0, ,63.2, ,89, ,66, ,80, ,56.8, ,4.0, ,96.4, ,74.6,Y
210,7/14/2022,195,0.19, ,0, ,624, ,14.6, ,66.8, ,50.6, ,60.1, ,95, ,69, ,83, ,54.8, ,4.0, ,94.9, ,75.1,Y
210,7/15/2022,196,0.16, ,0, ,525, ,14.2, ,66.7, ,50.4, ,59.0, ,92, ,69, ,83, ,53.9, ,4.3, ,103.2, ,74.8, 
210,7/16/2022,197,0.19, ,0, ,653, ,14.4, ,65.5, ,54.1, ,58.7, ,94, ,74, ,85, ,54.3, ,4.3, ,102.3, ,74.8, 
210,7/17/2022,198,0.16, ,0, ,566, ,14.1, ,63.6, ,53.3, ,57.8, ,95, ,75, ,86, ,53.7, ,4.2, ,101.3, ,75.1,Y
210,7/18/2022,199,0.20, ,0, ,669, ,13.8, ,69.4, ,49.7, ,59.1, ,94, ,64, ,81, ,53.1, ,3.9, ,94.4, ,74.7, 
210,7/19/2022,200,0.17, ,0, ,602, ,14.2, ,65.9, ,50.2, ,57.7, ,97, ,73, ,87, ,53.9, ,4.2, ,101.9, ,74.8, 
210,7/20/2022,201,0.15, ,0, ,539, ,14.3, ,65.5, ,52.4, ,57.4, ,97, ,76, ,89, ,54.0, ,4.0, ,96.5, ,74.9, 
210,7/21/2022,202,0.19, ,0,R,694, ,13.6, ,66.1, ,53.0, ,58.4, ,98, ,69, ,81, ,52.7, ,4.9,Y,118.7,Y,74.9, 
210,7/22/2022,203,0.20, ,0, ,657, ,13.4, ,67.8, ,52.2, ,58.7, ,93, ,65, ,79, ,52.4, ,3.9, ,94.8, ,75.2,Y
210,7/23/2022,204,0.13, ,0.00, ,472, ,13.4, ,64.5, ,52.7, ,56.7, ,95, ,70, ,85, ,52.4, ,4.8, ,114.2, ,75.2,Y
210,7/24/2022,205,0.12, ,0.02,H,428, ,13.8, ,63.3, ,52.4, ,56.4, ,96, ,74, ,89, ,53.2, ,4.9,Y,118.5,Y,74.3, 
210,7/25/2022,206,0.15, ,0.01, ,524, ,14.2, ,65.3, ,54.1, ,58.7, ,95, ,70, ,84, ,53.9, ,4.7, ,111.9, ,73.7, 
210,7/26/2022,207,0.18, ,0, ,595, ,14.3, ,66.8, ,56.1, ,59.8, ,92, ,67, ,82, ,54.2, ,4.8, ,114.6, ,74.1, 
210,7/27/2022,208,0.19, ,0.00, ,634, ,14.4, ,67.7, ,54.1, ,59.6, ,95, ,68, ,82, ,54.3, ,4.0, ,95.3, ,74.7, 
210,7/28/2022,209,0.18, ,0.02,H,609, ,14.8, ,67.0, ,52.3, ,59.2, ,96, ,72, ,86, ,55.0, ,4.3, ,103.2, ,75.0, 
210,7/29/2022,210,0.17, ,0, ,555, ,15.4, ,67.8, ,57.9, ,61.1, ,94, ,71, ,84, ,56.2, ,4.2, ,100.3, ,75.3, 
210,7/30/2022,211,0.15, ,0, ,504, ,16.0, ,68.1, ,57.2, ,62.1, ,95, ,74, ,84, ,57.3, ,3.9, ,94.4, ,75.5,Y
210,7/31/2022,212,0.12, ,0, ,410, ,16.2, ,67.7, ,57.5, ,61.9, ,96, ,75, ,85, ,57.5, ,3.8, ,90.3, ,75.2, 
