253,7/1/2022,182,0.10, ,0.02, ,362, ,14.1, ,62.8, ,54.1, ,57.0, ,96, ,75, ,89, ,53.8, ,4.8, ,114.5, ,67.7, 
253,7/2/2022,183,0.07, ,0.03,H,300, ,14.9, ,62.8, ,54.9, ,57.6, ,99, ,83, ,92, ,55.2, ,4.8, ,114.8, ,66.8, 
253,7/3/2022,184,0.14, ,0.02,H,460, ,13.7, ,66.7, ,49.9, ,57.8, ,97, ,64, ,84, ,53.0, ,4.1, ,99.0, ,66.7, 
253,7/4/2022,185,0.14, ,0, ,465, ,16.8, ,73.4, ,52.6, ,64.1, ,94, ,67, ,82, ,58.6, ,2.6,Y,62.5,Y,67.7, 
253,7/5/2022,186,0.14, ,0, ,475, ,18.7,Y,73.6, ,62.2,Y,66.0, ,94, ,70, ,86,Y,61.5,Y,3.0,Y,73.0,Y,69.9, 
253,7/6/2022,187,0.17, ,0.02, ,563, ,17.5, ,70.6, ,59.8,Y,64.4, ,95, ,75, ,85, ,59.8, ,3.8,Y,90.5,Y,70.8, 
253,7/7/2022,188,0.19, ,0.00, ,633, ,15.6, ,70.4, ,52.5, ,61.6, ,95, ,69, ,84, ,56.6, ,5.8, ,138.9, ,71.1, 
253,7/8/2022,189,0.20, ,0, ,651, ,15.2, ,68.8, ,50.6, ,60.2, ,96, ,70, ,85, ,55.8, ,5.0, ,120.5, ,71.4, 
253,7/9/2022,190,0.18, ,0, ,603, ,15.6, ,68.8, ,52.1, ,61.1, ,97, ,71, ,85, ,56.6, ,5.0, ,121.1, ,71.6, 
253,7/10/2022,191,0.19, ,0, ,674, ,15.5, ,71.0, ,50.0, ,60.1, ,97, ,70, ,87, ,56.4, ,3.5,Y,83.5,Y,72.2, 
253,7/11/2022,192,0.20, ,0, ,680, ,15.6, ,68.6, ,48.2, ,59.5, ,99, ,76, ,90, ,56.5, ,3.1,Y,75.6,Y,72.3, 
253,7/12/2022,193,0.19, ,0, ,640, ,16.5, ,70.8, ,56.4, ,62.5, ,99, ,71, ,85, ,58.0, ,3.4,Y,82.4,Y,73.7,Y
253,7/13/2022,194,0.16, ,0.20, ,530, ,16.6, ,70.8, ,56.7, ,62.4, ,98, ,73, ,86, ,58.3, ,3.7,Y,88.4,Y,73.3,Y
253,7/14/2022,195,0.19, ,0, ,652, ,15.0, ,67.0, ,56.9, ,60.6, ,96, ,70, ,83, ,55.4, ,6.0, ,142.9, ,71.5, 
253,7/15/2022,196,0.18, ,0, ,615, ,14.5, ,65.6, ,54.2, ,59.1, ,96, ,74, ,85, ,54.6, ,6.4, ,154.4, ,71.1, 
253,7/16/2022,197,0.20, ,0, ,715, ,14.8, ,66.5, ,52.1, ,58.5, ,98, ,74, ,88, ,55.0, ,5.4, ,130.7, ,71.4, 
253,7/17/2022,198,0.20, ,0, ,684, ,14.6, ,65.5, ,51.0, ,59.0, ,97, ,75, ,86, ,54.7, ,5.1, ,122.0, ,71.9, 
253,7/18/2022,199,0.20, ,0, ,705, ,13.8, ,68.6, ,47.9, ,58.2, ,97, ,69, ,83, ,53.1, ,3.7,Y,88.4,Y,71.2, 
253,7/19/2022,200,0.18, ,0, ,622, ,14.3, ,65.0, ,47.0,Y,57.2, ,98, ,76, ,90, ,54.2, ,6.1, ,147.2, ,71.0, 
253,7/20/2022,201,0.17, ,0, ,590, ,14.8, ,66.6, ,53.5, ,57.7, ,100, ,74, ,91, ,55.0, ,6.6, ,158.1, ,71.4, 
253,7/21/2022,202,0.19, ,0, ,656, ,14.6, ,65.3, ,52.9, ,57.8, ,99, ,75, ,89, ,54.6, ,6.3, ,150.7, ,71.8, 
253,7/22/2022,203,0.21, ,0, ,700, ,14.4, ,66.1, ,54.9, ,59.6, ,93, ,71, ,83, ,54.3, ,6.3, ,150.8, ,72.3, 
253,7/23/2022,204,0.15, ,0, ,544, ,14.2, ,64.7, ,52.8, ,57.3, ,98, ,74, ,89, ,54.0, ,4.3, ,103.7, ,71.9, 
253,7/24/2022,205,0.12, ,0.00, ,441, ,14.3, ,64.1, ,52.5, ,56.5, ,100, ,77, ,92, ,54.1, ,2.9,Y,68.9,Y,70.7, 
253,7/25/2022,206,0.16, ,0, ,541, ,15.0, ,68.1, ,53.1, ,59.7, ,98, ,70, ,86, ,55.5, ,3.0,Y,71.5,Y,70.8, 
253,7/26/2022,207,0.19, ,0, ,638, ,15.6, ,70.0, ,57.3, ,62.0, ,94, ,67, ,82, ,56.6, ,3.0,Y,71.0,Y,72.5, 
253,7/27/2022,208,0.20, ,0, ,693, ,15.1, ,68.1, ,52.4, ,59.9, ,96, ,72, ,86, ,55.6, ,4.3, ,103.1, ,72.8, 
253,7/28/2022,209,0.18, ,0, ,607, ,15.9, ,67.3, ,53.9, ,60.7, ,99, ,75, ,88, ,57.1, ,5.5, ,132.5, ,72.9, 
253,7/29/2022,210,0.15, ,0, ,484, ,16.9, ,70.3, ,58.7, ,62.5, ,98, ,72, ,87, ,58.7, ,4.8, ,114.5, ,72.7, 
253,7/30/2022,211,0.15, ,0.00, ,491, ,17.5, ,72.6, ,59.4, ,63.6, ,99, ,69, ,87, ,59.7, ,4.1, ,97.6, ,72.5, 
253,7/31/2022,212,0.17, ,0, ,554, ,17.3, ,72.2, ,58.7, ,64.0, ,98, ,69, ,85, ,59.5, ,4.6, ,109.7, ,73.0, 
