116,7/1/2022,182,--,N,0, ,440, ,13.3, ,61.2, ,52.7, ,55.8, ,95, ,79, ,87, ,52.1, ,6.2, ,147.8, ,69.7, 
116,7/2/2022,183,--,N,0, ,488, ,13.5, ,62.5, ,53.8, ,56.9, ,92, ,78, ,85, ,52.5, ,6.4, ,152.7, ,69.1, 
116,7/3/2022,184,--,N,0, ,553, ,13.1, ,63.7, ,52.1, ,57.2, ,93, ,71, ,82, ,51.7, ,6.7, ,160.2, ,69.0, 
116,7/4/2022,185,--,N,0, ,582, ,15.4, ,70.7, ,47.9, ,60.9, ,97, ,66, ,84, ,56.2, ,4.9, ,117.2, ,69.1, 
116,7/5/2022,186,--,N,0, ,610, ,17.9, ,70.3, ,60.2,Y,63.8, ,97, ,79, ,89, ,60.3, ,5.8, ,138.8, ,71.1, 
116,7/6/2022,187,--,N,0, ,580, ,16.2, ,69.8, ,57.7, ,62.4, ,94, ,70, ,84, ,57.5, ,5.0, ,120.5, ,71.9, 
116,7/7/2022,188,--,N,0, ,708, ,15.4, ,67.3, ,54.7, ,61.3, ,93, ,74, ,84, ,56.2, ,5.5, ,131.5, ,72.2, 
116,7/8/2022,189,--,N,0, ,689, ,14.9, ,66.6, ,52.4, ,59.3, ,95, ,74, ,86, ,55.2, ,6.1, ,145.7, ,72.2, 
116,7/9/2022,190,--,N,0, ,653, ,15.0, ,65.0, ,53.9, ,58.8, ,98, ,79, ,89, ,55.4, ,5.6, ,135.6, ,72.3, 
116,7/10/2022,191,--,N,0, ,599, ,15.0, ,64.3, ,53.7, ,57.8, ,98, ,84, ,92, ,55.5, ,5.0, ,120.3, ,72.0, 
116,7/11/2022,192,--,N,0.00, ,582, ,15.4, ,64.8, ,52.6, ,57.9, ,99, ,83, ,94, ,56.1, ,4.8, ,116.1, ,72.1, 
116,7/12/2022,193,--,N,0.00,R,586, ,16.1, ,65.3, ,58.0, ,61.0, ,98, ,82, ,88, ,57.5, ,7.5, ,179.6, ,71.4, 
116,7/13/2022,194,--,N,0.01, ,537, ,15.9, ,68.4, ,57.2, ,60.7, ,97, ,73, ,88, ,57.0, ,5.2, ,125.6, ,71.2, 
116,7/14/2022,195,--,N,0, ,583, ,14.8, ,64.3, ,54.2, ,58.6, ,97, ,79, ,88, ,55.1, ,5.8, ,139.7, ,71.7, 
116,7/15/2022,196,--,N,0, ,655, ,14.2, ,64.9, ,51.8, ,57.6, ,96, ,77, ,88, ,54.0, ,6.4, ,154.5, ,71.2, 
116,7/16/2022,197,--,N,0, ,656, ,14.4, ,63.7, ,52.5, ,57.3, ,98, ,78, ,90, ,54.4, ,6.0, ,145.0, ,71.8, 
116,7/17/2022,198,--,N,0, ,557, ,14.3, ,62.9, ,53.7, ,56.8, ,97, ,82, ,91, ,54.0, ,5.9, ,140.9, ,72.1, 
116,7/18/2022,199,--,N,0, ,711, ,14.6, ,66.8, ,52.1, ,59.3, ,94, ,74, ,85, ,54.6, ,4.9, ,116.8, ,71.8, 
116,7/19/2022,200,--,N,0, ,639, ,14.4, ,64.5, ,51.8, ,57.4, ,98, ,77, ,90, ,54.3, ,5.7, ,137.0, ,72.5, 
116,7/20/2022,201,--,N,0, ,555, ,14.2, ,63.2, ,51.9, ,56.0, ,99, ,79, ,93, ,53.9, ,5.7, ,137.9, ,72.5, 
116,7/21/2022,202,--,N,0.00, ,647, ,14.0, ,63.7, ,51.0, ,55.9, ,99, ,79, ,92, ,53.6, ,5.9, ,142.1, ,72.0, 
116,7/22/2022,203,--,N,0, ,671, ,14.1, ,65.8, ,51.9, ,57.2, ,99, ,74, ,88, ,53.7, ,6.3, ,151.7, ,72.2, 
116,7/23/2022,204,--,N,0, ,466, ,13.6, ,62.6, ,52.4, ,55.4, ,97, ,78, ,91, ,52.8, ,6.4, ,154.0, ,71.6, 
116,7/24/2022,205,--,N,0.01, ,409, ,13.7, ,62.1, ,51.5, ,55.2, ,98, ,83, ,92, ,52.9, ,5.5, ,132.9, ,70.4, 
116,7/25/2022,206,--,N,0.01, ,501, ,14.4, ,64.3, ,53.0, ,57.5, ,97, ,78, ,89, ,54.4, ,5.1, ,122.0, ,70.1, 
116,7/26/2022,207,--,N,0, ,472, ,15.0, ,64.9, ,55.9, ,58.8, ,95, ,77, ,89, ,55.5, ,5.3, ,126.4, ,70.8, 
116,7/27/2022,208,--,N,0.01, ,553, ,15.0, ,64.7, ,53.9, ,58.1, ,97, ,80, ,91, ,55.5, ,5.1, ,123.3, ,71.1, 
116,7/28/2022,209,--,N,0.00, ,592, ,15.1, ,65.4, ,53.5, ,58.0, ,99, ,80, ,92, ,55.7, ,6.2, ,148.0, ,71.5, 
116,7/29/2022,210,--,N,0, ,560, ,15.6, ,65.9, ,55.2, ,59.3, ,97, ,80, ,91, ,56.5, ,6.2, ,149.0, ,71.9, 
116,7/30/2022,211,--,N,0, ,477, ,16.2, ,66.1, ,56.8, ,60.8, ,97, ,81, ,89, ,57.5, ,5.5, ,131.9, ,72.2, 
116,7/31/2022,212,--,N,0, ,488, ,16.4, ,69.0, ,55.4, ,61.3, ,98, ,78, ,88, ,57.8, ,4.4, ,105.8, ,72.1, 
