148,7/1/2022,182,0.28, ,0, ,743, ,11.9, ,92.9, ,52.8, ,73.8, ,90, ,20, ,42, ,49.2, ,4.6, ,110.4, ,72.3, 
148,7/2/2022,183,0.28, ,0, ,721, ,11.6, ,87.8, ,53.6, ,70.3, ,81, ,24, ,46, ,48.4, ,5.4, ,129.8, ,72.3, 
148,7/3/2022,184,0.26, ,0, ,695, ,12.0, ,81.7, ,53.6, ,67.3, ,84, ,31, ,52, ,49.3, ,6.2, ,148.8, ,71.8, 
148,7/4/2022,185,0.26, ,0, ,682, ,14.3, ,87.5, ,54.1, ,72.0, ,79, ,33, ,53, ,54.1, ,6.1, ,146.3, ,71.9, 
148,7/5/2022,186,0.26, ,0, ,662, ,17.5, ,90.0, ,63.3, ,76.3, ,85, ,37, ,57, ,59.7, ,6.1, ,147.2, ,73.7, 
148,7/6/2022,187,0.27, ,0, ,698, ,15.9, ,86.1, ,61.5, ,73.0, ,81, ,41, ,58, ,57.1, ,6.9, ,166.7, ,74.4, 
148,7/7/2022,188,0.25, ,0, ,627, ,15.2, ,89.3, ,59.8, ,74.3, ,81, ,35, ,52, ,55.8, ,6.2, ,148.2, ,72.5, 
148,7/8/2022,189,0.29, ,0, ,723, ,15.2, ,95.0, ,57.8, ,78.5, ,89, ,31, ,45, ,55.7, ,5.3, ,126.3, ,72.6, 
148,7/9/2022,190,0.30, ,0, ,719, ,14.6, ,91.9, ,62.6, ,77.4, ,68, ,29, ,45, ,54.7, ,6.0, ,145.1, ,72.6, 
148,7/10/2022,191,0.28, ,0, ,727, ,15.4, ,96.0, ,57.1, ,77.0, ,88, ,21, ,49, ,56.1, ,4.0, ,95.7, ,73.2, 
148,7/11/2022,192,0.29, ,0, ,708, ,15.7, ,101.2, ,60.0, ,83.1, ,96, ,18, ,41, ,56.6, ,3.3, ,80.4, ,73.8, 
148,7/12/2022,193,0.31, ,0, ,693, ,14.6, ,97.6, ,68.1, ,82.1, ,51, ,26, ,39, ,54.6, ,5.0, ,120.4, ,74.6, 
148,7/13/2022,194,0.28, ,0, ,704, ,16.0, ,93.3, ,60.4, ,77.2, ,82, ,31, ,50, ,57.1, ,5.0, ,119.7, ,74.7, 
148,7/14/2022,195,0.30, ,0, ,714, ,15.4, ,98.8, ,57.6, ,79.8, ,92, ,21, ,44, ,56.2, ,4.9, ,116.8, ,75.0, 
148,7/15/2022,196,0.29, ,0, ,687, ,14.7, ,97.3, ,59.7, ,79.3, ,74, ,25, ,43, ,54.8, ,4.2, ,102.0, ,75.5, 
148,7/16/2022,197,0.29, ,0, ,695, ,16.7, ,101.9, ,60.2, ,81.6, ,88, ,21, ,45, ,58.3, ,3.8, ,91.3, ,76.1, 
148,7/17/2022,198,0.30, ,0, ,679, ,15.1, ,103.1, ,63.2, ,84.8, ,87, ,21, ,37, ,55.6, ,4.2, ,99.9, ,77.1, 
148,7/18/2022,199,0.26, ,0, ,603, ,14.5, ,103.3, ,63.3, ,84.3, ,80, ,16, ,36, ,54.5, ,3.0, ,73.0, ,77.9, 
148,7/19/2022,200,0.32, ,0, ,673, ,11.5, ,100.5, ,67.1, ,84.2, ,59, ,18, ,29, ,48.1, ,4.6, ,109.6, ,78.3, 
148,7/20/2022,201,0.31, ,0, ,701, ,10.8, ,100.6, ,61.5, ,82.8, ,58, ,16, ,28, ,46.5, ,4.4, ,106.8, ,77.9, 
148,7/21/2022,202,0.31, ,0, ,708, ,11.1, ,99.5, ,56.7, ,81.3, ,73, ,17, ,30, ,47.3, ,4.7, ,112.5, ,77.6, 
148,7/22/2022,203,0.32, ,0, ,710, ,10.5,Y,99.0, ,59.5, ,81.2, ,59, ,16, ,29,Y,45.7,Y,5.3, ,128.3, ,77.3, 
148,7/23/2022,204,0.29, ,0, ,722,R,11.2, ,96.7, ,54.1, ,77.5, ,78, ,15, ,35, ,47.6, ,3.8, ,90.3, ,77.0, 
148,7/24/2022,205,0.27, ,0, ,699, ,14.8, ,98.8, ,55.1, ,77.5, ,95, ,19, ,46, ,55.0, ,3.5, ,83.8, ,76.9, 
148,7/25/2022,206,0.28, ,0, ,682, ,15.0, ,96.3, ,60.3, ,78.5, ,87, ,23, ,45, ,55.5, ,4.4, ,104.9, ,77.3, 
148,7/26/2022,207,0.28, ,0, ,664, ,14.3, ,96.0, ,62.8, ,79.1, ,68, ,25, ,42, ,54.2, ,4.3, ,102.2, ,77.9, 
148,7/27/2022,208,0.27, ,0, ,631, ,13.3, ,94.9, ,60.4, ,78.5, ,72, ,26, ,40, ,52.1, ,4.8, ,115.8, ,77.7, 
148,7/28/2022,209,0.24, ,0, ,585, ,15.0, ,97.2, ,60.6, ,79.7, ,67, ,26, ,43, ,55.4, ,3.8, ,91.0, ,73.4, 
148,7/29/2022,210,0.26, ,0, ,657, ,18.6, ,97.5, ,64.0, ,80.2, ,76, ,31, ,53, ,61.4, ,3.7, ,87.7, ,73.3, 
148,7/30/2022,211,0.26, ,0, ,645, ,19.3,Y,97.8, ,67.8, ,80.9, ,74, ,33, ,54,Y,62.5,Y,4.3, ,103.1, ,74.7, 
148,7/31/2022,212,0.23, ,0, ,561, ,18.9,Y,95.0, ,68.5,Y,79.8, ,73, ,33, ,54,Y,61.9,Y,4.0, ,96.2, ,75.8, 
