235,7/1/2022,182,0.28, ,0, ,743, ,13.1, ,89.1, ,53.8, ,68.8, ,87, ,23, ,54, ,51.6, ,8.3, ,198.0, ,76.3, 
235,7/2/2022,183,0.28, ,0, ,728, ,13.2, ,80.9, ,54.0, ,65.5, ,87, ,39, ,62, ,52.0, ,11.6,R,278.6,R,75.5, 
235,7/3/2022,184,0.24, ,0, ,646, ,12.7, ,79.1, ,54.8, ,65.2, ,86, ,38, ,60, ,51.0, ,8.9,Y,212.5,Y,74.4, 
235,7/4/2022,185,0.26, ,0, ,669, ,14.5, ,87.1, ,54.7, ,70.8, ,83, ,37, ,56, ,54.4, ,6.7, ,160.0, ,74.8, 
235,7/5/2022,186,0.28, ,0, ,675, ,16.7, ,87.1, ,62.7, ,74.9, ,81, ,38, ,56, ,58.3, ,6.6, ,158.7, ,76.9, 
235,7/6/2022,187,0.28, ,0, ,725, ,14.6, ,84.2, ,58.8, ,70.1, ,83, ,37, ,58, ,54.6, ,8.2, ,198.0, ,76.7, 
235,7/7/2022,188,0.26, ,0, ,729, ,14.0, ,89.8, ,57.1, ,71.5, ,87, ,28, ,53, ,53.6, ,6.0, ,144.8, ,76.6, 
235,7/8/2022,189,0.28, ,0, ,732, ,14.2, ,95.0, ,55.4, ,75.0, ,83, ,22, ,48, ,53.9, ,5.7, ,136.5, ,77.3, 
235,7/9/2022,190,0.28, ,0, ,732, ,14.3, ,93.1, ,58.6, ,74.4, ,81, ,23, ,49, ,54.1, ,7.1, ,170.4, ,77.6, 
235,7/10/2022,191,0.28, ,0, ,737, ,15.0, ,99.8, ,52.7, ,78.7, ,92, ,19, ,45, ,55.4, ,3.6, ,86.7, ,78.2, 
235,7/11/2022,192,0.31, ,0, ,707, ,15.3, ,102.8, ,61.6, ,83.1,Y,79, ,17, ,39,Y,55.9,Y,5.0, ,119.0, ,79.4, 
235,7/12/2022,193,0.32, ,0, ,713, ,14.3, ,98.1, ,61.9, ,78.2, ,72, ,20, ,43, ,54.1, ,7.7, ,183.9, ,79.6, 
235,7/13/2022,194,0.29, ,0, ,730, ,14.0, ,91.7, ,58.9, ,73.3, ,80, ,23, ,50, ,53.5, ,8.6, ,205.3, ,78.8, 
235,7/14/2022,195,0.28, ,0, ,718, ,15.1, ,97.9, ,52.5, ,75.5, ,92, ,25, ,50, ,55.6, ,5.1, ,121.8, ,78.8, 
235,7/15/2022,196,0.28, ,0, ,728, ,14.3, ,98.4, ,58.6, ,76.2, ,76, ,21, ,46, ,54.1, ,5.9, ,141.0, ,79.2, 
235,7/16/2022,197,0.29, ,0, ,710, ,13.8, ,102.9, ,55.5, ,80.2, ,89, ,15, ,39, ,53.1, ,3.8, ,91.9, ,79.6, 
235,7/17/2022,198,0.33, ,0, ,707, ,13.1, ,103.0, ,64.8, ,82.5,Y,63, ,14, ,34,Y,51.7,Y,7.2, ,173.4, ,80.3,Y
235,7/18/2022,199,0.33, ,0, ,689, ,12.2,Y,100.5, ,66.4,Y,81.4, ,56, ,13, ,33,Y,49.8,Y,7.5, ,180.6, ,80.4,Y
235,7/19/2022,200,0.32, ,0, ,712, ,11.7,Y,100.2, ,64.2, ,79.4, ,62, ,11, ,34,Y,48.6,Y,7.2, ,171.9, ,80.2,Y
235,7/20/2022,201,0.29, ,0, ,716, ,12.4,Y,100.8, ,56.3, ,77.4, ,74, ,18, ,39,Y,50.3,Y,5.5, ,131.1, ,80.0,Y
235,7/21/2022,202,0.30, ,0, ,719, ,13.0, ,98.8, ,56.4, ,76.5, ,76, ,21, ,42, ,51.5, ,6.0, ,144.4, ,80.0,Y
235,7/22/2022,203,0.31, ,0, ,717, ,11.6,Y,98.5, ,58.5, ,77.2, ,65, ,14, ,36,Y,48.4,Y,6.6, ,157.7, ,79.9,Y
235,7/23/2022,204,0.27, ,0, ,727,R,12.0,Y,98.4, ,54.2, ,75.5, ,74, ,16, ,40,Y,49.4,Y,5.2, ,124.3, ,79.7, 
235,7/24/2022,205,0.27, ,0, ,718,R,13.1,Y,100.3, ,51.7, ,76.2, ,82, ,18, ,42,Y,51.7,Y,4.4, ,104.7, ,79.8, 
235,7/25/2022,206,0.28, ,0, ,674, ,14.2, ,94.2, ,57.8, ,73.7, ,75, ,29, ,50, ,53.9, ,7.3, ,174.3, ,79.8, 
235,7/26/2022,207,0.21, ,0, ,496, ,14.3, ,95.3, ,60.3, ,73.0, ,77, ,26, ,52, ,54.1, ,6.6, ,158.3, ,78.7, 
235,7/27/2022,208,0.28, ,0, ,671, ,14.5, ,97.7, ,59.1, ,75.5, ,79, ,26, ,48, ,54.6, ,6.8, ,163.4, ,79.2, 
235,7/28/2022,209,0.28, ,0, ,667, ,15.2, ,96.8, ,58.9, ,74.9, ,80, ,29, ,52, ,55.9, ,6.7, ,161.4, ,79.9, 
235,7/29/2022,210,0.26, ,0, ,652, ,16.4, ,95.5, ,59.3, ,74.3, ,84, ,33, ,57, ,57.9, ,7.1, ,170.6, ,80.0, 
235,7/30/2022,211,0.26, ,0, ,667, ,16.8, ,91.3, ,60.8, ,73.9, ,82, ,39, ,59, ,58.6, ,7.8,Y,186.8,Y,80.4, 
235,7/31/2022,212,0.16, ,0, ,369, ,16.9, ,85.1, ,62.7, ,72.3, ,80, ,49, ,62, ,58.8, ,7.9,Y,188.5,Y,79.5, 
