267,7/1/2022,182,0.29, ,0, ,787,R,6.5, ,84.1, ,33.0,Y,62.6, ,78, ,20, ,34, ,33.7, ,4.6, ,111.1, ,64.4, 
267,7/2/2022,183,0.31, ,0, ,796,R,6.2, ,81.1, ,33.1,Y,63.1, ,80, ,19, ,32, ,32.5, ,6.0, ,142.8, ,64.1, 
267,7/3/2022,184,0.26, ,0, ,663, ,6.2, ,77.5, ,33.4,Y,59.7, ,78, ,21, ,36, ,32.5, ,6.4, ,154.2, ,63.5, 
267,7/4/2022,185,0.23, ,0, ,565, ,8.6, ,77.7, ,41.4, ,61.0, ,74, ,30, ,47, ,40.8, ,5.4, ,128.7, ,64.4, 
267,7/5/2022,186,0.18, ,0, ,488, ,11.3, ,78.8, ,49.3, ,62.7, ,85, ,34, ,58, ,47.7, ,4.7, ,112.6, ,64.9, 
267,7/6/2022,187,0.29, ,0, ,889,R,11.0, ,81.7, ,50.9, ,71.4, ,92, ,30, ,42, ,47.1, ,8.7,R,209.2,R,67.2, 
267,7/7/2022,188,0.30, ,0, ,758, ,9.4, ,84.2, ,41.3, ,65.4, ,92, ,20, ,44, ,43.0, ,5.9, ,141.0, ,66.2, 
267,7/8/2022,189,0.30, ,0, ,760, ,8.6, ,86.1, ,38.8, ,65.9, ,83, ,17, ,40, ,40.6, ,5.4, ,130.4, ,65.9, 
267,7/9/2022,190,0.30, ,0, ,760, ,8.4, ,85.3, ,39.3, ,65.5, ,83, ,20, ,39, ,39.9, ,5.5, ,132.7, ,66.2, 
267,7/10/2022,191,0.27, ,0, ,760, ,9.7, ,92.4, ,39.0, ,67.8, ,81, ,20, ,42, ,43.8, ,2.9,Y,69.7,Y,66.6, 
267,7/11/2022,192,0.28, ,0, ,742, ,11.7, ,92.2, ,43.6, ,71.7, ,78, ,29, ,44, ,48.8, ,3.4, ,81.7, ,68.2, 
267,7/12/2022,193,0.31, ,0, ,715, ,10.9, ,96.4, ,48.8, ,74.6, ,77, ,17, ,37, ,46.8, ,4.9, ,117.7, ,69.5, 
267,7/13/2022,194,0.32, ,0, ,750, ,8.4, ,89.9, ,46.9, ,70.8, ,66, ,16, ,32, ,39.9, ,6.1, ,147.4, ,69.0, 
267,7/14/2022,195,0.30, ,0, ,754, ,8.0, ,91.9, ,40.7, ,69.4, ,73, ,14, ,33, ,38.9, ,5.5, ,131.2, ,67.9, 
267,7/15/2022,196,0.31, ,0, ,765,R,7.4, ,92.5, ,39.8, ,69.1, ,66, ,12, ,31, ,36.9, ,5.0, ,120.6, ,67.7, 
267,7/16/2022,197,0.32, ,0, ,738, ,9.7, ,93.5, ,43.3, ,72.6, ,70, ,22, ,36, ,43.8, ,5.8, ,139.1, ,67.8, 
267,7/17/2022,198,0.33, ,0, ,725, ,10.0, ,93.3, ,43.7, ,72.6, ,75, ,23, ,37, ,44.6, ,6.6, ,158.8, ,68.4, 
267,7/18/2022,199,0.32, ,0, ,688, ,10.1, ,92.0, ,46.9, ,73.1, ,67, ,23, ,36, ,44.9, ,6.7, ,160.7, ,68.4, 
267,7/19/2022,200,0.32, ,0, ,734, ,9.7, ,91.1, ,46.1, ,72.5, ,76, ,20, ,36, ,43.7, ,5.5, ,131.9, ,68.8, 
267,7/20/2022,201,0.31, ,0, ,745, ,7.9, ,93.2, ,42.1, ,71.7, ,71, ,11, ,30, ,38.4, ,5.1, ,121.9, ,68.3, 
267,7/21/2022,202,0.32, ,0, ,748,R,7.8, ,93.7, ,40.8, ,71.7, ,73, ,12, ,29, ,38.0, ,5.6, ,135.0, ,67.8, 
267,7/22/2022,203,0.31, ,0, ,752,R,6.7, ,91.0, ,38.4, ,69.4, ,66, ,12, ,27, ,34.2, ,5.4, ,129.1, ,67.3, 
267,7/23/2022,204,0.27, ,0, ,747,R,7.4, ,92.1, ,35.9,Y,68.6, ,67, ,13, ,31, ,36.9, ,3.6, ,86.2, ,66.5, 
267,7/24/2022,205,0.27, ,0, ,713, ,9.6, ,92.7, ,39.8, ,70.4, ,74, ,22, ,38, ,43.5, ,3.1,Y,73.9,Y,67.1, 
267,7/25/2022,206,0.27, ,0, ,683, ,10.7, ,96.5, ,44.6, ,74.6, ,71, ,22, ,36, ,46.3, ,3.4, ,80.9, ,68.0, 
267,7/26/2022,207,0.24, ,0, ,507, ,10.4, ,93.7, ,55.0, ,75.8, ,51, ,21, ,34, ,45.5, ,3.9, ,93.7, ,68.9, 
267,7/27/2022,208,0.29, ,0, ,665, ,11.2, ,98.2, ,57.0, ,79.6, ,56, ,17, ,32, ,47.4, ,3.6, ,85.5, ,70.0, 
267,7/28/2022,209,0.28, ,0, ,689, ,10.8, ,98.9, ,52.0, ,79.4, ,65, ,19, ,31, ,46.5, ,3.5, ,83.2, ,70.8, 
267,7/29/2022,210,0.26, ,0, ,610, ,12.5, ,98.6, ,54.6, ,79.0, ,61, ,22, ,37, ,50.4, ,3.4, ,82.0, ,71.2, 
267,7/30/2022,211,0.27, ,0, ,561, ,11.8, ,99.2, ,58.3, ,80.0, ,65, ,19, ,34, ,49.0, ,4.5, ,108.4, ,71.6, 
267,7/31/2022,212,0.24, ,0.05, ,528, ,14.0, ,97.7, ,62.3, ,78.7, ,65, ,26, ,42, ,53.5, ,4.6, ,111.0, ,71.9, 
