194,7/1/2022,182,0.27, ,0, ,738, ,13.9, ,87.4, ,52.9, ,69.5, ,87, ,34, ,57, ,53.4, ,5.5, ,132.2, ,70.0, 
194,7/2/2022,183,0.26, ,0, ,730, ,13.9, ,81.2, ,53.5, ,65.4, ,87, ,42, ,65, ,53.3, ,7.2, ,172.8, ,69.6, 
194,7/3/2022,184,0.24, ,0, ,718, ,13.7, ,77.2,Y,53.1, ,64.3,Y,89, ,47, ,67,Y,53.0,Y,7.0, ,168.9, ,68.8, 
194,7/4/2022,185,0.25, ,0, ,700, ,16.5, ,84.9, ,51.0, ,69.1, ,90, ,47, ,68, ,58.1, ,5.2, ,125.5, ,68.5, 
194,7/5/2022,186,0.25, ,0, ,690, ,19.4, ,87.2, ,61.0, ,73.2, ,93, ,51, ,69, ,62.6, ,5.9, ,142.2, ,69.8, 
194,7/6/2022,187,0.25, ,0, ,694, ,17.0, ,82.7, ,60.0, ,69.8, ,86, ,51, ,68, ,59.0, ,7.1, ,170.2, ,70.3, 
194,7/7/2022,188,0.26, ,0, ,705, ,16.3, ,85.5, ,56.7, ,70.5, ,92, ,43, ,64, ,57.8, ,6.0, ,144.6, ,69.9, 
194,7/8/2022,189,0.28, ,0, ,710, ,16.5, ,91.0, ,57.2, ,74.3, ,85, ,39, ,57, ,58.0, ,5.6, ,135.2, ,70.0, 
194,7/9/2022,190,0.27, ,0, ,712, ,16.7, ,87.9, ,59.4, ,73.5, ,82, ,44, ,59, ,58.4, ,6.0, ,143.5, ,70.4, 
194,7/10/2022,191,0.28, ,0, ,724, ,17.2, ,93.2, ,55.8, ,75.6, ,87, ,32, ,57, ,59.2, ,4.5, ,108.8, ,70.6, 
194,7/11/2022,192,0.28, ,0, ,696, ,18.4, ,97.9, ,60.4, ,80.9, ,87, ,32, ,51, ,61.2, ,3.8, ,92.1, ,71.4, 
194,7/12/2022,193,0.29, ,0, ,693, ,16.7, ,91.7, ,61.8, ,77.1, ,70, ,39, ,53, ,58.5, ,6.5, ,156.8, ,72.2, 
194,7/13/2022,194,0.26, ,0, ,701, ,17.6, ,89.5, ,58.6, ,73.0, ,91, ,42, ,64, ,59.9, ,6.1, ,147.1, ,71.9, 
194,7/14/2022,195,0.28, ,0, ,705, ,17.1, ,94.3, ,56.5, ,75.5, ,87, ,37, ,57, ,59.0, ,5.4, ,128.9, ,71.9, 
194,7/15/2022,196,0.28, ,0, ,689, ,15.5, ,93.4, ,55.8, ,75.7, ,75, ,31, ,51, ,56.3, ,5.4, ,129.2, ,71.8, 
194,7/16/2022,197,0.28, ,0, ,692, ,17.7, ,97.6, ,60.2, ,79.6, ,76, ,33, ,51, ,60.1, ,4.6, ,110.8, ,72.1, 
194,7/17/2022,198,0.30, ,0, ,677, ,16.1, ,98.3, ,66.3, ,81.7, ,63, ,29, ,44, ,57.4, ,4.6, ,110.1, ,72.9, 
194,7/18/2022,199,0.28, ,0, ,680, ,15.6, ,99.8, ,65.0, ,82.5, ,67, ,25, ,41, ,56.6, ,3.7, ,88.3, ,73.3, 
194,7/19/2022,200,0.31, ,0, ,672, ,13.6, ,95.7, ,67.7, ,80.4, ,55, ,28, ,39, ,52.8, ,5.4, ,130.7, ,73.7, 
194,7/20/2022,201,0.30, ,0, ,701, ,13.9, ,95.1, ,61.7, ,78.0, ,58, ,26, ,42, ,53.3, ,5.1, ,123.6, ,73.1, 
194,7/21/2022,202,0.29, ,0, ,712, ,14.3, ,94.3, ,57.5, ,76.2, ,73, ,31, ,46, ,54.0, ,5.0, ,120.1, ,72.6, 
194,7/22/2022,203,0.31, ,0, ,706, ,12.7, ,94.5, ,57.9, ,77.0, ,75, ,24, ,40, ,50.9, ,5.8, ,139.0, ,72.2, 
194,7/23/2022,204,0.28, ,0, ,716, ,14.0, ,91.6, ,57.4, ,74.9, ,70, ,30, ,47, ,53.5, ,4.6, ,110.9, ,71.7, 
194,7/24/2022,205,0.26, ,0, ,694, ,16.8, ,93.6, ,55.7, ,75.1, ,85, ,35, ,56, ,58.5, ,4.7, ,112.3, ,71.8, 
194,7/25/2022,206,0.26, ,0, ,673, ,16.6, ,90.3, ,58.7, ,74.3, ,83, ,39, ,57, ,58.3, ,5.8, ,139.4, ,72.1, 
194,7/26/2022,207,0.26, ,0, ,640, ,16.6, ,90.0, ,61.5, ,74.5, ,80, ,38, ,57, ,58.2, ,6.1, ,147.0, ,72.1, 
194,7/27/2022,208,0.26, ,0, ,645, ,16.0, ,90.8, ,59.8, ,74.3, ,82, ,30, ,55, ,57.2, ,5.8, ,138.8, ,71.9, 
194,7/28/2022,209,0.25, ,0, ,656, ,17.5, ,92.6, ,60.5, ,75.3, ,77, ,43, ,59, ,59.8, ,4.9, ,117.8, ,71.9, 
194,7/29/2022,210,0.24, ,0, ,647, ,20.0, ,91.6, ,61.2, ,75.6, ,87, ,48, ,66, ,63.4, ,5.5, ,132.5, ,72.4, 
194,7/30/2022,211,0.24, ,0, ,628, ,20.3, ,91.3, ,63.4, ,75.9, ,83, ,50, ,66, ,63.9, ,5.7, ,137.1, ,72.8, 
194,7/31/2022,212,0.18, ,0, ,471, ,20.1, ,87.2, ,64.1, ,73.8, ,87, ,53, ,71, ,63.6, ,5.0, ,120.9, ,73.0, 
