104,7/1/2022,182,0.20, ,0, ,701, ,12.8, ,71.0, ,52.4, ,58.9, ,93, ,54, ,75, ,51.1, ,2.7, ,64.2, ,84.0, 
104,7/2/2022,183,0.20, ,0, ,671, ,12.7, ,75.0, ,53.8, ,60.8, ,86, ,48, ,70, ,50.8, ,3.3, ,79.3, ,83.9, 
104,7/3/2022,184,0.20, ,0, ,650, ,12.3, ,72.4, ,52.4, ,60.8, ,88, ,49, ,68, ,50.1, ,3.3, ,79.1, ,83.1, 
104,7/4/2022,185,0.14, ,0, ,463, ,14.2, ,75.6, ,49.5, ,60.9, ,95, ,56, ,78, ,54.0, ,3.0, ,71.1, ,81.7, 
104,7/5/2022,186,0.19, ,0, ,628, ,16.7,Y,75.0, ,57.9, ,64.5, ,96, ,59, ,81,Y,58.4,Y,3.2, ,77.1, ,82.4, 
104,7/6/2022,187,0.18, ,0, ,600, ,15.8, ,75.3, ,55.2, ,64.1, ,95, ,55, ,77, ,56.9, ,2.6, ,63.0, ,83.2, 
104,7/7/2022,188,0.22, ,0, ,718, ,14.4, ,81.7, ,51.0, ,63.3, ,98, ,42, ,73, ,54.3, ,2.9, ,70.4, ,83.6, 
104,7/8/2022,189,0.22, ,0, ,721, ,14.0, ,81.6, ,51.9, ,63.2, ,95, ,40, ,71, ,53.6, ,2.9, ,69.4, ,84.2, 
104,7/9/2022,190,0.20, ,0, ,655, ,15.1, ,78.0, ,54.3, ,62.9, ,98, ,52, ,77, ,55.6, ,2.4, ,58.4, ,84.6, 
104,7/10/2022,191,0.20, ,0, ,700, ,14.6, ,74.6, ,52.1, ,59.6, ,98, ,55, ,84, ,54.7, ,2.7, ,63.6, ,84.5, 
104,7/11/2022,192,0.19, ,0, ,688, ,14.8, ,70.1, ,52.1, ,59.3, ,99, ,67, ,86, ,55.0, ,2.4, ,58.0, ,84.7, 
104,7/12/2022,193,0.17, ,0.01, ,615, ,15.3, ,67.3, ,55.4, ,60.2, ,98, ,71, ,86, ,56.0, ,2.9, ,69.0, ,84.6, 
104,7/13/2022,194,0.17, ,0.02, ,590, ,15.6, ,72.4, ,54.4, ,61.5, ,97, ,61, ,84, ,56.5, ,2.6, ,62.0, ,83.7, 
104,7/14/2022,195,0.17, ,0, ,602, ,14.8, ,75.2, ,53.3, ,61.4, ,98, ,54, ,80, ,55.1, ,2.3, ,55.8, ,83.2, 
104,7/15/2022,196,0.20, ,0, ,690, ,13.8, ,78.0, ,48.9, ,60.8, ,96, ,48, ,76, ,53.2, ,2.6, ,62.5, ,83.3, 
104,7/16/2022,197,0.19, ,0, ,662, ,14.3, ,76.9, ,52.9, ,61.2, ,96, ,49, ,78, ,54.2, ,2.1, ,50.9, ,84.0, 
104,7/17/2022,198,0.18, ,0, ,633, ,14.4, ,74.0, ,53.7, ,59.9, ,98, ,54, ,82, ,54.3, ,2.2, ,53.2, ,84.4, 
104,7/18/2022,199,0.21, ,0, ,693, ,14.0, ,80.2, ,52.4, ,62.8, ,98, ,39, ,72, ,53.5, ,2.5, ,59.1, ,84.3, 
104,7/19/2022,200,0.20, ,0, ,701, ,14.0, ,78.8, ,51.8, ,61.3, ,98, ,42, ,76, ,53.5, ,2.5, ,59.4, ,84.7, 
104,7/20/2022,201,0.20, ,0, ,946,R,13.9, ,74.4, ,54.6, ,63.4, ,99, ,50, ,70, ,53.4, ,2.7, ,65.5, ,86.1,Y
104,7/21/2022,202,0.19, ,0, ,681, ,13.7, ,76.9, ,49.7, ,59.8, ,98, ,47, ,78, ,52.9, ,2.2, ,53.9, ,84.8, 
104,7/22/2022,203,0.20, ,0, ,675, ,13.5, ,79.8, ,48.4, ,60.5, ,99, ,38, ,75, ,52.6, ,2.4, ,58.1, ,84.6, 
104,7/23/2022,204,0.18, ,0, ,640, ,13.2, ,72.5, ,51.7, ,58.1, ,97, ,47, ,80, ,52.0, ,2.4, ,58.3, ,84.1, 
104,7/24/2022,205,0.15, ,0.00, ,585, ,13.1, ,64.7, ,51.1, ,56.0, ,97, ,71, ,86, ,51.8, ,2.5, ,60.7, ,83.3, 
104,7/25/2022,206,0.17, ,0.01,H,623, ,13.8, ,65.8, ,52.4, ,57.8, ,97, ,70, ,84, ,53.1, ,2.8, ,67.9, ,82.3, 
104,7/26/2022,207,0.15, ,0, ,571, ,14.4, ,65.2, ,56.0, ,59.2, ,94, ,70, ,84, ,54.3, ,2.8, ,68.3, ,82.4, 
104,7/27/2022,208,0.18, ,0, ,627, ,14.5, ,73.5, ,54.3, ,60.9, ,95, ,57, ,80, ,54.6, ,2.3, ,55.7, ,82.8, 
104,7/28/2022,209,0.19, ,0, ,654, ,14.7, ,77.3, ,54.6, ,62.0, ,99, ,47, ,78, ,54.9, ,2.4, ,57.7, ,83.6, 
104,7/29/2022,210,0.19, ,0.01, ,652, ,15.3, ,77.9, ,54.6, ,62.2, ,98, ,53, ,80, ,55.9, ,2.5, ,59.6, ,84.2, 
104,7/30/2022,211,0.15, ,0, ,510, ,15.9, ,75.0, ,57.9, ,62.8, ,95, ,57, ,82, ,57.0, ,2.3, ,54.8, ,83.8, 
104,7/31/2022,212,0.12, ,0, ,405, ,15.9, ,78.3, ,57.2, ,64.1, ,96, ,50, ,78, ,57.0, ,2.1, ,50.0, ,82.5, 
