209,3/1/2022,60,0.12, ,0, ,433, ,10.3, ,69.0, ,44.9, ,56.7, ,86, ,45, ,65, ,45.2, ,3.8, ,91.9, ,55.7, 
209,3/2/2022,61,0.11, ,0, ,425, ,10.7, ,64.6, ,47.7, ,55.1, ,86, ,55, ,72, ,46.3, ,4.0, ,96.3, ,56.3, 
209,3/3/2022,62,0.04, ,0.04, ,175, ,10.4, ,58.6, ,46.4, ,51.6, ,95, ,60, ,80, ,45.5, ,3.3, ,79.9, ,55.9, 
209,3/4/2022,63,0.09, ,0.04, ,323, ,10.1, ,59.3, ,44.8, ,50.8, ,98, ,52, ,80, ,44.9, ,6.1, ,146.9, ,55.7, 
209,3/5/2022,64,0.10, ,0, ,367, ,7.8, ,57.0, ,39.1, ,48.0, ,88, ,42, ,69, ,38.2, ,5.6, ,134.7, ,55.3, 
209,3/6/2022,65,0.11, ,0, ,477,R,9.2, ,56.3, ,38.7, ,46.8, ,94, ,70, ,84, ,42.3, ,4.8, ,115.8, ,54.8, 
209,3/7/2022,66,0.12, ,0.00, ,480,R,8.7, ,60.6, ,37.6, ,48.9, ,96, ,40, ,73, ,40.8, ,4.0, ,95.9, ,54.9, 
209,3/8/2022,67,0.13, ,0, ,478, ,8.0, ,65.5, ,40.6, ,51.2, ,90, ,30, ,62, ,38.7, ,5.0, ,121.0, ,55.2, 
209,3/9/2022,68,0.13, ,0, ,473, ,9.4, ,65.2, ,41.0, ,51.8, ,92, ,48, ,71, ,42.9, ,4.1, ,98.0, ,55.7, 
209,3/10/2022,69,0.14, ,0, ,499,R,8.2, ,68.9, ,41.8, ,53.0, ,97, ,18, ,59, ,39.3, ,4.0, ,96.9, ,55.9, 
209,3/11/2022,70,0.15, ,0.00,H,502,R,5.6,Y,69.3, ,39.9, ,53.7, ,90, ,16, ,40,Y,29.7,Y,4.1, ,97.9, ,55.8, 
209,3/12/2022,71,0.13, ,0, ,501, ,8.1, ,61.5, ,40.0, ,50.1, ,91, ,40, ,66, ,39.2, ,4.9, ,118.2, ,55.6, 
209,3/13/2022,72,0.11, ,0, ,444, ,11.6, ,60.1, ,46.9, ,51.8, ,99, ,74, ,89, ,48.6, ,4.2, ,101.9, ,56.4, 
209,3/14/2022,73,0.14, ,0.00, ,484, ,9.3, ,66.0, ,41.0, ,52.4, ,96, ,40, ,69, ,42.6, ,4.5, ,108.3, ,56.6, 
209,3/15/2022,74,0.08, ,0, ,310, ,12.6, ,61.6, ,49.8, ,54.4, ,99, ,75, ,87, ,50.7, ,4.0, ,96.2, ,57.0, 
209,3/16/2022,75,0.13, ,0, ,501, ,11.7, ,64.9, ,46.4, ,53.0, ,99, ,65, ,85, ,48.6, ,4.1, ,98.4, ,57.6, 
209,3/17/2022,76,0.12, ,0.00, ,458, ,11.1, ,59.9, ,44.1, ,51.3, ,97, ,71, ,86, ,47.2, ,4.7, ,111.9, ,57.8, 
209,3/18/2022,77,0.14, ,0, ,509, ,11.0, ,63.7, ,44.1, ,52.6, ,95, ,61, ,81, ,46.9, ,4.6, ,109.6, ,57.6, 
209,3/19/2022,78,0.03, ,0.22, ,171, ,11.7, ,56.8, ,48.2, ,50.6, ,97, ,81, ,93, ,48.6, ,4.4, ,106.5, ,57.7, 
209,3/20/2022,79,0.15, ,0, ,541,R,9.8, ,68.5, ,44.3, ,53.0, ,98, ,36, ,72, ,44.1, ,5.1, ,121.8, ,57.2, 
209,3/21/2022,80,0.14, ,0, ,524, ,10.1, ,68.9, ,44.1, ,53.5, ,91, ,46, ,72, ,44.8, ,4.1, ,98.9, ,57.8, 
209,3/22/2022,81,0.17,R,0, ,538, ,11.5, ,76.2,Y,49.7, ,59.6,Y,87, ,42, ,66,Y,48.3,Y,4.2, ,101.0, ,58.7, 
209,3/23/2022,82,0.13, ,0.00, ,512, ,12.4, ,63.6, ,47.7, ,53.2, ,100, ,69, ,90, ,50.3, ,4.2, ,101.9, ,59.7, 
209,3/24/2022,83,0.13, ,0.01, ,516, ,11.8, ,59.5, ,45.5, ,50.7, ,100, ,76, ,93, ,48.8, ,4.0, ,96.8, ,59.8, 
209,3/25/2022,84,0.11, ,0.00, ,460, ,11.6, ,60.8, ,47.1, ,51.4, ,100, ,66, ,90, ,48.5, ,4.2, ,100.7, ,60.1, 
209,3/26/2022,85,0.12, ,0.01, ,497, ,11.8, ,58.7, ,44.6, ,51.0, ,100, ,78, ,92, ,48.9, ,4.7, ,112.7, ,59.9, 
209,3/27/2022,86,0.11, ,0.62, ,381, ,12.1, ,62.0, ,48.8, ,53.6, ,100, ,65, ,87, ,49.7, ,6.7, ,161.1, ,60.2, 
209,3/28/2022,87,0.12, ,0.39, ,462, ,12.2, ,60.4, ,47.9, ,53.6, ,99, ,66, ,87, ,49.8, ,5.1, ,122.1, ,59.8, 
209,3/29/2022,88,0.08, ,0, ,340, ,11.9, ,60.1, ,46.5, ,51.9, ,98, ,74, ,91, ,49.2, ,3.5, ,85.0, ,59.5, 
209,3/30/2022,89,0.12, ,0, ,461, ,11.2, ,60.0, ,45.6, ,52.4, ,97, ,65, ,83, ,47.4, ,4.5, ,107.3, ,59.9, 
209,3/31/2022,90,0.12, ,0, ,465, ,11.0, ,62.9, ,44.8, ,51.0, ,97, ,69, ,87, ,47.2, ,4.1, ,98.2, ,60.0, 
