182,3/1/2022,60,0.13, ,0, ,581,R,8.0, ,76.1, ,48.0, ,63.8,Y,81, ,25, ,40,Y,38.9,Y,3.0, ,72.6, ,51.1, 
182,3/2/2022,61,0.14, ,0, ,485,R,7.9, ,78.2, ,40.2, ,58.7, ,79, ,24, ,47, ,38.6, ,2.5, ,60.2, ,50.9, 
182,3/3/2022,62,0.12, ,0, ,392, ,8.4, ,74.8, ,42.7, ,57.9, ,79, ,24, ,51, ,40.0, ,4.2, ,101.9, ,51.6, 
182,3/4/2022,63,0.04, ,1.00, ,158, ,11.4, ,58.9, ,46.7, ,52.9, ,95, ,60, ,83, ,47.9, ,4.9, ,117.7, ,55.4, 
182,3/5/2022,64,0.10, ,0, ,398, ,7.1, ,55.3, ,37.8, ,45.4, ,93, ,47, ,69, ,35.8, ,3.6, ,87.5, ,49.5, 
182,3/6/2022,65,0.11, ,0, ,486,R,7.2, ,58.9, ,32.8, ,45.6, ,96, ,42, ,69, ,36.1, ,2.6, ,61.3, ,48.0,Y
182,3/7/2022,66,0.13, ,0, ,509,R,7.7, ,63.2, ,35.0, ,48.4, ,92, ,41, ,67, ,37.8, ,3.0, ,71.0, ,48.5,Y
182,3/8/2022,67,0.14, ,0, ,510,R,7.8, ,68.2, ,35.7, ,51.7, ,91, ,30, ,60, ,38.2, ,2.6, ,62.0, ,49.3, 
182,3/9/2022,68,0.14, ,0, ,506,R,8.0, ,70.1, ,39.8, ,54.1, ,82, ,29, ,56, ,38.7, ,2.5, ,60.8, ,50.4, 
182,3/10/2022,69,0.13, ,0, ,516,R,8.0, ,66.2, ,39.4, ,51.8, ,87, ,34, ,61, ,38.8, ,2.7, ,64.4, ,50.8, 
182,3/11/2022,70,0.15, ,0, ,529,R,6.9, ,72.4, ,38.3, ,55.0, ,85, ,19, ,47, ,35.0, ,2.9, ,69.1, ,51.2, 
182,3/12/2022,71,0.15, ,0, ,537,R,6.8, ,75.7, ,38.8, ,55.8, ,79, ,20, ,44, ,34.5, ,2.5, ,60.2, ,51.9, 
182,3/13/2022,72,0.15, ,0, ,508, ,8.6, ,71.5, ,37.3, ,54.4, ,80, ,37, ,59, ,40.6, ,4.4, ,106.5, ,52.0, 
182,3/14/2022,73,0.15, ,0, ,533,R,8.3, ,72.2, ,38.9, ,55.2, ,88, ,31, ,56, ,39.8, ,3.0, ,71.8, ,52.7, 
182,3/15/2022,74,0.13, ,0, ,425, ,10.1, ,73.4, ,42.7, ,57.5, ,87, ,36, ,62, ,44.7, ,3.4, ,81.2, ,53.2, 
182,3/16/2022,75,0.15, ,0, ,529,R,11.5, ,71.2, ,46.1, ,58.5, ,95, ,45, ,69, ,48.3, ,3.6, ,87.2, ,55.3, 
182,3/17/2022,76,0.14, ,0, ,472, ,9.9, ,72.9, ,45.3, ,58.2, ,89, ,33, ,60, ,44.3, ,2.7, ,64.8, ,55.5, 
182,3/18/2022,77,0.16, ,0, ,549,R,8.9, ,75.7, ,42.5, ,58.0, ,84, ,29, ,54, ,41.5, ,2.9, ,69.5, ,55.5, 
182,3/19/2022,78,0.07, ,0.26, ,228, ,10.3, ,64.9, ,50.1, ,56.0, ,94, ,50, ,67, ,45.2, ,3.9, ,93.7, ,54.9, 
182,3/20/2022,79,0.11, ,0, ,427, ,10.7, ,63.8, ,45.3, ,53.4, ,96, ,52, ,76, ,46.2, ,3.5, ,83.8, ,54.7, 
182,3/21/2022,80,0.15, ,0, ,555,R,9.2, ,72.4, ,42.1, ,55.8, ,92, ,32, ,61, ,42.4, ,3.2, ,76.8, ,54.6, 
182,3/22/2022,81,0.17, ,0, ,563,R,10.2, ,80.8, ,43.0, ,62.0, ,87, ,29, ,54, ,45.2, ,2.5, ,59.2, ,56.4, 
182,3/23/2022,82,0.18, ,0, ,568,R,12.8, ,86.4, ,49.4, ,67.3, ,89, ,30, ,56, ,51.0, ,2.3, ,54.7, ,59.1, 
182,3/24/2022,83,0.18, ,0, ,566,R,13.3, ,86.9, ,53.7, ,68.6, ,79, ,29, ,56, ,52.2, ,2.8, ,66.1, ,61.0, 
182,3/25/2022,84,0.16, ,0, ,487, ,14.3,Y,84.1, ,53.2, ,67.6, ,84, ,37, ,62,Y,54.0,Y,2.5, ,59.6, ,61.7, 
182,3/26/2022,85,0.19, ,0, ,559, ,11.8, ,84.8, ,52.7, ,68.4, ,86, ,32, ,50, ,48.9, ,3.2, ,75.9, ,62.5, 
182,3/27/2022,86,0.20, ,0, ,564, ,9.4, ,85.2, ,49.3, ,65.6, ,79, ,15, ,44, ,43.0, ,3.9, ,93.6, ,62.5, 
182,3/28/2022,87,0.08, ,0.44, ,269, ,11.3, ,64.3, ,51.0, ,55.2, ,95, ,56, ,76, ,47.7, ,4.3, ,103.3, ,61.4,H
182,3/29/2022,88,0.11, ,0, ,425, ,11.5, ,66.3, ,45.6, ,55.2, ,97, ,57, ,77, ,48.3, ,3.1, ,75.2, ,57.6, 
182,3/30/2022,89,0.16, ,0, ,539, ,12.9, ,71.2, ,53.5, ,61.0, ,91, ,50, ,70, ,51.2, ,2.7, ,64.9, ,59.5, 
182,3/31/2022,90,0.12, ,0, ,461, ,11.7, ,66.8, ,46.2, ,56.2, ,93, ,56, ,76, ,48.8, ,2.6, ,62.7, ,59.0, 
