165,3/1/2022,60,0.18,R,0, ,489,R,9.2, ,--,S,44.8, ,65.0,Y,86, ,19, ,43,Y,42.3,Y,3.8, ,91.3, ,56.5, 
165,3/2/2022,61,0.18,R,0, ,503,R,9.6, ,--,S,42.5, ,62.9,Y,90, ,26, ,49,Y,43.3,Y,4.4, ,106.4, ,57.1, 
165,3/3/2022,62,0.13,H,0, ,397, ,12.0, ,--,S,42.9, ,61.0,H,89,H,35,H,66, ,49.4, ,3.8, ,92.1, ,57.3, 
165,3/4/2022,63,0.09, ,0, ,324, ,11.6, ,71.2, ,41.9, ,54.3, ,94, ,67, ,81, ,48.5, ,5.7, ,135.7, ,57.4, 
165,3/5/2022,64,0.10, ,0, ,378, ,9.1, ,74.0, ,34.1, ,48.2, ,99, ,60, ,80, ,42.2, ,6.1, ,146.1, ,55.7, 
165,3/6/2022,65,0.14, ,0, ,514,R,9.0, ,82.8, ,30.5, ,47.5, ,100, ,36, ,81, ,41.8, ,5.0, ,119.0, ,53.8, 
165,3/7/2022,66,0.15, ,0, ,513,R,8.7, ,99.0,R,28.9, ,50.3, ,100, ,30, ,70, ,40.9, ,3.7, ,88.6, ,53.8, 
165,3/8/2022,67,0.17, ,0, ,518,R,9.8, ,--,S,40.2, ,58.4, ,97, ,24, ,59, ,44.0, ,4.4, ,105.0, ,54.9, 
165,3/9/2022,68,0.16, ,0, ,515,R,11.1, ,--,S,39.7, ,56.7, ,99, ,40, ,71, ,47.2, ,5.3, ,127.2, ,55.6, 
165,3/10/2022,69,0.16, ,0, ,525,R,10.2, ,86.6,Y,34.1, ,53.9, ,100, ,46, ,72, ,45.0, ,4.8, ,115.8, ,55.5, 
165,3/11/2022,70,0.20, ,0, ,531,R,8.0, ,90.1,Y,43.5, ,62.5, ,67, ,24, ,42, ,38.9, ,5.3, ,127.2, ,56.0, 
165,3/12/2022,71,0.19, ,0, ,543,R,8.8, ,100.4,R,36.4, ,57.5, ,99, ,25, ,54, ,41.1, ,5.0, ,119.7, ,56.5, 
165,3/13/2022,72,0.15,R,0, ,522, ,12.4, ,87.4,Y,31.5, ,53.4, ,100, ,54, ,89, ,50.2, ,5.4, ,129.6, ,56.1, 
165,3/14/2022,73,0.18, ,0, ,538,R,12.6, ,88.6,Y,41.4, ,59.6, ,100, ,45, ,72, ,50.6, ,4.8, ,114.8, ,57.2, 
165,3/15/2022,74,0.14, ,0, ,455, ,14.9, ,95.5,R,36.7, ,58.6, ,100, ,51, ,89, ,55.3, ,5.0, ,119.9, ,57.3, 
165,3/16/2022,75,0.18,R,0, ,545,R,15.7, ,99.5,R,45.8, ,62.3, ,100, ,40, ,82, ,56.7, ,6.4, ,152.5, ,58.7, 
165,3/17/2022,76,0.15,R,0, ,491, ,12.5, ,--,S,36.7, ,55.6, ,100, ,42, ,83, ,50.4, ,3.9, ,94.3, ,58.7, 
165,3/18/2022,77,0.18, ,0, ,555,R,13.0, ,--,S,36.7, ,58.8, ,100, ,41, ,77, ,51.5, ,4.0, ,95.5, ,58.3, 
165,3/19/2022,78,0.08, ,0, ,306, ,13.9, ,66.4, ,48.0, ,56.8, ,100, ,62, ,88, ,53.4, ,4.1, ,98.9, ,59.2, 
165,3/20/2022,79,0.18, ,0, ,558,R,13.5, ,82.0, ,41.9, ,59.3, ,100, ,39, ,78, ,52.5, ,6.7, ,161.3, ,59.3, 
165,3/21/2022,80,0.19, ,0, ,553, ,11.3, ,88.8,Y,37.0, ,59.3, ,100, ,22, ,66, ,47.8, ,5.1, ,121.2, ,59.0, 
165,3/22/2022,81,0.20,R,0, ,577,R,12.7, ,--,S,42.5, ,66.8,Y,95,H,21,H,57,Y,50.9,Y,3.7, ,89.8, ,60.0, 
165,3/23/2022,82,0.20, ,0, ,578,R,14.1, ,95.1,R,44.4, ,64.5,Y,100,H,43,H,68,Y,53.7,Y,4.2, ,100.7, ,61.8,Y
165,3/24/2022,83,0.19, ,0, ,575,R,15.4, ,--,S,42.8, ,62.5, ,100, ,48, ,80, ,56.2, ,4.1, ,97.3, ,62.2,Y
165,3/25/2022,84,0.15, ,0, ,501, ,15.7, ,--,S,48.4, ,59.4, ,100, ,58, ,91, ,56.8, ,3.8, ,91.8, ,63.0,Y
165,3/26/2022,85,0.18, ,0, ,591,R,16.2,Y,--,S,40.3, ,61.0, ,100, ,58, ,89,Y,57.6,Y,4.0, ,97.0, ,62.9,Y
165,3/27/2022,86,0.18, ,0, ,585,R,15.6, ,--,S,51.0, ,62.1, ,100, ,57, ,82, ,56.5, ,5.5, ,131.2, ,63.4,Y
165,3/28/2022,87,0.08, ,0, ,326, ,15.4, ,67.0, ,50.6, ,59.6, ,100, ,67, ,89, ,56.2, ,4.4, ,106.4, ,62.2,Y
165,3/29/2022,88,0.16, ,0, ,594,R,14.8, ,78.0, ,43.5, ,56.2, ,100, ,79, ,96, ,55.1, ,6.5, ,156.4, ,59.8, 
165,3/30/2022,89,0.11, ,0, ,430, ,14.4, ,69.7, ,49.7, ,55.2, ,100, ,85, ,97, ,54.3, ,5.5, ,131.9, ,59.6, 
165,3/31/2022,90,0.14, ,0, ,520, ,13.8, ,66.8, ,50.0, ,55.3, ,100, ,74, ,92, ,53.1, ,5.1, ,121.8, ,59.6, 
