197,3/1/2022,60,0.15, ,0, ,507,R,4.6, ,78.6, ,27.9, ,51.2, ,75, ,12, ,35, ,24.8, ,4.3, ,103.7, ,42.3, 
197,3/2/2022,61,0.14, ,0, ,501,R,4.9, ,80.2, ,27.7, ,52.7, ,73, ,13, ,36, ,26.6, ,3.8, ,91.6, ,43.1, 
197,3/3/2022,62,0.17, ,0, ,463, ,5.8, ,74.6, ,32.1, ,55.3, ,74, ,15, ,39, ,30.7, ,7.9, ,189.3, ,44.2, 
197,3/4/2022,63,0.10, ,0, ,309, ,9.2, ,58.3, ,41.1, ,50.3, ,90, ,61, ,74, ,42.2, ,10.3, ,246.6, ,45.2, 
197,3/5/2022,64,0.14, ,0, ,471, ,5.6, ,50.2, ,34.3, ,42.5, ,87, ,47, ,60, ,29.8, ,14.0,Y,336.8,Y,45.2, 
197,3/6/2022,65,0.14, ,0, ,518,R,5.2, ,64.0, ,25.0, ,42.5, ,85, ,34, ,57, ,28.1, ,6.4, ,153.8, ,44.0, 
197,3/7/2022,66,0.17, ,0, ,531,R,4.0, ,63.6, ,25.3, ,41.7, ,86, ,17, ,44, ,21.6, ,6.8, ,163.9, ,43.6, 
197,3/8/2022,67,0.15, ,0, ,531,R,3.8, ,66.3, ,22.4, ,46.3, ,66, ,17, ,36, ,20.6, ,4.6, ,110.5, ,43.2, 
197,3/9/2022,68,0.21, ,0, ,526,R,6.0, ,68.2, ,34.2, ,52.6, ,80, ,25, ,44, ,31.5, ,10.8, ,258.9, ,43.8, 
197,3/10/2022,69,0.18, ,0, ,511, ,4.9, ,62.6, ,29.6, ,48.5, ,79, ,15, ,42, ,26.7, ,9.2, ,220.2, ,45.1, 
197,3/11/2022,70,0.17, ,0, ,553,R,2.4,Y,62.9, ,24.0, ,44.3, ,51, ,12, ,24,Y,10.2,Y,6.4, ,154.6, ,45.0, 
197,3/12/2022,71,0.15, ,0, ,550,R,3.4, ,71.8, ,22.9, ,48.3, ,71, ,11, ,29, ,17.6, ,4.0, ,96.0, ,44.6, 
197,3/13/2022,72,0.25, ,0, ,514, ,5.1, ,66.5, ,41.0, ,56.0, ,42, ,20, ,33, ,27.3, ,12.8, ,307.2, ,45.4, 
197,3/14/2022,73,0.16, ,0, ,549,R,5.8, ,76.4, ,33.3, ,55.3, ,72, ,20, ,39, ,30.9, ,3.9, ,94.8, ,46.4, 
197,3/15/2022,74,0.20, ,0, ,470, ,7.0, ,76.3, ,32.2, ,55.9, ,75, ,26, ,46, ,35.2, ,8.4, ,200.7, ,47.3, 
197,3/16/2022,75,0.20, ,0, ,556,R,8.9, ,67.4, ,42.7, ,56.6, ,82, ,36, ,57, ,41.4, ,10.7, ,257.5, ,48.2, 
197,3/17/2022,76,0.18, ,0, ,531, ,7.2, ,74.5, ,34.7, ,56.7, ,88, ,18, ,46, ,36.2, ,5.3, ,127.9, ,48.6, 
197,3/18/2022,77,0.17, ,0, ,568,R,6.4, ,78.8, ,36.9, ,59.1, ,68, ,17, ,37, ,33.0, ,3.7, ,89.5, ,49.0, 
197,3/19/2022,78,0.14, ,0, ,312, ,8.1, ,67.7, ,45.5, ,55.8, ,80, ,33, ,54, ,39.2, ,9.5, ,227.8, ,49.7, 
197,3/20/2022,79,0.20, ,0, ,564,R,8.4, ,62.9, ,39.4, ,53.5, ,85, ,41, ,60, ,39.9, ,11.9, ,285.6, ,49.6, 
197,3/21/2022,80,0.18, ,0, ,566, ,7.4, ,74.9, ,36.7, ,57.4, ,81, ,23, ,46, ,36.7, ,4.8, ,114.8, ,48.9, 
197,3/22/2022,81,0.21, ,0, ,581,R,7.9, ,78.1, ,40.3, ,59.4, ,80, ,24, ,46, ,38.5, ,5.8, ,138.8, ,49.5, 
197,3/23/2022,82,0.19, ,0, ,584,R,8.5, ,81.8, ,41.0, ,62.7, ,79, ,25, ,44, ,40.5, ,4.5, ,108.8, ,50.8, 
197,3/24/2022,83,0.20, ,0, ,587,R,9.8, ,83.9, ,45.8, ,66.8,Y,76, ,27, ,44,Y,44.0,Y,5.1, ,123.3, ,53.2, 
197,3/25/2022,84,0.21, ,0, ,559, ,8.7, ,86.2, ,43.1, ,67.0,Y,78, ,23, ,38,Y,40.8,Y,4.5, ,108.3, ,54.1, 
197,3/26/2022,85,0.26, ,0, ,618,R,7.5, ,82.5, ,39.6, ,66.6,Y,67, ,21, ,34,Y,37.2,Y,7.4, ,177.9, ,55.2, 
197,3/27/2022,86,0.23, ,0, ,620,R,7.1, ,78.2, ,41.1, ,62.2, ,68, ,19, ,37, ,35.6, ,8.0, ,190.9, ,55.6, 
197,3/28/2022,87,0.10, ,0.13, ,331, ,9.6, ,61.6, ,46.7, ,52.2, ,86, ,60, ,72, ,43.5, ,9.0, ,217.2, ,54.7, 
197,3/29/2022,88,0.19, ,0.00, ,609,R,9.3, ,68.4, ,39.3, ,52.8, ,91, ,54, ,68, ,42.7, ,10.1, ,241.4, ,53.4, 
197,3/30/2022,89,0.20, ,0, ,591, ,11.4,Y,79.2, ,42.4, ,62.0, ,85, ,32, ,60,Y,48.0,Y,6.3, ,150.9, ,53.2, 
197,3/31/2022,90,0.19, ,0, ,575, ,13.1,R,83.0, ,47.2, ,62.2, ,89, ,38, ,--,R,--,I,6.4, ,152.5, ,54.2, 
