70,3/1/2022,60,0.12, ,0, ,374, ,8.7, ,75.5, ,39.9, ,56.3, ,93, ,26, ,56, ,40.9, ,2.7, ,65.1, ,51.1, 
70,3/2/2022,61,0.12, ,0, ,389, ,9.0, ,75.6, ,39.4, ,57.1, ,91, ,27, ,56, ,41.8, ,2.9, ,70.2, ,52.0, 
70,3/3/2022,62,0.10, ,0, ,337, ,9.8, ,68.0, ,40.3, ,54.3, ,93, ,42, ,68, ,43.9, ,4.3, ,102.1, ,52.4, 
70,3/4/2022,63,0.11, ,0, ,339, ,9.8, ,65.5, ,45.6, ,54.1, ,89, ,48, ,69, ,44.0, ,8.1, ,193.6, ,53.4, 
70,3/5/2022,64,0.07, ,0, ,282, ,6.8, ,56.2, ,36.9, ,45.6, ,84, ,43, ,65, ,34.6, ,4.0, ,96.7, ,51.5, 
70,3/6/2022,65,0.12, ,0, ,452, ,6.5, ,62.9, ,31.3, ,46.9, ,96, ,30, ,60, ,33.6, ,3.6, ,86.3, ,51.5, 
70,3/7/2022,66,0.13, ,0, ,437, ,5.7, ,68.5, ,31.7, ,50.5, ,89, ,18, ,46, ,30.5, ,4.2, ,101.2, ,51.5, 
70,3/8/2022,67,0.13, ,0, ,451, ,6.6, ,70.9, ,31.7, ,51.7, ,90, ,25, ,51, ,34.0, ,2.6, ,62.3, ,51.5, 
70,3/9/2022,68,0.15, ,0, ,455, ,7.4, ,71.7, ,36.9, ,54.4, ,87, ,24, ,51, ,36.8, ,4.6, ,110.7, ,52.2, 
70,3/10/2022,69,0.18, ,0, ,483, ,5.2,Y,68.8, ,40.9, ,54.3, ,89, ,13, ,36,Y,27.9,Y,7.4, ,176.5, ,52.2, 
70,3/11/2022,70,0.13, ,0, ,482, ,4.9,Y,71.3, ,31.6, ,52.4, ,74, ,16, ,37,Y,26.7,Y,2.5, ,61.1, ,51.8, 
70,3/12/2022,71,0.15, ,0, ,466, ,6.4, ,75.0, ,34.1, ,55.6, ,85, ,19, ,42, ,33.0, ,3.8, ,92.1, ,52.3, 
70,3/13/2022,72,0.13, ,0, ,420, ,9.3, ,67.9, ,44.9, ,56.4, ,86, ,39, ,60, ,42.7, ,3.9, ,93.7, ,54.0, 
70,3/14/2022,73,0.13, ,0, ,470, ,8.2, ,73.8, ,38.4, ,55.8, ,90, ,27, ,54, ,39.3, ,2.4, ,56.7, ,54.1, 
70,3/15/2022,74,0.09, ,0.09, ,307, ,12.7, ,71.3, ,52.3, ,59.2, ,96, ,54, ,74, ,50.9, ,3.8, ,90.7, ,56.2, 
70,3/16/2022,75,0.16, ,0, ,490, ,10.0, ,72.5, ,44.5, ,58.0, ,92, ,27, ,61, ,44.5, ,5.6, ,135.6, ,56.7, 
70,3/17/2022,76,0.13, ,0, ,415, ,8.5, ,74.3, ,45.0, ,57.4, ,90, ,25, ,53, ,40.4, ,3.6, ,87.4, ,56.4, 
70,3/18/2022,77,0.14, ,0, ,478, ,9.7, ,73.6, ,39.1, ,56.9, ,91, ,37, ,61, ,43.7, ,2.9, ,68.6, ,56.3, 
70,3/19/2022,78,0.07, ,0, ,211, ,10.1, ,63.5, ,49.1, ,55.0, ,86, ,56, ,68, ,44.7, ,5.1, ,123.4, ,56.4, 
70,3/20/2022,79,0.20, ,0, ,519, ,6.9, ,71.9, ,45.5, ,56.5, ,91, ,14, ,44, ,34.9, ,8.2, ,196.7, ,55.3, 
70,3/21/2022,80,0.19, ,0, ,508, ,9.0, ,77.7, ,45.2, ,61.7, ,77, ,28, ,48, ,41.9, ,5.8, ,138.2, ,55.4, 
70,3/22/2022,81,0.16, ,0, ,512, ,11.8, ,79.9, ,45.7, ,63.7, ,88, ,36, ,59, ,49.0, ,2.7, ,65.7, ,57.4, 
70,3/23/2022,82,0.17, ,0, ,512, ,12.7, ,84.3,Y,50.8, ,66.8,Y,84, ,32, ,57,Y,51.0,Y,3.1, ,74.5, ,59.0, 
70,3/24/2022,83,0.17, ,0, ,520, ,11.6, ,81.8, ,45.4, ,62.9, ,94, ,33, ,59, ,48.4, ,3.4, ,81.4, ,59.1, 
70,3/25/2022,84,0.17, ,0, ,533, ,10.3, ,79.6, ,44.6, ,60.7, ,94, ,21, ,57, ,45.3, ,3.7, ,89.6, ,59.2, 
70,3/26/2022,85,0.17, ,0, ,521, ,11.3, ,79.3, ,44.1, ,61.6, ,90, ,35, ,60, ,47.8, ,4.0, ,96.6, ,59.2, 
70,3/27/2022,86,0.14, ,0.34, ,437, ,11.5, ,74.8, ,48.4, ,59.4, ,95, ,37, ,67, ,48.3, ,3.9, ,93.6, ,59.5, 
70,3/28/2022,87,0.06, ,0.27, ,262, ,12.1, ,61.3, ,50.5, ,54.6, ,95, ,60, ,83, ,49.6, ,5.0, ,119.4, ,58.7, 
70,3/29/2022,88,0.14, ,0, ,491, ,11.9, ,69.6, ,46.1, ,56.0, ,96, ,57, ,78, ,49.2, ,4.5, ,108.4, ,58.3, 
70,3/30/2022,89,0.12, ,0, ,434, ,10.5, ,62.7, ,46.1, ,54.1, ,92, ,56, ,74, ,45.9, ,5.3, ,128.1, ,58.2, 
70,3/31/2022,90,0.16, ,0, ,515, ,10.7, ,70.8, ,46.5, ,57.7, ,92, ,40, ,66, ,46.3, ,4.4, ,105.0, ,58.4, 
